group,AR,CEBPA,CEBPD,E2F2,E2F7,EGR1,ESRRA,ETV6,FOSL1,FOXD2,GATA4,GMEB1,GMEB2,HES1,HINFP,HOXA4,HOXC6,HSF1,HSF2,IRF2,JUND,KMT2A,MYC,NFE2,NFIC,NFYB,PAX5,SETDB1,SIX5,STAT2,STAT3,STAT4,TCF12,TFAP4,USF1,YY1,ZBTB7B
progressive,0.293125123638266,-0.531761726233834,0.202217486090647,-0.439637878765403,0.172275556135421,-0.27913060148279,0.153175268902861,0.265766191895812,0.459755149150794,0.351704743195542,0.145201565002986,-0.253801002865348,0.406445772583703,0.116299784103845,-0.0525680676629774,-0.356196611836407,-0.285946010219987,0.319615334008711,0.162501861552744,0.173211458626865,-0.219763341214893,0.16397057981902,0.246640422169673,-0.104661234309257,-0.313976753156795,0.199653020600478,-0.326667034959094,0.117335299979279,-0.281607036540596,-0.135634046959266,0.171321120921375,0.238933126157214,0.0088470584525344,0.357130197737525,-0.0999539227681335,-0.211247555178884,0.368664500967473
progressive,0.067365569249724,0.0936432248697055,0.0496984750137199,-0.0239576796929272,0.0659914533619867,0.0383358306326093,-0.0836862763939317,0.0331620994566387,-0.0270871824125891,0.0481741614813027,0.0621171243735793,0.0885003034670025,-0.187745515361099,0.080179353951741,0.0464857859062353,0.0503431695193455,-0.0596916249730832,0.139482775781652,0.0163653813154458,0.0584638555083673,-0.0816050762097017,-0.0380939739124583,-0.0826433655688216,-0.0687651032004072,-0.0500982318218677,-0.0729205713698819,-0.0390683329920478,0.055821917450666,0.0118224802471303,0.012978616988999,0.0064638904315536,-0.0038889636307095,0.0803064442664701,-0.0556686388286594,-0.108472738987759,-0.0859592674167528,0.059245653505034
progressive,0.0875762436910063,0.0409278306064561,0.0415099435320716,0.0821331098410953,0.0074805290895652,-0.24616043642654,-0.0197245562886152,0.0684360683004441,0.14271065364573,0.0683423254396956,-0.0709678815314652,0.199127224018433,-0.0343582704459385,-0.0522722287386457,-0.0535324654230627,0.0296053562078287,-0.0835483246420721,0.015968037941364,-0.127884917822035,0.21247953374859,-0.0202484579216691,0.0707826637824057,0.176592649879802,-0.0440213450111556,-0.0848478728487384,0.0158863909336154,0.0318279691965424,-0.0481316670586509,-0.0309941113303685,0.0251329145611518,0.0360849534616603,0.0166998370478521,0.10461098466879,0.0167671202301635,-0.0688798349073743,0.007280191524256,-0.0927464648576093
progressive,0.303650177309827,0.0558982768903823,0.140579706336963,-0.263645116342776,0.146047745872705,0.0584431245834057,-0.1856261340578,0.381919087664491,0.0101020649604772,0.0885988102957978,-0.239384142948081,-0.226589482761671,0.0075530748132599,0.0761949216216635,-0.0720151853401758,0.190835960615466,-0.0497798720462223,-0.0074453710042226,0.0925286185075963,-0.165500710766527,0.0115091185682856,-0.419216364406898,0.0108987969837406,0.136420682326444,-0.024136699768882,0.0849506889691739,-0.101528790652538,0.0450395236305145,0.0255009480166884,0.14822529596055,0.152878652838189,-0.218323905827087,-0.111698515698179,-0.289278622893664,-0.0389570200560337,0.0279822780787411,0.0470251400073825
progressive,0.0381871388519835,0.127656841639238,-0.147629720183532,-0.251702235114019,-0.291773607790936,-0.0216058811925696,0.408815932216382,-0.0632788526206799,-0.093960460070012,0.0010363286037133,0.0392862752498613,-0.172627222260981,-0.154884020409525,-0.156140176292814,0.216341446999436,-0.0333509387013211,0.167916637698648,-0.455890373942635,0.260652345782453,0.195866106101826,0.0944001146291631,-0.161698666076368,-0.127279994874251,-0.0650688747543666,0.0105203055225448,-0.183555778445595,0.0370565985570234,-0.0811162661633827,-0.0094839769188314,-0.405926773684818,-0.0652258942397777,-0.0094839769188314,-0.125458568843482,0.184152452490157,0.035863250467899,0.0804881882217382,-0.0774420102047625
stable,0.0385127026831271,-0.0725682717283883,-0.0368188823274536,-0.176513862690679,-0.0152129049110075,-0.104692707751887,-0.0097076163020182,0.1407004113651,-0.0115632014276505,0.0474183194364014,0.105255135887011,-0.003838044580644,0.0688782471986869,-0.0533907362581059,0.154292785069033,-0.0649345701271428,-0.108904695194993,0.0815488116178378,0.151040861443356,0.190427939713123,0.112207080201674,0.0069686205996235,0.222287141106377,0.0193593886757263,0.20272710836809,-0.0811257049527406,0.0021259620108931,-0.144706516373713,0.151421388314578,-0.0731690985715329,-0.023990974516489,0.0792244162334568,-0.025999001071209,-0.107289114009104,-0.125514178898337,-0.0217275653154347,-0.0317357872728576
stable,-0.0200836000926271,-0.206179361064051,0.0535410366290179,0.0716358496863096,0.0642215824648547,-0.11980450631084,0.167109976261854,-0.157533420248799,-0.0944133578308361,-0.112972488755428,0.0572030968297548,0.208807202610896,0.187988226747054,-0.0893021566267052,-0.0177089105744962,0.048781161045224,-0.0430945020587483,0.0817508168433612,-0.178282007499779,-0.120628176570119,-0.0240729055987747,-0.0921473384518604,0.137464021367539,0.0897800582613992,0.169245097518666,-0.0985385010109278,-0.183440751889791,0.179210025790406,-0.135094271401188,0.0920917684943379,0.0484384796405015,-0.19007703970593,-0.158350916068353,-0.284096468282328,-0.121110400312621,-0.0517399525613143,-0.10327306139185
stable,0.272366732510745,0.17338340325135,0.403022479154219,-0.243134977961839,0.113972531605675,-0.592599359177099,0.32786772652244,0.42258792431645,0.407253496634931,0.435867056978875,0.506493737771713,-0.591122115882126,0.325571576618297,-0.445637736815738,0.456709033031871,-0.485756132168905,-0.469538569908869,0.229879930787919,-0.454493168089411,-0.46177501411409,-0.436597650130193,0.563592402520907,-0.0210587454495411,-0.0071052191089759,-0.428561125465691,-0.153071307945464,-0.423800227237868,-0.312196102001852,-0.388330331166167,-0.496971941316068,-0.488654419285674,0.152677911633215,-0.530900366123449,-0.182270948509696,-0.248923523699208,-0.424410392946662,0.474893576853148
stable,0.0041085216392522,-0.0404445491079611,-0.120854360245471,0.017893788722402,0.0032664324432566,-0.0189275927497626,0.0862316324089605,-0.0085361635357766,0.0649998215277922,0.0586380439274969,0.0033355953887491,-0.0092132323705972,0.190928557879392,-0.009812644564865,-0.0550427841468991,0.146670339689278,0.0831302203268788,-0.0092047386755368,0.008164867723133,-0.0196180088196782,0.254245414400202,0.0395163095763521,0.0641686527968743,-0.0032009096527901,-0.0614094152872288,0.0669400241566062,-0.0707464129287073,0.0889484014433036,-0.0857766130307208,-0.0389702863224645,-0.0826375860133713,0.0037857612269542,0.0792934969295617,-0.177288896997279,0.0461559523436257,0.235246231934929,0.0492415904205952
stable,0.138475449510376,-0.0561782189480094,0.104495767203282,0.0550993918251971,0.0790096333927666,-0.16624202711617,0.140666731348577,0.190164175549161,0.0380305746658499,0.146409003242623,0.162596061204114,-0.168308007800292,-0.0543259106847629,-0.139456975217326,0.120814126262755,-0.0987520999734437,-0.0516711448078116,0.136870720327739,-0.016792866250977,-0.122895920752514,-0.0968307225885168,0.160460499775189,0.0936132642980374,0.179945340857557,-0.160095805510478,-0.0771245347384193,-0.155055527053146,-0.26981310529041,0.152966895418008,-0.106279006344848,-0.139446789266048,0.137128717915591,-0.114486324959392,-0.0244194461090893,0.0332992700639544,-0.0805175727826654,-0.0515279368444083
