group,AR,ARNT,ATF1,BACH2,CDX2,DUX4,ESR1,ETS2,ETV6,ETV7,FOXK1,FOXP1,GTF2B,GTF2I,HEY1,HNF1B,HOXA6,HSF1,JUNB,MECOM,NANOG,NR2C2,PAX6,PGR,RFX2,SMAD3,SP4,SPIB,STAT2,TCF12,TFAP4,THAP1,ZBTB7A,ZEB1
progressive,0.0860220808513671,0.0676366777522842,0.0748690783240633,0.130144301807936,-0.0793687300722019,0.115837423335091,-0.006969196120591,-0.0934032491564265,0.161124610079963,0.0558222309954727,-0.0306049558372883,0.226378715365404,-0.12979183671678,-0.0353861219114803,-0.0216537157625325,-0.149101888496559,0.112859779935127,0.166331480744772,0.08522331256037,0.0900159223063527,-0.066851641867436,0.0983286054951825,-0.0310947449899341,-0.0122790598315175,0.11388742166194,-0.187049104154818,0.159298200062152,0.0940463835110689,-0.0194038898884632,-0.140741141886208,0.298281593961295,-0.0457723984288011,0.21938892063559,0.0211433280006633
progressive,0.25225731516431,0.137614698049023,-0.18495044728353,0.180103547733158,-0.230053498599962,0.163004971817001,-0.197579121414156,0.219025938482567,0.173329603831026,0.237187167460976,0.105397910969473,-0.194082504694829,0.18260284765625,-0.195148161723335,-0.187008164167326,0.0210495425313575,-0.15176563207872,0.0595603899040076,-0.220607526715149,-0.208726840181699,0.217427077444026,0.114318188759885,0.200658937815779,-0.155926125340118,-0.216630275395228,0.217562255925444,0.0467552327559761,0.247639468040784,-0.11594408549471,-0.162889319116233,-0.166153128450897,0.213201998908174,0.154686989260459,0.250468453260222
progressive,-0.069517729527612,0.0075352723767984,0.137230086464449,0.0429656156364249,-0.048947742112885,0.240871985319069,0.229882858767569,-0.0251536069736761,0.131229193121141,0.167348655731425,-0.0432546253858837,0.0957973485121666,0.117012916146464,0.232839766308136,0.085003397375886,-0.106105613134422,-0.0493305861965837,-0.20199529463148,-0.178175636553358,-0.114597995720467,0.168994885291329,-0.0409845851719528,-0.110208800902063,-0.140467746333061,0.0039470474354658,-0.0662417852506297,-0.139962542277514,0.0352321651457119,0.112996055966324,0.228678776590603,-0.082438342015105,-0.193198888802498,-0.178059281978901,0.0557165756476122
progressive,0.413094925227625,-0.284062578968727,-0.132670089901383,0.177835563456559,-0.404792918965697,0.194563466201772,0.333434874326028,0.317590540302362,0.483241296273801,-0.0990835870345794,0.419292159157487,0.186284604266911,-0.0064477372345837,-0.268527289782951,-0.0090439861590666,0.147867744198185,-0.22302690420081,-0.0082230432637005,0.415700704169135,-0.410121559915055,0.041625752944974,0.247233147450577,-0.0363066420126433,-0.272076540410181,0.35419397427386,0.247987380226751,0.137564434360489,-0.103734235343984,0.125243483774978,0.0001837931855297,-0.287689431163181,-0.40917264250532,-0.252540005503873,0.0850023061609942
progressive,0.277213261058887,-0.29138981470948,-0.394108191486497,0.410811869918283,-0.179980594172751,-0.310096701809285,0.33962091571639,-0.421690833915369,0.028568837465435,-0.409363395958331,-0.0887575532906719,-0.159517047164069,-0.526689786714438,0.208395338663723,-0.44249338546787,0.206977683298664,-0.207686510981194,-0.415619570721528,-0.0608050877230888,-0.0106632338328377,0.599113484712035,-0.263098344598078,0.0658285186905816,-0.432107518989066,-0.405295341432509,-0.481417270817217,-0.401689565830075,0.150795384809464,-0.504192212442844,0.20491283744086,0.469243925834642,-0.0755363760817489,0.40803819637795,0.442832390011689
stable,-0.0155391228180775,-0.525834846015641,0.0674273222852756,-0.191072087503676,-0.0138027401646189,0.429473165631089,-0.509857849092999,0.157090723802018,0.209984886008201,-0.187110722519084,0.0340344980310326,0.400728012974902,0.0728806047776863,0.0357056081127612,0.0494982881776851,-0.067051509077421,0.438001957568752,0.0552746273926954,-0.0022051927453482,-0.150401088118454,-0.0125257687305649,-0.488993769091766,0.335628399390884,0.112541768521694,-0.184035968762072,0.254629152467795,0.314443860345377,-0.556070546494712,-0.0316875192796545,0.0094123804122824,-0.114598090683763,0.105442219198445,0.0465532766453775,0.0143174110865735
stable,-0.136885135762753,-0.0290744858454658,-0.127810967857014,0.109301432002882,-0.0430021658821451,0.0902074418083741,0.0574041856733316,-0.057286810785099,-0.0460575431273767,-0.115691708134394,-0.131482865778066,-0.0599834080884647,-0.0786895771316467,-0.171275978014922,-0.0789424776640243,-0.0001355256441449,-0.0158607355413357,0.016927999988977,0.123486852773515,0.100425712361783,-0.0737229252888535,0.0588338602140212,-0.011755639579178,0.0007665669246947,0.0851978331765885,-0.021557047771802,-0.043817739847803,0.0393459986162175,0.122985891910336,-0.142385419829367,-0.188720064497004,-0.0494360038278466,0.143830219999983,-0.178104292389117
stable,-0.0236872916256603,-0.225639192291421,-0.135570079704722,-0.0213592239196041,0.0296190805753376,-0.114968275073047,0.0659433150575013,-0.160883829590777,0.273827004672939,0.024683895951883,-0.117830522697958,0.133712409240642,-0.111771168394524,0.181740764929965,0.0882114421226205,0.0207931526623097,0.262274367323366,0.188756859386573,-0.0411796907595205,0.0737248016366478,0.27889772748476,-0.0845519110367309,0.0474622844320282,0.0352239833060139,-0.300137358885218,0.260942903943533,0.133226066329446,-0.0646357701814971,-0.248122585891004,-0.109419182184639,-0.0939279645378337,-0.087645370865326,0.0118316865609155,-0.0418573817013519
stable,-0.0936785337554696,0.0200214434252647,-0.0039389203905904,-0.03474012428687,-0.0274558852973156,-0.182175668876337,-0.11301625365961,0.0251247365609686,0.118942658591395,-0.0022566481066286,0.179872157470369,0.173499950383334,0.0725624117225698,-0.0008110955654815,0.04836773141002,-0.0611830413446286,-0.102175210412536,-0.0697289845471543,0.0409717414758882,0.115966238271843,-0.0793515820114154,0.0584505505062508,-0.123645811248128,0.0777137697806727,0.0815229148807861,0.0327310105305956,-0.114392112063279,-0.0313443375193872,0.0921392546156446,-0.0307002675592418,-0.0576899231092881,-0.0484686677470578,-0.0071448507145975,-0.0289519060069816
stable,0.0671098845564941,-0.0303899812052164,-0.147338907946216,0.123023193920657,-0.205258570863589,0.25734954671971,-0.0161002909147215,-0.101409772948508,0.241477968530818,-0.106697153470695,-0.130574543227,-0.115223483655511,-0.0987915889202436,0.0368391603755488,-0.0283109611012847,-0.221077267497377,0.0920537493991142,0.133404754938707,0.0953273000103,-0.10913139174478,0.0542117541535667,0.130685594492721,0.114058812991872,0.0198929469293383,0.0525721524200285,0.0379291586363757,-0.131678855977743,-0.0487013137614419,0.0245258726195536,-0.0996441672336683,-0.0843035927981052,0.0550571752220332,-0.0283845394029565,-0.133448291046574
