group,AR,ARNT,ATF3,CEBPA,DUX4,E2F7,ESRRA,ETV1,ETV6,FOXD2,GTF2B,GTF2I,HEY1,HOXB13,IRF1,JUND,KLF10,KLF4,MAX,NFE2,NFYB,NR2C2,PAX5,RUNX3,SETDB1,SIX5,SMAD3,SP1,SPI1,SPIB,STAT2,TCF12,TCF21,TFAP4,USF1,XBP1
progressive,0.0757909220502699,0.0411021234562826,0.0424177948183117,-0.265022971364556,0.263239709483617,-0.0259971160072026,0.0796347911689508,-0.165547672687375,0.155918516952385,0.131445654352411,-0.0751789285769915,-0.113865167685576,-0.0498006823742277,0.259113910787359,-0.0012354474984907,0.0610388996007587,0.18769862746551,-0.246133689666852,0.0359242460924781,0.0296667847364859,0.0782709854887986,0.0844161334358371,-0.0753737579598704,-0.155132323089709,-0.178110729717482,-0.169666595052473,-0.171837223588783,0.0142958924825359,-0.087716772392844,-0.0306890659690033,0.0439168350112856,0.0094457869040453,0.226047926347233,0.220918183301552,0.0326465282393393,0.0157490904677737
progressive,0.0056342195751515,0.235910201728806,-0.251296913394512,0.0030605823606678,-0.0916785593364737,0.065732310058863,0.134781886741499,0.0799511083274419,-0.0550678338805713,-0.0395625944816081,0.14170783212304,0.0713989926437602,0.0539648465029355,-0.0108660488202005,-0.216863474452711,0.0237357448000488,-0.054624676049858,0.0398789200881991,-0.013537830017636,0.083235911941469,0.0641763504522186,-0.156766138922714,0.0707399180505527,-0.0357908457213968,-0.105556873479581,0.0801866538865263,-0.0300690515153036,-0.0864769282400253,-0.0778221388511016,-0.0112941075766136,0.0753149375635392,-0.13773300081349,-0.071811197372158,0.0676015754572384,0.009152303887118,0.005979233422913
progressive,-0.0162548346508577,-0.0252418717934723,0.0790315558074386,0.0450662184315927,0.117250938165573,-0.0720883278490922,-0.041646565702867,0.0514235644646036,0.0633385051106944,0.0370980736347094,0.0765554892643754,0.0319780078116294,0.0897513876932371,-0.032343995749564,-0.145077317372608,0.009118822922735,0.108312850027003,0.0413701920954144,-0.084394860527541,-0.130851983735605,-0.110157097887089,-0.0230354013034555,-0.0525644527896464,-0.0482147689840706,0.006441688932288,0.0487788121229862,-0.07921906814601,0.115951153842785,0.109934944714886,0.032368093720786,0.0347161397917322,0.106834590104852,0.0846132483917406,-0.0665510658992309,-0.089746869323633,0.0264851764962087
progressive,0.325941892145312,-0.146841284330079,-0.281381406461151,-0.0628217937227925,0.235263310515192,0.134807687084019,-0.272183178639943,-0.195430260708865,0.405411413425188,0.115231761444939,0.0851621021665548,-0.182308656995975,-0.251411401476467,-0.366779675652501,-0.373404638492561,0.088924393035544,0.099165578122321,0.025467815113158,0.023922490997158,-0.0143215506192185,-0.0047151497320351,0.145422917053998,-0.0642101281980327,0.180375636723664,0.0738383711221913,-0.0302430304468751,0.195712842062232,-0.260863542977512,0.0879264849712366,-0.05915506176557,0.158040788789145,0.0201001345264868,-0.222852938131309,-0.477021896775903,0.0935699212747205,0.210569522587345
progressive,0.152627469326807,-0.101266032146766,-0.0843728618008871,-0.0204887809149105,-0.0757557950923469,-0.302682217298186,0.374997385035684,-0.17221734759946,0.281325530383854,0.0229375156989921,-0.196549712226093,0.03843583711723,-0.0890843515120315,-0.0658678660275111,0.0259441900541302,0.0204887809149105,-0.183748098734629,-0.0148473919186719,-0.149372821828977,-0.184120058448666,-0.214031818785865,-0.068533577311448,-0.0225655559849544,-0.192427158728842,-0.0248593075548536,-0.113137746353137,-0.251568753260838,0.0453170918269276,-0.0665187955270771,0.0258821967684573,-0.260991732683126,-0.0649379667424168,0.271530591247528,0.223175828422626,0.122126772775715,0.0478278198966822
stable,0.0432267780454481,-0.477196707981098,-0.008450019046839,-0.0244849152448987,0.428537825667,-0.0745755635105166,-0.0465934538916217,-0.0523665384072583,0.212948925017767,0.0202084526704346,0.0256235719761759,-0.0721520749900844,0.0030618479504045,-0.0268119500513856,-0.0903755168696894,0.157477174816254,-0.236101327222888,-0.0602263062710215,-0.257747855900896,0.0563708145789167,-0.0757314424248544,-0.480941797414299,0.0274718016271608,0.304941998662296,-0.142934725484686,0.116673885291239,0.177943011351988,0.0874501179509162,0.0204453881586012,-0.442643173145849,-0.0516598121293789,-0.0145756601528974,0.032969900542194,-0.112833053804549,-0.123562378963222,0.188145470552293
stable,0.0599513815124805,0.0196979377218347,0.0850104888931953,-0.0582830433746701,0.120768840200327,-0.0708621306017239,0.0916224563253409,0.0433160142374316,-0.0156635375182698,-0.0135776590159144,-0.077012797980464,-0.113464618801345,-0.0017175677877786,0.0572887260000042,0.0172522573332922,0.0928945261695804,0.101822718244056,0.0356228178263553,-0.0553632996901377,0.123480725362772,-0.25217310811415,0.0045905129161683,-0.0352405283222814,0.068016535278872,0.167389318720191,0.0148156935465956,0.0834393945084084,0.0228310098895625,-0.137711740844313,0.0352630159401681,0.0331260844674754,-0.203210878466788,-0.0204011316108863,-0.139947739390399,0.0387455578453243,0.19649802064088
stable,-0.0523135862112274,-0.201594598516246,-0.119178289272518,0.0773978547525351,0.0419485167278218,-0.0652799279588083,0.0109493552535127,0.0998008118830776,0.262552412559194,0.238708750790032,0.0358895533309584,-0.0401556398442056,-0.0052745797602813,-0.0364578312717474,-0.107820734371396,0.0262688479108397,0.0100369089823867,-0.161054770768409,0.0569478527987887,0.060797735749768,-0.242270492813287,0.0119098250125928,-0.115664570737217,0.076301318444252,-0.100545175946365,-0.150097411600237,-0.0478153861728691,0.188220057121056,0.0503286153757953,-0.194335047920533,-0.102802279880203,-0.163383909934178,0.0494882043366002,-0.0423807281194078,0.0394272836102366,-0.107244452515948
stable,-0.0985232851667478,0.0106566395956594,0.093606041624814,0.0457596586438501,-0.0498559551762088,-0.0438392936126413,-0.0068122930265917,0.225561519767401,0.0589382088768533,-0.0505515299552467,0.155837682557701,-0.056694769251568,0.101503286646439,-0.0510723069128627,-0.0389907636970597,0.244649441866685,0.0364616200464156,0.0384760142505272,0.0817113512526001,0.139711679404858,0.0469916819093211,0.0050317662525206,0.0074439761881444,-0.0708328992490673,0.0336323063438124,-0.159802579348439,0.0509939492687769,-0.0815666909865957,0.022540480447923,-0.0478777260385982,0.0657179533435941,0.0419044625548321,-0.0572239847247009,-0.0193639821069091,0.068080737688333,-0.0631671106530494
stable,0.129846520136665,-0.0367959194117287,0.117114741828511,-0.0854553238524764,0.0491098052521194,0.158747673837143,0.12201434443346,-0.0105115042261134,0.256044047382909,0.152052511791435,-0.17448116270672,0.0789812185433036,0.002111394024153,-0.167519890107419,-0.0865654151070974,-0.120902284363663,-0.0439449162487676,-0.163970940499791,0.156935722865381,0.16373953603698,-0.189158679845824,0.177437315800692,-0.21082310996792,0.035076456966852,-0.081390041018272,0.166337502128069,-0.0013303238359666,0.0743575705678286,-0.1169829227845,-0.0745106802875833,-0.0223632679368737,-0.134474700965686,0.0776934302724242,0.0147265085865134,0.125016924936473,0.0876543072587739
