group,ARNT,ATF2,ATF3,DUX4,E2F6,E2F7,ELK1,ESR1,ETV5,FOXG1,FOXP3,GATA4,GMEB2,HES1,HINFP,HNF4G,HOXA4,HOXA6,IRF1,IRF4,LHX2,MECOM,MNT,MYOD1,NFATC1,PAX6,PGR,POU2F1,PRDM1,PRDM14,RBPJ,REST,RFX5,SOX17,SPIB,SRF,TCF12,TCF3,TFAP4,USF2,ZEB1
progressive,0.144431397656942,0.355627119014215,-0.217890061853943,-0.0355971143552235,-0.0610431485064155,0.102863336867871,-0.0741961962545361,0.0847502093078919,-0.231693457358868,0.127352700043474,0.0699642231704041,0.0351729745138294,0.227393150633622,0.0848845202576667,0.172631984444743,-0.0080256683321566,-0.0012064422155209,0.0877780965089551,0.110516704672582,-0.0023068494706933,0.0378285611874467,-0.0199110092209994,0.0330617006366678,-0.154158338019579,0.049148382287764,-0.188023548022444,-0.0269917882398282,-0.0228964824379232,0.138281369956728,-0.0258725303250383,-0.277420444926053,0.0238955673976515,0.103549029611458,0.0923281744741326,-0.0072904926070736,0.0577914097223943,-0.150932518892532,0.0541885774029969,0.19644743653902,0.0178869196445688,-0.0217041782171155
progressive,-0.0441185347998534,-0.0065721339318616,0.0090019448469013,0.0169496778015906,-0.0382124640517311,0.0458248365222998,-0.0022947351644912,-0.0089227625103729,0.0071450414255674,0.0503413348940894,-0.0133290266489563,0.0422476580250144,-0.0360450416636189,0.0575065600524975,-0.0230917429644644,-0.0610588970324407,0.0373740628414298,-0.0329786668666838,-0.0469551255613727,-0.0189742614649848,-0.0058035994890854,-0.0065410820351837,0.0213792308626823,0.0422041853696655,0.034688073778798,0.0123943645589537,-0.0069835715628427,-0.0107253251125207,0.0269095736610029,-0.0009082679778263,0.0031207156161213,-0.0206774579977635,-0.0285599819694293,-0.0254936071724941,0.0336509404297587,0.0565051363846377,0.0020494251807364,0.0655024234470374,-0.0038613033518875,-0.0349675408488984,0.0602422321498139
progressive,0.0191663655698154,0.0553402098345721,0.0454073319524526,0.0842672957001873,-0.0088538187250089,-0.0075103747031933,0.0498465382854085,0.0521714342613766,-0.0072398413532625,-0.156451280810566,0.034728950236717,0.163754912698045,-0.136188179188617,-0.0968071313180038,-0.0505851250731458,-0.172941518185896,-2.84367441688656e-05,-0.0078108819185994,-0.0858105654918381,0.0399866736653443,-0.0191563742813236,-0.0187697882727577,0.063398568283506,-0.10073447625592,-0.0927391397805496,-0.0209271380263254,-0.063604542538567,-0.124004187153237,0.0424545219228099,-0.048875846180401,-0.0193531258085461,0.034117944517413,0.0079038777576382,0.0452359429267862,0.0026207918274549,-0.0570264319077205,0.132747333144184,-0.0673051620837856,-0.0685340905682725,-0.0485161597946975,0.0274806547162691
progressive,-0.0324835349672928,0.0563942359294218,-0.0822043072998804,-0.107570406040196,0.0436341850562234,0.0674616411502006,0.14493763993906,0.128101365355363,-0.091715033486221,-0.0114753050747225,0.12206472499989,-0.0323933530267951,0.0361796071132318,0.172437582133,-0.0107441376494561,-0.0335920791281807,0.142824607702474,-0.0652181919535102,-0.218564950990369,0.0451589535578702,-0.111842255190852,-0.0713394645916042,0.173504503859812,0.108315447610155,-0.0514439411033294,0.181081174276093,-0.155577721503326,-0.245489116179592,-0.120560767715281,-0.0493725313008193,0.1096015808231,0.0614166763079123,0.0891386048169235,0.0809459223763194,-0.0861986735566965,0.148919519465653,0.092485048516625,0.0889707276661507,-0.130061782000337,0.176728855086224,-0.101143902218879
progressive,-0.0091545817283112,-0.12637949649481,0.0535724800779514,0.285741926436748,0.329234451904104,-0.414170462885187,0.0024786773632611,-0.16422063757393,0.204705701173863,-0.125222780391954,0.397612898098602,-0.0624957185856917,-0.175655602476442,-0.313602259999803,0.217165186053189,-0.353657686190104,-0.0652718372325442,-0.111110843937121,0.302530834443903,-0.0776982730803602,-0.182595899093573,-0.0504328220844873,-0.305703541468878,-0.273877324124604,0.319815477923711,-0.0945863281820463,0.0197302718115589,-0.089199336045892,-0.0940575436778839,0.220073500826082,-0.0373123565749582,-0.234383731469976,0.237258997211359,0.0491769588871016,-0.297507381654361,0.0602153354114914,-0.315519103827392,0.366249367195471,0.0426662996796023,-0.191023402128661,0.376792008247208
stable,-0.311578198271883,0.0937859918308777,0.0515687659892032,0.303933409968179,-0.0968981229448046,0.030726565837209,0.12915691033509,-0.381088355669671,0.0224378917072212,0.20440658331613,-0.0792674364967101,0.0624997270909457,0.0998647958628864,-0.0773718381876714,0.200376848937852,-0.119626100412433,-0.0613403124019268,0.387499558796854,-0.122889357559195,0.142146224616667,0.106009952676204,-0.132729064597785,0.113765947850497,-0.210812949237606,-0.217455898492735,0.126768649953929,0.0393133877371153,0.109017863994452,-0.0556791204625914,0.0468678815342953,0.110941459463793,-0.0852652295482985,0.324756994207303,-0.157188615126399,-0.333151353952881,-0.126317030839318,-0.0606482011005676,0.0486189500000992,-0.131141337330741,0.300496502022616,0.0178844198747065
stable,0.0008187468702832,0.0861042503536079,-0.0082729906493439,0.0048483397618152,-0.236166968779131,0.024533479567764,0.0085245257861436,0.119995465848165,-0.0677402988536999,-0.179609922107549,0.0747983747923009,-0.0292579382747054,0.116421780392082,0.04709869669007,0.0227180247179118,0.0068323231533233,0.0909903203859431,0.0710863450109786,-0.0912519169282149,0.0174621980344809,-0.0041346088111459,0.0023782647184416,0.0336308766279692,-0.0005294814629634,-0.138571964538669,0.177373145903557,0.0693771637564242,0.140422005469831,-0.0699336852465937,-0.0340213849278508,-0.167647539839194,0.0191443392618293,-0.0774759663235343,0.196816183140336,-0.0531443437030521,-0.0377202091144912,-0.189053808818695,0.0595534589887098,-0.124384753985321,0.0505101419829167,0.138085244048961
stable,0.202508583890172,0.0985604265003003,0.0637072687335715,-0.138825767793013,-0.0724124072964495,-0.0608300085156914,0.0420585346296352,0.176653996323272,0.0337038838553375,-0.0180052912784621,-0.155046016613357,0.0965553103144688,0.0167908103366373,-0.0403223974443422,0.0498426238876394,-0.0911675794248973,-0.0409418642334608,0.0175651438230356,-0.179400842480285,-0.188978125075212,0.279126844649585,-0.0024697162776704,0.0577489763277065,-0.120633006302055,-0.0451640194540327,0.185073854128003,0.024045092472369,0.355630993105739,0.0422949101149568,0.0563796286886021,-0.0469979671849761,0.0603572575450482,-0.126232660040535,-0.0589471555119229,-0.0741403936029384,0.0209396076479715,-0.0703013296861636,0.049019385128416,-0.060813706758083,-0.202850920799948,0.008623629774836
stable,-0.0533265675528158,0.071096757372645,0.0845671519549061,-0.157157885119883,-0.0500826464749023,0.105121010013825,0.14873550429392,0.0731814319955529,0.0041348918140322,-0.0284655305209467,-0.0394106876024952,0.0085749780238621,-0.0090426145980682,-0.0102941577453512,-0.0596138182307595,-0.136968291339819,-0.071872049587776,-0.0397995643326244,-0.0085491349500244,0.0307901765437761,0.022514239802893,-0.0260535102960945,-0.154971068824188,0.0734361708662388,0.0265309918508101,-0.0833217619204416,0.131170828442228,0.0686084385488434,0.0258270757443737,0.0452204567257233,0.124547617804394,-0.183044030747314,-0.014632102282394,-0.0828332047626527,-0.0291768303627653,-0.115105050873124,0.0572694822469108,0.0628380493476537,-0.0987008520990016,0.170707039546221,-0.137224260833069
stable,-0.0505386861418706,-0.0587645548256722,0.0811840662857108,0.0139085412961401,-0.0644720271019501,0.0770470658577162,0.0131814473322075,-0.103859525422437,0.075665052524331,0.0571843334911836,0.185300201971276,0.151980197002615,0.0619127869730913,-0.0691294891794512,-0.0502343223273779,0.0503501802993696,-0.10806770656525,0.176565040952262,-0.0640571060069949,0.11096141086407,0.0759666240102503,-0.0500037895734682,0.0570332637826063,0.0494688930050657,0.103645651984761,0.155941091420078,-0.0030748743628656,-0.089256640863597,0.1367429805816,0.16280387781167,0.120950043446891,-0.145822449911987,0.0007018683515668,0.117074906645951,-0.064152045178488,-0.0910747780580536,-0.140161831962618,-0.0923858946422381,-0.0243249207543125,-0.0663125029249934,-0.106527761020861
