group,ARID3A,ARNT,ASCL1,ASCL2,ATF3,DUX4,E2F4,ESR1,ESRRA,ETV6,GATA2,GTF2I,HNF4A,HOXA6,HSF1,KLF10,KLF4,KLF5,KMT2A,MEIS1,MYC,MYOD1,NFATC1,NFE2,NFYA,NFYB,PAX5,RFX2,RFX5,RUNX3,SIX5,SMAD3,SP4,SPIB,SREBF1,STAT2,STAT4,TBP,TCF7L2,TFAP4,ZEB1,ZFP42
progressive,-0.142465633737817,0.0617592605187154,-0.0283988167292659,-0.0866502046161871,0.0635672525768073,0.144202318221098,0.123076874122477,-0.0753330024204972,0.119235466060119,0.0989059065061538,-0.0187101875324679,-0.0170747138005298,-0.386498556693253,0.135617806311685,-0.0228023222288363,0.0851251426129875,0.013596744345269,-0.091910863441704,-0.203955765667732,-0.0798828857422603,0.131033419324691,-0.0524524718838045,0.152246272708563,-0.120242973084857,0.0311384077485884,0.0638248799438637,0.0381748552113152,0.0257006301082203,0.0043428613303785,-0.0314627422017576,0.0072572709202036,-0.0910298698561452,0.138842748888587,0.0252451817271742,0.0720551542235748,0.0158969886939864,-0.0952393170142982,-0.0476587626610773,0.0369879291273769,0.107566326479075,0.0828847046173366,0.115584978278704
progressive,-0.0071418333593563,0.0458645275571355,0.0537616309418044,-0.0490162693727651,-0.119597008508257,0.0253408198892897,-0.0121477630871285,-0.096580154486854,-0.0387740525595004,0.135876853903871,0.0809800521140214,-0.034613269990053,0.0034055125441347,-0.0087581112135253,0.0100805890278478,-0.16323348949072,0.0299698698744309,-0.0767913245536375,-0.036610959207005,0.156537265446298,-0.0434166974050972,-0.0311835888051083,0.0425262340452536,-0.0154195928367829,0.038920574944411,-0.0430496361727952,-0.0026570399490498,-0.061491064380854,0.129595273103346,-0.0840260561261073,0.0285008696751978,0.0288452728067404,-0.0501234952298735,0.0525554647113802,-0.135779424070605,-0.0527359742474299,0.005824642435211,0.131567283139437,0.0924850804096089,0.0121364340367488,0.044933279615925,-0.106974935845232
progressive,-0.058021318376258,-0.0244590050274883,0.0252127051854971,-0.0835436598992137,0.0337375222031366,0.0966684645545606,0.0512508555340241,0.080378572361924,-0.0011819045563966,0.0503823633679818,-0.164853406905251,0.0309681650093304,-0.0498869452280481,-0.101605276110577,-0.0524909113050166,0.0686561937520906,0.0578657449969496,0.0685602820085364,0.0257964829631934,0.0319529596045645,0.0697384105120372,-0.0675890812037274,-0.055071465854031,-0.0559663903903441,0.0173826819006916,-0.0653899079971925,0.0064457222931921,0.0226457444269078,0.0874858591224666,-0.0668278289399268,0.0679009831729234,-0.0481854557931844,-0.0321931165687396,0.0296457912852086,0.0863636162018241,0.0622429455138027,-0.013766733647639,-0.0270101063639151,0.0438158073821229,-0.043039450906739,0.0218067054734531,0.0691787994728743
progressive,-0.0878846481004007,-0.148574940529368,-0.203333931246548,-0.0166680372223191,-0.19215859913397,0.148423276283801,0.106057030677402,0.0451194298840415,-0.259265245591629,0.392516631940465,-0.0272066527724255,-0.117064302409758,0.169650805285026,-0.23974837997284,-0.0578100381077402,0.0171940798758639,0.0156200509488935,0.295678327973365,-0.236914581366471,-0.253525232117494,0.0327348828405871,-0.0234847302055268,-0.276456592778383,-0.0625758479144005,-0.171865649808133,-0.0604429840645734,0.0330655382228152,0.255540590335621,0.321852024262466,0.18611798985781,-0.0076679256407619,0.198799033669626,0.245096252559786,-0.113496776777536,0.170982991225821,0.113323251019094,-0.119821585721065,-0.0391894945168093,0.0977209625494109,-0.361373540506058,-0.0247431335403703,0.187351798990669
progressive,0.110574499446886,0.0034787482972054,0.0187293323501326,0.0023916394543287,0.0261527327343477,0.204127980439588,-0.308459369103096,-0.0010249883375694,0.416611168843,-0.0330170485707976,0.060256890148022,0.361727702404054,0.0211830923097686,-0.123402383792831,-0.370176091125838,-0.113711584964901,-0.177167681136246,-0.0369306404051537,0.0589834197892236,-0.0669659047212039,-0.056094816292437,0.0042241943608922,0.246059321521974,-0.0229224664583713,0.0801043915936849,-0.020002802708931,0.0938951437718921,-0.382910794713822,-0.0520880437001201,-0.0546971049230241,-0.0221459601420308,-0.0679908930587733,-0.441304069702627,0.021804297362841,-0.0179217657811385,-0.442981323345923,0.102281411988369,0.108648763782361,-0.0992375072283146,0.157164878427315,0.3616966421514,-0.31578958872935
stable,0.0106994723609917,-0.381698209227172,0.0708209006276453,0.13037332626874,-0.06364740154471,0.37716457072676,-0.258526739547625,-0.423743793505132,-0.124342107437866,0.172960648166242,0.0161847260713914,0.0951262284909637,-0.0287995888550414,0.373086789826939,-0.0303634317001257,-0.176293153901607,-0.0060835638424254,-0.0203990220013361,-0.0789954149314688,-0.425829471465367,0.30127418398046,-0.365048363053146,-0.130389333772273,-0.004311290951348,-0.0847755487069381,-0.0420487667786622,0.076441196867844,-0.185680723473109,0.38443720233157,0.332188805802214,0.248594487355931,0.0807682103226615,0.281140164537601,-0.394912332143058,-0.119669151406711,0.0773176195612393,0.0313678194217583,-0.159369280167112,-0.121992329419353,-0.0533357667693002,0.101827909969786,0.0175707288772328
stable,0.175064948759908,-0.0379347215299508,0.173534523619404,0.157188099512411,-0.0122695466468909,0.123895728378863,-0.102244803308122,0.0987875139362886,0.0664041557487291,-0.0349322426488196,-0.0609883843039669,-0.0700049414785913,-0.0303817056001387,0.0233260626401049,0.0430416109837016,0.0675454382233916,0.0745603428105952,0.0162698116446557,-0.108205982520477,-0.169221728418136,-0.0364796927809539,-0.0807118371079635,-0.0083100200219564,0.147102616077554,0.0591387405703903,-0.138628426493446,-0.0184325936171514,-0.0097796416209224,0.170772826762763,-0.0781763294258417,0.0787892291245417,0.085768259622238,-0.0254608749834933,-0.0144627303901555,-0.0035235652321092,0.0720278753055503,-0.0653881285696343,-0.170974694520668,-0.119182237838861,-0.246514582385435,0.0139325235079468,-0.042451816630786
stable,0.114401356734942,-0.0142951558587523,0.0787757747098472,0.345771101559933,-0.101036749742416,-0.0969455435202142,-0.178954173342899,0.0824658822828136,0.0807010482261775,0.329983858726025,0.162733743967817,0.0004492304871437,0.0465194213383303,-0.136790683335266,0.194805591960685,0.17726955901611,-0.204720750569786,-0.027780092446049,0.194869767744563,-0.0502416168032355,0.13129563184074,0.0759279743002753,0.137255957768379,-0.107951690455236,0.142574525857242,0.0857147813416209,-0.09940828922652,-0.0069390066317737,0.0206886683275658,-0.110374326296618,-0.248207866119896,0.0525278791038777,0.0760884137599695,-0.0286865753933211,0.0966647744657494,-0.10865762407789,0.009690543365529,0.0910012615385445,0.229877657849835,-0.147684522648502,-0.180374062561193,-0.129972006298263
stable,-0.0915701327125634,0.0347623438161237,-0.0278599206429809,0.0490410517883062,0.156960619424995,-0.16136680724743,-0.129033004264029,0.0190886452411729,0.0223682028714244,0.0581375026425793,0.074778265760177,0.0860445676820143,-0.169816533688808,-0.0837369099171229,0.0088595200413245,-0.0781267267390922,0.151976610538328,-0.0116857661672103,0.0047809253327109,-0.0099982385402913,0.101489797258765,0.0304045092208208,-0.0670514200644278,0.0906066946619513,0.10942697949254,0.0088438052425065,0.0130469095109859,0.0058301903614829,0.0385641162994046,0.0652369652162864,-0.0657398387784628,-0.0263863560461226,-0.128115501779192,-0.079508420204399,0.0102992373791902,0.0066908778044387,0.0280243216152309,-0.0947819958248297,-0.0307611142709218,-0.127779446850623,-0.12085526472527,0.0168535173169801
stable,-0.139545872631527,-0.190340261432556,0.0522648065632563,0.0065211028669652,-0.0489365019809257,0.212886407001805,0.0252609536513407,-0.0806892722465453,-0.0052796044497956,0.0812265235027219,-0.0323674602495106,-0.0476838031787163,0.0690216842601768,0.0905918815247806,-0.0354560123274828,-0.0797944808302218,0.0448805395967401,0.0020257089828326,-0.0111901945256511,-0.0556309353967053,0.182546078734866,0.0129918499044682,-0.0085494742364057,0.0378332940522034,-0.064253900684131,0.0166563955540829,-0.0420245332179981,-0.0546537018019732,0.196974974762529,0.0676839726993857,0.0017305512951006,0.0915887616965499,0.0153717940157967,0.102451666282305,-0.151694847658525,0.190935626161932,-0.101698348581937,-0.0214397403208193,0.0036600930375291,-0.134963721666552,-0.0092616167507874,0.115669727242006
