group,AHR,AR,ARNT,CTCF,DUX4,E2F6,E2F7,E2F8,EGR1,ESR1,ETV1,ETV6,FOXM1,FOXO3,GMEB1,GMEB2,GTF2I,HNF4G,HOXB13,HSF1,HSF2,JUNB,KLF1,MECOM,NR2C2,PBX1,PBX3,RELA,RFX2,SP4,SPIB,TEAD4,TFAP4,THAP1,TP73,ZBTB7A,ZEB1,ZFX
progressive,0.132159369052485,0.0453099466612857,-0.0396450551949675,-0.13055887073387,0.207773155470967,0.0048336426982569,-0.189150427545616,-0.129794213717946,-0.0596662099152062,-0.0087235195300134,-0.167544848377967,0.0848310034212385,-0.157569863161232,0.0037429157235909,-0.0674643337172398,-0.0631037220858906,0.05538367137257,0.078307307979078,0.231718631032688,0.0763439994246791,0.177933161711418,-0.0181933259374299,-0.127789572351876,0.0022664158399903,-0.0921951327007208,0.256208321948085,-0.0568096533752387,-0.0755334170624535,-0.110673195785221,0.18314798478398,0.0759467451791691,-0.128811411307089,0.129679400352192,0.0181933259374299,-0.0345771932305717,0.21821657921998,0.0408712619412236,0.171753906366521
progressive,-0.0268656072053558,0.036615319988579,0.134404170323293,-0.0838509974383324,-0.0366658249179493,0.0370570496693404,0.0842181004324123,-0.0034426270512587,0.0436724416119387,-0.191917977802368,0.0138730256736074,-0.0556014044072461,0.0782200747159977,0.0052283908972039,0.0950932439551864,-0.108168744027692,0.0236513830436376,-0.0263967405476193,0.0242521655616698,-0.0688125893646273,-0.0423796661810412,-0.0350360986896109,0.0232119147776241,-0.138824482350571,-0.102216700411152,-0.114172800183434,-0.0049864195191758,-0.0468519907475221,-0.0093155211516214,-0.0767622160085017,0.014069014951761,-0.0126013567803573,0.050500406540842,-0.0340154468333805,0.0099751004530997,0.211173170576038,0.0302660211813199,-0.100718890043109
progressive,0.0740643549569954,-0.163210667775178,-0.0808449527860209,0.0233231194884744,0.25683875183625,-0.0707805319711041,-0.0280268723493376,0.0967298068722185,-0.0558904565254537,0.211499570725133,-0.123121540049159,0.0107333755890821,-0.2097380149025,0.0538121065971696,0.0234818927813303,-0.0872786573069583,0.120130431806969,-0.0117627683124321,0.0719303215042026,-0.159514485715898,-0.0084977573280639,-0.22265809754864,0.219980021011796,-0.146787790445417,0.0612661740807259,0.0725443452339202,-0.131480088565951,-0.214549372412076,-0.0419748427587056,-0.122169652772084,0.1352808653537,-0.104087556907976,-0.140222401913817,-0.195349843657489,0.174923019923528,-0.0759214757473666,-0.0339436230684173,-0.0345877460005719
progressive,0.0989788970399423,0.404630359329096,-0.225743546403693,0.218958113958874,0.328792611346892,0.198391690624717,0.208012459610927,-0.218252690959885,0.150908672510961,0.192932507996179,-0.105623790666781,0.483452169397931,-0.115514721652604,-0.144285610156818,-0.0756085196188959,-0.0442219717547943,-0.260204210354297,-0.216481628962424,-0.366484303656501,-0.0960248529532676,0.115713932015954,0.449548202901075,-0.207282476430155,-0.470091430507992,0.18733278654966,0.24034730338276,0.159278236680782,0.317482647635831,0.408367600323739,0.222370614772164,-0.0467543993875279,-0.0176505839746997,-0.395368441887826,-0.469486977145222,0.220098797957239,-0.217760122869682,0.0638469214539367,0.0801971802486821
progressive,0.183040739453345,0.106319671732542,-0.173845357244677,-0.0135608666915705,-0.107589067929698,0.15743608933022,-0.206973501902167,-0.331683938052044,-0.124741397032734,0.183938605056211,0.191740747536293,-0.0746157276864954,0.0480822510776462,0.0239946842145369,-0.309577867691812,-0.156414380195923,0.0591972080234769,-0.12675385441847,-0.257315897428408,-0.418343449170094,0.226788466930946,-0.183690917993352,0.0628815530835154,0.12186203492699,-0.163442500604568,0.153287331027319,0.0527883052719812,-0.0822630657522898,-0.415587930595779,-0.0685164337635744,-0.0363171155918088,0.214187387607957,0.410603228455727,-0.015511402311591,0.40311069480422,0.411841663770026,0.47791218778786,-0.181275969130469
stable,0.0541944391961983,0.0240467763953373,-0.467631900906526,0.241122282962313,0.420027555839425,-0.084234578610875,-0.028229246649385,0.0765342463105118,-0.124495929009937,-0.435971331958209,-0.0394145682075122,0.236931855030345,0.204363021355118,-0.0213140245366891,0.0116010154951993,0.0708814529593068,-0.0052640513113747,-0.104926956927175,-0.0362001399990366,0.0807224953544778,0.119692759878109,-0.0504710511707402,0.0138094605865901,-0.167645821759787,-0.437041592271352,-0.03485979230791,-0.0176947968311514,0.0820467855883725,-0.134568501938882,0.243495376199244,-0.486728338495643,-0.084850777611259,-0.138153814778998,0.121932988314051,-0.235140714358463,0.0035768341237602,-0.0369687190581673,0.122664384175757
stable,-0.145164057750152,0.0050986424130883,0.134220216297766,-0.184715197714481,0.0694661245147124,-0.0344555274076778,-0.192121378790398,0.0097167495951831,0.245824978174464,0.252559137092535,-0.0042963364284283,0.0743181366137851,-0.000126647999089,-0.300767182870196,-0.093882525602253,0.0873295520991467,-0.0471918319285109,0.0374665987353026,0.0469482314709328,-0.0498338667420437,-0.0456526648582418,0.0197692072836454,-0.0855988981020252,0.0193195765883148,-0.031694116250506,-0.0091350171591759,-0.10307813989018,0.0809341311307923,-0.025010252949298,-0.127742989205598,0.0981358380692683,-0.0737667027421533,-0.164029155872836,-0.032057093051723,-0.0767335381657901,0.145233744448216,-0.0938473792675776,0.129012499052927
stable,0.0527924867800496,-0.21962761686782,-0.0789888797507071,-0.0664942315318674,0.0191936342760295,0.0905322399733588,-0.0774060644293186,0.0009352999626386,0.0038531160854003,0.0251891468570467,-0.0626011453625936,0.157282280042016,0.033367026017554,0.0425921213755457,-0.0218716298955505,-0.0676853400312961,-0.0142853079763702,0.0537517687930123,0.0193774966618474,0.0352775960267048,-0.001982516160123,-0.126705165878829,-0.100197006253958,-0.111556504090792,0.0114874021052288,0.107519525619574,0.0193055505108752,0.127104866717563,-0.110924976765592,0.061921653936745,-0.162038720022956,-0.0557262909363606,0.0824183129470489,0.0030457203911567,-0.124674685618058,0.055974105456376,-0.111076863084311,0.0663823152970217
stable,-0.0296093080060396,-0.0972806626876501,-0.0276302890080797,-0.0674651314953514,-0.0616233472015564,-0.0608961391236954,-0.155598408991334,0.0775278581979579,0.0268536356048584,-0.0401098067356171,0.198091239212612,0.0046683623041454,0.0774567051687808,-0.0193608598374454,-0.06791134540714,0.217862133455485,0.0310830198984875,0.0622034252868816,-0.0170055739733286,-0.0609853819060531,-0.0883600024025134,0.0979801331439674,-0.0654933483986638,0.0019416335080532,-0.0156814040405072,-0.0195019599122543,0.0766631679959242,0.0070634456252596,0.0356995249101818,-0.0669911799620191,-0.0764846824312088,0.0694284727072214,0.034653937176342,-0.0055788798809033,-0.0366281322401204,0.0371346453291777,0.0333152954409761,0.0069645549745388
stable,-0.0329176184055889,0.0735541707834334,-0.0778549424056082,-0.0692219018914356,0.17892702982837,0.0217976192950287,0.0769618188054166,0.0025342273583571,-0.0878588684458363,-0.229044077565059,0.0089290874218268,0.166643597456568,0.0306980894586419,-0.0654932011467138,-0.134907012383167,-0.0922356175171342,-0.0449394268656388,0.104570250095325,-0.153996506475997,0.0794104686759527,-0.039463564792375,0.0765014740926188,0.0416409907124614,-0.155645930267701,0.142384436810466,0.0281879079114994,0.116985842999867,-0.0789575297072933,0.116648058781112,0.0113764115727333,-0.0812240988438599,-0.111811147854896,-0.0347669972890281,0.0923600980189166,0.0532398488961653,0.0224978278318632,-0.0746101750401989,0.127878138335408
