group,AHR,AR,ARID3A,ARNT,ATF2,CDX2,CEBPD,E2F1,E2F2,E2F7,EBF1,ETV6,FOXM1,FOXP1,GTF2B,HES1,HNF1B,HNF4A,HNF4G,HOXA4,HOXC6,HSF1,IRF1,JUND,KLF4,KLF9,KMT2A,MAFF,MAFK,MNT,MXI1,MZF1,NANOG,NFAT5,NFATC1,NR2C2,NRF1,POU2F1,POU2F2,RARG,RUNX1,SIX5,SP1,SP4,SRF,STAT2,STAT3,TCF12,TP63,VDR,XBP1,YY1,ZEB1,ZKSCAN1,ZNF143
progressive,-0.10238117187683,-0.10062632995923,0.126469199310087,-0.0432630106089056,0.135217753314497,-0.167282101686086,0.0261635641457403,-0.0292217097097453,0.0400868493603837,-0.0813692489160914,0.106919644614015,-0.177603342964603,0.0152855967033066,0.181408066011096,0.115321848239952,0.221915666942366,0.0512059792885695,-0.105134015996106,-0.0350686172100534,-0.12824456569456,0.137026471957638,0.0317231291098332,-0.0897047480246922,0.0862078919812872,-0.106945300197606,-0.0451615237946134,-0.0367644512853951,0.0282467975333008,-0.163985359194688,0.0441199071008332,-0.0435606153785571,0.0168685462108495,0.15983941688644,-0.0023628792486984,-0.0359793904275213,0.0785471347211204,-0.12223859357599,-0.161968830324463,-0.0710120898205478,0.176915773324374,-0.120991732213484,0.0268229126440199,0.060647234049927,0.0679334197896704,-0.0159885596936903,0.102006600356407,0.0218842128028207,-0.0440993826339606,0.0252271353446818,0.123549593897472,0.0510905291624116,-0.0061881267620637,0.225084131515811,-0.103330428469684,-0.0131382243567696
progressive,0.0902872808112588,0.10257460619576,0.0717252441306747,0.0357597792868331,0.0943888417497495,-0.0691146865126086,0.0979228146954826,-0.083392041357956,-0.0609540903415065,0.0747384941472722,-0.187191214308733,0.102207496530719,0.06405412751296,-0.091060554361025,0.0347860274093497,0.146106175199941,-0.0667939979917613,-0.0809758869667672,-0.0517416338535507,0.0895747582698917,-0.111505004430434,0.0319567661610467,0.093868118820614,-0.0992393758346469,0.0959562177664474,-0.0527822118402731,-0.0756124407966713,-0.0830405533807895,0.0891972341462684,0.053865315532875,-0.0539278022843713,0.0834658104395835,0.104704362975924,-0.100925650253497,0.0813421287602591,0.0901449498772951,-0.0025784463707693,0.132636808766302,0.0928214657330516,0.083143830095068,-0.0357745331031586,-0.0485678276004697,-0.0032744793527138,0.0340735048679826,0.10927891390838,-0.0556600738952954,-0.0315818456520691,-0.0883215517537722,-0.0928926312000335,-0.0659695200206301,0.0097878553246506,-0.13670365484285,0.0857214085942888,0.0294815965045559,-0.0981293681240397
progressive,-0.0755235239295547,0.0318897041026802,0.0239425398898117,0.0543577625028905,0.0468519726832908,-0.0586025554315623,0.098612416641176,-0.0688705729101357,0.0108169061471258,0.0874608419980552,0.0144489485444829,0.0615280754484854,-0.0084790769432181,0.0291274764437064,0.0327853869373723,-0.0020225617801441,-0.0438836086318563,0.102888736312224,-0.176888467693589,0.0150762498799713,0.0664470556372052,-0.0806454069986966,-0.151389800135201,-0.183159864292453,-0.0203064556024063,-0.05761471750377,0.11285037852514,-0.0582872880077988,0.0807504961399511,0.161349017214088,0.0011575973098187,0.0625975595552522,0.0973715563963634,-0.0191787682789447,-0.211489471640635,0.0772219261278292,0.0358321636557429,-0.196575705740603,-0.0686709035417522,0.10643104875051,-0.0209935769106088,-0.0607859844356267,0.0529730109723601,0.0229538935840099,-0.101926766480741,-0.200721876552098,0.182513161884733,0.0872272207532664,0.0056376282392986,-0.0508776951713475,-0.0286028391154436,-0.0288421190063,-0.133948236198994,0.0323076355336692,0.0398441437176356
progressive,0.154524687116815,0.310525870808377,-0.108682279436349,-0.32622881133379,-0.117131449715286,-0.0931258050040215,0.153191697724183,0.118291342816089,-0.0423420160012565,0.123731300637075,-0.115289527635567,0.362414813058973,0.0621356509446811,0.136139493795794,-0.309830526730089,0.14005561246649,0.264442311883739,0.363380897491147,-0.220503963413392,-0.0380752663804451,-0.171039848703888,-0.0920310079445899,-0.156730555246021,-0.0196427304838813,0.10445251620268,-0.1010423713081,-0.0931775859460216,0.0964797305901447,0.207912317774444,0.174321280971211,0.000881755469488,0.0030950208761226,-0.253315327175652,0.206280478373697,0.0862271040741172,0.427269703186404,-0.033722708341462,-0.235153531632974,0.256580485432632,0.0007308510099448,0.0128638654483203,-0.0165536274297016,-0.175603968877329,0.17712041075019,0.163170624975352,-0.027022254446644,-0.134099324680989,0.0394097352285629,-0.290647906902266,-0.0439797732239467,0.18830509422222,0.0412975204283394,0.0862729671941745,-0.0819988202959344,-0.16770811495005
progressive,0.409370751292833,0.0779539240216401,0.4260107920522,0.162023143486761,-0.0345353263729231,0.0834898756862652,0.0708730556133986,-0.0214679055831684,-0.437758596456782,-0.288448830339364,0.0080464413730016,0.166207293000722,0.320731153127846,-0.0694568819317504,-0.138527534677597,0.0071130541737334,0.305893515236031,0.0216288344106285,-0.189863830637347,-0.453948036499262,-0.210559277848707,-0.325076231469267,0.201418520448978,0.113776681014244,-0.0322823227884827,-0.371198433419313,0.25230421569184,0.306794716669807,0.384491154567511,-0.333573273559157,0.0683947516705141,-0.0703902691310185,0.352466317902965,0.0181527717374917,0.172708817630108,0.212554795309212,0.36730395579478,0.0305442914519143,0.0544261294469832,-0.0160606969805113,0.0030898334872326,-0.0644680882804893,-0.217511403194981,-0.434700948735042,0.228744235351691,-0.382688751699959,0.0094304292891579,0.0620219701030968,0.0661095623205817,0.0523984262209868,0.334088245807029,-0.194756066992132,0.0717098855161908,-0.0152238670777191,-0.398781634445962
stable,0.0774900130237283,0.0633047625262106,0.113996193542605,-0.252607487858221,-0.0082369407232857,0.0413049279863113,0.0181686881707898,0.0541059735765299,-0.0830812718669349,0.0039588281655689,-0.0058398574848738,0.120428170697668,0.0992569627851041,0.139244909237972,-0.0334623253269345,-0.0478305491122446,0.0187064218943019,0.0624934477819993,-0.0729681491516192,-0.0696132127367641,-0.100177635363329,0.0744157421848202,-0.0830751461236755,0.0225694753956931,-0.0666335979480473,-0.128837750846204,0.0412958725397539,0.0245769613628055,0.0746726505303872,0.0802935260105698,0.071735809409821,0.0867101089064853,0.0652251031370412,0.0175509469135763,-0.0351007219458335,-0.270117845064287,-0.149641360895869,0.0606101279673888,0.0470499696189958,-0.101912712191062,-0.0148795901791403,0.0258155333825285,0.0547802847410608,0.0376951606518642,-0.149573018908027,-0.0655441744598581,-0.0417272313998828,-0.0479064017939961,-0.052833470265883,-0.103645711592819,0.105511506454975,-0.0468158596918204,-0.064627283862254,0.0102548138202728,-0.127261463937222
stable,-0.0324273967459354,0.0391959664405246,0.0071799267970716,0.059817209008892,0.0989166673771204,-0.0734652300130491,-0.0890269855572074,-0.0714625163992997,0.006487258930662,-0.0027124928404952,0.11321423561964,-0.0565106097375237,0.0664030293750906,-0.0434710687069221,-0.0447681098204064,0.0573545420293054,0.126560412227466,-0.0055283382974211,-0.0193255703637099,0.0619068483331494,-0.175103972592453,-0.0269914597943298,-0.0529151707036804,0.0289017720622637,-0.007643302434976,0.0315054366510207,-0.17006159692858,-0.0049123293253177,0.022839559322353,-0.160240360550012,0.025395996556582,-0.0099300646303064,0.0325369094520871,0.063186093631884,-0.0077377571440319,0.0712455443502366,-0.0843932291781631,0.0636830075360474,0.0762933956494171,0.130213345432039,-0.0254774466317824,-0.192383024259953,0.0383527186031564,-0.0066884885282158,-0.0558042527828452,-0.0635858150093378,0.0114440777928539,-0.144926377503522,0.0362671860053798,-0.0606577190286064,0.122832873491827,-0.0590670469717528,0.0511109488698309,0.0079766317343253,0.0718321217825617
stable,0.17363948758822,0.232689680977596,0.170318183796414,-0.146180500654928,-0.390050466604421,0.360710845316288,0.371270003345301,-0.0072982415788768,-0.0417449066196044,0.312573507242845,0.0579718480024264,0.361064542603207,0.334476858742571,0.376135497731219,-0.156066771162484,-0.322459777750401,-0.236787393448006,-0.0847579474142618,0.303403258072223,-0.308130724248611,-0.373763137879929,0.161769061568676,-0.502319161530548,-0.34396629814773,-0.304334948486547,-0.0963091831992691,0.401334272733464,0.19437822607004,-0.147379620725216,0.315584247563209,0.0483788874401201,-0.317809952441873,0.234509927990768,0.382424408027911,0.39457951722961,0.0312892697477382,-0.315886184271555,0.351739011696865,0.39846156062263,0.0513033601295282,0.348460841720537,-0.3269715748494,0.327075096006547,0.181144771481391,-0.100924501455415,-0.313470690604787,-0.346226510078777,-0.325789708305302,0.31797386094069,-0.461928656716953,0.0413394487541112,-0.332268407390097,-0.438714037226696,0.14599933862992,0.0419692024600899
stable,-0.120362618677486,-0.0966411520432109,-0.0919316295957871,0.0551491903988175,-0.0884365123077619,-0.0146114962232623,0.0362106514018763,-0.0260627058493197,0.149458117899429,0.108112966634857,0.103135579634777,0.0860270191442044,0.121256359059907,0.176008903871137,0.247988487725077,-0.052398427492693,-0.184908961195213,-0.252588546292809,0.0378848048559783,0.013431861943295,-0.0552200199680295,0.0173120345257637,-0.245958898614566,0.166467516993105,0.0740864415854094,-0.126016106110954,0.0136173066335956,0.0037848746166197,-0.0249320083626263,-0.0997396237436488,-0.0839420541886728,-0.182084793099178,0.0914512763354948,0.0507860889353579,-0.0779949459955628,-0.0147183844822549,-0.185340377662232,0.0548993551910515,0.0436348780656439,0.0429330214252704,-0.0044790043948974,-0.0347914843969375,-0.0382402405123876,-0.102348727511349,-0.0700813513990578,0.102317820062966,-0.110640938350551,0.0901660416068842,-0.21293429001688,-0.0798313635536778,-0.0706376854699593,0.101904432940838,-0.047312864423271,-0.315664209391625,0.0755326526076836
stable,0.0169815673642895,-0.0932539926092983,-0.210823628892108,-0.0366971703373043,0.0130829824771652,-0.147535872839497,-0.0512675359733628,-0.0881313862747241,-0.0113306586996856,0.0328301109628009,0.122880237827871,0.0294839330547553,-0.0977172473209781,0.102918377970795,0.0612452291422579,0.12144564279779,-0.0462240328866503,-0.0268325269198441,0.050146985574014,0.166172661191975,0.156720849362157,-0.0555110594409827,0.144264324609075,0.107318371136281,0.098302969240773,-0.137966537688006,-0.0844629007885652,-0.0712221854878197,-0.0766400474581247,-0.06674508902352,-0.0803032699204738,0.11060855047099,-0.0883852219130717,0.066102526446579,-0.0734666019915175,0.0286249023085165,-0.145418716251521,0.0666467757387525,-0.161612724732909,-0.075255872196142,-0.0333423610702107,-0.0295886672285707,0.129799377339927,0.0296367186359544,0.0753418700051945,0.191377440107918,0.0738603288027301,0.01405558927722,0.0128200944378647,-0.0076561207361453,0.0007555596981377,0.195828116192693,-0.0020717893227357,-0.0859739149243646,0.140557313788628
