group,AR,ARNT,ATF1,DUX4,EHF,ESR1,ETV5,ETV6,FOSL1,FOXK1,FOXP1,GTF2I,HEY1,HOXA6,JUNB,MECOM,MEIS1,MYC,MYOD1,NANOG,NR2C2,NR2F2,PAX6,RARG,REST,RFX2,RFX5,SMAD3,SPIB,STAT2,TCF12,TFAP4,THAP1,USF2,ZBTB7A,ZEB1,ZNF263
progressive,0.0618712356804263,0.0709920157091869,-0.0627039329291017,0.0919718686421599,0.0083956013808757,-0.0773401884154349,-0.165919502058184,0.144994552240508,0.139199985946841,-0.0664785221057897,-0.015098356706752,-0.0497536606083558,-0.0155352939993261,0.0949480750172333,0.0727878051053688,-0.0327199690873747,-0.180079930545274,0.0248139204845664,-0.128676888848196,0.131431195132276,0.0825193822918116,-0.0929486865684907,0.0264335623858362,0.0818010665333389,-0.0473036090882147,0.114834440903869,-0.0341726140129486,-0.166752199306859,-0.0130211888446715,0.0739201818583752,-0.091331332297025,0.142565089388603,-0.0746613739148884,-0.160543572018658,0.106180337355135,0.0861887404975132,-0.180631249328051
progressive,0.0719153627939601,0.0568586986767361,-0.0003237265406826,-0.0168488022287522,0.0048701691178329,-0.158902411818401,-0.0351675182396759,0.0517346558448643,-0.036132689016421,-0.0275618222977917,-0.0142334523107549,0.0030968086478756,-0.0052442197379256,0.061021326260177,-0.0849628192630959,-0.167871364538333,0.12306115179916,0.0327902688167978,-0.0164394496425063,0.0232016539250248,-0.0700285853689143,0.0395329443520826,-0.0141538351104943,0.0613427994838711,-0.0209941543819478,-0.0476501432503585,0.183130076078861,0.0203880121120386,0.02343074115219,0.0143168250393298,-0.0628615351341268,0.0151032326683198,0.0178042086318805,-0.0699707502328759,0.115783689031936,0.0313158484006494,-0.0222973227069695
progressive,-0.0590966444022124,-0.0622118967167959,0.114462047365665,0.14989193889328,0.117556265905277,0.110666953395741,-0.0707703895115995,-0.0036974371575549,0.0866366166966295,-0.156407901897065,0.0214980204337479,0.0199430234983276,0.0320509658196341,-0.03061090344031,-0.0904805390727386,-0.0592581537457463,0.0606726751126045,0.252034203775422,-0.213946544538861,0.119428271877773,0.0947601610732649,0.0497358633334817,-0.0320231711884212,0.134902369400827,0.125341016263615,-0.0165212790341539,0.0813210812787387,0.0087560600382893,0.0857892560477628,0.0392520289225031,0.138528441964728,0.0174933399203539,-0.0448011894838315,0.118400621729147,-0.20021224068848,-0.0112448063412109,-0.252472908224835
progressive,0.358163097562735,-0.254669857279825,-0.2658446276107,0.226775136360077,0.351110793674585,0.31348035362276,0.220919545815109,0.54334733981488,-0.101433368510174,0.472610553498936,0.0458590355537514,-0.134602341411137,-0.0627124081080766,-0.294726398785065,0.368030877211636,-0.422403051030368,-0.335079736091002,0.125310454531481,0.0308123053275295,0.119460309781021,0.191904352675294,-0.0085294756485053,-0.0271391169317326,0.0553360794466877,0.0160637323506327,0.327663925419428,0.248561037290225,0.265151650259529,-0.234250850771241,0.221174136708369,0.0286761924316787,-0.306154398560572,-0.357200553383406,0.12887608848574,-0.123807415247211,-0.0416494363988946,-0.15636782061188
progressive,0.0636295937150432,-0.23945064056155,-0.22034635576575,-0.120048860587801,-0.2571991374041,0.180165730969423,0.312324243048754,-0.0758933120194438,0.0671423170484645,0.220716116116637,-0.221055063104949,0.396167402612257,-0.259078752521106,-0.0516431956738075,-0.169935694594897,0.0023418155556141,0.0197513654098512,-0.0333400583049282,0.0859384682185256,0.372718433693541,-0.125841772751688,0.412868245127295,-0.0929331015227943,0.0616267251477416,0.160537619009867,-0.397492377202933,0.335495891704305,-0.406921266150538,-0.027177385790154,-0.402268448401883,0.0197821787724251,0.315590459481585,0.155699921085769,0.137027023366003,0.379466560097219,0.55149756334714,0.0844902401775537
stable,-0.0045875006545646,-0.546375369060757,0.0802202200410636,0.471479442671519,0.026846325377467,-0.509122969715126,-0.0694445457412817,0.212050129305369,-0.0916305267661785,0.0302847084343949,0.395062343477915,0.0550412741644772,-0.0280160733678636,0.445264161824992,-0.0305271273516072,-0.167621752337159,-0.379071664677885,0.34991874808794,-0.355722686569147,0.0080647840401747,-0.500458865683907,0.0906884684423281,0.362041299059205,-0.374902012092696,-0.035778907769384,-0.194179157797714,0.35815995267215,0.207023819724711,-0.524335547523239,-0.0370002553462486,0.0106083179100024,-0.110965170349636,0.120283687434486,0.398142314768635,0.0470599558780768,0.0021380073851434,-0.404703629430726
stable,-0.0255879577797424,0.0410905350780087,-0.0097522842370781,0.143374658793398,-0.180893023802172,0.063791860249764,-0.0446911180755315,-0.0600818572518129,-0.0779892564379477,-0.021758257764748,-0.0855682539261853,-0.164671055340869,-0.109450226947867,0.116851492501707,0.0537669328071986,0.041774258948089,-0.174621021015185,0.0774482017396967,-0.0022639663072066,0.0718980082373031,0.112324768948072,-0.0317233366987919,0.0233493817488783,-0.0719276302263694,-0.0002865474044368,0.0927144076558221,0.0988878719893853,0.0315147737145499,0.120418826327829,0.12035716422814,-0.105841785055286,-0.245316013778164,-0.0678923898790785,0.0155370355304454,0.0276324795557032,-0.0715014363020488,0.0734371426079702
stable,-0.195655313710721,0.0468095145594259,0.129920936609117,0.0542294648816121,0.0013403781227175,-0.0102363400681342,-0.000319137648266,0.159161923631496,-0.045524985525155,-0.0764494236421372,-0.0108267447174264,0.181653149393047,0.134644173803455,0.22472875346776,-0.173866190775355,0.114897531816992,0.055881002211389,0.147234154027552,-0.147593183881851,-0.0269511743960697,-0.0356077831052868,0.204399685273212,0.0273022258091624,-0.118280390888612,0.116429392528669,0.0509902177517114,0.0858799411483996,0.0625031084129099,-0.0674018713137941,-0.0613542128791521,0.04103312312581,-0.0954540705963818,-0.153106286755647,-0.109839200091975,-0.0517401912251367,0.0818667852214538,0.273820102212289
stable,-0.17668739841959,0.0766266057519044,-0.0331817027762615,-0.195902349835274,0.160864664263528,-0.096139668393806,-0.0460389514682951,0.0164009256875566,-0.0188855865931693,0.0197715058420501,0.103695826329307,0.185050139551833,0.151120754587235,-0.0003245565769305,0.124447012209129,0.0577482315271113,-0.0019930177946327,0.113378430874402,-0.0013126510444746,-0.0005024616635443,0.0443103871807909,0.11250813842367,0.0851588375409894,0.09490635340147,-0.0092859242844015,0.0666218487526715,-0.0717666715277185,-0.0170271996748929,-0.0561026094759339,0.0833966155343962,0.0880834529175524,-0.0573767945557352,-0.17257514638374,-0.131934652645056,-0.0536996887452518,-0.0688420561511556,-0.0811523669079913
stable,0.0156185451261814,-0.0402490709722328,-0.138309865385391,0.220227672013088,-0.0289956847765346,-0.140157562799664,0.0262073637834504,0.196275662375934,-0.0367571170466298,-0.0594906692928643,-0.0211459565106964,-0.0137431782904235,-0.0072551775830937,0.0560143506416753,0.0705926713884786,-0.0783472660750108,-0.0677893077115559,0.165876358445595,0.0730590333635282,0.0193658600059157,0.0647707424879618,0.0138103233610118,0.12719961260561,0.0803915668086642,-0.0416560177500375,0.0548815909647451,0.0497663491174053,0.0551467524553167,0.0097736875287835,0.0404352355807069,-0.0393734500211603,-0.0713665035122438,0.0052675832091225,0.0248738070692214,0.0542422769016085,-0.0743452284156111,-0.0373933769891083
