group,ARNT,ATF1,BCL11A,CEBPD,CTCF,E2F8,ESR1,ETV6,ETV7,GATA3,GMEB2,GTF2B,HSF1,MECOM,MNT,NANOG,NR2F2,PAX6,PRDM14,RFX2,RFX5,RUNX3,SMAD3,SP1,SPIB,STAT2,TAL1,TFAP4,TFDP1,TP73,USF2,ZBTB33,ZBTB7A,ZEB1
progressive,-0.0849182249887068,-0.122158977094268,-0.10390635346853,0.0059352448668238,0.174081895717448,0.0237339968262757,-0.169689814515998,0.141344947069652,0.243647620650637,-0.0124197908272048,0.0444980436721329,0.0629112680413265,-0.0459830186623422,0.0212784347343153,0.036463351405358,-0.0038008842617738,0.0353461288421911,0.0399290688981818,0.0636723759124839,-0.0146751838765979,0.0571180035419051,-0.0677386005330099,-0.239462691132774,0.0859842415177285,0.0168351474987204,0.050640440222544,0.0476798004301518,0.166903740749101,-0.0867546595769123,0.0968119901924206,-0.0407716409145702,0.19782520273175,0.163384489675125,-0.14445222232346
progressive,-0.0339434388379263,-0.102292412122706,0.0088697955825753,0.101150898712535,-0.0453379845214222,-0.0980252718132072,-0.0745712507911257,0.0614091512767831,-0.0197892825790058,-0.0851727611061657,-0.0716324447237903,-0.0528657202496876,-0.0521809647103864,-0.0306614924669322,0.0399003545094427,0.107160429230612,0.100729979940047,0.088163419486054,0.0689330743350079,-0.0852101252725641,0.0664784773628354,-0.061502180425775,0.0751927160077522,-0.0237552219552932,0.102123892106909,-0.0470857124680576,0.0961784144455149,-0.0763403296899887,0.121014909624337,0.100299910759461,-0.079453756045186,0.0595920327354078,-0.0280269374688409,0.131954222504979
progressive,-0.0454176623943508,0.160485646607053,-0.0863661867801768,-0.0788933634807658,0.0126576298880964,0.121830445796424,0.177090067414976,0.0467481691297131,0.110783070213689,-0.0669157703685212,-0.0156431202150803,0.063978799945277,-0.143566604548317,-0.16146665841079,0.100458944446074,0.119617483311796,0.0316380097322736,-0.0890977057360232,0.0773050947567863,-0.0382094241950203,0.156348566689747,-0.0633586549256039,-0.0181866245439354,0.161322614946563,0.0860045618726168,0.0206452190412459,-0.0646201724228363,-0.0081839431385961,-0.11651675821343,0.143321730659131,0.0475335850714996,-0.122070770944635,-0.14699408087343,-0.114152929153111
progressive,-0.203452135829801,-0.108478694300677,-0.187045347816123,0.225694950714764,0.21118590132135,-0.214565304175523,0.209838809001178,0.421091996279397,-0.140541139340127,-0.159775310725094,0.0369839321704364,-0.0240389379785267,0.0051013740769008,-0.374307658513579,0.0993511482739851,-0.0461828837023768,0.107966497118797,-0.0611395906863888,0.170755280339872,0.298862249487176,0.0829210161528225,0.394478340563538,0.322128085553106,-0.133182252751134,-0.0578398324342238,0.104952360887627,-0.139391785342182,-0.218263285437729,-0.198831375730535,0.319335031751648,0.207242120339154,0.0558047755346364,-0.212130651083102,-0.0018043621903224
progressive,-0.278100418432488,-0.218746477784241,-0.261557618325574,-0.111577903178581,-0.119302046139654,-0.406502568222637,0.336610019566772,-0.0897188913170818,-0.451752911804309,-0.0663275595969085,-0.397527551907544,-0.360032623120796,-0.429049560428847,0.179656685471117,-0.129903197814973,0.438837644424053,0.415915390211638,0.0146352182420336,0.216619993082407,-0.445373457698808,0.368382202758879,-0.199920833806241,-0.482868386485556,0.0763970900967692,-0.0143537717373791,-0.390897923131238,0.0592913969805462,0.466669576550998,0.29949035278623,0.254677814878464,0.251613175161115,0.123555015543322,0.42235738798484,0.552354401301365
stable,-0.352599148973008,0.0371216367624458,-0.138510147019196,-0.137980756297459,0.244154540650358,0.113809465306221,-0.391999903157605,0.11008671189798,-0.0663664113055138,-0.0830467013396449,0.0344031581191845,0.0729547682438227,0.0094747660079257,-0.0845082185843785,0.0515873353104448,-0.0839692879954293,0.0778267640474448,0.176884622423484,-0.0876732493034325,-0.122854937289592,0.250613078692129,0.192518115771946,0.222133411087296,0.175243046177497,-0.384434740519204,-0.001175992374801,0.0071065778657721,-0.0732882321449729,0.256046536429373,-0.247827725100319,0.258247848803858,-0.0485620468673903,0.0458289947586389,0.0905154106472354
stable,0.0351982755041586,-0.035814713020612,-0.0708706865309226,0.158179706833936,-0.0022756051602409,0.0077468714754295,0.198879303815777,0.0597373956243097,0.168256773458626,-0.0373978227021705,-0.0183557304650597,0.0971615932649951,-0.139849124566065,0.122239866198044,-0.0898588021496773,-0.0831785822574443,0.128971609225981,0.0795719627581944,0.149296872890376,-0.0808759887880253,-0.130628323387116,0.0901010835616167,0.177059255845316,0.156047017038206,-0.1109440320657,0.261871857549359,0.0781777712408824,-0.0749397875101783,0.132023741645754,-0.0372082911672609,0.142470057409653,-0.237035252657586,-0.0373395524891724,0.088766388998629
stable,0.0583569412562354,0.151196050617458,-0.040965368855088,0.107163973251972,0.0022857959984669,-0.190550787416687,0.139620649529136,0.216158210203784,-0.174721040039403,0.0074512068846824,0.0459111480973226,-0.163820802893689,0.0477820843238259,-0.0760413558493572,0.092432384094592,-0.013259243692175,-0.0465863120399303,0.171320816810367,0.06860641797534,-0.0285439792121731,-0.0730966649189478,0.0597154036467834,0.28748155296022,0.0419333749896701,-0.136391250912085,-0.0418438954310113,0.193023677037805,-0.072746881189645,-0.117714426668383,-0.0971666661981784,-0.162177632816499,-0.105642820754771,0.0158053438612859,-0.0997941114206155
stable,0.0700894874728468,-0.0770298712100113,0.12884994428417,-0.0299364073441366,0.0559473462897263,0.0372573025736347,-0.202548820321677,0.0975653348793374,0.12008602304381,-0.185846432484069,0.0896049858320519,0.269140762863393,-0.237247091932493,0.248376749160333,-0.0487954322021911,0.0012035347521094,0.0767843014929142,0.0199543630516409,-0.031926494605958,0.103433478564623,0.114390507575494,-0.167594037768744,0.0906504806672177,-0.402057195779691,0.058950104711656,0.171878135209586,0.122428660889582,0.0277639663319956,-0.0352842349951765,-0.0287584021170719,-0.201307599127835,0.0367965554311605,0.0592625374705369,0.0295267192517519
stable,-0.0102282686809105,0.0522537191780736,0.0923054358707352,0.0487483845680291,-0.116883744606113,0.0325918481047808,0.0289343787304441,0.202244787330456,-0.102900370578882,0.0703639911601713,0.0785075424790228,-0.0919649107896404,0.0725501778838422,-0.0933278886369469,0.103500042035946,-0.0037680372631392,-0.0187279557518742,0.111264965304504,0.161021023305238,0.128189657626802,0.11898836788299,0.0889257717809212,0.0363985887475427,0.0549085031447649,-0.0084888334979191,-0.0310323051218253,-0.160217674158274,0.0323635997729253,-0.124575510173809,0.0501738050994046,0.0076994785323701,0.0231140462681278,-0.0388163491531084,-0.063426017786772
