group,ARNT,BCL11A,BCL6,CLOCK,DUX4,E2F8,ETV6,FOXP2,GATA4,GMEB2,HEY1,HINFP,HNF1B,HNF4A,HOXA6,JUNB,KLF9,MEF2C,MNT,NR2C2,PGR,PRDM1,REST,RXRG,SMAD3,SPIB,STAT5B,TCF12,TFAP4,THAP1
progressive,0.0306213596148047,-0.0331588133982906,0.0738658068408624,-0.0183650223245614,0.0756743443613416,-0.130297220296726,0.0801876654992674,0.0707461369227736,-0.0462174170157427,0.0153141180916618,-0.01448892986939,0.201485749794217,-0.0908119638610175,-0.34639797038318,0.0687290101572201,0.133547545016674,-0.0689146775072313,0.101456891928324,0.0528395524994743,0.0175077434492012,0.0197540891653856,-0.0570434280540482,0.0707736431968493,-0.0208360026123643,-0.0046393915607728,-0.0266421186318493,-0.046153235709566,-0.0489130318751641,0.0344653614168877,-0.0652723883817036
progressive,-0.0591196807194109,0.0710505254231422,0.07798904153279,0.112364660787392,-0.150871317139827,0.106978577427103,-0.0690546480135637,0.147658037326895,-0.155616702018203,-0.0069934761439364,0.128153248171878,-0.0818174220034453,0.11774697976177,0.156800977825546,0.121365307498637,0.0670519947093468,0.120726114771088,0.0792207486026016,-0.174263211185699,-0.165984573692026,0.178775204137643,-0.174904662544794,0.0854854396343268,0.0887913233406488,-0.107793190538066,-0.0908067755569603,0.142018987233443,-0.103964810067411,0.14846211015731,-0.0389169744166453
progressive,-0.0059811641154099,-0.103101406520823,0.0642839821951468,-0.0363087334441872,0.18189850752542,0.0828228845438156,0.0731790467770385,0.02607549991742,0.0344533396487081,-0.0687961675924181,0.0403465454683032,0.0798924449105994,-0.100563396207396,0.0162106387406466,-0.0480680809923574,-0.0835092599632938,0.0226391121381919,-0.11265051996903,0.0785069138064389,-0.0499791065304886,-0.0961549564923676,0.143947134112383,0.058119383685046,0.0064187002535658,-0.0641569313234142,0.0079538356386421,-0.0294472345903226,0.196770977321191,-0.123328807437014,-0.0772153552405422
progressive,-0.175993267239661,-0.133066085813894,-0.213826423136238,-0.159754527751743,0.0621708236134903,-0.0511378566032359,0.349772037024819,-0.0919500226139943,-0.439011514754501,0.210629370195767,-0.0493185617713819,0.190629391954352,-0.0325238130764245,0.226998935379459,-0.222336907199855,0.48293215380755,-0.0672675746780101,0.145489075841745,0.223972228397027,0.180827004144969,-0.0649127121540822,0.195300959507607,0.15312330029721,0.0651961678282587,0.161790502642222,-0.235389495888617,0.0678154072790627,-0.0124924911787305,-0.153153281185824,-0.265503935734541
progressive,-0.324706876146017,-0.227495918084961,-0.114475030180111,0.105935811712622,-0.0530297842510027,-0.218802003630742,0.112340225563239,-0.0157789906464477,0.179107013435855,-0.457745424733714,-0.17944734460666,0.0235756683776337,0.174404255439266,0.0843402519651304,-0.108875035460489,-0.295840605022222,0.222731281693681,0.278793107284589,-0.202249533050645,-0.114072820614613,-0.157047365728174,-0.190245124480406,0.128614243367222,-0.127624189052151,-0.445184110611248,-0.0708198227249389,0.163204266000023,0.0825767177164098,0.251288160844017,0.176229668082679
stable,-0.468438572479216,-0.0578695517710824,0.127345085317892,-0.0770445594649106,0.440441225211793,0.0540305922003736,0.261298095495916,-0.165518314924738,0.131274000160036,0.0684540204223401,0.0634229167807126,0.137747323527173,-0.0080995252951718,0.0724380920493383,0.406210640462205,-0.0074892971406812,-0.247541946008483,0.104750783067042,0.119302373878364,-0.421414264956795,0.0712218494346507,-0.148306936116587,-0.0611283945307917,-0.074684511901481,0.230255809635281,-0.440882668870142,0.0981441838635409,-0.0318224347883799,-0.142254129970971,0.116687184758215
stable,0.0092561536455353,0.0985607942918722,0.0244691418476062,-0.115289505683067,0.0586332152651481,-0.0605374144895488,-0.0520406375557175,-0.111654436635341,0.0057010827829208,0.137281734026495,-0.139971976024304,0.177817178050697,0.031787157644754,-0.100095910980417,0.0876980104286774,0.0778152043331006,0.0438832468617539,-0.0178644432010374,0.0119991217198948,0.0970971911324427,-0.0447686813196945,0.13093884762211,-0.0260569846127016,0.033371364128708,0.0318338232527358,0.115802827370867,0.041156036005674,-0.0812072485912071,-0.182737066435065,-0.232169278318656
stable,-0.0573969453421801,0.069420842919774,-0.0469458949244705,0.0751214158748883,-0.160502266269835,0.136709958978182,0.0804148050474944,-0.107975558326282,0.0834966274013797,0.0064430845585115,0.195863383382162,0.0717681376659976,-0.080670292911029,0.140302757059136,0.271455855005442,-0.0044870056033252,-0.0829297637041625,-0.0506584529414567,0.203679715207171,0.0278880971039414,0.127847723711828,0.165843559416854,0.153779741860583,0.0318960629631394,0.249699466626329,-0.0729497690348448,0.0303791037734031,-0.106682151017139,-0.121284879217284,0.0037285260084571
stable,-0.219484077638811,-0.142224661907113,0.248397095755518,0.0691876442348253,-0.178607798904646,0.253762633785416,-0.149047402573074,-0.126291697328983,-0.2929073562906,0.307272414151315,0.319116547550796,-0.332913645341963,-0.176141023178858,-0.28670672442963,-0.179044598703896,0.131664455190274,-0.0830846163602557,-0.0351774251549773,0.150372241633608,0.0879327331403543,0.501485878610962,0.246944706340383,-0.121089808810649,-0.058392792997728,0.118739753692373,-0.250345246926275,-0.294482482839409,0.197703049632714,-0.18571933282631,0.172624965290685
stable,-0.0734857728829314,0.117127647295642,0.0467585961579137,0.0921657642892229,0.207070054700592,-0.0938601683680337,0.254763425141518,-0.198407486976894,0.205245846252343,-0.109078450923304,0.0119264620286168,0.0757799279954645,-0.23092220175984,-0.0732975565472456,0.120714635645476,0.0284156390545232,-0.0791176371090606,0.14884429373536,0.109573078700087,0.187537239445937,0.11045364594713,0.0765731972334835,-0.14211233747824,-0.182714732886715,-0.0245826165776861,-0.110767598839268,0.168309967222865,-0.184745394270441,0.0003459012210951,0.11136287070813
