group,AR,ASCL1,ATF1,ATF3,BARX2,CEBPA,CLOCK,CTCFL,DUX4,EBF1,EGR1,ELK4,EPAS1,ESR1,ESR2,ETS2,ETV7,FOXA1,FOXD2,GATA2,GMEB2,GTF2B,HEY1,KLF1,KMT2A,MXI1,MYB,NANOG,NFYA,NFYB,NR2C2,PPARG,SMAD3,STAT3,STAT5B,TFAP4,USF2,VDR,ZBTB7A
progressive,-0.0170090118930456,-0.0618779295254306,-0.159984548299384,-0.166844282335773,-0.206196888023402,-0.288023715457474,-0.120924090909079,0.171325423148277,0.0624231196550833,-0.0030388023682327,0.0343952861542897,-0.0659035950397435,0.279153449044222,-0.0400358186349156,0.233962478170692,-0.0113638786518319,0.0573346784449917,-0.101692911652132,0.0992430066391363,0.0790755726025754,0.15313401578417,0.0155275669837784,0.133385250961098,0.0859790138645486,0.116077189629846,0.0076004564910228,-0.0065238785134808,-0.144804338739983,0.103567721591655,0.123783463614388,0.181235461454368,-0.0442041077274499,-0.116275022335121,0.114892493778491,-0.0319039742960034,0.198071944825372,-0.0405304003981026,0.0401186323254957,0.0285684228698584
progressive,0.0484795884600967,0.0848661974327563,-0.0461040607667486,-0.0395579949138267,-0.0211139611971055,0.0346714102134054,-0.0698600906408615,0.0219459605952512,0.0318275534470739,-0.15318878330347,0.0290793201409818,-0.0108069568883124,0.119884713277424,0.0359634563375846,-0.0755711453331105,0.0600598153772739,-0.0719675714692867,-0.101125950376608,0.0263288280129943,0.0196547622526654,-0.0928089681576784,-0.0373315494655762,-0.0320481650521931,-0.093474567676195,-0.0242928765445907,-0.034750468979745,0.055400618747658,0.0172769757374218,0.0539052786528912,-0.0787395195117504,0.0323365413141748,-0.206683709312027,0.0636152010406621,0.142169497156988,0.016930623046791,-0.0034951504128437,0.0580359109589792,-0.0364596442139448,-0.0182151397646522
progressive,-0.0428305724339296,-0.119542101654734,-0.0115690520873867,0.111921785983867,0.19071575964329,0.0275628278915494,-0.120411230364378,0.198983779551846,0.233041725287392,0.0969748809824822,-0.123093177795091,-0.182000371924051,0.0763854176685718,0.196139152917248,-0.0185522075430373,-0.176906855924637,0.112674177301835,-0.233264656048271,-0.0316305611331336,-0.175445755667523,-0.243568425438775,0.158103098131148,0.273252108136527,0.131227137989335,0.237379084246526,0.198227622511567,0.110400434169759,0.244329854490292,0.119679927091358,-0.241702133460874,-0.0757768769429284,0.0646973687561212,-0.195935803912392,0.133549082367006,-0.16175810820732,-0.217064518661402,-0.131636848576896,-0.0375276822739603,-0.17361938034613
progressive,0.404399753606082,-0.189925339864304,-0.159788058677718,-0.168972974892426,0.147892302278374,0.0658654996321177,-0.113246508941814,-0.0457512292591147,0.125045352122069,-0.188746001536245,0.378567603306877,-0.131937110476662,0.218379606978556,0.13958369996021,-0.111515720747394,0.29440051999118,-0.0519768798543418,-0.0457457693594477,0.0025702477682115,-0.166929607442074,-0.126312048844798,-0.0448844701869881,0.004126319173289,-0.0492510249456225,-0.22047211352591,-0.194364238293525,0.0397617193244827,0.0685940844906704,-0.165249323319573,0.0699399497585708,0.253976787832081,-0.113505854175993,0.333500226481046,0.0273199729584456,0.169431606464449,-0.228372588343971,0.161480627574469,0.300153889265217,-0.228479056387476
progressive,-0.0289028095385509,0.182678187599573,-0.481931040337967,-0.439540253014759,-0.417257119209231,0.487991306854115,0.42589688378097,-0.44721659060188,-0.501727910957383,0.446999042573095,-0.480936535063523,-0.409580781622111,-0.506172106402558,0.590332115252447,-0.415019482341731,-0.402650322990824,-0.672099095785702,-0.50486681822985,0.456850860448063,-0.113280366417224,-0.425088848245484,-0.55129778323049,-0.580791080275742,0.521151842098883,0.12108101716365,0.424436204159129,0.437147224698127,0.523047617778293,-0.531718460639858,0.0352738589529627,-0.504462800462106,-0.43823496484205,-0.400816703891066,-0.423130915986421,0.448211095876325,0.558818729368478,0.407871475681659,-0.497749889859604,0.321256281935485
stable,-0.0452184185957633,0.0558031476623436,0.0054150395599453,-0.0330282498870279,-0.0682537246948442,-0.0051946282826248,-0.0992262594014152,-0.0049997258104598,0.250498604235469,0.0792603703487436,-0.0213452171258514,0.0600701009805738,-0.0382112400741908,-0.318753183974062,-0.0086034976970798,0.108394275982046,-0.0908889178221859,-0.112246010555652,-0.0296747683064858,0.0106731785920912,0.0030542637710935,0.078868855316917,0.0803374404569255,-0.0083164880122586,-0.0590660896104347,0.0677454486889544,-0.0512296136579439,-0.052366774340654,-0.074677383360683,0.0091131987758834,-0.308026897664719,-0.0182733299530584,0.172085392231496,0.0392064634946954,0.0011502713535161,-0.0419803204188012,0.186183211044954,-0.0725499395102359,0.0586794198265147
stable,-0.0914209805640899,0.183764034423574,-0.105928875707532,0.019476744241528,-0.229515302864557,0.0271320827956338,-0.116752738074063,-0.0880631730586835,-0.101418324425574,-0.0664659645523674,0.186266717849753,0.105053666863455,0.364550654615419,0.247584896308097,-0.0798034656713588,-0.016537065022548,-0.169424729579025,0.216552717356102,-0.0909925055806195,-0.065822034818686,0.0432875372860285,0.0310553068630345,-0.0080643374019638,-0.0375110371892708,-0.0909383375784478,-0.0201578003587203,0.110224580868518,0.0831813579416154,0.114690702216111,-0.0444798419630434,-0.0247139988335204,-0.141444826255019,0.0613833017867975,-0.0308489815513918,0.0440264131808197,-0.042092798092062,-0.0255021736965803,0.0409656167435008,0.095593742619023
stable,-0.218066482683851,0.196470177609867,0.0666514961800064,0.0479775164022788,-0.155934956673604,0.0444209501763401,0.210768697809408,0.0970468906075545,-0.0952645933114859,-0.0159844771012277,-0.0379019168231523,0.118025011484254,0.10282731427048,0.0819856756191551,0.0421649792745596,-0.0215320781443962,-0.141267131628932,-0.0529872169101472,0.13600855176891,-0.0211306598344708,-0.0268468565678079,-0.0141459812417696,0.0548979680653919,0.0182966465663978,0.0894440278175682,0.12917641213398,-0.0488285232193205,0.016321668481565,0.156039325434185,-0.061087838404441,-0.0982912873683231,-0.0631912703484498,0.136755189825371,-0.237567384180025,-0.197666404173445,0.0048009629867072,-0.0855101283802997,-0.128020327401395,0.180156537494501
stable,-0.0472783648151068,0.0198055726102279,0.0503220259858454,0.149106734865555,0.0760370917674003,0.0323261978555162,-0.0774923876292439,-0.0265969532988316,-0.144627133388907,-0.0390679799320371,-0.0125532877459281,0.0166639239375696,-0.0549830857993813,-0.101568279767575,-0.0050167181538367,0.073280134768945,0.0308963061608369,0.0034791611792704,-0.0309918742182647,0.0369340298902314,0.0881052808927138,0.0375280035129789,0.0226290643322089,-0.119957267627829,0.0282300783308257,-0.0594590581092911,-0.0383687604738944,0.0143085947247603,0.0974213519085558,0.0243117879762858,0.0717873375174778,0.081531650208376,0.0276808644311774,-0.0100806154752644,0.036863865999968,0.0014891680847294,-0.0668734457545444,-0.116176885609324,0.0652415304447962
stable,0.0640897526456969,0.0266984712566684,-0.117617923764419,0.0872909700777378,-0.114032188305688,-0.110351352326977,0.0814022760145945,0.150623503793449,0.179063339573762,-0.076886770948254,-0.0850189455718979,-0.0091361309104445,0.151845147882387,-0.0754310297359446,0.0581598744037707,-0.111631739028063,-0.0588527890188939,-0.0270616366546179,0.0322367780487615,0.007201209939418,-0.0204576892365206,-0.116676938822409,-0.0613250807869621,0.108139403403357,0.0746984018055666,0.0363553338204947,0.0198162548448759,0.0494421122380593,0.0885363318410643,-0.109656645096929,0.0656002835244227,-0.136214097312855,-0.0253514820164573,-0.103608454269973,0.0505998197280166,-0.0133347108509957,-0.18313105862481,-0.111332326371153,-0.092705632404512
