group,AHR,CLOCK,E2F3,E2F6,EGR1,ELK1,ELK3,ETV1,ETV6,FOS,FOXK1,FOXM1,GATA4,GMEB1,HNF1B,HOXA1,HOXA4,HOXB13,HSF2,IRF2,JUN,KLF1,KLF3,OTX2,PBX3,POU2F2,RBPJ,RELA,SP4,SPI1,SREBF1,TCF12,TEAD4,THAP1
progressive,0.0334939258781261,-0.054570671175162,0.0099977336971313,-0.0977704090704051,-0.236648061433711,-0.0869763130301946,-0.0327652893648103,-0.301727913089389,0.21526771758946,-0.274878124648389,-0.130643125613461,-0.22097770565054,0.117459942544013,-0.234254303657593,-0.144751116565194,-0.144410152042937,-0.326270352571555,0.111943790478462,0.209676833573825,0.187813067427471,-0.172383255108632,0.186442203218123,0.0098926418923262,-0.085519040003563,-0.117525333000336,0.302918953543848,-0.0853625699830753,0.0536528694131969,0.0816096248648109,-0.190720607360413,0.017641410966627,-0.0375948416389677,-0.0686436315252936,-0.138251772281355
progressive,0.004490260554243,-0.007357277793009,0.0301025357271871,0.0046124237388509,0.045403474599323,-0.0886866544257957,0.0027501986934847,-0.0869007813708094,0.0496761319809833,0.0454996781072017,-0.007159526137925,0.0319059697399608,0.0177472566439085,-0.0381721775904408,-0.003912275987067,0.05400834391514,-0.0068235773802534,-0.0257344383575519,0.0416339768342664,-0.014654237513618,-0.0024539529708106,0.0308271161158926,-0.0361595391240262,-0.0288030248509209,-0.0045841735024103,0.0053675449237083,0.0101677945588939,0.0063898980748954,-0.152100036515934,-0.0235209941564381,0.06295145254834,-0.0517406898008564,-0.128521778366711,0.0348249063321852
progressive,-0.111137028415625,0.0165877415490448,-0.0056659320671137,0.0700025143289201,-0.117749064233568,0.0655682734241048,-0.0690709190294756,0.0312122605449158,0.0733524393933983,0.0786953675165243,-0.0954190303469635,0.0011935110270753,0.0839336820691389,0.0635561802978454,-0.104899921525573,-0.0575489178218368,0.0067823192210383,0.0141732297975335,-0.105824644400678,0.053636981166874,-0.0438926470552246,0.0065494203961771,-0.0738770344513642,0.0990637060553643,0.0420775634267166,-0.0146008473120327,-0.117456604397759,-0.0053681270123732,-0.0236098320192844,0.086608582342872,0.0203255767873901,0.129710136996273,0.0354128390221655,-0.098587981570484
progressive,0.0625846965359673,-0.162494427858977,0.0822928147923846,0.162116734054585,0.105795922634851,0.0705440380314781,-0.0020898131456286,-0.102107853721369,0.356741518310042,-0.0385567053918086,0.249669490505203,-0.182488593629016,-0.175336017208329,0.0745334288403759,0.131551307502041,0.0690818631196196,0.315903375710082,-0.230207150937673,0.0208342567687793,-0.291321341080803,0.037766603278943,-0.0975880252901255,0.0670739762036202,0.0689638338057469,0.0630470937303157,-0.0247542185695167,0.116675448213589,0.068958279485094,0.195063575587031,0.0271286906486032,-0.137140342658955,0.0345895318655221,-0.0139399562584495,-0.21731696128261
progressive,0.166697416352702,-0.0238772515064471,0.0668816381719048,-0.393847980087112,-0.0290707120463109,0.0817653360605389,-0.219803717117041,-0.200296572650236,0.107795973644491,0.0421493657229192,-0.0577930822271431,0.0835387128302485,0.423393703768166,-0.196148137706808,0.134523294959399,0.0534546426298179,-0.257646310684952,0.098074068853404,0.032079119066354,0.377982591486674,0.102127501469883,0.0586481031696817,-0.272593343458218,-0.0609598264587674,0.0454427797238084,-0.0572230682654508,-0.0349925237594483,0.0063651559055648,-0.158938892985223,-0.258469664185174,0.0721701010387174,0.128854822784792,-0.0130786536766083,-0.0095002326948728
stable,0.0140712016083829,-0.100101203605939,-0.0459516242935188,-0.00434266510667,-0.0250016157379462,0.187001972347569,-0.0742297839354444,0.0171873411121382,0.107761380247018,0.0603446937950287,0.0342669436145219,0.0986786014357632,0.0344170459314184,0.0596105981470638,-0.0420866099848753,0.0627334773315007,0.0032157423561153,-0.0510006079356298,0.096983186619708,0.196768251061099,0.135875236102039,-0.0267609612393248,0.0318593852532937,-0.0824787198246451,0.0416491084274811,-0.0408058780930492,0.136007526405705,-0.0194408977697898,0.12875755561526,0.0530603506331066,0.0575071438063087,0.0318587594258018,0.0084162725324117,0.0132647988148189
stable,-0.177197178608231,-0.280243749483021,0.233110290888189,-0.0605065181854798,0.230955541408546,-0.200292978025065,-0.0790217886857136,-0.0250285741350568,0.100319101983085,-0.286164098437476,-0.17870623907192,0.0005800776914463,0.120090798688153,-0.174026986573583,0.0823268825090704,-0.0887046711652364,0.0257233183469053,-0.0638551484951926,-0.0491992955319177,-0.0569444977736283,-0.060977448066062,-0.117520306423308,-0.257572890700619,-0.114864580755598,-0.0975769165326112,0.110652578998151,-0.0971292878700786,-0.0059001136861483,-0.0655782122509686,-0.0794473425100938,-0.193272566302688,0.0351823864951618,-0.18285201631491,-0.0588337360054952
stable,-0.0570999515569057,-0.0074668543779511,-0.0371478032136507,-0.132992702731717,-0.171526860015541,-0.0432769475238907,0.106822229407041,-0.0946450141239979,0.257359202360133,0.0300944228566284,-0.0900400485575741,0.179131539067135,0.182106930551074,-0.167570481148613,-0.0328022723270255,0.0020592627709007,-0.143329553254939,-0.0046211802339111,-0.187441556154431,-0.0151444994332387,-0.178791031049899,-0.124585397639496,-0.0095017951476208,-0.131322591980514,0.105371016666918,0.132141432688628,0.206696473795728,0.0651262119631724,0.107551889443974,0.223916450667355,-0.102817206537651,-0.207912573857283,-0.14816963149993,0.105662880681691
stable,-0.0558108152801676,0.0514737483081444,0.155421822520419,0.0424045523612546,-0.0420181054176635,0.17204150254034,-0.0757989834676335,0.0982559814921818,0.0995420867662352,0.101527242562454,-0.042325786105236,0.0840595945675824,-0.0177076389311778,-0.248633071459161,-0.174595252247193,0.0697179823584488,-0.122124618511313,-0.0457582718557959,0.040045256848948,0.0249676724351407,-0.0400181809484416,0.0606586321935614,0.0658473593087856,-0.0477655806615195,0.0126579834867364,0.0495624358769434,0.136554842758468,-0.0942253644849809,-0.019840481457431,-0.0578292005906438,0.144457313538082,0.0785988777245441,-0.210292365619365,0.0149852802075355
stable,-0.0022327543593304,0.0200386251612153,0.0145496563981604,-0.024230891946432,0.0298561329754262,0.102832232811026,0.0126733207323441,0.0311001113948969,0.0153555736474916,0.0526838064782176,-0.0386166589766512,-0.0458905108135394,-0.0385376666259755,-0.0579976809548424,-0.0598666241640622,0.131456336180474,0.0553237968584833,-0.0352741062590921,0.030681437988284,0.0238938610164446,0.225562448134182,-0.0629434668850869,-0.0804578703259439,-0.0967827856563307,0.001100639150999,-0.123337559100012,-0.0292293549416063,0.0140246989929337,-0.0495117916901928,0.0921310242261884,-0.0711605775863129,0.0177920157574462,0.0397463100327837,-0.0614275018549903
stable,-0.0184157961960592,0.127407726791345,-0.0037524659990894,0.0063168161145622,0.129087890667166,-0.127867071593824,0.0486476448780976,-0.0351184252973075,0.0438762795000277,0.0065283367453576,-0.0228469283892752,-0.0626839139142696,-0.0017980753763926,0.0280446353508349,-0.169136396822956,-0.035217134925012,0.158665075496162,-0.0091325907528811,0.0148979530810577,-0.0987057273240948,0.123115508147148,-0.137039266209492,-0.0831429093950334,-0.018447899327258,0.0184514996784204,0.0021995145310086,0.136394203292882,-0.0377580827579287,-0.0749797131926486,-0.0086177405366472,0.158514760835128,0.112951116756954,0.0453662248227653,0.0344544605370944
stable,0.112674686506582,0.0482419589110017,0.0618860058808009,-0.0314974098076306,0.0853779614996215,0.0085338982485729,0.25125621775335,0.0510800487546227,0.108983095469492,0.104077029728143,0.27775039270643,-0.0543219890243165,-0.0798287420290558,0.0338009303178772,-0.0457051211604593,0.0343023674894435,-0.112492738038165,-0.0162946199144476,0.0904183656281341,0.0625636838794642,-0.108192099909015,-0.0666884988138092,0.0401307045416279,0.153940654827811,-0.0138841855375261,0.0069725103206751,0.219357602524161,0.0024967450505392,-0.065036067046321,-0.0332428343654037,-0.167464702119129,0.268060766695962,-0.0378430540584658,-0.199573943234098
stable,0.0849836894191655,-0.237223970146836,-0.0941164696069121,0.153808190807623,0.102660572205744,0.0775916547551684,-0.0828121404121216,0.0424821080547679,0.10910427352649,0.0484659474492044,0.131697835892179,-0.0961736592180962,-0.102900638268954,0.121335363902509,-0.163192260868164,0.0539010660168483,0.032427202119151,-0.103469483386332,0.0775788708360513,0.144857853644678,0.124369069842812,-0.0189618406268975,0.144729834872553,0.0247483430012136,-0.0195356578919219,-0.0453372319607663,-0.160052961327287,-0.008570860160882,0.115814596443924,0.205470611883729,-0.188582751687154,0.175830360251158,0.0991531541581041,-0.107194632116108
