group,ARNT,CEBPA,CEBPD,CLOCK,CTCF,DUX4,EHF,ETV5,ETV6,ETV7,FOXK1,HNF1B,HNF4A,HOXA4,HOXB13,JUNB,KLF1,MECOM,NANOG,NKX2-1,ONECUT1,POU2F1,RARG,RFX2,TCF4,TFAP4,THAP1,TP73,VDR,YY1,ZBTB33,ZBTB7B,ZEB1,ZNF143
progressive,0.0281815609734104,-0.152586649955132,0.0133908417254431,0.115770569886885,-0.10204198732822,-0.0300449586739417,0.092189271986661,-0.079574069554064,0.0171409295977624,-0.0727680094528734,0.0982686069846444,-0.0209841873551082,-0.172590224270336,-0.124449344677109,-0.0153800187707603,-0.0134514021507104,0.0118022951857402,0.0101298957495133,-0.0843630016444295,-0.0362593900052137,0.0797464338413631,-0.100942582684907,0.30622844885819,0.0370047490854262,-0.148533759956476,0.0893522489876021,0.0554244353551782,-0.156844513700846,0.0171735390575217,-0.0772494809226512,0.147429696818912,0.0636606531915266,0.0979145614215434,-0.0324394247191245
progressive,-0.010662700450362,-0.126149848317923,-0.0137937804617553,0.016285144468861,0.0737537325662658,-0.012566507551851,-0.0330535276459968,0.0485593538170685,-0.004178864258224,-0.0021170457695848,0.033377220875984,-0.0562758322380916,0.0041420460709269,0.0131233826347201,-0.036704664552962,0.0214465941005771,0.0098642060133555,0.0048047734422752,-0.0100713083169019,0.0012709945073196,0.0276151745639835,0.0097637230438571,-0.0709509480582719,0.0306979307045493,0.0362620792598277,0.0128418769110108,-0.116309420717196,-0.0290012259066066,0.0122750302357488,0.0093088650216238,-0.0291922202532105,-0.0486966549738641,-0.0031609947885721,0.0634975662673096
progressive,-0.193887059219602,0.0270621077044338,-0.114308280663094,-0.086906261692394,-0.189602808494448,0.145773265843325,0.208189947378888,0.0991940159465231,-0.0169993654527542,-0.0064963354534949,-0.0920178579604957,0.10825147252929,-0.171575344536119,-0.141249480333218,-0.114629181232142,-0.0410380118715628,0.105228011243665,0.0563766028153116,0.069824770027656,-0.247339816802713,-0.171899286816721,-0.0270278884494405,0.118759065095882,0.10082361291209,-0.0027671970871202,-0.0877085131150133,-0.0795924662585049,0.196987323721989,-0.0718520707790334,-0.0737090356833334,-0.0143667641019407,0.133947851745549,0.174722755567608,-0.176057306512345
progressive,-0.37281349121637,-0.0211135251845951,0.402132253076065,-0.3527550232874,0.4182978761114,0.382110925363394,0.486668887628445,0.188241747406103,0.476221482339696,-0.248309857234815,0.466200501756611,0.162637007176378,0.355438747805944,0.209510711273731,-0.397115572748472,0.38102285458217,-0.375989667491777,-0.387747984859549,0.0229416491646802,-0.441273914365247,-0.365108959679533,-0.31492427407724,0.155156692500906,0.410930357648393,0.185893660397822,-0.154138775461581,-0.49174609275297,0.298885202890038,0.248642743617946,0.227851100307948,-0.0395708371219784,0.169107658193926,-0.0054884986309553,-0.130564367056239
progressive,-0.063518736749025,0.16388085143449,-0.26013182258531,0.308178851223036,-0.162719688756766,-0.107674301277621,-0.166140411239792,0.0517815788714878,-0.121106129009134,-0.284108262741563,0.0713958132925059,0.099546162533551,0.100958387411864,0.0122392822787153,-0.214281588202738,-0.261010540287372,0.0953722534487584,0.0909786649384503,0.269546655107399,-0.108019511803431,0.0608512008677665,-0.129705009379308,-0.0848590237990927,-0.244691497249085,0.126315669671357,0.374992779354792,0.0362784879851151,0.418018563980738,0.0154403253362254,0.024101971256547,0.385506009004458,-0.0812500046656253,0.471463429931128,-0.0914180237894811
stable,-0.302759424602397,-0.0710858765054277,0.0238311436636912,0.0040312591041979,0.117363521735648,0.320196323804837,-0.055237131025048,0.0519949020413008,0.211832033964466,-0.177805218681906,-0.0521947916035818,0.035149171752096,0.0715427393368308,-0.0940773294662008,0.0385846739970773,-0.0344973453635708,0.0280295488841139,-0.153653691506214,0.126514735378327,0.0578870320355225,0.0560250020854614,0.0921705791163638,-0.110895870138695,-0.0680357134287091,0.170451658863045,-0.139973450767448,0.102021768433288,-0.0870709081285368,0.0137611817647105,-0.0584301965455427,-0.124664972146995,-0.0616386196115328,-0.102965677951234,-0.17791499132628
stable,-0.0944485659654058,-0.102844460284102,-0.0346060671238276,-0.156410710329895,-0.0871411882995232,0.173449328140261,-0.156512527363746,0.0577314923397218,-0.0840397797411102,0.0132485558593566,-0.0558994028033254,0.151058219713963,-0.0728294157775829,-0.0541993668744699,0.103117206520238,0.0138631605000608,0.0470431720770336,0.0958709190746661,-0.103704659951915,0.202828787526373,0.034602364686233,0.116444130642014,-0.118070117818977,0.0572057462012881,0.101760880214748,-0.123482464509355,0.0547658398264443,0.105231298386756,0.0151571624393748,-0.0833400190357301,-0.199323196197215,-0.0236789396362874,-0.116910020706001,-0.044690272985663
stable,-0.291449406989862,0.0444438503942018,0.213134715386974,0.150699761374879,-0.183850634857849,-0.228828393902582,-0.0516677962263864,0.0150465165149646,0.245460457319124,0.0665929698662303,0.017618985467523,-0.0641742018888247,-0.0829499894324982,-0.220115975468917,0.0916866764411873,-0.0177565073926598,-0.179360948478384,-0.214825426113655,0.257594744831192,0.245856844044518,-0.231886234355623,0.228626155777381,0.0110745597360142,-0.221596358545389,0.0715114010711219,-0.0631468322128029,0.100933003525383,-0.0890414017635564,-0.296861299220244,-0.142238118216463,0.124279372698602,0.015831200440745,-0.274809254048312,0.0678387567174693
stable,-0.0605493926488309,-0.101389330207824,-0.0806335707119819,-0.0430408267106914,-0.0615190491739297,-0.121110951627964,-0.170585333802548,-0.0737328281644782,0.134177590372709,-0.0611114771088004,0.0900223278063202,-0.0362349815395461,0.078975299891769,0.0034345550443588,0.020063495301637,0.0156750999615724,0.0885234359130684,0.0257743707455691,-0.0844002665735954,-0.114907339806786,0.0627028331123503,0.0208981055603795,0.151829719008416,0.0060101671693703,-0.0037338467697971,-0.0994646167539889,-0.0259082003788952,-0.0913691405707925,0.0437732397948941,-0.0584397509744001,0.0027946060704542,0.0009587068278266,-0.116558310828818,0.0382825749294348
stable,0.0279192830999382,-0.0506089170257151,-0.0051815766316229,0.027438231284838,-0.127849975990581,0.10995062405338,0.0241095224469973,0.105052773339648,0.1270262616002,0.0025142732408304,-0.0483534242030107,-0.0567511518473652,0.0283378545978693,0.0296420146510196,-0.192126509024153,-0.0073754750521031,0.0556720608173309,-0.0060602643756922,-0.0351987529482718,-0.0737162831615805,0.125694824692167,-0.123569887756084,0.175463940977185,-0.0694399717223749,-0.0526855016566449,-0.106248851769516,0.0022919552167538,-0.0456363696939947,-0.0187636319066399,-0.0325992919914204,0.146427612385887,-0.0398378232438774,-0.0421819075610754,0.0579979139375042
