group,ATF3,CEBPB,E2F7,EBF1,ESR2,ETV6,FOSL1,FOXK1,FOXM1,GATA2,HNF1B,HNF4G,HOXB13,HSF2,IRF1,IRF2,IRF4,KLF1,KLF10,KMT2A,MAFF,MAFK,MAX,NKX2-1,PBX1,PGR,REST,SOX17,SP4,SPI1,SRF,STAT1,TFAP2C,TFAP4,TP63,ZEB1,ZFX,ZNF263
progressive,0.126502547959482,-0.0568145328061642,-0.155566715678362,-0.217021171353127,0.0264306176474005,0.112154753156963,0.109857084753742,-0.0273312561029968,0.0132539500775707,0.0396310644503813,-0.129986205616112,-0.107398906526751,0.229187221514036,0.179390534891578,-0.169325974460393,-0.0436051687907518,0.101789979907246,-0.13948600925996,-0.0279911298229386,-0.0441193947076434,-0.0127575585855424,0.104025227823445,0.0578578466606669,0.0416522992682212,0.118402746667403,0.0651580712380415,-0.113712292928357,-0.132376018547793,0.204471681057656,-0.122688953442881,0.0633835459641439,-0.0184348505003574,0.0626582793530366,0.191794377383998,-0.0439915813294564,-0.107936911676794,0.199394814779905,-0.1191815165531
progressive,-0.127861681349196,0.0937347197081083,0.0197510452459474,0.103190369493334,0.0895463935856195,-0.0936779801354397,-0.119669432715391,-0.0866318708695413,-0.0410331132944031,0.0627804458387415,0.139917894881733,0.0335207938730775,-0.070790182180462,-0.062430551807285,-0.107909210620275,-0.0688629280288178,-0.096071444442511,0.0663172125350856,0.0485511066729955,0.0837286960679968,-0.0226693506002035,-0.0523394188081705,-0.0814657327780632,-0.119923815132855,0.0506410142662898,0.0395834172127198,0.0757132857690094,0.105401321508321,-0.0676732883218657,-0.0898650808521082,-0.0324919162886865,-0.0880966975039362,-0.0374566288971909,0.0733888546086849,0.0833967695678853,-0.0507932654529506,0.0306819239205574,0.0791138774909488
progressive,0.0790025369192141,-0.0295691212772003,-0.0399017018583344,0.0717833697286215,-0.0697138809627098,0.0468673195169818,0.0578328996192481,-0.0213724769255222,-0.0435117226079961,-0.160289642552128,0.0551382801107817,-0.0532725052791571,-0.0982163455882784,-0.0243678586373995,-0.0447034054081387,0.088712609683986,-0.0602582320386139,0.147985495782937,0.108889906574442,0.0282865103690497,-0.159204625417148,0.054530635542844,-0.0672054892139136,-0.0884678032393492,0.0516148159254737,-0.0820119075707849,0.118328943632652,-0.0868765613492101,-0.0144575691732639,0.197742405655364,-0.0077621129124478,-0.11810949214121,-0.0400634489735408,-0.181027371339056,0.0890929339819039,-0.019640471329717,0.0113957399978424,-0.171892593719181
progressive,-0.133255372786342,-0.0279235886448829,0.02306624169216,-0.0604721226614172,0.0731941853709251,0.0894576787959638,-0.0597672225016114,0.122797301638132,-0.0061578723567313,-0.124605724537197,0.0816068147890439,0.0297843403767719,-0.198615624066849,0.0480917364485837,-0.076483206422246,-0.182712276138305,-0.121607590233045,0.0201666087203825,0.0595101955874465,-0.181758044480926,-0.0159956929276452,-0.0643937069565813,0.0022870778110729,-0.171689361412259,0.0608107209914549,-0.116231572202037,0.0274079957332345,0.198534052650976,0.14445374301068,-0.067311808928179,-0.0235110367711641,0.0292041059657528,0.0400654169433716,-0.129503087656197,-0.150805539865524,-0.0810512057111184,0.0846357307595631,-0.0337705661713068
progressive,-0.149228448585829,-0.0890771599020034,0.002985375830049,0.168028247731814,-0.0394957153732162,-0.195219373535233,0.122077665699032,0.0160161378990468,-0.0277559266361315,-0.0177912262304273,0.157781146909753,-0.0482097853636296,0.0394150295399716,0.0043570349952066,0.169520935646838,0.168229962314925,0.181462438967034,0.177226432721694,-0.0215027745596775,0.0730206790863343,-0.0092788708231253,-0.137327288182255,0.295229463841876,-0.174079685225156,-0.0014523449984022,-0.0449823520338468,0.160121036073846,-0.0277962695527538,-0.0781845724139867,0.0016540595815136,0.124659612362858,0.0226323762251014,0.125103384445703,0.182349983132724,-0.0648714099286329,0.311447316324034,-0.214664659347174,0.0872617286540006
stable,-0.0421793767339187,0.0794421658999166,-0.0793237269251877,0.0879681888344579,-0.0521578451313044,-0.0281132718035652,-0.0677623779575701,0.0506756224660732,0.0223151816144749,-0.0504407540210711,-0.132511229960703,0.0674264253490462,-0.124809225641087,-0.0329524021088357,0.0414441416794838,0.0586339908389579,-0.0073784741022715,0.0489953722708585,-0.214774009387324,-0.0737222637023696,-0.0710780603092333,0.0188014108387536,-0.0092841541609547,-0.0616666375327602,0.067756288550129,0.0664830543482754,0.0627952483078883,0.0664213686508974,0.0809373590029972,0.082164070132001,-0.0349606886829009,-0.103781710124101,0.114272115005058,0.0166265789711751,-0.0640737194001412,0.0033436327318177,-0.0331649833226035,-0.117876557057577
stable,-0.103803090608377,-0.0214870168799304,-0.049499392565187,0.248234786996648,-0.159632322596684,-0.0606520434160657,-0.0440248498634066,0.0236586498534909,0.0796632860612256,0.0130169241371846,0.0258560302354077,0.0385374334574479,0.0878783185399408,-0.0001021850269144,-0.0396992852595307,-0.0804340990988955,-0.201107374426295,0.0038540651883492,0.0891351139103378,-0.2848580615641,0.0091137779516559,-0.0258745361851639,0.0002775892463424,0.0918450286398493,-0.0620399896477781,-0.0986286661352507,-0.0411427493405116,0.13341180561173,0.0734364362715315,-0.090136044410193,0.122451455717014,-0.148696110897301,-0.0229095611916217,-0.144051922115014,-0.0874132559765033,-0.0318608086280279,0.141426491069172,0.101674101779907
stable,0.0948682562528798,0.0385532179534145,-0.089326346628527,-0.248194422526641,-0.064415462867061,0.144920936676826,-0.0422016417894468,0.0186115798217849,0.0446216089920808,0.149169734055497,-0.121118434840231,-0.214508848526617,-0.0343136570907846,-0.0477989705100431,-0.105508722731637,0.281593664529408,-0.1749765598729,-0.0368906450661087,0.119077164795261,-0.0952654264426251,-0.0239318130611636,0.0181589905357961,0.226109912673595,-0.126678817496665,0.15315067246899,-0.0046921501486187,-0.0187316545303126,-0.204062348884712,-0.0276541290255206,-0.186041906089524,-0.0844402296430559,0.0870356906504611,0.0572386899035241,-0.069550965785628,-0.141041599939779,0.0247169169246136,0.0275710003811553,-0.0458408291094385
stable,0.0105666060156115,0.273384162918946,-0.182623468780464,-0.0160169942482672,-0.179351326295444,-0.0037959035163865,0.0255701772266256,0.0351615511135212,0.0467347603612898,0.143907435250952,-0.0075931709937923,-0.104712651403706,-0.0430384259993036,0.0242130360125384,0.0757680346156214,0.0109457871789444,0.0925024723599789,-0.156042596438624,-0.0017254106892666,0.0700475821011674,-0.0931039791694386,-0.0955031866021817,0.0562470245090728,-0.0469980048379922,0.0422950672438488,0.304190586498216,-0.0106593553649159,-0.116324051560012,-0.116860088240551,0.0304436099481669,-0.0799867660479547,-0.165759454739284,0.136737092173106,0.14624799235987,-0.0636628805703713,0.0251978158683886,0.0165080202151731,-0.177065327627293
stable,0.0122861278754444,0.0183492221853726,0.0408225553733495,-0.126623155790835,-0.0067708384466748,0.174700275343624,0.0138536245323476,-0.0701400013705145,0.0986848769713917,0.0220205263626885,-0.0609107649589506,0.0455013101976137,-0.17142137692885,-0.0028157469736012,-0.130818357292599,-0.0632885323900309,-0.0126995676902844,-0.0048513949693544,-0.0335666693818804,0.079581244937617,0.0706074055982173,-0.0740529672689039,0.0227172937125802,0.09167249174382,0.140671718862512,-0.0318522217093328,-0.0507342490828318,0.115731137316056,-0.0082142571830554,-0.0837448953609344,-0.0635073784860708,-0.0190403574666161,0.0382585848563529,0.0638064528253017,-0.0723615076316546,-0.142618173281308,0.114521794249101,0.0764509641710467
