group,AR,ARNT,ATF1,BARX2,E2F8,EBF1,ESR1,ETS2,ETV5,ETV6,ETV7,GTF2B,GTF2I,HEY1,HOXB13,HSF1,JUNB,MECOM,NANOG,NFYA,NR2C2,NR2F2,PAX6,PPARG,RFX5,RXRG,SMAD3,SPIB,STAT2,TFAP4,THAP1,ZBTB7A,ZEB1
progressive,0.0793882358368666,-0.0322203587543289,0.0314605094073736,-0.0980983816542156,0.0125947317960699,-0.141185501551147,-0.0120317108944102,-0.147307781680983,-0.137569351044552,0.21918220605383,0.0023344769093206,-0.0920630722327661,-0.0868082104839425,0.083867227318769,0.212707465684744,0.141006982728669,0.113315966918993,-0.0874650682025454,0.0702288470220616,0.230200021584682,0.162314806283351,-0.109548762024148,-0.0353627477705027,-0.0544413747470679,-0.123521292937287,-0.23152518053615,-0.118435795199532,0.0462089105874344,-0.0069187487224276,0.161440521793781,-0.030973015699839,0.0751495581544531,0.216753892327566
progressive,0.244406329218981,0.217771549693042,-0.196195386399912,-0.411024971169446,-0.216257723081917,-0.207108618061747,-0.337923832520777,0.220170070406102,-0.212793360196774,0.179817646563856,0.320950032852236,0.277887152823436,-0.175972947896573,-0.19093006593768,0.229731832233376,0.0872344463790553,-0.277295602901412,-0.304307711602517,0.210815012808252,0.223442010444945,0.10260046296855,0.204763464622466,0.197419075438101,-0.0062928283954044,0.413905300649999,-0.0415783678356654,0.217540792607831,0.268114176856278,-0.125277044413958,-0.158805973729989,0.244980591150907,0.254734024172738,0.253251766934834
progressive,-0.0167919847570092,-0.0107006419074421,0.0388166142356746,0.125608286838332,0.0735217036347325,0.103903225402015,0.164219625602098,-0.0817011416692455,0.0557409377584564,0.175585720962431,0.112593972304286,0.139572282401757,0.127274552207378,0.172216345908868,-0.186734510053966,-0.11320679102079,-0.131037183934231,0.0011038256145123,0.220201931223128,0.136834524184837,-0.0220080871329439,0.179966434879426,0.0243946964656837,0.0233186920689759,-0.0508857592891743,0.0881654392223536,-0.140449778649806,-0.0429085890273477,0.0003225757415707,-0.1489803655685,-0.192049114579425,-0.159856957880435,0.0617435534809714
progressive,0.405868886512869,-0.278238805800626,-0.196111126025254,0.219279080001223,-0.234723474692157,-0.220563389013,0.309194330221283,0.32431322135568,0.158352713466925,0.499619358553887,-0.0671014005315378,0.085422211588191,-0.255386821804225,-0.0620635860728283,-0.313145316905445,-0.0526103635375748,0.439147879835001,-0.475299203704151,0.132065917882293,-0.183988501938481,0.252637065818247,0.0747187285303381,0.018264971534402,-0.0740677214172635,0.204048509822324,0.356539435392442,0.24186957160074,-0.223659077649022,0.147553894639374,-0.335891069615612,-0.407315266333131,-0.240382333593465,0.0704408763500714
progressive,0.19456902889953,-0.231220260737544,-0.356247507444847,-0.182547178254598,-0.45115847702369,0.459203869378375,0.39391597279897,-0.423015016411321,0.193212717544718,0.0225640889027973,-0.496348305345412,-0.511668458603185,0.0946951927723951,-0.437780315023944,-0.22702802564085,-0.432385894862756,-0.0157825321287325,0.0616505161278614,0.541044929538111,-0.443883716120602,-0.370026397799424,0.484049027377904,-0.0134089872578098,-0.44135604495936,0.149687453158447,-0.404149958476195,-0.478500480926396,0.0179403001932077,-0.464937367378267,0.549614351279884,0.0224716131286055,0.408927873476104,0.450233719281772
stable,-0.0405007004351374,-0.483391764109075,0.0124990263201657,-0.142417891444812,0.138333172225673,0.104904749326812,-0.435642185894296,0.136481468122284,-0.08388048562969,0.14631145908967,-0.16036294233787,0.0986444171577055,-0.0201848692284556,0.0436978829576826,-0.109577710822607,0.0328987166579265,0.0669515239378255,-0.0983842412507462,-0.0393951772423196,-0.12337393160026,-0.504482217464024,0.107809157181584,0.38155469990859,-0.0363698705050509,0.255159713583341,-0.0012584066565767,0.177292045763477,-0.508450289812945,-0.0279237678010847,-0.0691735310662275,0.0516268464792307,0.0745021056110284,0.0089484070879849
stable,-0.0486416209254289,-0.0119926640295515,-0.0525373309287727,-0.203554024018484,-0.103148890007779,-0.0205942029513623,0.0840145951536479,-0.0777907764233484,-0.0820004906962583,0.0031097918026382,-0.104697735730494,-0.0637362115254329,-0.0436986250056712,-0.0293240056595854,0.0925344566642999,0.0221442587097979,0.0516037883701208,0.0869840228126651,-0.0306689603633334,0.153914728641197,0.0706824215810923,0.0575123927951334,0.0320677616566602,-0.116579076473726,0.128420486038168,0.0411708603847719,0.0361927734291091,0.061734207425252,0.114769468053163,-0.227723277507159,-0.0049236353482236,0.0790570788052398,-0.112210242503521
stable,0.0174689277903837,-0.124014224697379,0.0257604837402278,0.0336450431997523,-0.0073897794124693,-0.0347463278206171,0.0072381532690169,-0.0097998370610284,-0.0047881940037598,0.204663372367374,-0.0397978724945836,-0.121835596425668,0.0806252066999757,0.173101193559257,0.0020110414815791,0.0564208860109698,-0.171760499238204,-0.0388322533704921,0.115954098124383,0.0014045369077695,0.0489273623950857,0.026893689654451,-0.0129760057501891,-0.0454798627123786,-0.0377070277796085,0.104199081845153,0.107885991228048,-0.0950695919446511,-0.115140105143744,-0.118587604826451,0.0123695011763795,0.0699235931015725,-0.0842562538194935
stable,-0.026022573897572,-0.0503493568261752,0.067914624274252,-0.0396490360808455,0.182101490917371,0.0804755043309254,-0.0547439810819282,-0.0034938104715277,-0.0279793482993536,-0.0653372625391457,-0.111330481145743,0.193553492056748,0.0147413545437232,0.24257628332351,-0.0093027965567185,0.0070489580632097,0.0253057714738093,-0.0196880128808639,0.0829963397003995,0.15717095829627,0.0552731640793369,0.18805600232685,0.012833890375791,0.162099576303954,-0.0611952028957922,0.0261175862993794,0.0822879560970501,-0.101393867680765,-0.0573261535715565,-0.0025160246149521,0.0617376154681361,0.128075514947836,-0.111163307426107
stable,0.0617197196438899,-0.11711505003044,-0.120289585309157,-0.0937238839198533,-0.0412737488941349,0.0015571573656755,-0.0501138515176835,-0.0886785425912634,0.0544081696260181,0.182454891381928,-0.133129564061723,-0.0728865708554737,0.0070560232862079,-0.0503987129553747,-0.104772118901777,0.0673885717458504,0.0519752138908103,-0.104116353638264,0.0252547639434266,0.0380842953434568,0.0942611698185864,-0.0024767068753016,0.0538648616725483,-0.0352013735031962,0.111053030748783,-0.0917074080156325,0.100921334249117,-0.0259026366655044,0.0721964068853595,-0.0334884182820249,0.03273994987287,0.0085877694057602,-0.110552242151484
