group,AR,ARNT,ASCL1,ATF1,ATF3,BATF,BCL11A,CDX2,E2F7,E2F8,EBF1,EHF,ELK4,ESRRA,ETV5,ETV6,ETV7,FOSL1,FOSL2,FOXD2,FOXK1,FOXP3,GATA2,GATA4,GTF2B,GTF2I,HNF4A,HOXA6,HOXB13,HSF1,IRF2,JUNB,KLF10,KLF4,KMT2A,MAFK,MECOM,MYB,MYC,NANOG,NR2C2,NR2F2,PBX1,PBX3,PPARG,RFX2,RXRG,SPIB,STAT1,STAT2,TCF12,TFAP4,THAP1,USF1,XBP1,ZBTB7A,ZEB1,ZNF263
progressive,0.0441780594882921,-0.149424913279348,0.008228819524999,-0.127802206223405,-0.165978795832563,-0.0439099525864751,-0.0528605983855969,-0.238727426704227,-0.0761148619722553,0.0610390046470064,-0.214238038159625,0.0942659283764652,-0.0793733920097236,0.0452298634877281,-0.0076765651374956,0.0772537434269823,0.113372555276895,0.242602373464676,-0.0676133525214766,0.139573703271559,-0.0344299675196633,-0.078846344254015,0.180937786046763,0.0139048947027832,-0.0523427166778136,-0.12529987513978,-0.238569312377514,0.0722536642836941,0.0460708483848806,0.187718369999554,0.0316664040701649,0.0367993909083709,0.209235667504355,-0.0627347235131995,-0.016081831085058,0.0092347932848081,-0.0223491163540284,-0.0098695421036399,0.0617562478971665,-0.0091683394373492,0.177789248584399,-0.0326769608539367,0.132822908974525,-0.101447526925991,-0.0520654437280712,0.135994361556703,-0.227611302082737,0.173153519846144,0.0647420880088551,-0.0889702441875839,-0.39072341642664,0.228362918012617,-0.0481125855602563,0.0155341597215173,0.391924168704863,0.125902542790873,0.10250391394939,-0.0981225430410637
progressive,-0.0405837108093569,0.0114477672530154,0.152498304489811,0.112114587512669,-0.204949318485927,0.0824568555369405,0.0353515413417531,0.106511752784607,0.0046081285625726,0.083953801852503,-0.130369663626108,-0.105822300363025,-0.0504984426342297,0.150706630421511,0.0892453679845615,-0.081284711234599,0.107656830252514,-0.16760986852622,0.143632412499298,-0.0762089279215091,-0.109238736353942,-0.167515134605697,0.144753430558818,-0.13239290950013,0.0120996268489937,0.120538387874076,0.103909577396279,0.161916059160196,-0.0791389127491067,-0.233207093636153,-0.0709068357982814,0.0543434368370355,0.0347102077369441,-0.066423515416715,0.132505687976943,-0.0938722929599363,-0.166101644362976,-0.0628161078717282,0.141982839311782,-0.0464985659899343,-0.156850049981763,-0.0833447980777136,0.0167054998420301,0.0801095595062093,0.0413122597695678,0.0824470814022834,0.078640431881594,-0.0882672026623381,-0.111197322567925,0.143860976878972,-0.204651583307142,0.104853157318947,-0.0697489767696696,0.0857560019119722,0.0018901672713832,-0.0007811789160569,-0.0652521229708856,0.0839327498701646
progressive,-0.062797505550552,-0.0042378084718978,-0.0005281273827928,-0.0009373884885469,0.0120641748012346,0.0845440157029895,-0.0341040890552236,0.0454355059207883,-0.0126111101392551,0.113050857282459,0.0247302041697545,0.0858327367951892,-0.0461396757645121,-0.029487112205936,0.0617066441473474,0.0687159929015942,0.0966217322319879,0.0921025567498842,-0.0049532630887583,0.0535575333063039,-0.0643826400171398,0.0371366837561326,-0.166492533584561,0.243021351087728,0.0254200799675053,0.0949892017182265,0.0145897070292057,-0.0919054493790982,-0.100099699312688,-0.0950162851737543,0.0225770694552912,-0.0190584771912993,0.106228083444071,0.034572030981288,0.0198905411305713,-0.0211108012657423,0.0088419959116307,0.0808486286598575,0.153739987621994,0.0514239588652774,0.0125238412269987,0.0994331453794196,0.166755844957748,-0.0947725340740038,0.0119257482507589,0.0625334418591556,-0.012737499598385,0.0641486690541076,-0.140673724966229,0.0210822131737962,0.0815279720026808,-0.0471372497097876,-0.141180035120958,-0.102233273753715,0.0077360881442439,-0.225357671856112,0.088708849308604,-0.112888356549292
progressive,0.458419544834312,-0.360468247196654,-0.265449802761555,-0.179085388673569,-0.221971038036689,-0.0213221563838262,-0.267372314623762,-0.352922729008389,0.287898196590901,-0.288926263217925,-0.196172565026178,0.356804566789739,-0.114704420510664,-0.268677168419601,0.240311255808709,0.439015809861922,-0.115033020055906,-0.170022313249391,-0.305586669206797,-0.0150842189585797,0.357795819359827,-0.128333802478481,-0.151004444133033,-0.375630184719876,-0.0165172402118986,-0.301381685814565,0.423677982955562,-0.26879715497554,-0.43061266049541,-0.0460025728503588,-0.31487199245618,0.447863454878845,0.0125931344392517,0.100627815925255,-0.377042753719342,-0.0391224346541197,-0.396520116805603,0.149960015702926,0.0395328432147753,0.0567481870248654,0.266539226150139,0.155013085888273,0.173120147966366,0.0555333231459813,-0.0564495841186077,0.386488968032371,0.354393927802234,-0.128685581244757,0.0987257563169013,0.187194025584594,-0.0606709293139221,-0.323648736326412,-0.42416747356445,0.122957586682252,0.17208117347062,-0.243604068679085,0.068808199380342,-0.214507328863837
progressive,0.204496410938765,-0.115006118990878,0.0644058919321907,-0.292260994777463,-0.156638827125036,0.204681308236178,-0.412444238095905,0.0425880108374582,-0.254788475835097,-0.48948477868465,0.403415086738904,-0.269087200168368,-0.476511151649505,0.327083319123575,0.173803459568209,0.0580885676039137,-0.397529189437924,0.197347048772129,-0.351089151571028,0.184650767683104,0.0290596919100746,0.0635122216613613,-0.102279021685618,0.252908686644732,-0.438206594868781,0.102525551415502,0.174912843352686,-0.366435627256306,-0.106593291958587,-0.480055016516587,0.356512805628476,-0.10520656222799,0.030384789208201,-0.0360549729955326,0.030384789208201,0.0853301027560939,0.0901374324888316,0.350811805624909,-0.237870373121809,0.505108600316047,-0.131708508190518,0.434816811082876,0.189704627145726,-0.0890588649205891,-0.366928686716074,-0.225451437978903,-0.427513367835063,0.0636354865263033,0.0081662973024069,-0.495401492201865,0.119505286561261,0.6064631355146,-0.0240366486636884,-0.0917398757330775,-0.106007783850113,0.394139405652019,0.399778773223115,0.255127454213688
stable,-0.0466091779378305,-0.4178588889696,0.0973763808003469,-0.0087975616453997,-0.0626156009154703,-0.0683953038207849,-0.141795784841767,-0.0692713647832742,-0.127823662854794,0.132263630276536,0.125502877249315,0.0799849431027379,0.0159843274672984,-0.116870629764799,-0.0803478393860763,0.128034729389341,-0.127734476480076,-0.0997848387412929,-0.179258793596305,-0.0425735063102388,0.0565749154940026,-0.0603598716841223,0.0145871058058558,0.044015628698264,0.114756132007476,-0.0836554947018391,-0.0186315304728761,0.306266720490078,-0.110977847052812,0.0011377058708153,0.25031648812892,0.121243506322163,-0.259818645791461,0.0211536359852143,-0.0819568846016917,0.0317897144204396,-0.0711192023772481,-0.0825387014981991,0.272368706410505,0.0017095868847281,-0.444882076627021,0.124205724119718,0.0661847118846527,0.075993083986016,0.0067222869674614,-0.198063728877322,0.0162491897090361,-0.427510605322054,-0.113560845331338,-0.0391872155807983,0.0600476484020168,-0.0421470203782947,0.0038785900551427,-0.0343076563248334,0.180299932151046,0.0916193884838201,-0.0335534282084453,-0.351133712385525
stable,-0.0157911708472649,0.193539902127586,0.160461854240033,-0.0394785324221659,0.249240581847617,-0.42593366294557,-0.0648897997994668,-0.0827051072349429,-0.112998151401695,0.0553356814058288,-0.138695122268719,-0.0167699474211696,0.0489370127832269,0.0018588885952142,0.0975078166442446,0.121986915855922,-0.209001182292861,0.202236910052054,-0.0705094421693689,-0.144648892448637,-0.264940957094334,0.405602712070918,-0.0565184454289641,0.0166730987805854,0.0820713539431196,-0.0494872341225463,0.0576667071238914,0.0982293390165974,-0.0644969575010969,-0.0757652968330764,0.037495556506203,-0.0849120456322569,0.0124607882191734,0.153772639695679,0.0650072287761752,0.175677986283829,0.13655537261581,0.140644806464481,-0.0148862413618056,-0.143917079908222,-0.084327927268733,0.172024371317788,0.0656197964278707,-0.19643628178506,-0.163931456788965,-0.0345828336406311,0.0941102452717477,0.0295267292981287,0.0134625663452169,0.175883789645071,-0.0589820327238265,0.0026264140718446,-0.0842383422761926,0.1671365414883,0.186336784484131,0.145082895419255,-0.0255323281780313,-0.0740843676149357
stable,0.0084094694462999,-0.0456205723669522,-0.0504328353010516,-0.0363717547344721,0.0921604308425779,-0.157693539702622,0.0265633716445387,-0.007266357154645,-0.11195306045193,-0.0283779624851376,0.148364784147649,-0.158237117575577,-0.111345532240981,-0.0680671410030836,0.0876839071829505,0.253667009448133,-0.108763537344446,-0.0490499092419167,0.0476270142215352,0.248862740306283,-0.0462760633313976,0.0128300365601819,-0.0796341583878706,-0.0175543677795386,0.0164512244491305,0.075173622312742,-0.0852138253779061,0.279510939790231,0.0027578583260204,0.0114231291242991,0.0471793618555724,-0.039593253010954,-0.0914569771246364,-0.115182552520661,0.143872272903523,0.0174104795190506,-0.103855348903354,0.0895064918157988,-0.125710376913035,0.138196680406495,-0.109562916569379,-0.0158756714071784,0.0727994660146896,-0.0042047347231499,-0.104718678466282,-0.167054270426593,0.0105358181846229,0.0153560749109716,-0.013501515109126,-0.245569297899557,-0.0909613620051777,0.0165231685793745,-0.0100481968574135,-0.0015188205273735,-0.138068779730506,0.0500171581040862,-0.0238934450332609,0.0786189467722052
stable,-0.0424463890695585,-0.0077756200674345,-0.0563272127590479,0.0408999300405145,0.143623320611006,0.0756441107163908,0.0959634992349739,0.0027679811414795,-0.0450506982826724,0.0704812241525006,-0.0788188647386617,0.0727497652184523,0.205188035077758,-0.0171542622568043,0.0512630107402018,0.0894779990734811,0.0463805327006441,-0.0535339587462765,-0.173488633657509,0.0220355368263005,0.16903459095985,0.057463288497116,0.189847402203654,-0.0151781644158002,0.0762169624656709,0.0218249295655357,-0.153101850815481,-0.196048883430629,-0.0989300529366031,-0.0598690251500802,0.0047416720423606,0.163492611326583,-0.0232775179297817,0.259308083743991,0.0294525228154042,-0.179134111716066,0.0943532562926697,-0.0553933199913139,0.124245045680526,-0.0152323205685683,0.0077347020853431,0.0242643633802223,0.023588013205652,0.0120347006151286,0.0196839563261043,0.0253523003158299,0.159132439293722,-0.0215734043226795,0.0066648172006582,0.0237228018525415,-0.018768115609293,-0.0177066550150387,-0.0174298569008907,-0.0178667165332199,-0.15502619944384,7.22082036907716e-05,0.0667661120726104,-0.138610867804805
stable,-0.0386443673431706,-0.0261321538625078,0.0537434991688875,-0.15663310437979,0.0091459273649102,-0.0309096856028917,-0.0021700196019982,-0.202566943962166,0.0072915270522879,0.0052747508436846,0.0055632009378668,0.0327323504690273,-0.0744075214454498,0.0639575183737561,0.0474867759846315,0.0589896652794777,-0.0400679875088061,-0.0692208535892081,0.0438271995483261,-0.0245143310293786,-0.0471330284969586,0.0206646158892303,0.0007137507396173,-0.0376003396475267,-0.007343399666977,-0.0052493624864952,-0.0081076988084084,0.051866221937287,0.0188869742608443,0.0062780019152816,-0.0239612666727639,0.0331222170044283,0.0893777479971638,0.0024072363566723,0.0294921842139889,-0.111177533957847,0.0011534807391384,0.0203852069726084,0.0554011397132921,-0.0160914695567235,-0.0081563293846795,0.0649057461172718,-0.0225502036981842,-0.0335623123040528,-0.111208447479101,-0.0086409912969243,-0.0229757326561839,0.0851730524814935,0.0471458596630921,0.151942651051564,-0.0267769542076,-0.121495618029685,-0.0849862928036075,0.0883964149317735,-0.0505794066603914,0.0485892060343136,-0.039446840345412,-0.0011922025501035
