group,AR,ARID3A,ASCL1,BACH2,BARX2,BHLHE40,CTCFL,E2F1,E2F4,E2F7,ELK4,EPAS1,FOXP1,GATA2,GMEB2,HEY1,HOXA6,IRF1,KLF4,KLF5,KMT2A,MAFK,MEF2A,MNT,MYBL2,NFAT5,NFYA,NFYB,POU2F2,PPARG,RARG,RFX5,RUNX3,SETDB1,SIX5,SMAD3,SREBF1,STAT1,STAT4,TCF12,TCF21,TFDP1,USF1,XBP1,ZFP42
progressive,0.17076752811259,-0.0391678618654398,0.192841853304181,0.194331125618457,-0.0309697723640006,-0.243701684798836,-0.0590555570717857,0.166216973818971,0.0578688670689822,0.0762601981881277,-0.0507723662952451,0.310929328204669,0.114907996705725,0.0910725479043957,0.200557702246712,-0.0411771975275572,0.156253032859177,0.0608592313190746,-0.0941858362185236,-0.0598521995637075,-0.0307522913276303,0.26396997181883,-0.0543749869412062,-0.0379457129980107,0.189749840308829,-0.0734778592771721,0.114855990370941,0.0718018369425353,0.0658211084423505,-0.0816854044758448,-0.0255611135464422,-0.0328609118106994,-0.174731829177732,0.11176161345128,-0.102305916217786,-0.123455947004804,-0.0235706892787917,-0.15682983039042,0.141769268621773,-0.043581308549173,-0.10468402407201,-0.187922526818456,-0.145835218432175,-0.0447916377950602,-0.0445765206829982
progressive,0.118095194952691,0.0075630978444436,0.0539743908392245,0.0151533313551667,-0.0769947395011641,-0.0940638488956564,0.0953198425920171,-0.137770878919507,-0.0960098638202646,0.02667591056215,-0.0456871583574963,-0.164163803247601,-0.0721731192556905,0.109797108204451,-0.0237584387847393,-0.0737438866808922,-0.112088909047934,-0.0491357138892324,0.134620815716845,-0.201559077294864,-0.0647712847994216,0.10153468547475,0.106754037057405,0.0756115958256657,0.0158131156981315,-0.0354353036371397,0.0759496286970319,-0.0540255609527799,0.0376100334632457,0.0497389009853859,0.0684880957749483,0.112178844399032,-0.125394689181849,0.0161612275312587,-0.0755402677885884,0.0714451080946518,-0.118386709539007,0.0921348906755666,0.0216875997952458,-0.0523439249482081,-0.106244661836103,0.0913177194681813,0.0021832581783652,-0.100505080765635,-0.107951107592701
progressive,-0.0671316698763375,-0.0481564981948693,-0.0215330916533668,0.0169540513649969,0.0680745499627434,0.0075507755565992,0.0244212903757948,-0.0369216062711237,0.072914255213475,0.0167939396522109,-0.0712288280532794,0.188674250071152,0.0337464440441374,-0.183399071901104,-0.0290490603158822,0.0162787976197693,-0.0957104503788196,-0.0232896795748006,0.0125173325991032,0.105913511264612,0.0514538712944168,0.0426051853317559,0.0484759481339059,0.193639260140586,0.184784386285643,0.0849976618663324,0.0629803676419318,-0.130176236900691,-0.100308054344034,-0.0511955267916607,0.248870066186373,0.146815479245862,-0.0438837585744375,0.0546414093059662,0.146429509464799,-0.10518256648885,0.0627452277352318,-0.146181993773535,0.0861679469940864,0.176181669041175,-0.0204680006943997,-0.109297514856101,-0.254727679717424,-0.0893887449266493,0.0574569002940856
progressive,0.22528039843977,-0.0366943227538432,-0.0492197620249207,0.0566667957810861,0.171156965770194,0.0282016533455085,-0.027505487433852,-0.0716232686042229,0.123067433263201,0.122170183572281,-0.199036885068881,-0.0794807906270224,0.0460523458053524,-0.114412510046771,0.0133672175746143,0.0139233182331287,-0.130144195508585,-0.177807985117413,0.0860416689697447,0.215219275553181,-0.176752641972452,-0.0346723906837334,0.138860137251136,0.18340920845841,0.0240399125071002,0.10326830832153,-0.254017350673524,-0.0285344816698064,0.138076603904352,-0.091588807708043,0.17294453122861,0.120542098352591,0.257412199581363,-0.0211748153487691,-0.0077243906930803,0.182298393926066,-0.0992646609371632,-0.0546712126199833,-0.0308490253083613,-0.0296023058769288,-0.0506093202788644,-0.0811019419232901,-0.0167149158031773,0.152432598959068,0.163187114187944
progressive,-0.160615156786053,0.0916293158486744,-0.101032114752517,0.0514595354975627,-0.105221797257291,-0.258640934474077,-0.118046703245186,-0.0958509806626448,0.0188055978076861,-0.228417652283153,0.0168546769466846,-0.107204700427489,-0.37288174292485,0.145167701444026,-0.40275321971461,-0.242170045237753,-0.0006396461839349,0.257457589033797,-0.168226946374879,-0.360920359285267,-0.18117978159956,-0.068729982463805,-0.20132863639351,-0.337989043591201,-0.343330089227058,0.0194132616824242,-0.138451416512709,0.12664994441911,0.0446792859478528,-0.0498924023469222,0.315665391771873,0.339300318268268,-0.0419288073569327,0.0135285167902231,0.0538901909965153,-0.397891908716705,-0.0736552580801037,-0.0678344778062962,-0.150348835533898,-0.0460865075525096,-0.275911381440319,-0.12527470512365,0.0661394154188687,-0.168866592558814,0.0498604200377255
stable,-0.0162982644906821,0.0408600501844687,0.0405494114426386,-0.153508408961753,-0.117714148458787,-0.0931172304175775,0.0460881365702213,0.0161285973638964,-0.185126145830296,-0.0556832965810352,0.0659600732680066,-0.0124822527905852,0.279419843093118,0.016896104030677,0.0068168546676785,-0.0361904944185174,0.24520044534156,-0.0248452521445329,-0.0125335509314379,-0.0004818290892733,-0.0285097770934337,-0.0351405531601456,-0.0185539577398432,0.0173885956645529,-0.0411186046070423,0.165400831404833,-0.0730935612878448,-0.0452318900161036,-0.0492400240636469,-0.0491033272936735,-0.21827083770376,0.220183708032683,0.268529847251126,-0.100927274090098,0.125522865455251,0.0488449202795507,-0.0639192032677037,-0.0351538690568612,0.0335880964932485,0.0116427616637,-0.039538091198357,0.130414614892597,-0.0660481743853906,0.0956473982019907,-0.0071803147710188
stable,-0.0447507241375297,0.0401657064687392,0.111812320814958,0.157284325896698,-0.0280178827885709,-0.0649328161129212,0.0445159321635032,0.130496753052026,-0.180449215110122,-0.0469233325371887,-0.0653604505616149,0.172342317830934,-0.0895427716624881,0.0846572202669436,0.170756376310376,-0.128865731472455,0.0145614851731613,0.109302864196563,-0.103992182800047,0.109528264491628,-0.0110740417189536,-0.0470416676920981,-0.217337225621451,0.158567229242779,0.0570344141066681,-0.093754626620559,0.068427146798367,-0.0375147485539968,-0.0792626398717096,-0.014464437823897,-0.162266924641506,-0.0308804665359026,0.0995818503599327,0.16021578195641,-0.0864272386951385,-0.132530990714992,-0.0887770367711962,-0.0298974708046448,-0.137429064349151,-0.203647288255876,0.114942880468646,-0.0409320674719619,0.0409145363379012,0.0226665041165578,0.118920569564621
stable,0.148985649997159,-0.0076744486997274,0.0390751216543099,-0.0120715236735862,0.0307713518152012,-0.0396472317810202,0.0230969031154737,-0.0200238544348587,-0.0502803071360207,0.114160489284125,0.0662585256748569,0.128487761457312,0.110106680386292,-0.0403419369348826,-0.0675008219499991,0.175057525771526,-0.210798062687296,-0.179356524723663,0.0380698424316619,-0.152451002764661,-0.0818934781376669,-0.202690444891631,-0.109657165286734,-0.0362063980189486,-0.021658454796888,-0.0414126001720118,-0.137077586359775,0.0901318639622945,0.10829227398444,0.351847727926803,-0.194550135088725,0.368594208635793,0.194893401164751,0.0026235335810569,0.0824247232553264,0.0549961291804751,0.143828485854956,0.0645421952947261,-0.046054865200175,0.0865602621712605,0.228427227591782,-0.0733036532352031,-0.053484123845598,0.0290059834242096,0.0609787665055023
stable,0.0140575283379909,-0.0032865608516474,-0.0395512497974592,0.106386642466421,0.155049505099015,0.0556279481394908,-0.0793176469192927,0.0703544115492429,-0.105667011760755,-0.0370362517642572,-0.0319580330217004,0.0155190463690847,0.0241941821610931,0.082505289460883,-0.0937461189199977,0.124742171376393,0.0002744983104084,0.0444031929057604,0.0864558394687888,-0.0484143303785762,-0.0709751239448513,-0.0304124344270581,-0.0943754866677361,0.0055122228279323,-0.0787538125519672,0.0068723495912176,0.0844144128449852,0.0148711314382106,0.0853714474947877,-0.109587886275644,-0.0328656085164744,0.0165181213006615,-0.0829677325604,0.129814207724571,0.1481821014233,0.0172476438373326,-0.0723364871870122,-0.0500118610859985,0.0454121596683429,-0.0366789093691759,-0.133573103506741,-0.0856100879178005,0.063440021676251,0.0562375322252178,-0.0502393731991298
stable,0.0359343687847438,-0.0566038696491013,0.0204494219892386,0.0476852727537821,-0.0371067010872179,0.0944248792816822,0.117820344197415,0.0095492621989542,0.088843481866524,0.0537754485503519,-0.0814325010896707,-0.0153771820750013,-0.0486673818424907,-0.0273237117108119,0.13271182679113,-0.0179181358058629,-0.0392549343964365,-0.0315738783591822,-0.0242120883386538,0.0164783820795526,-0.0335760558774628,-0.0851366882547843,-0.14362411840571,-0.067900541056121,-0.105860687548596,-0.0032550253265313,0.0206559947318404,0.0094714005297422,-0.0376190811039674,-0.0147046714555329,0.0054150587304753,0.103124345100656,-0.0324064721914308,-0.0409808759622909,0.098525056774206,-0.009766308117999,0.109928876832527,-0.0310089902904017,0.0099077670848874,-0.0182656936159666,0.107572601692608,-0.0141309688581625,0.0806399991455251,0.009284731561376,0.0360354989138359
