group,ARNT,ASCL1,ASCL2,BACH2,BCL6,BHLHE40,CTCFL,E2F4,EHF,ELK4,ESR1,ETS2,ETV6,FOXH1,FOXK1,GATA4,HES1,HOXA1,HOXA6,JUNB,KLF1,KLF3,KLF5,KMT2A,MAX,MNT,MXI1,MYB,MYOD1,NANOG,NFYA,NR2C2,NR2F2,NRF1,POU2F2,PPARG,PRDM1,RELA,RFX2,RUNX2,SMAD3,SP4,SPIB,SRF,STAT1,TCF12,TCF21,TEAD4,TFAP2C,TFAP4,TFDP1,VDR,ZNF143
progressive,-0.104649330736021,0.0068549971448039,-0.110940700275699,-0.0750811299249859,0.13908005566672,-0.0341118303646411,0.0039008963196901,-0.0150004048592392,0.0227898372441211,0.0653091127185632,-0.0782181625166758,-0.333192908462047,0.162356886938078,-0.0346754579697675,-0.039980479200474,-0.0411423431233221,-0.0585134447953515,0.0406726534523835,0.160831631532977,0.0594651843917271,-0.143406144741155,0.158270586800912,-0.0970922711357087,-0.168252728333807,0.129490970226874,0.105996598476345,0.0477971041452523,0.167241659515839,0.0301837414850546,0.0762973789676269,0.303523353564125,0.0383785902174834,0.0739662349692316,-0.225807017380084,-0.140481708526837,0.0041036044934636,-0.0380844161604219,-0.040049696625665,-0.0103208125061509,-0.1813125732368,-0.075998260808766,0.181700685228049,-0.123795364954018,0.115667261595881,0.0368508627614831,-0.0275163985643032,0.0334789853343238,-0.13900589413973,-0.0717438612104221,-0.0227947813459204,-0.102770572052267,0.067101349620829,-0.0448405312692387
progressive,-0.0115127067483528,0.227461130454403,0.14746678141483,-0.103853807036892,0.0736843765315601,0.214733514953712,-0.137336113723371,0.158831642124538,-0.136889361563119,0.0403796457936711,0.0389124345623414,-0.14382928675753,-0.138996167613802,0.0838777180872275,-0.211797485468893,-0.141263675880402,-0.151136416515314,0.109903441955119,0.110555892951745,0.150201129618672,0.122251800226244,-0.0295941165723465,-0.09691629237572,0.169920898533948,-0.131873041893244,-0.175346205343333,0.133486492141059,-0.1407992464764,-0.148496079107784,-0.12122330604437,-0.159065463848699,-0.185790242355833,-0.136165398080409,-0.133490509696457,-0.131784655674489,0.0878020661999408,-0.159313748772292,-0.130107728051387,0.183685846838389,-0.177545415168169,-0.171420250208461,-0.159739609644474,-0.126010625056562,-0.0662583271339976,-0.159406152546445,-0.106025697485022,-0.0362311180897525,-0.134645155117827,-0.0972288581856802,0.166252870455623,-0.107308101168046,0.170766192189675,0.138739847579413
progressive,-0.062082227275359,0.0086913714086729,-0.039734435183538,-0.0317568139847857,0.032757624388423,0.100501489940945,0.0476527722118487,-0.0292356766312737,0.0534368791042657,-0.0274891337678723,0.0598278686888337,-0.0772121716159279,0.0274470108046638,0.0084690557695172,-0.114427809610577,0.251589538475718,-0.061895794160418,-0.151226118247512,-0.0442844952649227,0.0318043973321137,-0.0069674501366241,-0.108069582330726,0.0159006385563084,0.0147009141597424,0.024838507305238,0.0426307789315547,0.0003783266140016,0.0284486012631754,-0.164935582662108,0.116618983752289,-0.0349269569936572,0.007316134665405,0.0857217902389052,0.0081960365635367,0.0017683843998798,-0.0663015440900701,0.0495607864342158,-0.0016318747968895,0.0270406022151899,-0.0919676896168664,-0.0031841839966076,0.0373552678171358,0.0067810170216831,0.0597124205674476,-0.043248582391945,0.0386946220361891,0.0894075495196429,0.187859055251111,0.0449249203166657,-0.0654419236186684,0.0291007271380319,-0.13306410061081,0.0071655840746786
progressive,-0.0952039169385741,-0.336680406471404,-0.0371035607310281,0.217860536570946,-0.25225646425544,-0.131226109699773,-0.0783781122028267,-0.0219545785355096,0.268249475217021,-0.0095497431101813,0.0887213266155451,0.213077238771935,0.319346218352438,-0.424008594092052,0.227213667322977,-0.330758161369105,-0.0233378869124991,0.123664960154888,-0.182122027355079,0.350826665640353,-0.311849670010946,0.0780635324297854,0.21032185700985,-0.170628630647179,0.119953199707799,-0.0043844555867626,-0.134738449040738,0.0761381356938944,0.0618865484759355,0.193300844289938,0.0950494358000271,0.0863282733420526,0.0489929909032039,0.0710557062356964,-0.0499339214743541,-0.0438389383716796,-0.0226862573826279,0.19106367652898,0.278639033971303,0.0130508474592523,0.158449899433724,0.209967954765179,-0.0354169075728917,-0.101849414644071,0.269500772439252,0.0658370525007797,-0.238315243688562,-0.135446253530081,0.0926928962501911,-0.357824661216535,-0.131731684335018,0.178470654989422,0.0187849064473214
progressive,-0.414297183065924,0.201406663554074,-0.0047822289682521,0.188393795613252,0.162628317090424,0.037086673631343,-0.180488478339203,0.224081585940957,-0.273107565908004,-0.0126550140724495,0.0150949268113536,-0.0750842480185435,0.148834677073153,0.113472208443969,0.0422918208076718,0.376592398207392,-0.148281630185668,0.242624922756628,-0.473538264366516,-0.203293529405493,0.0283680521109922,-0.163344024827169,-0.387230417749014,-0.214386999325044,0.161945141523531,-0.383294025196915,0.408929375040334,0.300597249432991,-0.0375746561791238,0.091285268604867,-0.31800196030384,-0.002407380569052,0.214744853193417,-0.0107030838813262,0.077101242549371,-0.0473993714744445,0.178959466356156,-0.314781275488487,-0.469471743135009,0.192460316844759,-0.384692908500553,-0.218160731027883,-0.192655509863871,-0.0332478775888005,-0.173233804462194,0.0426171425061924,-0.161977673693383,0.342368555523029,0.34379997099652,0.163962136054358,0.0185758689855236,0.021764021631025,-0.118384566091629
stable,-0.267959823816596,-0.0344880615169479,0.124856660956157,-0.111747107086891,0.0106597141571644,-0.0516534116208763,0.0938822676895126,-0.198416939720368,-0.001594340924816,0.186521466151499,-0.32427549604917,0.100755547318318,0.0736701262704618,0.0996394986575004,0.0007743398047734,0.040534180411584,-0.053380230440651,0.0600949972140372,0.252297341805251,-0.0797063318532302,0.031566087810341,0.0687069115292878,0.0520668668198818,-0.0049029337942615,-0.104765231632626,0.10399354539113,0.147980312030399,0.044696719984134,-0.207194476437933,-0.0020369853198763,0.0245389015114287,-0.24093278116085,0.0204766966711149,-0.0829545937085316,-0.0267209816686407,-0.0999551224858524,-0.0411079508863482,0.0710681322413608,-0.0409086332371304,-0.106174323800319,0.216744951077785,0.236299809879671,-0.329549678366152,-0.0804219427952726,0.0350763014216604,-0.0235233377845423,-0.102087385747568,-0.0715808707607378,0.0995012630309014,-0.092074640357847,0.145719776521184,-0.14360238322727,-0.0870800835296571
stable,-0.0836833678142803,-0.061507108933455,0.14824981114928,0.202053766653589,0.0310110005890418,-0.125892132694302,-0.0160804306716031,-0.198063188610618,-0.196733213459093,-0.127678919723191,-0.0638818781073507,-0.183618144459977,-0.0753393725800318,-0.0657469757437876,-0.0082167404969828,0.152152942347156,-0.165151198023346,-0.157127623691648,-0.0310991000225334,0.172784524494096,0.12630326338393,-0.0594925685542805,0.257183781779045,-0.31319413865102,0.161135169032922,0.146544597669921,0.242608872537554,-0.0731081728533076,0.0699679174906294,0.124092946485885,-0.0819520507990714,0.236809972048618,-0.124208454632018,0.0003967737449102,-0.0924606817436282,0.045689018797138,0.0542692510308232,-0.124187571803339,0.142754364264594,-0.197958121878824,-0.0786010093844096,0.148666162546078,0.168537479211404,0.114133794970957,-0.151561044671772,-0.115464422710878,0.158212225606189,-0.161958083000573,-0.113513183406139,-0.156619909919378,-0.0453862177812854,0.0104361936325748,-0.188832325745887
stable,-0.162278418769944,0.194945719313991,0.26377116430108,-0.0999264480299163,-0.0553452888329776,0.0330755376587267,0.360331738977312,-0.337078886179955,0.280150637106384,-0.047930369811248,0.14677373978181,0.0763070149663167,0.175000420282507,0.0359248660917958,-0.0100309691035534,0.166002541020184,-0.323682043722718,0.0762653581178801,0.125103847225048,0.0042156730617923,-0.133976755942061,0.415677027810289,0.0485218970590489,0.226404971253375,0.312359712317627,0.225563502914954,0.0867378898148623,-0.177283215576837,-0.325398305878309,0.382809774393746,0.345535226412602,0.154855168378527,-0.0660261047721433,-0.0449394080934941,-0.121862944416674,-0.310418503180478,0.0679173256911687,0.237877267312837,-0.123412579178518,-0.325140033418002,0.258197477980251,0.305811255743381,-0.233153380700117,-0.105316844217623,-0.0339669942152717,0.090245396453231,0.140950112370362,0.0085229911901454,-0.218806762098524,-0.146907041696808,-0.0741575215869839,-0.316658699076293,-0.104966926690755
stable,-0.0062672135750857,0.0437071759529254,-0.0433331628093954,-0.218047169257081,0.217800320582351,0.0531547479584953,-0.0448491627511706,-0.113440679853631,0.0567739484773881,-0.0391654096799918,-0.0980824534698073,0.0807257501890546,-0.0285135153522551,0.0705887472889109,-0.0710799512174138,-0.0457455475851644,-0.0563774945452462,0.201283900164063,-0.213035393133778,0.0748250694946283,-0.0371070906800979,-0.0486092415541264,0.0116542495523974,-0.008260703630101,0.0648675929033791,-0.0878195328113418,-0.0094051838493031,-0.0961201311767528,-0.031181475776103,-0.0572751260897184,0.285560281795696,0.0461694291478318,0.252739381740453,-0.188675917095664,0.0417436069493925,0.0042263485218899,0.0591339714130629,-0.0783245858075915,0.0272306502699469,0.0666641027028019,0.0284112850930235,-0.0508233993638245,-0.0548103794738552,-0.0055403813661589,-0.0270511239610524,0.0150278481070387,-0.072662026814546,-0.103135371038899,-0.0880015525411931,-0.0574671195033972,0.179197177328133,-0.085591661186381,0.0194424499111721
stable,-0.117581954207695,0.0104201741966908,0.0232705205746909,0.0962952307093639,0.0351660238503332,-0.0322380826043053,-0.0561055449987819,0.129771262876921,-0.0930802747165285,-0.0442151713484018,-0.0819666728915508,-0.203022555887456,0.141878986077692,-0.0926545646733489,-0.103074054920005,0.159115015494058,-0.0347683069050124,-0.0596329684504395,0.144118580467121,0.108623332382109,0.215275374202784,-0.097777887824404,0.103436841559969,0.0595699473400767,0.069682392874616,0.143259636930377,0.130144015645966,0.0685049728894572,0.108163375983608,0.0566103489781456,0.127353108674797,0.160551994517479,-0.0518907029084301,0.124997438193723,0.0311637925137016,0.0124752486374064,0.122925411562855,-0.0922177160153144,0.0771398909342184,-0.0755842465797349,0.0866393218231508,-0.0661239962570901,-0.049840464971533,-0.0124064139517466,0.0729815235753236,-0.14920536114488,0.0463695651049062,-0.118557902053989,0.0863923670069615,0.0502717443221401,-0.156533836915748,-0.151404455921526,0.0034637672448337
