group,AHR,ARID3A,ARNTL,ASCL1,E2F3,E2F7,E2F8,EGR1,ETS2,FOSL1,FOXG1,FOXH1,HEY1,HIF1A,HSF1,IRF2,JUNB,KLF1,MEF2A,MYB,NANOG,NFYA,NFYB,PAX6,PGR,PPARG,RBPJ,RFX5,RUNX3,RXRA,RXRG,SIX5,SMAD3,SREBF1,SRF,STAT4,STAT5B,TCF4,TCF7L2,TP63,YY1,ZBTB7A,ZNF263,ZNF76
progressive,0.0985362284148671,-0.118844304758907,0.126595020286662,0.0208801716256637,-0.0530246119927087,0.092478287966986,-0.153089040132462,-0.166754019210886,-0.087872790334552,0.326415624313968,-0.147051998142357,-0.163979748941093,-0.189326965916424,-0.118374089458942,0.0803075486195611,0.0262693614247058,0.119419012347753,0.0654356836045601,-0.151921338804216,0.0976924531821523,0.113337561134873,0.160894614111879,0.0685782891926588,0.0778885521319639,-0.120090375303814,-0.130526542655813,-0.113961902560938,0.0640433238552196,-0.224261350396594,-0.149160130070533,-0.160340804980809,-0.133812825141123,-0.387295444123313,0.0518151137489101,0.254153981938251,0.0626535764131011,-0.272474092486328,0.0122229854918654,0.0670161294738866,-0.0735651836795088,-0.0801612594151276,0.16133348172518,-0.0835102372737665,-0.115158339268626
progressive,0.0415207508945634,-0.0068006585141066,-0.0379456915251137,-0.0237307873580202,0.0025323675824517,0.140188813619307,-0.0760799290319761,-0.0093801625919955,0.0537656746316624,0.0408218304449779,-0.0471478732119241,0.0382073803446097,-0.0482474538727255,-0.0651101287662721,-0.0110461938962401,0.0383674818894566,-0.0912139948600944,-0.0325038643967129,0.0131413298486023,0.0483815490752623,0.0915528900083236,0.0586394257202257,-0.0535039858121664,0.0609986885866754,0.0097938259743664,-0.0584890765537451,0.0268645516063944,0.120739320364097,-0.0746959040021574,0.0407665669675688,0.0526929130113684,-0.0269637007864519,0.0524921765566618,-0.101631160351707,0.0625403770667495,-0.0074971408691005,0.016902497105209,-0.141537079928449,0.058425686094364,-0.0331320801031427,-0.0760295417437502,0.0879867703190431,-0.0693459117700393,0.0565337246913
progressive,-0.0721439199703377,-0.0405719674204867,-0.0684862329484681,0.0366403354668233,0.17371000762988,0.0392520509309344,0.069745094262606,-0.120612892316143,0.0655587979588586,0.113949844620254,-0.0615146959452212,-0.0340768214569868,0.0643593851049927,-0.0627864109804989,-0.0421071837391321,0.146020682221847,-0.100690427906887,0.214041771136565,-0.0082263815295286,0.0747604555798762,0.231979138987279,-0.139115823897013,-0.0311863409156544,-0.0117916824307052,-0.0949399944119298,-0.0789788861864733,-0.161540747140691,0.153865468905035,-0.0308553575963022,0.11753442610314,-0.103683738217339,0.175961818902074,-0.0301226954913286,0.0824951822758041,0.0082729762686607,0.0186603896648331,0.0262786295129307,-0.0315036671562954,0.184874267797444,-0.0605570937202995,-0.0128239969097525,-0.0877684213734433,-0.340353682063106,0.092418254995798
progressive,0.0948633336375663,0.0230775160660227,-0.149917302924962,-0.18030120846932,0.323829567860314,0.051076927670067,-0.0602932203407645,0.174329154680513,0.179428480802115,0.0760484791526848,0.0674842078135188,-0.340532565643067,0.0188422624612069,-0.0621122444537321,0.0370079806646964,-0.159163888622124,0.243420335421744,-0.26215008092751,0.111550463644552,0.043643595985593,0.14962879791101,-0.00210464407678,-0.0919653007724182,0.208883400201547,-0.308134895101324,-0.0577168705661729,0.207386059179136,0.0496300750250976,0.223050438911662,-0.122425660145473,0.100148745493167,-0.132879639326025,0.0922898689131142,0.122523751850217,0.0952888785331455,-0.164610863285539,0.148614702786969,0.0847411352230594,0.17801769128389,-0.0634191721669348,0.109219343131819,-0.315343192874915,-0.184018595574092,0.0593166308685369
progressive,0.37380231187391,0.239301631955744,-0.166906457245693,-0.175492317836594,-0.0073831719478178,-0.212007281361322,-0.337253940331318,-0.329068975954778,-0.370361286033977,0.0788763301755565,-0.348111546136933,-0.192162918750445,-0.447834479459269,0.310026405772624,-0.198978154394585,0.343568055707507,0.0732971911923638,0.300371488610093,0.108642874091872,0.314369448094869,0.386898254876374,-0.154612306671951,-0.330705968830086,-0.0390873809002122,0.0043764503401092,-0.169545690656904,0.119032767647398,0.453447026460325,-0.0760700566750284,0.328233775508193,-0.281596182570845,-0.141683403758804,-0.278389012855956,0.0411586780077449,0.273979154497983,-0.0660810593338631,0.402800471379367,-0.11973433602253,0.249891973618451,0.022884492236449,-0.1774967989084,-0.119500479897486,0.0599339840469921,0.205025005627865
stable,-0.0427717499390548,-0.0106179369345185,-0.0218171711915168,0.029679814991714,-0.0193158279860243,-0.0303897831045102,0.0679613889041125,0.0024745809529761,0.079978647180602,-0.0655172798228135,0.0268578547016192,0.0369850620157381,0.0646962881079938,0.0279205546020374,-0.0112500560394997,0.0820376977930216,-0.007022627038539,-0.0408459276490633,-0.0210265983538147,-0.0217071544861227,-0.0663046729869492,-0.032789853706916,0.0144543190813832,0.124447335907434,0.0464861916046517,-0.0057827133313588,0.104255083897417,0.0877332880686637,0.059058514896699,-5.32595322355926e-05,0.014588713284119,0.131620467494778,0.125725988637563,0.0427989361480467,0.0070535758612511,-0.0189534511885845,-0.0119697221566732,0.0760013525001906,-0.0597039886306587,-0.0008080080477572,0.0331811125392497,0.0369561269862847,-0.0964739987241957,0.0114695065101342
stable,0.0246117404129188,0.0582982565761066,0.356670728144908,0.118464359529939,0.152110241374638,-0.32506388972468,0.0304297754568041,0.173966175630406,0.187186318002853,0.072884644640677,0.129235118474819,0.0462258671668629,0.0118185914527838,-0.11133470197616,-0.106620454895146,0.0950883020808862,-0.0015061343295425,-0.232623479709221,0.167553280809307,0.288421060357375,0.0939845141180149,0.244818438210299,-0.143096084033917,0.144566246999552,-0.0966177511833319,-0.158513810286577,0.0913572722800158,0.132915521911671,-0.0818455110719051,0.127013553685334,0.324345128582895,0.0765184185317229,0.158403231649379,0.0496997683294302,-0.141164954701169,0.0345218511694888,-0.144540933817543,-0.105909021253416,0.118821408623541,0.216343772995515,-0.0840923890433987,0.0902601456808311,-0.101491870992825,-0.0814071933413261
stable,-0.0089584936037374,0.0194651540632664,-0.0430964425306009,0.123374982300015,-0.141944287002908,0.0798349638725299,0.212185834909493,0.185962671593699,0.144223049453567,-0.143492453858699,-0.0205523498889627,0.0410003289786585,0.176073538363165,-0.116651763313909,0.0719549685278832,-0.0766690496281023,-0.325532522913286,0.0856275432318397,-0.19116381642383,-0.0270320370101125,0.0875323103184596,-0.0315808643448258,0.176769343691611,-0.0605350635747694,0.0510982038077256,0.0602480438767856,-0.182292298486148,0.0910374296605045,-0.0041052514378291,0.0411220949111364,-0.133264115530548,0.0267537148787343,0.113790263900676,0.121505005479817,-0.150537482809211,-0.0288498284306767,0.0289194089635213,0.0096456013655774,0.0065666627872055,-0.0060274136576602,-0.0661884818683901,-0.128854449261524,0.0255708458203767,0.0150033023946088
stable,0.0123127034231534,0.0188332300745526,-0.0033583597443489,-0.0980669256084671,0.197289209036582,0.0060730018133778,-0.047419680544492,0.042112215488417,0.0638408927957836,-0.0171662321105764,0.0581102667180839,-0.0303560329240065,0.148789826733884,0.114344519573632,-0.12282312767964,0.0800146199647311,0.0721053557787271,-0.178049487920045,-0.0772012403239897,-0.0321384384393349,-0.139298196788229,0.284984842696865,-0.143482361677809,-0.109155026681161,0.233391255711802,-0.003936679807236,-0.113917511633628,0.115213923127151,-0.0788361806348125,-0.0503548792672162,0.12476069223623,-0.0286287665721019,-0.0638934673469552,-0.0672774732138268,-0.0090800096791657,-0.130545175171228,0.0216966196542132,0.0297713013304887,-0.02692714634272,-0.1180914180742,0.0988991422843291,0.0950881284774543,-0.226142379180758,0.0006860337774825
stable,-0.0718696831370088,-0.148058609151835,-0.0390087543733616,0.0248436427125073,-0.036519711145495,0.188479438272374,-0.05420859253077,-0.122028906518748,-0.096313846033042,0.0572825558643164,-0.128103566586564,-0.11254810751487,0.0596179413484571,-0.0290259023140202,0.0744776203704615,-0.151912179630382,0.0152072153460253,0.172263316589954,-0.0987302795345903,0.030010302236174,-0.0387026515744494,0.0254068860105388,-0.0935437117073958,-0.0485846988989229,0.0370691095826975,0.009469884807021,-0.060539887810813,0.0470547912486317,0.0836439793417174,-0.0820321141576137,-0.0884199005121341,-0.0278062913438412,-0.0573407649142251,0.121577078980308,-0.0514140023195719,0.0358148359317569,0.0938021154237439,0.1043072825429,0.0864641370696289,-0.157000570214545,0.0981283312606647,-0.070164693578789,0.0677003588799201,0.1756872416246
