group,AHR,ARNT,BCL11A,CDX2,CTCF,DUX4,E2F3,ELK1,ESR1,ETV5,ETV6,FOS,FOSL1,FOXK1,FOXP1,GTF2I,HES1,HNF1B,HOXA1,HOXA6,IRF2,IRF3,JUN,JUNB,JUND,KLF10,MEIS1,MYC,MYOD1,NANOG,NR2C2,PAX6,POU2F2,RARG,RFX2,RFX5,RUNX1,RUNX3,SMAD3,SPIB,STAT4,TFAP2C,TP73,ZEB1
progressive,0.219956459224897,0.0134342245575641,-0.0886268757917117,-0.0069798311023245,0.0397542911501889,0.15955407468555,-0.116940852058209,0.0951042141223698,-0.0814130069601179,-0.162217974721644,0.183623248999614,-0.103350602347799,0.210613305954461,-0.0513965209375639,-0.0481635879910894,-0.0685501098004758,0.189070362423979,-0.0071335617676288,-0.0797013192538937,0.241960594751291,0.214855813419352,0.0138862386033097,0.0565292895686947,0.187833633638919,0.0975203095039437,0.12479488291398,-0.207875982317027,0.0380861987072599,-0.0417895015998148,0.0501643811275874,0.0814956085116247,0.0045683246958343,0.120444534534622,0.0561208707862444,0.116789415880446,0.0996197656047415,0.0446736724399272,-0.165104440049298,-0.201701516341894,-0.0158962096899751,-0.0820554634718374,-0.0756607266926861,-0.0414636843688713,-0.0202373801191658
progressive,-0.105876280750742,0.0051338389387905,-0.0207216978885759,0.0760947339546078,-0.0456206281363118,-0.0913529106683534,0.126106095760833,-0.031605738207449,-0.0285676824533697,0.0956531137471345,-0.0361435840879523,-0.0555088319527302,-0.135276090220936,-0.0958447368316978,0.100107973252433,0.0846355408063415,-0.0057200245163717,0.0110786810898073,0.124983516430793,0.0878425869972009,-0.0377354136486941,-0.039786685959432,0.0811101287033337,0.0537072731891987,0.0497865441715802,0.0480951309605929,0.0320199156618789,0.0540573248082434,-0.0945999412036295,-0.0933596721051179,-0.114410297808141,-0.0769781616397399,-0.0894638390000607,-0.0789102353388204,0.067234806769133,0.0539486880988847,0.0523417701062875,0.0446134753099657,-0.0596498520754372,-0.0272142501159428,0.136418284512387,-0.0107708770799577,-0.0218352241595024,-0.057068221384983
progressive,-0.0195333472052241,0.0167569460755845,-0.150021191464768,-0.140196597816916,0.196148113727505,0.252832280599967,0.209702156522135,0.0056942174346713,0.196042804554341,-0.191124113959187,-0.0059183755318354,0.120211173375465,0.0951438291204552,-0.0372117485459965,0.226864542914402,0.0436393691509195,0.131079832254404,-0.0358299417524045,-0.0710889573445824,0.1444939642904,0.105369349834712,0.0114072400788364,-0.169176177854981,-0.242263000656166,-0.244273653655225,0.171826207976823,-0.0244986747199224,0.0755570751202691,-0.117193313355927,0.101083266486923,0.0658520826047962,-0.126373264422338,-0.0355410937345824,0.148765003470594,-0.228239579832576,0.14517320845731,-0.0321975274866148,0.0350070257849633,0.130271960454557,0.0325202248815255,-0.0518173786555097,0.233920257516412,0.239643058869514,-0.161092946606238
progressive,0.107770608781982,-0.22042921885319,-0.166414349695883,-0.353077626607484,0.222562264058644,0.165922003583882,0.379735236317084,0.13750367689203,0.292056713191596,0.183120021512771,0.431644337061845,-0.0295789542301142,-0.128431415570621,0.41317658442306,0.0196065587427205,-0.204427288293344,-0.0069583098709905,0.0544362956077452,0.0230638922438888,-0.305525993529876,-0.179939547459625,-0.0348924734887146,0.126347468592402,0.399429080797112,0.184440218289548,-0.105748034587807,-0.214454237366555,0.0531952015304027,0.153966585252031,-0.0012956476631597,0.198568233176571,-0.0015411387993373,0.103325855377521,0.185801330255689,0.193790702898625,0.265356824452988,-0.262316825883321,0.299769226386511,0.232482833639512,-0.0363190497578357,-0.177687848205018,-0.0767746251602646,0.221045674372925,0.0845485111392231
progressive,0.369571732375093,-0.221178618385429,-0.0772822654257557,0.0045277731750242,-0.165170684453281,-0.001736680121927,0.0909586213859316,-0.0081872062890848,0.0765069617998954,0.170907931284647,-0.0923541679124802,-0.165883963789072,0.0030391902133724,0.264068414968022,-0.305779750039306,0.290087604651894,-0.0981844511789497,-0.0699944113426688,0.198818861815618,0.0530307680088452,0.247756026679921,0.244530763596342,0.338621611630749,-0.140981211326439,0.243538374955241,-0.0210882586234004,0.057372468313663,0.067978621915432,-0.135274976640107,0.303019669131244,-0.101223641392322,-0.0894700384242798,0.109317811246304,-0.0541161930850497,-0.413453917598786,0.238917565345113,-0.0092726313652893,0.121691657115034,-0.361508574666145,-0.0952382974006805,-0.118962588352006,-0.0142655867158297,0.240871330482281,0.418601933674499
stable,-0.110998978355628,-0.48322160201975,-0.280352740889717,-0.178689654048561,0.476847459544723,0.361642435297225,-0.225063747903235,0.359076519356286,-0.407290504094757,-0.230205038162616,0.0878834131162708,0.229214556870487,-0.27263139441503,0.227252227289911,0.539255631402154,0.0077497216071962,0.196456033891018,-0.247184386413037,0.276360217869979,0.367540112005531,0.492392728598118,0.431980794604612,0.363814882734033,0.13351459870996,0.396981723870312,-0.360182723897165,-0.404073946365378,0.435188508751026,-0.481122788051804,-0.150679520326993,-0.409921777424243,0.376495871328153,-0.22634422304961,-0.417366560940738,-0.375685004624809,0.395896185884277,-0.351642802141469,0.384870176893769,0.0783225540928862,-0.415225468025353,-0.105246771493319,0.407296557456359,-0.132935036628456,0.120121867208729
stable,-0.104255158398579,0.158733797184102,-0.07831652832576,-0.088706890400214,-0.0019637620673879,0.148201001749822,0.0396079899202879,-0.153735901502719,0.135483824065275,-0.0479006419591773,0.112479321204871,-0.0939023744871427,0.111284699280543,0.0509723537361902,0.0058458287469001,-0.0009685468468166,0.107298383503627,-0.0417384293236424,-0.113878804727587,0.0515517847659504,0.0353216549386314,-0.159753862480218,-0.0580818997394187,-0.122516327327076,0.0036632647948433,-0.0124335231637024,0.0121025928893833,-0.0936653896203685,-0.0780583299798627,-0.0856285115297624,-0.0524621460700296,-0.0825877108223287,0.0803239295502009,-0.0215431971985297,-0.0772758556499251,0.179999400855822,-0.0070865142258949,0.0008794502344999,0.111165297698051,0.0464805510567421,-0.0431585202260776,-0.0046154469577651,-0.0780383286995467,-0.0118813666071004
stable,0.0054283784299383,0.0019877444544921,-0.160879574262569,-0.0487995255032545,0.102332916313793,0.221358096299647,0.0286187303990131,0.133154929722605,-0.163178652185837,-0.0815773517287351,0.188628167530901,0.121954907756129,-0.119320547635718,0.137840897573155,-0.0638952072841565,0.0948209985158934,0.0214021802509775,0.162835387079238,-0.105494148458287,0.133586006833218,0.130137389948316,-0.129386996459471,0.168926346994007,-0.0334404077103113,0.0352844597945992,-0.0924261256791559,0.049390260802983,0.0122298172862728,-0.133075100628047,-0.078935008698868,-0.101215308989983,0.0471550461553614,0.154477280879025,-0.165876875581895,0.151060595631946,0.0856167039133656,-0.184205635692393,0.135509888012064,-0.007088823596743,-0.118618051603608,-0.389573964352089,0.037399930800384,-0.106691584876656,-0.0111680903286525
stable,0.153061432886325,0.135840112282615,0.230206165544616,0.0700748260715733,0.0989702727948269,-0.186522610368881,0.103496312006432,-0.0513428211070399,-0.249261716761586,0.131377820102159,0.241282512900362,0.127866922292253,0.0540153853186229,0.148531785352202,-0.0810188682683301,-0.0199516179755799,0.182904665657611,0.0218820705226504,-0.0082293808891317,-0.147502210660431,0.0260556969016751,0.152296468512533,0.217593875570422,-0.0358462786668801,0.327653726236893,-0.18173316361347,-0.0955387580803146,0.06475375313186,-0.152713831150435,-0.112262130176557,-0.0180175571059915,-0.0438844184625637,-0.113515420864437,-0.165374232091535,0.13470349068948,0.106764249433467,-0.286901331719857,-0.101567062233534,0.0659625411753527,0.118019810140935,-0.248242967037369,0.147292927954394,-0.0986479293165622,0.107111851169357
stable,0.0736654548339165,-0.106370864371473,-0.105520734793931,-0.157701412318549,0.0544168819760335,0.197297038019397,-0.065800933889312,0.124921488521482,-0.132014460223528,0.0068595606954005,0.0374701646982701,0.106076553605215,-0.122022422395488,0.091391670760219,0.0851977129138731,-0.134346468722886,0.0569784181515286,0.0189471807242285,0.126705993105467,-0.0526339307242522,0.0803766723039151,-0.0064349984552835,0.178354197488089,0.0241958902387097,0.0975707805781525,0.0458066245151879,0.0989181135194296,0.0336845113742016,-0.0663607274035865,-0.0593462446640413,-0.0734980147596639,0.0839438083359919,-0.159311441147125,-0.0932675021405011,-0.0945953727429975,0.0119833183400098,-0.0542656605174316,0.0722362521482845,0.143841074755984,0.112317476907586,-0.0736389111277389,-0.126601645730407,-0.0252153787126373,0.0526872922540549
