group,ARNT,BARX2,BCL11A,E2F1,EGR1,ELF1,ESR1,ESR2,ETV7,FOXM1,GLI2,GMEB1,GMEB2,GTF2B,KLF10,MAFF,MEIS1,PAX6,PBX1,PRDM14,RFX2,RFX5,RUNX1,RXRA,SREBF1,STAT3,STAT5A,TBP,TCF21,TCF4,TCF7L2,TFAP2C,XBP1
progressive,0.140885742850654,-0.297435645484559,-0.220304264287257,0.0890936748200351,-0.107010916625964,0.414310345616784,0.322271944990365,0.405326836017058,-0.0609091906340164,-0.0416112811234927,-0.10048221848583,-0.0376631478581711,0.16996622012011,-0.080204480281723,0.095632852411437,0.280393437859531,-0.177542863387071,-0.138449270430781,-0.0961751640145701,0.0334032509176183,0.207016320079088,0.145122061025854,-0.0960074927942778,-0.0722898747113602,-0.196563067438986,0.095017184649426,0.248087909462264,0.305580798982824,-0.184252332061583,0.0604480947782124,-0.173877675305993,-0.306052374289896,-0.160594970823458
progressive,0.463292661910369,-0.512149590356803,0.462736956712963,-0.485558034803876,0.424787070086948,0.244341274608976,-0.51721110903381,-0.312473563429754,0.49525544445096,0.410399791735643,-0.480101859251004,0.413904804931382,-0.401036867064067,0.505854547722497,-0.409731706665514,-0.413886222432743,0.472339684105076,0.27574481242861,-0.435152564804161,0.437641734740948,-0.306175866152785,0.508840135837221,-0.481921174355886,-0.417475299312802,-0.462626346602015,-0.416706337821488,-0.406683292007771,0.467949790021748,-0.465303111286971,-0.450492859871399,0.516751855853152,-0.426345345329991,-0.405658599939943
progressive,-0.133596828848057,0.195294235833026,-0.144158456197898,0.133762314233275,-0.0149286911934024,0.130307806816852,0.182076886291564,-0.158686163573272,0.0489558279260088,-0.258693437236174,-0.0326157373413734,-0.153786841447448,-0.125156278599133,-0.0217533721280115,0.0873723053809559,-0.0625518844067194,-0.163339644429711,-0.0751605977958177,0.0881870026620284,-0.0975480653662265,0.0819757314966643,0.0237877285222521,-0.16927165900752,0.244951785440584,0.214508043780195,-0.0272454183499288,0.152673793111295,-0.174310211625715,0.0607609824734243,-0.0875950741687492,0.0968948754563041,-0.123382084324922,0.139017270816755
progressive,-0.0615474286194168,0.355154334862061,-0.20420457407139,0.0638355921650061,0.0340650168075595,0.239644502475168,-0.0302307968122477,0.086577722992412,0.052668030925848,0.0185512392046234,-0.0634242692397776,-0.0617387081615685,0.0649703256895,0.0593398038284178,-0.0554020340057758,0.155803658946776,-0.283372731641504,-0.0482326466552023,0.190727276405949,-0.0099479743839351,-0.0202828224283125,0.13824764863816,0.0977280259270151,0.128042237877946,0.0834424643315795,0.21447326528164,0.0720203431002345,-0.230127985705109,0.0140784619407751,0.150613223851847,0.0459919434471394,-0.240296003472121,0.0345942714805807
progressive,-0.0017158919089712,0.131677545094455,-0.0789996634890371,-0.0882311619593026,-0.0409754987862339,-0.095609497167879,0.0722733672058698,0.016300973135227,-0.0654097995699847,0.100585583703896,0.183566116421746,0.0062458465486554,-0.126083737471209,0.0051476757269138,-0.112150695170362,-0.0651352568645493,-0.0795144310617285,-0.0781073996963721,-0.160092715107019,0.0152714379898443,-0.417888315510862,0.192454436510217,-0.105801895107168,0.0122171503918754,-0.0633850471173986,0.0275572240580786,0.0058683503286817,0.0650666211881904,-0.0192523072186576,-0.0647577606445756,-0.178967526105703,0.0393968782299803,-0.0911138603663743
stable,-0.111387025586131,0.0499027282206521,-0.0569962963781481,0.0651945766846374,-0.0388374825470242,0.0689322580434288,-0.217250220722182,0.0228279487733535,-0.0817476202050492,0.0233290069350722,-0.0897278169559536,-0.0024221676923045,0.0783025688954907,0.0022975099883824,-0.0167316422472339,0.0073378131091875,-0.0959727310001629,0.100207748590093,-0.0651886431721184,0.0428308443543619,0.0126579622567981,0.0568736344920733,-0.0095810584285325,0.0694268432823995,0.0830005622849719,-0.0698612842808366,-0.104638895739287,0.0456955441985386,-0.0747170012212776,0.0908411057275881,-0.020403623440133,0.0409500287678824,0.108296690443164
stable,-0.200856346831229,0.0937583824026981,0.170446154228867,0.083554767452927,-0.174328189109743,-0.20153690960697,-0.0919097615295844,-0.0393705910529822,-0.0694180926522642,-0.0417487683716577,-0.098302362840527,0.171834171318601,0.138613468205679,-0.184932419026795,0.175761025429896,0.129337956088885,-0.16775010513753,0.041925287186845,-0.134059834395144,-0.0945196197931932,0.1819502163874,-0.164726530900826,-0.248241995336309,0.0217538753919671,0.107133130286244,0.132975209019013,-0.0087990492211129,-0.144613039342181,0.197490767390099,0.207557856068749,-0.21926119142099,-0.0100912221104136,-0.176958733172007
stable,-0.0607636199926957,0.0060677430460791,-0.0654695684346832,0.100729705936828,-0.153020894943308,0.150478303752124,0.0530410379340495,0.015496877836435,-0.0623839831925009,0.0752865561186095,0.0133335205856312,-0.136360458426161,0.0801390267648347,0.128810255431324,0.0133421395388217,0.0552992036699483,-0.141169834306434,-0.0989455826264037,-0.161191662567857,-0.177990002336051,-0.0342603389320518,-0.110943165467515,0.0224092782951785,0.0608756663841716,-0.0049128033185583,-0.167759304898983,0.0088085701606432,-0.434808950551987,0.322616036871857,0.14527245602509,0.0734593380422334,-0.0516447675171961,0.157890603495914
stable,-0.0668367438152815,-0.0808758368511439,-0.0655248241453557,0.101003582714098,-0.125955932570299,-0.133771816915488,0.0907152343755872,0.130074118279741,-0.189243765483602,0.0015784437843288,0.120072994957723,-0.0251722969409032,0.109401679930556,0.0232729891741862,0.15865818264628,0.119367870480297,0.162195449290833,0.0290136080848969,-0.119737899105148,-0.146981580061388,-0.184587356319832,-0.0904758801951767,0.104632709611674,-0.0158051387453779,0.110423786971228,-0.0246638310333284,0.0803634895244274,-0.0351216680076972,0.0008293298899629,-0.0647925297339376,0.135385193472093,-0.0641857345414374,-0.0966369861795816
stable,1.02441178722805e-05,-0.0781794302255986,0.0886654668814784,0.171026756158293,-0.0546726994825478,0.0426907589476261,-0.14022258864847,0.194096352004856,0.0102558854743492,-0.0403440679458067,-0.0050522938667331,-0.187227749772398,0.0553469725742951,-0.0667243000190011,0.14256255530625,0.0641003874273765,0.0168571950312468,0.142283442494684,-0.150822886619079,0.0513923228040924,0.117725665257937,-0.0543052245875909,0.125176973928545,-0.170709661309693,0.129041212791782,-0.0826617834010683,-0.0562640049926466,-0.0756658914373056,0.0116419934233755,0.04102322669377,0.0213716464427163,-0.126818659485,0.157728105006188
