group,ARNT,ASCL2,ATF3,BARX2,BHLHE40,CDX2,CTCFL,E2F4,E2F8,EGR1,EHF,ETS2,FOXA2,FOXD2,FOXG1,FOXM1,FOXP2,GATA1,GRHL2,HES1,HINFP,HNF1B,KLF10,MAFF,MITF,MNT,MYB,MYC,NFATC1,NFYA,NR2C2,PBX3,POU2F1,POU2F2,RBPJ,REST,RXRA,SMAD3,SPDEF,SPI1,STAT1,STAT3,TCF12,TCF4,TCF7L2,TEAD4,TFAP4,ZBTB7B,ZFX,ZNF143,ZNF76
progressive,0.101255549881376,-0.0806879779805778,0.0884915855922716,0.0035178790679562,-0.0369499961796073,-0.262108975688087,-0.009810319660221,0.261299421927678,0.103301513021317,0.0443929843889373,-0.0015651372701227,-0.0183302596902155,0.0319111373193687,-0.0207172166868134,-0.013853182075836,-0.0341558091095918,-0.062320920392162,0.176831073205315,0.143842984065282,0.0253512986668478,0.0298872529183479,-0.0715522864540304,0.0691015464338852,0.0177807444104232,0.0084316250743135,-0.0768266518627514,-0.0228613075552888,0.072678302138962,-0.106775234611433,0.0435638050828221,0.0021514504481155,-0.0143560866845746,-0.155897975515726,-0.0064617109239865,-0.142812642915671,0.0620805074572528,-0.112805183529869,0.054652238407203,-0.0217917153142645,0.107506286189014,0.100875304933306,-0.0587318987210183,0.0463040219021437,-0.283500820508574,0.0232857099811999,-0.0516372639479853,0.0394399872911663,0.039731917283556,0.0989667206133128,-0.132820786957662,0.107957673740272
progressive,-0.104204355653858,-0.0143743912773808,-0.0240440878871508,-0.136830598715394,0.0012160980955144,-0.0275199086420913,0.0549695502898259,-0.0664294582785476,-0.003460649472068,0.0863661209501198,0.0126544468927858,0.0311178981485838,0.0660932945896366,0.0056173671056756,0.020712793563785,0.0204325240749303,0.00202895946205,0.067390838519519,-0.0407620431240423,0.053317477433871,0.038097486758493,0.0104402380819772,-0.0732437597540041,0.111624709955641,0.02622635715507,-0.0394501263998597,0.0498185005103357,0.0341577441430838,-0.0183716250699909,0.0211128363384749,-0.082539763711968,-0.0614468895877991,-0.0046368231389706,-0.0020896445935399,-0.0116786938575142,-0.0176657611721349,-0.0814729829794616,0.0019994153848773,-0.0312280895715523,0.0232895161863884,0.0103460164304534,0.0364030940082096,-0.160648714336602,0.0249831104480996,0.0264858659410465,-0.102413345786334,-0.0037688660609508,0.0162093180163776,-0.0257808005317627,-0.0234172743579461,0.0120236409207199
progressive,-0.0411127381672867,-0.112139896504503,0.003712798990274,-0.152251646241348,0.15399550175716,0.174675169876173,0.0407831725213468,0.112658443849514,0.0626266913480491,-0.113994375453918,-0.130716182948496,-0.102398120382909,0.106936754033755,-0.157653757248922,0.100176433091398,0.114487571595395,-0.0157415609579362,-0.176737835981881,-0.0028892689845687,-0.0488955576521752,-0.150197430536818,0.0605993632836309,-0.109434999909272,-0.125158891846563,-0.0439497683082099,-0.0675701760371477,0.169773937192964,0.144050916007295,-0.032609329927406,0.157505491119164,0.062065891997149,0.108638357543678,-0.0669233362378904,-0.0315307514497844,0.0542684763647713,-0.137396609188807,0.0575441591486588,-0.0421068126331287,-0.127097874807757,0.100032008053084,0.140397269825267,0.224444191722832,-0.161421867955997,0.204727101119817,-0.183327612464101,0.189667718002427,0.0658900826393142,-0.0608052457850572,0.0593448628178503,0.120209261411153,-0.0594316714844965
progressive,-0.174294926424935,0.145891155232327,0.0374391361542809,0.219449639602927,-0.356978452623096,-0.0320162588049989,-0.204873929255608,-0.0396641189606887,0.070909234656386,0.345882560105924,-0.118370467277791,0.0942148930708334,0.166210361569354,-0.131370723960944,-0.0954794019328602,-0.265998767471394,0.0120605123922487,0.0456204393927492,0.240867517574173,0.195951886399603,0.0136815712940601,-0.0785640046965677,0.270875763945812,0.223800102879058,-0.120399209364627,0.078196398841596,0.0617633115428416,0.27067952322624,-0.0624073127774913,0.10289508996962,0.262366932182425,-0.351277797917238,-0.101500675279145,0.0369789378471171,0.150430949343538,0.15402547125625,0.0376326129200555,0.123931542316912,0.217020124215557,-0.179908516586195,0.19205747549994,-0.139188567275136,0.279119256144708,-0.0391431136699957,0.068261366919071,-0.373505514350941,-0.0100842854275511,-0.180721119002448,-0.0926435853373641,-0.0525358517922922,0.0623865831240155
progressive,-0.386095854260799,-0.219985602873726,-0.368256549094229,-0.111065109397695,-0.0883841713170655,-0.11987103234877,-0.418914976698386,0.199286809811604,-0.364227270695951,-0.376640047697098,-0.430287939919332,-0.450304355188196,0.230318752314471,0.38918280142077,-0.272756152218915,0.444942815384036,0.201106483926955,0.0195939909206583,0.140569825410892,-0.174558738351204,0.0820478060939671,0.17189421553944,0.148628382207448,0.184469463443743,0.0049391154559536,-0.454073680141424,0.239937029781328,-0.265477455757509,0.179530347987789,-0.184534451805006,0.0851022590733069,0.0587494785813436,0.112884783513046,0.0892615141941099,-0.0860120961309825,0.0093908182024382,0.0372058368228088,-0.539500881021044,0.146483766285784,-0.0559874732276853,-0.0542002932929652,-0.0395454178282606,0.0562799208533667,-0.192885456227243,-0.240456936671428,0.0331765584245309,0.141512156649199,-0.0868569448273957,0.0748340979938242,-0.263365334016477,0.392887138012735
stable,-0.195873730937769,0.23946630041671,0.132870025432711,0.060408224108625,-0.0515287175319656,0.0809120737943007,0.207129767669238,-0.0569450581216691,-0.0130263783292663,-0.127067643165798,-0.0797097599682867,0.0063608947515178,0.137155890123686,0.0834833933358558,0.180697844253028,0.0296698610611007,-0.156701784536285,0.114372556248771,0.13662687004751,-0.111095561090017,0.25116093708703,0.0336245837946084,-0.101917443878024,0.0516152518452078,-0.281036846461066,0.185798187635538,0.135517616726468,0.148365745330472,-0.30093251485943,0.111706781291035,-0.217582783908392,-0.0974928851582257,0.145675858336115,0.0286622868035746,0.159662483578302,-0.119183306100552,0.145182009949719,0.0923438195199006,0.130055244066853,-0.0941476389867241,0.08098127135394,-0.146534276730747,-0.088529534454228,0.0570918725264616,-0.004048231602797,-0.170187985382089,-0.132996763079739,-0.102992272783148,0.144644620406286,-0.121311741333113,0.168609593530361
stable,-0.267229964663809,0.382521802736163,-0.163759861037219,0.0219790670093071,0.0330550213809222,0.157601574072999,0.156883320645363,-0.298835035943488,-0.325483390386997,-0.202558349220946,-0.396080916685139,-0.301896255097636,0.271584936204099,-0.0944035944504724,-0.163520443228007,-0.0038838177767072,-0.107501797108987,0.085359490684308,0.342567835553432,-0.185494389000754,0.112263266801281,0.0965173848408939,0.340004656654811,0.192703169614484,0.320506828759154,0.285433400018753,-0.137830400175916,0.185369558859587,-0.265005427532763,-0.0381122424845957,0.297137986178192,0.22578699795106,0.42747793772954,-0.305838967094791,-0.329296151006425,0.0224483003091796,0.0665395864783716,-0.147287403639785,0.231187341904299,-0.263565079750071,0.0177911758118094,0.151855546651914,-0.171601114366193,0.365669093524099,-0.381378486673991,-0.271939581835926,-0.391565906502328,-0.211277894620077,0.393472286812042,-0.279048498336723,0.280865257006625
stable,-0.0309032911513289,-0.173227112958761,-0.0661546606284013,-0.016270492717989,0.16800286819073,0.105221857788706,0.104763303389004,-0.114360191897048,0.074580597722921,-0.0855122070729539,0.0633460149302281,-0.0855040186015307,0.007336870395228,-0.003201692326489,-0.254890738462789,0.291108347567805,-0.0900649971842785,0.108292534572423,0.0427192554150724,-0.236581316360412,0.200609361398094,0.076914312078546,0.184060460651715,0.208560367150066,0.0196113890586732,0.267116126297695,-0.138950171581055,0.0971725903796557,-0.0357181123481974,0.119199578508186,-0.382131395908603,0.133029906742048,0.107006944558974,-0.266993299226346,-0.152968834657651,-0.0270874634680965,-0.0558126212208421,0.1097992133143,0.164604652550083,0.264397553785178,0.153681231671474,-0.22655862733836,-0.137492623667717,0.213751858032403,0.0929964699538004,-0.0480827041972982,-0.155359868313239,0.378610353196607,0.0725171029242632,0.393775402272458,0.204949251252414
stable,-0.274688173875988,-0.284558098805207,-0.20310524465249,-0.243643673158768,-0.266549814723824,-0.196024377457028,0.273746944192888,-0.0906388106000001,0.255487583073832,-0.110381134123835,0.135430706754347,-0.0484776575940805,0.28029226283016,0.316300173164041,-0.270089629905206,0.348172114956154,0.0016536453170885,0.104210575794026,0.188130911179049,-0.295280201463278,-0.279501926736204,-0.0579146910790361,0.234593768308255,0.217713475647354,-0.198760251384777,0.208330862801105,-0.11977735212976,0.0985928816801769,-0.258449797385296,-0.171934587000085,0.266939417023662,0.0140343406230395,0.24499553129757,0.276706684838956,0.216883560907065,-0.0373461633130058,0.08582753140518,0.167814697283389,0.240067989829147,-0.37559516953393,0.224937815435771,-0.307815500856466,0.201747202350199,-0.136099833243909,0.103391792548018,-0.377440523919193,-0.152502708483422,-0.0359102005507471,-0.0181913353206719,0.292095357266193,0.357761278862951
stable,0.132965132406464,0.144354306334244,0.0536155748705449,-0.161265377642823,0.321151299298609,-0.383744432198528,0.0538640063396017,0.199830816931334,0.0732812930295963,-0.112764884037949,-0.0899550509441226,-0.15656549897127,0.215330324019029,0.0236064527524162,-0.360946579788973,0.0059665724582248,-0.219259892614652,0.230931331463872,0.0234397295500921,-0.202121571686809,0.196723314967693,-0.268330427177171,0.202365258804894,0.166746732388046,-0.274883669782809,0.105063125115294,0.03008345028335,0.268493891633373,0.166062251934239,0.143374334283561,0.225587131592191,0.165707096529691,-0.0762113850205427,0.003266509605294,0.0311263928105648,-0.176871081515901,-0.205955534421945,-0.170579449132018,0.167955583431055,-0.0580524056382298,0.144913612598781,-0.0776954084199021,-0.160908544942476,0.0499858588408719,0.144368251850736,-0.0752477067004691,-0.0383129343868022,-0.102876123085612,0.0852544055087763,0.217941490194664,0.240607986381864
stable,-0.240107204399951,0.0752933842471274,-0.181946504793415,0.0481266264266704,-0.198511187481934,-0.196509836214654,-0.0227112864551131,-0.0282977379372977,0.25900323838429,0.212530379940795,-0.0330621722218451,0.0508661604409498,-0.0271887368899126,0.0990301512856946,-0.0986693805599173,-0.0721629367832459,0.179404782404236,0.144221629979931,-0.180730120292405,-0.195592995031652,0.185763327197723,0.104681912002833,0.064211223440939,-0.212415146819507,-0.0437380342298126,-0.252967157938386,0.142524217844551,0.0441622302703045,-0.0057754714795021,0.0925230907800295,-0.104923367780137,0.0531161891797838,-0.324624576124155,-0.125407232539285,0.231461894422969,0.0375716493007084,0.21331848657413,0.0044491916312137,-0.162737740049395,0.0194285554385754,0.0635593870382291,0.126855967203111,-0.0296563584163564,0.0493753515584514,0.120939829679094,0.0054275742086916,0.0092246154504889,0.0917676387641721,-0.0724913668782529,-0.100747030596879,0.0122159668033876
stable,0.126833971245269,-0.0128603815732554,-0.13977727765129,-0.191791073196574,0.0560479568000363,0.0476203910220874,0.0122898704446554,-0.0924956184549145,0.0413915053948578,-0.0859882167374259,-0.0810720634451365,0.0520870506979041,0.144891366365957,0.0792752610616872,-0.190620455857716,0.119703607709905,0.0453216443328899,-0.104179229256492,-0.0343918290517667,-0.0931200453758425,0.0454212713404523,-0.129275565482074,-0.134509060095511,0.126277085575056,0.030398690682482,0.139311960921851,0.0954025294211585,-0.11231538603732,0.252789320190021,0.0833793077320378,-0.0235648640049212,0.191952234532337,0.0804659503123633,0.162687240591793,0.0413835938383749,-0.0746162333550919,-0.115786361678734,-0.0257704301399868,-0.0174414657974637,-0.174502857178391,-0.0501863725080405,0.0001092966877081,-0.169645894049418,0.148995852567223,0.0253446711929627,-0.117430500324124,0.0965993721046546,-0.189723373258739,0.0222042228001681,-0.141993246018027,0.129773407499276
stable,0.310634714189828,-0.204175326745676,0.11434894176264,0.357811182797288,-0.194935026842327,0.202923039984422,0.122059568526014,-0.218942844831378,0.335360154777044,-0.272225524012495,-0.104786274524634,-0.188790087757221,0.100988464164899,0.158062094338997,-0.301907458275228,0.0969822046348768,-0.384540989896777,0.36060805237383,-0.0751285713471245,-0.30431250799732,0.390969693770088,0.0530334517053087,0.223630460491274,0.252161544170878,-0.361306322167633,0.40191087614951,-0.120778630453215,-0.0087116820602026,-0.195104152030261,0.373779456508372,-0.108909750211721,0.361400223348557,0.235860184648877,-0.226518757754218,0.245453644603407,0.373058513014784,-0.35756919258323,0.218175786696867,0.252286123554691,-0.171610500263585,-0.31039259801077,-0.294608153038391,0.37657498627538,0.304608457036319,-0.32378589521638,-0.30716871853966,-0.388877094501839,-0.178717239371347,0.145786301345925,-0.0130045119624951,0.300990055188966
stable,-0.0048640467785603,0.102751960292019,0.0543531929618291,-0.020924149762049,-0.142897049672486,-0.0446138781077235,0.017958615089911,-0.0371283307724737,0.139425243201774,0.106192815399037,-0.0746908943300532,-0.0002781910853028,-0.0305286662877428,0.0344174310278458,-0.144576303917465,0.0383681270482548,-0.152336359011526,0.0856735174689199,0.0153479931951839,-0.119113553542337,0.175601419799805,-0.124705100132293,0.0892598782488009,0.023003858689505,-0.106737205343858,0.074665025385859,-0.0557439770708322,0.0823860200873623,-0.0189916025767309,0.110288303269346,0.0965305934249808,0.225730865181259,0.137527701894582,-0.0838395064054719,0.144479994923241,0.142668255136251,0.129191477457369,0.0143642594928397,-0.0020887316497136,-0.0963667853313358,0.005597542702849,0.0739793270472006,0.145821353930257,0.139855307260773,-0.0421573848672575,-0.231597947435094,-0.122614512542874,0.0987694848732788,0.10461558073199,-0.132907811122429,0.0189328121174639
stable,0.0375205555683671,0.0058664060823505,-0.404537586095423,0.097162350738931,0.0542642562617426,0.0327541006264572,0.156193061942583,-0.353328749668238,0.17831430154478,-0.0981400850859894,0.0424092273036592,-0.0480311997992451,0.359561806130736,0.207768548749915,-0.133460738373475,0.334385146693981,-0.0736967264095288,0.0622083478315923,0.213023870865354,-0.461612828604959,0.209112933477121,0.134682906307298,0.371172401502054,0.382905213666756,-0.122705660555832,0.0142993648257295,-0.425192224177032,-0.453668737035109,0.358461854990295,-0.156315278735966,0.0041553709749983,-0.37410560454323,-0.525287777957139,0.370683534328525,-0.222801214335938,0.235389544054316,-0.0493755845264504,-0.162059468024934,-0.404782019682188,-0.0219990228088146,0.024198925089696,0.41761478298733,-0.166703706173461,0.157781880256553,0.332551894793247,-0.0860406225411414,-0.191269281643304,0.0864072729212883,0.39696014490572,0.0912959446565804,-0.0779743141779094
stable,0.0348603976184213,0.0218868332558947,0.0777474820872159,0.0219752420960069,-0.0266701232433172,-0.0383715377328584,0.0543084953009734,-0.19093397906452,0.241926461727626,-0.0175665987107418,0.068384018478646,0.151615596276733,0.0815863513937533,0.0698328936747493,-0.134635257388213,0.167367354757217,-0.179759531134884,0.100535559076748,-0.352864732752837,-0.0833887234146457,0.255681459567499,-0.360759787637298,0.102275197533111,0.0312003085806195,-0.21274628013554,0.0867130251028128,-0.30706539782613,0.0150774592465752,-0.15896844567873,-0.0099696725657768,-0.19846283802206,0.239334205554152,0.119470867015228,0.0147806696851226,0.371422831179457,0.108965846482139,0.219233189307825,0.0703598371453788,-0.093785062722766,0.0475030002901231,0.39315607456739,0.164615043718331,0.0477655022758206,-0.0251147603035216,0.0887682247025061,-0.168559084679795,-0.0198578861636989,-0.0641783991025494,0.103293019024316,-0.0780460957015201,0.0234019977651247
