group,CD47,CD40,CD52,CD19,CD45RA,CD123,CD20,IgM,CD32,CD196,CD185,CD62L,CD95,HLA-DR,CD35,CD272,CD58,CD24,CD21,IgA,CD268,CD54,CD41,CD81,IgD,CD38,CD45,CD22,CD73,CD305,CD99,CD23,CD82,CD224
healthy,0.289833002393792,0.320669931190265,0.322902675047705,0.500919313614516,0.320857525056219,0.558624377590013,0.336176829443928,0.257108920219966,0.380678874593153,0.302300721212391,0.457384294972398,0.220190558698266,-0.289252617329058,0.432577864076921,0.326665210389697,0.389428757209421,-0.237681043105789,-0.0050416379742622,0.489016310528926,-0.25556204038133,0.442449480389078,-0.208955761759425,0.152813378752716,0.117658925736787,0.559371678769079,0.124713995047355,0.398582114940373,0.456927017276892,0.437120707104516,0.583849226099365,-0.234113051058532,0.231871708142502,-0.203368715795786,-0.267953358619559
healthy,0.431370510313937,0.293429763173617,-0.164317723144088,0.31218581912099,-0.0110249993533775,0.489347319248214,0.0013377357359334,-0.162682442366849,0.14028686823988,0.255522591105088,0.261613906945848,0.137694134386101,-0.07121374673723,0.671377559542243,0.255487452532448,0.313510685273093,0.148434267814914,-0.330595107818909,0.456687283419874,0.131921950120631,0.401179401548061,0.0843876369179119,0.389161889671415,-0.0055116970816456,0.526872085648346,0.380734674173748,0.221901170728268,0.43256436526494,0.338895905127274,0.590092962875827,-0.0265196633148641,0.369760205001627,-0.425305583938037,-0.0189788276300863
healthy,0.21145956551877,0.19947369336526,0.0360352957057178,0.229767612054156,0.0288825904402781,-0.148029491289924,-0.008357224037426,-0.246705514768249,0.104190053274952,0.124261803560171,-0.0044887764987037,-0.0309720313777528,0.0287874254871444,0.331498582849063,0.0390989726699844,0.0540823912026178,0.181933023776392,-0.0458547334442682,0.152611226384583,0.0530907633590988,0.251699741538316,-0.119150424830994,-0.107314216063307,-0.0268706963225585,0.0783946554668697,0.257460543906761,0.0399937359594374,0.17387487292216,0.259699342931711,0.236588859404225,-0.0094365539847373,0.314779860237411,-0.212049549802213,0.0084277400300835
healthy,0.0246637914527711,0.0475136260962729,0.0084789340956323,0.0789390242900679,-0.0083836536005134,-0.0516074057718212,-0.0032414404942935,0.158105758175707,0.105751269544816,0.180370263743165,0.314263698610559,-0.249485547394259,-0.197265174553997,0.156992179804206,0.0957654616098639,0.227116356136741,-0.178786540104115,0.0223160708905711,0.169449450700211,-0.105166861912589,0.127411148332414,-0.171089534420533,0.117891589668711,0.0803483246820304,0.282872618361815,-0.0052693761028796,0.0643239113827349,0.106380745691361,-0.0695646025997764,0.259357398556369,-0.228694981287321,0.21270759286536,-0.200609477185836,0.189156172067766
healthy,0.0108097485773687,0.116200509864401,0.0733158450702654,0.191063475624269,0.0795019657672861,0.420089586521638,0.2261498682545,0.0408587482501726,0.061497614318036,0.137655419403577,0.241616194889764,0.0339259654625167,0.0230942296403439,0.297233434641996,0.0895363525188623,0.381543313835333,-0.0827473840099739,-0.263174707036833,0.208156636401047,-0.152350952021666,0.262763660637244,-0.104844754351858,-0.057634428068072,0.190337738581491,0.475945448846728,0.280798864663372,0.0753062277285242,0.293212050279166,0.258715416944195,0.513115370172152,0.0550921019205289,0.293063869169013,-0.169727775633054,-0.164527697932363
healthy,0.17564319738077,0.291175149476314,0.0944023427337576,0.354140109673621,0.140422644649289,0.140566060193859,0.218119682231734,0.0382728840550054,0.269452622393571,0.298838919509487,0.484349668650852,0.196585864353792,-0.318480393442964,0.334606523865369,0.21004178865121,0.345848920123701,-0.165163306195067,-0.298441367569376,0.384167244643739,-0.246365593833115,0.414367224447842,-0.170626827501289,0.0964410988327002,-0.0296476756827307,0.559445361948673,0.0671937470051302,0.284116061475613,0.278102362232182,0.504470136201209,0.49034600189459,-0.322941965641804,0.335474850625626,-0.309691712187809,-0.0710213449087321
healthy,0.109041434504136,0.121511203482336,0.035594082708234,0.0551387629239978,-0.0836060221295121,-0.129006331690473,0.0222420542067642,0.0752743172089392,-0.0736187193905315,-0.0916367326620402,-0.0513523532202196,-7.14213136855676e-05,-0.0235251070021433,0.0634427716306911,-0.138232213136451,-0.0721740307168693,0.0672577243199889,-0.101257917577937,-0.163541315224422,-0.137482982692624,-0.0873771878988096,-0.196913277328766,0.227687794473075,0.0728487205432512,0.0402609846334248,0.215065585837018,-0.0651587157627426,-0.0738775457437254,-0.110038772117522,0.0157643199346486,-0.110086640646662,-0.117874703299403,-0.131936611644167,0.155563085885138
healthy,0.181219552286078,0.517184840717375,0.044099313179548,0.354426554035165,0.250946361513876,0.146155228906503,0.201862312770032,-0.0383681597498976,0.266840197923977,0.507793840779956,0.584770835208583,0.535436009313291,-0.324367210758688,0.455538009354056,0.336811524122435,0.726682006340996,-0.0840619207918072,-0.3354157736364,0.43901766371239,-0.376894593872454,0.598492053672805,0.0195725623623613,-0.128557192857987,0.0309586884101848,0.545169428754585,0.280311802890341,0.313882235604349,0.50862915849965,0.642456308874457,0.745429749287597,-0.174122450850204,0.43230388257002,-0.141738365424174,-0.104698318597803
healthy,0.207590469867154,-0.001593912123973,0.0545928714516959,0.161914921327967,-0.0323091807813246,0.0803849706356209,0.28264430646774,0.34579381682584,0.0654897388348973,0.194985690496053,0.169916017922964,-0.199462199833763,-0.208907865300133,0.155216789982572,-0.197266781817946,0.24994351790064,-0.208067402865045,-0.0344395443984807,0.0254532937671887,-0.321132226030568,0.0544441929194467,-0.628408654694818,0.1605761738177,0.405896460745695,0.599256357414164,0.537289620307699,0.112109973393534,0.079944670122863,-0.192952530118149,0.344629173471612,-0.112974505670138,0.194209479240671,-0.188672778601058,-0.1406703431966
healthy,0.38460151726878,0.453461693208797,0.0226516865820709,0.36478497760482,0.179422377631104,0.0142158211651897,0.317660394149616,-0.211559559645553,0.301567126741637,0.336733686130085,0.553054306235394,0.183290611249531,-0.346017817990362,0.630908490689608,0.311490761761916,0.484145322479965,-0.10404677510812,-0.204638975466289,0.547741938300062,-0.182206380801461,0.55889380164003,-0.128897260964126,0.0602493991655455,0.0663096315713199,0.565457372656588,0.370658108362824,0.298518817580014,0.421002172466503,0.634572583827966,0.689497575334003,-0.256090695882928,0.611094774911582,-0.504388510039488,-0.156710944438177
