group,CD47,CD40,CD52,CD19,CD45RA,CD20,IgM,CD32,CD196,CD185,CD95,HLA-DR,CD35,CD272,CD39,CD24,CD21,IgA,CD268,CD41,CD81,IgD,CD38,CD45,CD22,CD71,CD73,CD305,IgKappaLight,CD23,CD82
healthy,0.358094765332607,0.508458223375312,0.350441957957472,0.515607089221861,0.284267791305015,0.461043565511693,0.208116029294228,0.43080988734285,0.319851917898513,0.421214302406646,-0.329812729338553,0.546861431664228,0.311963285241368,0.496740483767903,0.157132312751639,0.0010705017415052,0.506203993877682,-0.327988669473959,0.497978589574881,0.137611481859995,0.286709622018641,0.600502505176373,0.166695836972695,0.462634770705489,0.416138739893588,0.0118034636681709,0.42583920976876,0.606066243293927,0.153468372670665,0.300592645081357,-0.19615406393974
healthy,0.41482006088328,0.364812054115135,0.0127682852597012,0.421862983336008,0.0969704537878268,0.0421742319754708,-0.0412006113840572,0.301399632368905,0.322283214746966,0.390341650423966,-0.244335998283027,0.631692332458257,0.431284132285269,0.358016931177738,0.139323986493276,-0.0403075389580861,0.531413434495479,0.0790621309038846,0.488287371231331,0.351617068062789,0.003944225812314,0.435958121691292,0.284919867606827,0.279331462221401,0.316865057419931,0.085433621413624,0.42503082973483,0.545031026631498,0.15455471679101,0.336015629305884,-0.259579218605639
healthy,0.148102660181065,0.533622211891077,0.146187849934078,0.298901010301478,0.102794609244662,0.110783609920982,-0.0210042296185339,0.140973957913408,0.180177778896041,0.37205197158978,-0.241147314561065,0.248863488361997,0.222077822158472,0.252489257884174,0.155327409271267,-0.0680527871685066,0.365940714460389,-0.118947177092319,0.496172577466531,-0.114848772288299,0.0749254553428044,0.240346305712639,0.26412684084845,0.228377039502887,0.457974052716614,0.0236365275661849,0.491853629293163,0.46621881158505,0.232649425222921,0.179368997371229,-0.0711306244009696
healthy,0.267111933933013,0.0625185343651962,0.132244099986035,0.126572857882156,-0.0384632761307507,0.201766116849812,0.162622778969468,0.145019657195086,0.125445883532204,0.0385298901178103,-0.0245123524550496,0.257351974773748,0.0560503380237726,-0.0210620430356484,0.353672724528207,-0.244682672447519,0.180157816138437,-0.0179471458203584,0.119413553525221,0.240419252430673,-0.132091849874817,0.259350496935309,0.154234986837546,0.14980326441427,0.093513101077897,-0.0224889399119805,0.08530526692525,0.219989078728811,0.52688510379842,0.0721963212763884,-0.279472648397584
healthy,0.145107865570699,0.30813198597627,0.114346417376822,0.249949210127981,0.14859125009255,0.22801512997435,0.0912150017557674,0.176383192908743,0.0264356749615623,0.105577506149358,-0.0666461946412786,0.308737252891741,0.176764615703922,0.0910236328584436,0.100059457487853,0.0267239658913865,0.226164763595993,0.146730085533482,0.173463103678836,0.252339969692025,0.103999040977405,0.153178110130308,0.0307737814030643,0.113450332978424,0.225292306995555,0.229135976503376,0.268545016644478,0.125065022715831,-0.157114537655675,0.0647541687075283,-0.197351212792067
healthy,0.0727129240425807,0.26741460047207,0.363447049477796,0.301785557013132,0.384215982065682,0.302645044883989,0.31550968715702,0.449218267899837,0.197763870722826,0.217551137009013,-0.500812656355682,0.275041602736742,0.418498251302272,0.0701621674078842,0.0366478838146658,0.431067044571842,0.338641900452373,-0.0965200572635604,0.278192096061667,-0.125227765642445,-0.0411176246023941,0.258701589405813,-0.289159047324838,0.337884536494357,0.208306353405057,-0.255793583213951,0.301539094955417,0.132240176052596,0.124455304769151,0.0704624133578541,0.177456019101606
healthy,0.207746173496784,0.359938869998553,0.266352499866335,0.224280790857972,0.378559767821513,0.332796418636032,0.210208740417523,0.170117903138037,0.347586016144501,0.186705638433176,-0.181519352707423,0.21653183384727,0.402514137691298,0.17756556395006,0.228639402781499,0.0218430695230737,0.418684631545043,0.0538777014332918,0.452244197573374,0.265408074898954,0.160713795441699,0.173201976671621,0.0671346938709791,0.272715399963722,0.291553883237225,-0.0079688542339215,0.394092515949793,0.246506206307753,0.208648918023366,0.0694302744024728,0.106272419958555
healthy,0.431741378319983,0.60687658085296,0.41049422360577,0.523910267550189,0.376768997121248,0.561272243530843,0.224457345926157,0.41758382910338,0.500967098332722,0.762493298455964,-0.39050094937295,0.578610340841261,0.435562171089294,0.616729977839975,0.341909674369237,-0.117799089516472,0.587524155140289,-0.414927716815132,0.603924665019145,-0.0241232268083105,0.477450764723605,0.68378887155982,0.576233493907501,0.506879538190693,0.599575343511487,0.0237908849119206,0.625550362008507,0.606629669212754,0.129147744615015,0.225686132512194,-0.271472483282905
healthy,0.11101015042598,0.197319498755899,0.381542306762012,0.20780022203065,0.339998387486898,0.236867504812419,0.0570830616146936,0.337204398439583,-0.0349386994876729,0.171132518918814,0.132656225065957,0.106646034768263,0.282510070487005,-0.0068582725426062,0.233470003853103,0.0386301383116675,0.144846235206094,-0.120006954479724,0.160820771714725,-0.352348353278243,0.379541179324369,0.162740869835476,0.0598903749791514,0.311202624675172,0.25067690945105,0.121004897887841,0.0814121343546672,-0.102034314241814,0.176926607147349,-0.175768846090283,0.0743628561422902
healthy,0.457818026290554,0.407115550705582,0.132572658630248,0.373296311921539,0.16020752756195,0.295242744873032,-0.112154042599531,0.379099657611968,0.282468134003238,0.493149324725127,-0.188160500723918,0.562038491497423,0.273373970540377,0.413540662573899,0.318520443758985,-0.212507084938758,0.446462737782055,-0.120837283756386,0.468349052273263,0.278231897203957,0.070421452038469,0.622960727162736,0.274988721957297,0.3798936906188,0.429979831927038,-0.0584989014869336,0.557994361048984,0.55664649016911,0.0309406615368973,0.514965344732552,-0.509539905696575
