group,CD47,CD40,CD52,CD19,CD11c,CD45RA,CD123,CD20,IgM,CD32,CD196,CD185,CD95,HLA-DR,CD1C,CD35,CD272,CD39,CD21,CD268,CD41,IgD,CD38,CD45,CD22,CD71,CD73,CD305,CD319,CD99,IgKappaLight,CD82
healthy,-0.216963099715713,-0.312489760865019,-0.474066218287408,-0.427939108949645,0.031126529020716,-0.317283717271134,-0.330959659245283,-0.495336244189426,-0.216254493236833,-0.385625928605976,-0.348176763033543,-0.441779857658578,0.204889281203255,-0.381618158020912,-0.069057198884903,-0.312248904659556,-0.432425414047459,-0.186926326310136,-0.410792242985408,-0.445957646338575,0.270860116210558,-0.430801954595518,-0.263707355369769,-0.434512307980109,-0.266455976725803,0.119510419572942,-0.224627894784725,-0.489404606289528,0.0467386562510828,0.163857204401941,-0.171472957657349,-0.0597891107898309
healthy,-0.322931756345979,-0.212817285255873,0.205039785281221,-0.201368407976539,0.262034154605402,0.085410409353873,-0.504154936533414,0.0970257718759629,0.211144386719651,-0.138054156367757,-0.21851169848455,-0.217819084120145,0.134986247738997,-0.523739589338087,0.284860073964588,-0.214037493986669,-0.267576359231657,-0.0215049557363021,-0.319711331289104,-0.289679313163332,-0.270503564575767,-0.480897640867286,-0.188762582666301,-0.128715895207996,-0.304966240401083,-0.0184221455546744,-0.297942230410039,-0.447827893595708,-0.143069756496195,0.0834383342062129,-0.009655131743535,0.532357258138156
healthy,-0.159411297000914,-0.461482525455349,-0.251865645614754,-0.123633240096999,0.226511437113651,-0.128021136325579,-0.201255566942071,-0.167508849514531,-0.16130360203541,-0.116959916645477,-0.113207480994069,-0.162444114748481,0.217306112806802,-0.220666215989928,-0.169303118568825,-0.0656664221676772,-0.106196537493952,-0.151681402120438,-0.22535840212587,-0.264368921057761,0.354588844488698,-0.293166040592634,0.0067112382693858,-0.243154906349029,-0.254474419728363,-0.0434594939755253,-0.0049130529748793,-0.272351550769145,-0.0148416130803885,0.249122848368003,0.0596401039560098,-0.0168869915933679
healthy,-0.378770180522009,-0.494690451066389,-0.222185531103937,-0.452495132950541,0.213346398507994,-0.208071669313154,-0.25504809403567,-0.216382992712827,0.390337800221202,-0.380271832795149,-0.53795551496764,-0.449951254399312,0.390561502526992,-0.351987908272374,0.0058597169605937,-0.414649613511094,-0.587055438305767,-0.351078801266811,-0.480790493576426,-0.500377043554106,-0.0894899268923112,-0.234451922770946,-0.164551486478689,-0.317042476814773,-0.54404828703835,0.250995302695643,-0.626704783039848,-0.501676251470219,0.277059878958725,0.2719018574014,0.0673500514786803,-0.0225387320938093
healthy,-0.0606318018572717,-0.261830257197707,0.0647249517924422,-0.295755542381301,0.132714829093697,-0.0206231013043689,-0.302411743254213,-0.232530974277171,0.0341124308336629,-0.0733814213678355,-0.196878333931571,-0.306314237720895,0.18785594087106,-0.413555803259083,0.0324357735739373,-0.209300277543619,-0.562993971445106,-0.0706843215462003,-0.38606249147869,-0.448126616261874,-0.0556268899011885,-0.568016572195981,-0.199212551104724,-0.0164004290389808,-0.220357367108901,0.0037118074889641,-0.362373669877501,-0.664111711653055,0.149290478394667,0.0353886794299473,-0.0957705637867649,0.153538451016882
healthy,0.245933168803829,0.426449092060067,0.478794470193556,0.494407386977301,-0.255359921041219,0.538303800974337,0.110583672104962,0.558781312828355,0.641204761792209,0.513881010309807,0.424461303860306,0.483123867763288,-0.553144655278244,0.480443237179636,0.54100511009026,0.500429938590632,0.0878268754362496,0.134438941195121,0.589525567345926,0.484506386962773,-0.0528075837070617,0.692810588973275,0.0661983016847911,0.536303397063979,0.461506822044763,-0.304210920941109,0.325217756296092,0.457941098709048,-0.32285744290497,-0.507093495371441,0.509161896655866,0.0659173935218288
healthy,0.183121690367098,0.106562424944741,0.087651086206354,-0.1631307817885,-0.171119614794673,-0.0366116452022492,0.0706328043916244,0.14731778457483,0.0065622826318623,0.0797170324687103,0.0984410386549855,-0.172027281198315,0.0141761818284602,0.0255904226374025,0.0467655469065426,0.116417626230356,-0.02766607430765,0.0297415624954932,0.0859390021373409,0.0727716966912114,0.206227215677483,-0.21375425901425,-0.118503422691984,0.0824886631598041,-0.0226271307932782,0.0540699662459682,0.0744972478682604,-0.0605605366181898,-0.0972022086665089,-0.028082590642596,-0.022031032234336,0.0398562703356899
healthy,-0.193790600906657,-0.383355591630858,-0.0959584129838533,-0.30082206892383,0.0909452255443107,-0.257251660382776,-0.0214495302468973,-0.115616774226504,0.0409645585519565,-0.307577227233841,-0.394303031819988,-0.438449278852214,0.211226960145743,-0.195316927215166,-0.274321013468827,-0.297415535501203,-0.541228387098412,-0.356053256783411,-0.420481270006344,-0.482535269000424,0.0218913453707722,-0.243665335203791,0.0076951752089778,-0.27364770417608,-0.211425700375848,-0.0309151735391811,-0.422843907945099,-0.56260596508759,0.117471801129097,0.171940995121798,-0.0449154671983322,-0.187294408862488
healthy,-0.123453670053431,-0.292178977106749,0.0058608649272198,-0.276806479821879,0.227990191831941,0.0530454790714405,-0.116586842706146,-0.0251800318006512,0.295720486737642,-0.132027611185879,-0.48137625794973,-0.440180954728125,0.282357749410023,-0.383154819863681,0.310508607185582,-0.272710922020556,-0.529201571494938,-0.220261809967458,-0.380710943287523,-0.381189976341231,-0.0407190368560189,-0.321451924131639,-0.134021136271605,-0.17869746153226,-0.405672057834041,-0.142329432395819,-0.522948559746943,-0.54910739139294,0.232942160624538,0.215763474137886,-0.2254323912931,0.124622471848142
healthy,-0.155863242456776,-0.0766842950262947,0.0974442423520048,-0.0345116953552861,0.0731484120758199,0.0342073400608263,-0.0040894225778882,0.0133751891884395,0.0139860536337261,-0.0880818380652761,-0.0417703770080229,0.0969686886495135,0.0082129398873272,-0.218539030561723,0.183422803178734,0.0975250308075175,-0.118207539214484,-0.126449323671852,-0.117720349386668,-0.0732101830404937,0.0396986297717008,-0.264500527747039,0.18431788481676,-0.112154249145825,-0.112008535288997,0.152924614674692,-0.148572006142089,-0.244835390638402,-0.209909165618936,-0.0140260805612037,-0.0188299861625728,0.448146316123183
