group,CD47,CD40,CD52,CD19,HLA-ABC,CD45RA,CD123,CD20,IgM,CD32,CD196,CD185,CD27,CD95,HLA-DR,CD35,CD272,CD21,IgA,CD268,CD41,IgD,CD38,CD45,CD22,CD71,CD73,CD305,CD23,IgLambdaLight
healthy,-0.326953383989827,-0.494782025754233,-0.443932170499305,-0.532085500497014,0.101838125093303,-0.381444679844443,-0.506388817394266,-0.568374889632903,-0.197293035009516,-0.424928573368158,-0.477343704129986,-0.597736177696177,0.187108393472867,0.296729910301288,-0.531730279605527,-0.518795019678939,-0.504149374001576,-0.61856771626547,0.185385423761489,-0.595161907358746,-0.0638474864596145,-0.69452053354769,-0.2674236611714,-0.489716360072757,-0.491127505700003,0.120463169703798,-0.547993734702056,-0.621147516680324,-0.318521662730303,-0.340162282835884
healthy,-0.26118352731111,-0.100759249134669,0.147196232595013,-0.149754136000563,0.386921424329249,0.0306573387064746,-0.479695793495899,-0.0296209987607194,0.0665579901065083,-0.212447084920479,-0.188676208736745,-0.146983222830488,0.341766133672931,0.140500832962586,-0.380299242704494,-0.130180267782343,-0.270525378013799,-0.248622060717377,-0.0506018862301067,-0.20044862679693,-0.199292738383239,-0.512917357802487,-0.14204919279963,-0.211958043006307,-0.184525877012737,0.0753216910609288,-0.0710906591719975,-0.467497503507852,-0.309783321057303,0.0729877003213643
healthy,-0.13940907776778,-0.380983497785308,0.0808123407849065,-0.350603762117106,0.263424197347047,-0.0067353431862018,-0.345887794001959,-0.0873151603791486,0.266992677714077,-0.0257071800246839,-0.161671554195376,-0.435506086943554,0.113264152854167,0.214187622104674,-0.322750699272509,-0.386228368266808,-0.249850409370706,-0.443993760771322,0.0246444931322022,-0.48853013641264,-0.138002279105872,-0.265971073872835,-0.282326414072028,-0.0590525481798532,-0.434188588868103,-0.104891810828852,-0.543252686053317,-0.552442127436577,-0.349330755136092,0.185104972428858
healthy,-0.420526598880594,-0.399273823722224,-0.210603185555747,-0.453490721801917,0.322018193379901,-0.129124365742887,-0.20513093356412,-0.308541433932996,-0.187167153245561,-0.397407188965859,-0.561308874780526,-0.631524001350347,0.519231871573904,0.412009473438206,-0.451618255913246,-0.209088444762069,-0.644098816191962,-0.501582925762093,0.315274113543319,-0.491922724967867,-0.0527451613737385,-0.74228357230536,-0.496878780224233,-0.351247361114534,-0.368183903811629,0.262238872013271,-0.215870777365772,-0.78107319096188,-0.240981546459435,-0.0934731092185829
healthy,-0.224464265712472,-0.315994076618952,0.0808490354835378,-0.245081759979073,0.0203247327445527,-0.0408085675931484,-0.150478524307973,-0.141806168188972,0.0779552279775585,-0.0975978649209216,-0.137317389990464,-0.308971758504775,0.272962714392566,0.198263008587161,-0.363328128508854,-0.238673112965827,-0.461273892967306,-0.418798665633828,0.0968556575037507,-0.437632356028178,-0.188563445123356,-0.316058765984898,-0.0975258166967022,-0.0595394389336654,-0.0946800135976198,-0.13085810993225,-0.382671576747578,-0.485236003077274,-0.199984170252583,0.028394583109159
healthy,-0.284043083378721,-0.421639001417334,-0.399445605549111,-0.527286296359819,0.0139269509007936,-0.449899672450762,-0.178469567115352,-0.534526854050887,-0.466930164129483,-0.489114040815983,-0.459501689759589,-0.6295401378812,0.307508243150642,0.503791856294345,-0.418954624045687,-0.422788365960568,-0.22388935406416,-0.553571636174861,0.454054492935754,-0.53345033653237,-0.044380405501699,-0.679704302313166,-0.0110187956938724,-0.47831901377078,-0.398001842559776,0.269011068073093,-0.339078664377333,-0.503981120369173,-0.162712986203662,-0.15652895979641
healthy,-0.133154343724689,-0.369939187445193,-0.0696118897260306,-0.216745873390169,-0.0381814002598721,-0.428848177036096,-0.0007263126464301,-0.251221662333096,-0.403754035578205,-0.252853255940504,-0.49623095132173,-0.263274329125864,0.149759658443544,0.166405688631629,-0.232232904044985,-0.330634475231551,-0.121093259803714,-0.413101444230704,0.127644354778683,-0.377540701560741,-0.114701429445806,-0.453940143917443,-0.218074062643238,-0.33551968075458,-0.394867750882376,0.0496734234194715,-0.31454858639055,-0.406210670323411,-0.091729487075697,-0.0514932801741975
healthy,-0.304574501657927,-0.306200898782242,-0.282000619574005,-0.148788430588822,-0.197064173748048,-0.123306560684251,-0.0611450145062926,-0.368833886952358,-0.312388972120042,-0.0664720421688807,-0.114815287816139,-0.256186834135435,0.290132706973278,0.341807676957252,-0.216250217228691,-0.15987336464071,0.12504478135968,-0.183573200157038,0.363665848306773,-0.202336438447338,-0.0824727459377663,-0.21339242775939,-0.258823603352039,-0.221849050616174,-0.201750011616488,0.133730726897625,-0.0456796068530691,-0.0062866703842812,0.0295968087711046,0.072028300785011
healthy,-0.235177093878616,-0.25839982386465,0.0553960270157964,-0.155933117918122,0.347599835753893,0.193237988327886,-0.249619502003717,-0.0244931627065817,0.338573775530689,0.0587357897282915,-0.378621036848336,-0.346729162027759,0.29444984414584,0.387515969657266,-0.243985636229448,-0.0047383224230172,-0.479293589999965,-0.288994737578657,0.171603104737605,-0.316828797094029,-0.380784390593435,-0.307552025915869,-0.152504132771161,-0.105588598291977,-0.231794881529418,-0.0124885541584561,-0.39929851847675,-0.585467762839754,-0.473132200796264,-0.0697461212772508
healthy,-0.102473136128254,-0.0078945671245151,0.0499450190192624,-0.0529631591073236,0.0273598599927982,0.0409613608574791,0.0060506044871507,-0.0569366601998509,0.0281046830640265,-0.0185244693381617,0.0908480101640104,0.106859833530669,0.0677686008787089,-0.0542559225593718,-0.038588837924626,0.119716921365004,-0.275505910995346,0.0672884053799825,0.142129194970115,-0.0257915080720713,-0.10659392639255,-0.236186877307438,0.248044188344899,-0.0132064918622399,-0.182634713410166,0.0519909493166677,-0.0264598706107695,-0.155477598258266,-0.0949558181627283,-0.158020405726103
