group,CD47,CD40,CD52,CD19,CD45RA,CD20,IgM,CD32,CD196,CD185,CD27,CD95,HLA-DR,CD1C,CD35,CD272,CD58,CD21,IgA,CD268,IgD,CD38,CD45,CD22,CD71,CD73,CD305,CD99,CD23,CD82,CD224
healthy,-0.0823335673298237,-0.449622344368349,-0.007481388486386,-0.152040388433796,-0.0161676939974678,-0.220007380748049,-0.0639805992125741,-0.116760466367064,-0.0217550129697336,-0.203470883699123,0.190946148234998,0.191403534456941,-0.329874063112568,0.115857481420067,-0.169194491325705,-0.16809240290832,0.0918559391813231,-0.232704264436793,0.12068486728603,-0.241198310117946,-0.29181098405892,0.0170337169346733,-0.121069385270528,-0.313529109293366,0.0294703998605691,-0.18206226491776,-0.321882740217752,0.184002705826436,-0.172208183402164,0.239706032447443,-0.010456142382054
healthy,-0.34388008616845,-0.353272219866816,0.0084830260866683,-0.309375213726545,-0.186817550001157,-0.133425363922592,0.138386353683562,-0.258536663724417,-0.357909387236584,-0.311539513630954,0.109982876571228,0.216013695484789,-0.552510027408231,-0.0564800144996124,-0.43701086557028,-0.255847644578564,-0.0641156266865148,-0.630586729072779,0.0143429785842231,-0.475348486668069,-0.43230468612465,-0.219919278392048,-0.364645374137656,-0.368081279668207,-0.0166880000175346,-0.399103965717312,-0.59962870854401,0.0879417085020389,-0.263939665909903,0.322837733707222,0.0271672072395808
healthy,0.112472156131472,0.286190990285567,0.0311806633381518,0.185358381036846,0.0663052983459337,0.0098674162846344,-0.0640537095073478,0.063926841520972,0.228014182921139,0.407753697126972,-0.031196754533765,-0.289157449509587,0.0906387412474649,-0.092449248629582,0.253980474590903,0.19678870485726,-0.180160684480501,0.287010075296615,-0.0835624583880644,0.326706990153255,0.210736847160116,0.186325080137232,0.199213583673583,0.235531065222836,-0.0760541144571692,0.302491157012021,0.379589896183432,-0.313748549567284,0.0434500331094777,-0.0480420361172079,-0.176044724511146
healthy,-0.453052374351852,-0.44932742443623,-0.196178647412044,-0.435264545700978,-0.214010706696234,-0.304174607357309,-0.310541000240223,-0.356785058891364,-0.34934933285976,-0.552248550182811,0.277763263039553,0.376230456505249,-0.399926069540995,-0.260775530979991,-0.282591159631008,-0.395483657977753,0.356009207688918,-0.500883054071899,0.151584354698104,-0.438535329558146,-0.601382458389713,-0.437358216539014,-0.366844919786096,-0.376193724992475,0.267707548150457,-0.138057493301916,-0.501358711946368,0.19585743215685,-0.122698479299732,0.154616465120097,0.103115263286033
healthy,-0.237152408438943,-0.0680233943737011,-0.451201040271754,-0.123786466107677,-0.279131751278653,-0.116230479820455,-0.484049988330646,-0.278970445514386,-0.175958024322631,-0.144262216964568,-0.0227590576681471,-0.0140617153254329,-0.0020553360945583,-0.140582711272525,-0.152526186940782,-0.0555017946529225,-0.0017355490222839,-0.0923584742335419,-0.0303008161907715,-0.0029067381261679,-0.152406853401874,-0.187924504945128,-0.351833932779945,0.0080130463311071,-0.081889461281579,0.241593004837792,0.123261748250814,-0.10817779844559,-0.0790941620678677,-0.338372540995536,0.0012090814899196
healthy,-0.577078914829033,-0.649336725198561,-0.46289271296942,-0.620198302515633,-0.42540619185833,-0.577979184229949,-0.0955146148835488,-0.408215792014077,-0.516849811089815,-0.490960611899163,0.416660071746298,0.583661854649941,-0.67812229118671,-0.184391540081034,-0.431957298207039,-0.463901390499368,0.324213561134799,-0.65999059045688,0.338736427140915,-0.685982614928637,-0.655015661122098,-0.254499019214035,-0.542711855765942,-0.609099006153083,0.337535273627143,-0.644185937054541,-0.661424330080967,0.43172097619669,-0.352846581588116,0.0521201300108044,0.323281399271972
healthy,0.0020608083715428,0.365161237843443,0.132815284613953,0.322851442046073,0.428460003627789,0.265660314387071,0.326205768621623,0.129990930527843,0.372425053992392,0.34672783357379,-0.260985948009992,-0.245925936937201,0.375258479956467,0.0166695230730737,0.379839737531129,-0.0003588029386838,-0.0311106322322569,0.331998302190838,0.0117250286643779,0.419320169889679,0.469692067542675,0.112784739117861,0.2693923453655,0.341896889990958,-0.113482030521153,0.306628226232181,0.370748208444638,-0.0818977484577641,0.0042644391267702,0.140392633776478,-0.237711646564967
healthy,-0.169795104193326,-0.370204631375942,0.0657541802355892,-0.0935934536717316,0.0883384082992694,-0.0759734451842109,0.138434053844474,0.0881458191465942,0.0037709805147833,-0.274915205105189,0.153338500197962,0.204249182382905,-0.445258369915904,0.362958915592919,-0.0604351390462082,-0.218094061452451,-0.038504503309724,-0.127095096068881,0.265111885618986,-0.186960410506028,-0.178336801704128,-0.156659080939092,-0.04225570272537,-0.417463844261713,-0.152503897900849,-0.377806874921782,-0.295900684100561,0.0532294417605431,-0.350677181717747,0.38293017225952,0.150542664180549
healthy,-0.139114672949039,-0.122018004385396,-0.0767246137721023,-0.0208293278921353,-0.032402210383344,-0.122507676886272,0.183058613040002,0.117511892284125,0.181332377975286,0.157926345480443,0.154588639222589,0.202865616515615,0.032830146552633,0.0495252267961489,-0.07327034176116,0.176446059366862,0.0702575228398588,-0.0647216976382792,-0.112464528790954,-0.0170120659768801,0.080318500110032,0.0191911334852552,0.0570736608388789,-0.285755052649746,-0.0808645976375295,-0.149566523358112,0.0912019147947384,0.204831059780417,0.0713805269845576,0.0763878658405674,0.0380161359282823
healthy,0.481760909243425,0.34321945291164,0.0348252102229854,0.362420673745995,0.205301487440842,0.313022672517009,-0.165035155716024,0.331527342686591,0.383767471951577,0.460039146552555,-0.265555602721358,-0.244109659769146,0.541730372019582,-0.0989302872832351,0.304876880203947,0.625906601590731,-0.105329674664478,0.521877663875939,-0.221839585211921,0.53654674647893,0.644953499640197,0.323692462111491,0.355108778827917,0.394069594855374,-0.0712200840331884,0.547803514523005,0.750557848135334,-0.121128172646711,0.603099716730281,-0.56869176855868,-0.137387515479128
