group,CD47,CD40,CD52,CD19,HLA-ABC,CD45RA,CD123,CD20,IgM,CD5,CD32,CD196,CD185,CD27,CD95,HLA-DR,CD1C,CD1d,CD35,CD272,CD24,CD21,IgA,CD268,CD41,CD98,IgD,CD38,CD45,CD22,CD73,CD305,IgKappaLight,CD23,CD82
healthy,0.12570948483452,0.0594935098196924,0.215856035508852,0.125662342445096,0.361459004839325,0.190899555156914,-0.09569162962627,0.221365397574887,0.082145100755972,-0.26617747041643,0.114537517716741,0.201560049114219,0.0154132589602721,-0.141254518800124,-0.31762825746309,0.0623266570475133,0.186336994247488,-0.0518439914917876,0.230763966458529,0.0563782694253878,0.223477249980495,0.196881965378061,0.0301591734687326,0.243502597206227,0.144978992338478,-0.214082517729711,0.0362833422805665,-0.0294395659016223,0.12659946753369,0.058275150012392,0.0761709913463942,0.0141862470089545,0.0599524586787485,-0.125415109819845,0.278554280188234
healthy,-0.219843563752136,0.017790818971229,0.254153658170756,0.0401403395151807,0.382649952128113,0.112000754088739,-0.402592520645512,0.162117245085476,-0.0138520749396403,-0.191571469306593,-0.0999338161298074,-0.0781161161975686,-0.0669515757010867,0.259767987324944,-0.0299059271591869,-0.264038720381314,0.0291370363012234,0.0967740991963024,-0.0069548209279266,-0.0888151674785984,0.179749783782446,-0.140655357821175,0.0061098594618789,-0.0471504406905522,-0.16196006909873,-0.120211541254057,-0.361126644270393,-0.30983427109399,-0.0954653048358952,-0.134491522478703,0.0408683086594347,-0.299841600859232,0.0992240652384072,-0.268652365251272,0.600960441839818
healthy,0.0117320708963573,0.156223728762164,-0.111876716219012,0.0148444234955563,-0.464040101875336,-0.0035258219165338,0.190590608191868,-0.0821101137940579,0.163565819990165,-0.0682667747163937,-0.132195064469514,-0.094771368275854,0.0168526549054078,-0.235298394792108,-0.127522824314013,-0.102385278995776,-0.0010741964032168,-0.0019642905401157,0.325847519239127,0.0330105012156489,0.0129338075347531,0.266171121335174,0.029620469199988,0.142258869282716,-0.182737819856049,-0.164997388990637,0.0129292143300683,0.0935994696434457,-0.0030824047099077,-0.0217687173168786,0.269581848724293,0.0524513257267093,0.0897288373249747,0.0548031537851047,0.125909309193464
healthy,-0.261765456190869,-0.209201247072711,-0.175478285155705,-0.201830174885203,0.136690198347004,-0.123609193268476,-0.515535447056491,-0.228354800559719,-0.181538430442972,-0.0204268919244196,-0.143449053120378,-0.291038964445652,-0.363579712572036,0.442857931389204,0.351512911982066,-0.261142143663933,0.011180590432404,-0.147857839638838,-0.0043815766775918,-0.301888180584087,0.0121151002395769,-0.234287798411932,0.109494652477741,-0.278241712025659,0.136750440058295,-0.0677484991132913,-0.358468329183503,-0.330948996124677,-0.230948684459121,-0.203445185212386,-0.135040699313235,-0.300599695159403,0.196711761041699,-0.341631178555121,0.124668761338669
healthy,-0.0941385102981578,-0.197796800957789,-0.201895168628575,-0.406620386464296,0.134340417557829,-0.263542449998629,-0.324077234821695,-0.383017960002893,-0.137151129057323,-0.463216235543085,-0.227538180780377,-0.24932694540011,-0.344086999298689,0.164539203372334,0.0207949541783485,-0.359239397990001,0.0113262129213541,-0.0344870962731462,-0.345399155781961,-0.406404791589267,0.0765009487035727,-0.387735643571194,0.0892635416586371,-0.412447807165629,-0.0101367245726281,-0.0023882762701449,-0.514283151947327,-0.377129168240654,-0.257307816336769,-0.387972061680422,-0.355143806041822,-0.529373635159142,-0.112336167807281,-0.186349700304347,0.0934327969642388
healthy,-0.157966077025526,-0.231828278957075,-0.221475020671047,-0.308833686396485,0.0279512768536653,-0.311793571504363,-0.158571439282046,-0.278929754446301,-0.310119725923678,-0.175690605318624,-0.262091599081539,-0.48534006123869,-0.320165688232011,0.18340773007046,0.463327657127442,-0.244243989041909,-0.392365737281576,-0.0547281369036056,-0.264635873349295,-0.395174820597605,-0.356361470102907,-0.355705647311668,0.351516615213709,-0.365638866566302,0.134592720443479,-0.014477866368589,-0.476275825301491,0.057153766280183,-0.35335291022922,-0.224416726647801,-0.165531859144077,-0.46839059490939,-0.102392394055395,-0.197232620056626,0.0422240808553185
healthy,0.0012263261084181,0.045056754046274,0.110685752481229,0.0757373480863414,0.0675820228248963,0.110429892980229,0.041399820846518,0.0539200214769428,0.251520046122283,0.0619586155586274,0.0091819336114638,0.146421727823243,0.0938053593202982,0.174409502346513,0.0616303937072883,0.193807364411391,0.198907957750326,0.0604096638051118,0.116161858996549,0.0225754437816538,0.116540663100685,0.0608128453218053,-0.0367994866393427,0.123524508910362,-0.0803036222982612,-0.0732625860551374,0.205386732317352,0.0420634400947916,0.185220388173408,0.141965827192411,0.0630334729055846,0.209682874268876,0.118069854704719,0.0923361185571108,0.0967561961754144
healthy,-0.18749090937403,-0.370023290930025,-0.163669540381869,-0.348483932632661,0.0017114004583387,-0.233401839076986,-0.116659238712303,-0.22874013851658,0.207542739089026,0.0987581149410659,-0.349923639320853,-0.505211107010423,-0.399442576628078,0.132493019538003,0.202172557529883,-0.260519535470612,0.0620885112928797,-0.39245123297789,-0.214290301742765,-0.563148813869322,0.029963188236528,-0.333923319451756,-0.0352255144317819,-0.476282854690137,0.206035949943803,0.0371918390496019,-0.214413245170404,0.0058669560127474,-0.291713575470914,-0.361087183712251,-0.444791879551875,-0.507933102530364,-0.0533952928460679,-0.317794164334857,-0.198857435668239
healthy,-0.225181962723657,-0.156466972839125,-0.0874912397124765,-0.270247892879514,0.513102523284859,0.0124473607501907,-0.194568740266909,-0.261321905154775,-0.0779946253066257,-0.507639043202747,-0.1780896681324,-0.418600195425285,-0.28955982186052,0.276692527260912,0.269822969606727,-0.251564447807292,-0.0148442396972731,0.0131407316728964,0.158901254973987,-0.595514764449907,0.0325522966376517,-0.189336781706807,0.253539201941849,-0.270264235900294,0.0770320085718898,0.0791351769313669,-0.526744649452714,-0.482716484449239,-0.205058949757813,-0.200320699639024,-0.0839048837453313,-0.616131117562182,-0.248831676332812,-0.451295942617399,0.147553831672151
healthy,-0.556836480304293,-0.463619033079168,-0.277208729228711,-0.454999735704047,0.193362826165326,-0.372501600739574,-0.0370281343845642,-0.483332577067833,0.017844609831583,-0.268730401610861,-0.493447948114417,-0.416542912979242,-0.656167445343694,0.308078353483805,0.344957687859386,-0.567200544949083,-0.0897725871027621,-0.221809379469143,-0.426235502776036,-0.659525576022888,-0.142656018853057,-0.590434348268636,0.286215665900562,-0.60932986363557,-0.109828052413541,0.0082616706353056,-0.652758231193908,-0.46345853873676,-0.48333829348815,-0.407445710303561,-0.496481139654075,-0.724607172285551,-0.0407787941824383,-0.502945547631886,0.37873053582051
