group,CD47,CD40,CD52,CD19,CD10,CD45RA,CD49f,CD20,IgM,CD32,CD196,CD185,CD95,HLA-DR,CD1C,CD35,CD272,CD24,CD21,CD79b,CD268,CD41,CD49b,IgD,CD38,CD45,CD22,CD36,CD73,CD305,CD99,CD23,CD82
healthy,0.428502634041598,0.479434941212083,0.274936109567081,0.42008580260691,-0.0701653611791954,0.236894481019686,0.0033396973274387,0.369586718504214,0.0149919519326503,0.293976009778238,0.220691023894182,0.328779965102076,-0.287837865350481,0.448542576806683,-0.0405649830211638,0.394592274775853,0.34450668848831,-0.123302149297494,0.51526335662449,0.0056098746817286,0.491441842098052,0.26220809629648,0.154867785313788,0.431981050618379,0.0225194775656778,0.246829388047525,0.319179518267651,0.176109658940148,0.520764131534436,0.462067233165813,-0.239600800402142,0.284591928085982,-0.130486495221562
healthy,-0.157383533645948,0.0486758629377593,-0.151477582539435,-0.104062839199977,-0.0577806218763556,-0.196021535054208,0.0166531656331709,0.0580342004918346,-0.435686519508983,-0.390342316207326,0.0241563989882449,-0.120234256438196,0.159490370420961,-0.0813499280483246,-0.278414826891974,-0.105473913605876,-0.0701840972116584,-0.341973121292685,-0.196920832244345,-0.0678085057937602,-0.0993753570046112,-0.0512249626581315,-0.0399347662508806,-0.240396372244539,-0.030202572533507,-0.269790999160014,0.178547539962552,0.004712491883454,0.0203707259180552,-0.190684867469525,0.153674909754095,-0.0835024956884674,0.0800159469441953
healthy,-0.132024573598352,-0.0385408483394111,-0.11133714034424,0.0735367994095721,0.0659042223125333,-0.153418217676865,0.123016687893823,0.0535637591088907,-0.321997515402401,0.0076222253921197,-0.0351962151893205,0.0256248803360203,0.141398469281282,0.171881492690974,-0.192863826346048,-0.16012122714774,0.0700041699987969,-0.0696099689748244,-0.0318445265223271,-0.0748494841380207,-0.0852374831601967,0.139293511905258,0.116940715673982,0.0879840823844481,-0.0167398123202414,-0.191654869910605,0.142239758547991,0.0641535660670472,-0.0817265055763885,0.117673598206858,0.0833464311343998,0.121705011815421,-0.36345987464992
healthy,0.346415282028373,0.0822074449854498,0.0174458053015928,0.16544353811906,0.15631715262901,-0.11046938109977,0.202340431992499,0.0801094171019997,0.0639872272028143,0.11767866032136,0.0739257493039184,0.208096408293223,-0.188925196942625,0.144078990607477,-0.0068121681426025,-0.0626777397175879,0.149138323268761,0.113519299896087,0.196323866447141,0.0330997033043634,0.152310808746918,0.177913648414459,0.196653202442579,0.263817350772105,0.149159667078399,0.0450232879075384,0.13425571222183,0.184972331821797,-0.0548039796363718,0.364538663946538,-0.157136118377847,0.132133878496272,-0.307549449993287
healthy,0.151557301402646,-0.0209291080853251,0.341322430015732,0.0412875544616071,0.117730842562714,0.269566813143948,0.0298333407888306,0.0113405758270376,0.458832043345533,0.25194293322417,-0.0317122414925101,0.0134618413722976,0.018313456804739,-0.17607392508032,0.229809770069131,0.137341987107778,-0.195665006140301,0.439953242324509,-0.0141515794414342,0.295069614472556,-0.103248152152099,0.172846750774711,0.153525671469202,-0.0572789198484621,0.053168894156976,0.237294680263606,-0.159116435431421,0.143494888297709,-0.331945453575732,-0.273090300546121,0.0981394854453134,-0.0665724531361119,0.356100209486886
healthy,-0.505954242025086,-0.641402626795094,-0.468412321602168,-0.687578512128531,-0.222056776686329,-0.480733228380117,0.0043147772101719,-0.633631792411521,-0.274569958914842,-0.510018559003288,-0.578833657551273,-0.615035409430071,0.618566187264646,-0.685677997135321,-0.246628091140833,-0.483436356378517,-0.423092107191102,-0.0385312173386693,-0.704659502365644,0.0239953192066375,-0.713912170388047,-0.180788466704831,-0.0574277172761921,-0.7954808126805,-0.242042886005115,-0.629125228006075,-0.636988377765868,-0.132295829064381,-0.665949481368799,-0.774851435332209,0.502014586119507,-0.342750933324915,0.13201062302723
healthy,0.0989079172827997,-0.0967562003634709,0.181634483615605,0.11079629965536,-0.165922882347889,0.140758207872302,0.245369847108101,0.0739346052412093,0.0843883955383168,0.176894612733539,-0.0224682316654249,-0.0371739798096196,-0.0397316371231707,-0.0266062035189552,-0.0383492243298066,0.142302721453204,0.108770109127904,-0.0438531843331927,-0.0121132309568399,-0.0167662971437265,-0.0104153912709922,0.234729952918887,0.230896351860474,-0.166138007223412,-0.316319057979755,-0.0194231815708326,-0.129548853428567,0.182982926022961,0.0973265212659117,-0.11125385732885,0.148425432265461,-0.175608802406762,0.211225071655215
healthy,-0.186672988404426,-0.312304138165126,-0.0207368397192272,-0.180685158180266,0.192859596001492,-0.0275672653363456,-0.564979653223839,-0.012083593457071,0.0285052656182114,-0.10377496597539,-0.191233933591888,-0.256292943885971,0.333994475402968,-0.200341521280856,0.308173377760876,-0.145770446964927,-0.0636032814390786,0.321744583944898,-0.223398206628513,0.138901395937625,-0.233449283191971,-0.598456606455957,-0.550132375873554,-0.132955796576721,0.203602299306895,-0.147598395152211,-0.287248190696659,-0.553570561524696,-0.321309660852212,-0.127421320088862,0.115617153605541,-0.169993269048462,0.24970812822287
healthy,0.36918100786291,0.327837334137034,0.189405168724688,0.317987583649117,0.526089072325404,0.0434727330236481,-0.175159502101347,0.408400269476079,0.200728198179507,0.0653191845645284,0.342838122537829,0.353250786626687,-0.30762358588796,0.446904905140816,0.208156578861827,-0.0246002040456781,0.460997618929988,0.0009521951955958,0.279517975181907,0.0316407396467612,0.372187783936768,-0.127620023084358,-0.175616152628073,0.665434606251472,0.715233884876517,0.286720334410409,0.456772631427472,-0.0988203225643991,0.165438691724824,0.576106161828059,-0.190621721905039,0.47437750464466,-0.396223772614604
healthy,-0.38620092931186,-0.239055895632774,0.0444512045667344,-0.223076347686223,-0.142838155973719,-0.0754818672694792,-0.123252154644538,-0.22337980200452,0.24578074487836,-0.172039857858608,-0.135782134352482,-0.262813882399373,0.0876962126079616,-0.454228589267008,0.298585684533847,-0.114095042249663,-0.538656116818764,0.223211477147565,-0.312367266634811,0.194000121997273,-0.412310468334798,-0.0846242198251239,-0.0631705858311547,-0.476630771066915,-0.312838550984159,-0.2260263316036,-0.321190685881668,-0.0175336398862665,-0.355684071795719,-0.635810928966512,0.0098445411784364,-0.530097019945898,0.56645793810297
