group,CD47,CD40,CD52,CD19,HLA-ABC,CD45RA,CD20,IgM,CD32,CD196,CD185,CD27,CD95,HLA-DR,CD1C,CD35,CD272,CD39,CD24,CD21,CD11a,CD268,CD54,CD62,CD41,CD98,IgD,CD38,CD45,CD22,CD71,CD73,CD305,CD319,CD23,CD82
healthy,-0.245114587006431,-0.105597845538491,-0.0919280822610754,-0.313325051514669,0.233084384199477,-0.0682319957893621,-0.219875985145452,0.0541828697565893,-0.208813198753098,-0.337782845528609,-0.250484099977071,0.0782083512586333,0.12567695734128,-0.435352728151328,0.121210443582768,-0.132004954684774,-0.368699015337168,-0.148432141200877,0.195272646056023,-0.262031304981982,-0.0166126570139746,-0.305450033105061,0.142502521174941,-0.0353335533989964,-0.101670042970346,-0.085585601234731,-0.362585700039607,-0.388886349544547,-0.162140218160527,-0.172217443351646,-0.148086391421341,-0.347041741730827,-0.430003347289615,-0.133381073239595,-0.294405013661876,0.475409050586487
healthy,0.177360682011963,0.208908062544814,0.360835203898783,0.192691309362487,0.246955374391214,0.320718397122772,0.284461052645588,0.427166069183351,0.376575322123106,0.0624527121616906,0.0809121527873664,-0.0056231310896091,-0.247600677390986,0.0166357504725846,0.248357574369987,0.0875132016165206,0.0685430894701957,0.122273542019005,0.365968649000545,0.254474717461105,-0.10349492605027,0.161081635705713,0.220134605546535,0.0508278201192363,0.262966961888041,-0.0707339307429921,0.232717684395192,0.0958559777691922,0.250613385128218,0.0499972165425172,-0.178777547589002,-0.0818340967725818,0.0685001597350247,-0.114911975080864,-0.102268378482371,0.230162581268846
healthy,-0.162911995574827,-0.16452872806795,-0.14308838966491,-0.130926760895317,-0.144818637598418,-0.0608847735349388,-0.121714672901289,0.111878780637738,-0.0812086405894356,-0.178825619234527,-0.382744799491337,-0.0571933621284449,0.0445160135959362,-0.172979241994803,-0.136406667505462,-0.157875478935676,-0.274384232106771,-0.1641062815491,0.119029137566465,-0.0907920973337903,-0.12645324468341,-0.207342883419079,0.141335609151939,0.0481788882110254,0.0450193281786139,0.153969726239333,-0.111966996098392,-0.132152470832809,-0.205204736490023,-0.326872743713377,-0.157743615079279,-0.214369535924326,-0.118116494267303,-0.032110090669419,-0.205867589718395,-0.117148224060718
healthy,0.325712878970288,0.336186834494327,0.32903882960809,0.288278830593821,-0.143357051208053,0.0554408728988686,0.432338831584541,0.25956988106858,0.21975149626443,0.40620737790242,0.331632445409177,-0.386142470586249,-0.191719588923127,0.54865446541905,0.135322220618932,0.0775557143678586,0.22603107609343,0.320527053651923,-0.262239062416437,0.326253567129478,-0.062605128715975,0.359942695953695,-0.205089298629823,-0.106810371901169,-0.119343677256893,0.0513054708436081,0.57077623765611,0.482349433462751,0.288926127635805,0.293830939202235,0.0363659758015999,0.0896054484118787,0.405953715212808,0.0025886257103083,0.354516685275043,-0.287792192159638
healthy,-0.0075700939359457,-0.0147679217206288,0.0408446464163717,-0.0691258905685646,0.138009311782082,0.0316074609390433,-0.0154881950058248,0.155979407020697,-0.0943511323942735,0.0615544300504224,-0.038130827536043,0.0660192528767725,0.0389280453218465,-0.0212714519724092,0.0069453658959316,0.0005118448907213,-0.0926959799113837,-0.0046385484126546,0.300959707245804,-0.106995164057543,0.351974054676042,-0.0320225949464678,0.05135629620723,-0.0128452432163508,-0.183423714394121,-0.0595867856401481,-0.074457492781056,0.0887509277520709,0.0286139644497677,0.14195268556171,-0.211904761659034,-0.167958012434625,0.0536615127893244,0.0196804287943114,0.0269764648512361,0.191579945322941
healthy,-0.078312379139369,-0.103985161069233,0.147317809747934,-0.130106475193644,0.462072443554181,0.178122394395362,0.0107010421673799,0.32133025809398,0.0721477628086504,-0.0457264443383739,-0.205629554018001,0.216071633574762,-0.0961020646880687,-0.158801933889891,0.487616140745264,0.178784907893903,-0.338642551752778,-0.040060439797408,0.541713276596586,-0.0727689302527822,0.0781034571701746,-0.164079183753448,0.175285969085994,-0.0464588569576982,-0.0232855565613672,-0.137111797177073,-0.287842087881572,-0.354794292826049,0.0158322536683926,-0.0535732539660621,-0.108293023281454,-0.3099752030052,-0.364254790466825,-0.298112148335818,-0.29675593488423,0.554928986237117
healthy,-0.0928270813132471,-0.385083872800173,-0.115015522415722,-0.279390531471068,0.12282555471726,-0.446374025031743,-0.204651567755991,-0.462467271827625,-0.174442227462362,-0.503415324298012,-0.261026226675174,0.152779578474413,0.274516555750902,-0.329337928532559,-0.236196888557544,-0.382992386129399,-0.0554778553924304,0.0042649656224353,-0.0801969237169391,-0.404837311220916,-0.311670573604105,-0.431718149572234,-0.0464437660992964,-0.0152047523498097,0.0153724713358496,0.0170617275544354,-0.454191388191632,-0.283783688553376,-0.307672773444585,-0.405288426613448,0.0444719069173396,-0.352476046340092,-0.474823929302324,0.147564711401774,-0.0779151068058777,-0.116826910185957
healthy,0.211333400086118,0.362898122575882,0.194251562157629,0.267652192309727,0.10213433927364,0.208565988409433,0.27832310626,0.253285735846235,0.228762805879638,0.401108961028054,0.484625968505483,-0.348760474430942,-0.375829316311749,0.36736205033661,-0.0486701012260504,0.361281011876532,0.313622865229144,0.304735064753785,-0.250451419186855,0.390599764652635,0.258999176102434,0.430708232314218,-0.0258207559876353,-0.143083811719058,-0.0768170021844463,-0.147972945677192,0.402198279134249,0.16894940750257,0.307656272431224,0.459181515203085,-0.0654725152776054,0.497439337137003,0.328271555117158,-0.182641010685789,-0.0144164087985136,-0.241553151423025
healthy,-0.118730559675211,-0.137361734325899,-0.0254435961522957,-0.323355391685634,0.315690154705504,0.0670898479896303,-0.201613909796938,0.0191987866777033,-0.249638735045491,-0.376482566212554,-0.260691198100573,0.160625594738167,0.0987388119844556,-0.291368713524644,0.28845742809396,0.0724950926736245,-0.657447231937416,-0.0397255023813468,0.190320599127565,-0.158689254623337,0.230094136692012,-0.242575439489874,0.246774196758418,-0.036594776316551,0.0329523491240754,-0.131823820648148,-0.475605634750501,-0.406902344883763,-0.131593473043122,-0.253027858393987,-0.0423173309973585,-0.127225373938155,-0.622510783349402,-0.0242151779313297,-0.232632895074634,0.0283470107609142
healthy,-0.181376598752173,-0.111477169171858,-0.0916270745997583,-0.218972875233363,0.224920755680356,-0.0896561353678297,-0.263996868326946,0.0624464337424986,-0.283648444193255,-0.178913737777782,-0.318126775918207,0.160351775703564,0.197516262184492,-0.309036037033534,-0.220421223560514,-0.0496817084975915,-0.33275564290034,0.0687228538453535,0.0770001693683597,-0.222752323271488,0.0805624959973774,-0.270685168476119,0.201494928677959,-0.105326069172319,-0.0545923499884107,0.0552759234877802,-0.426855216508619,-0.0576743763769236,-0.219066433795823,-0.14704068424504,0.317655874419504,-0.270657125758825,-0.427337637310668,-0.0094848893253469,-0.256051435375992,0.280348657978981
