group,CD47,CD40,CD52,CD19,CD45RA,CD20,IgM,CD5,CD32,CD196,CD185,CD95,HLA-DR,CD1C,CD35,CD272,CD24,CD21,CD268,CD41,CD81,CD98,IgD,CD28,CD38,CD45,CD22,CD71,CD73,CD305,CD319,CD82
healthy,0.285638484361335,0.245789910520705,0.139904875741523,0.30189440757021,0.0462203294798169,0.124123996853087,-0.30896457461201,0.0303256859114476,0.17865528718399,0.267819853274087,0.303595191789121,-0.0228078381193936,0.395769414076019,-0.286991057711609,0.277421432738736,0.177397508205526,-0.359287301808797,0.383136828404447,0.375605090181241,0.352721966606419,-0.047110958157856,-0.0113355146349455,0.18046120930518,0.0312140637295492,0.0340895571758495,0.315587609613746,0.354213686974396,0.105449656623144,0.581875838298968,0.388587856445931,-0.09469901414283,-0.284175838926911
healthy,0.0131149674419121,-0.0334278965290714,-0.381552440155342,-0.109583554911034,-0.33909705606359,-0.286100086083805,-0.496209587082366,0.138577337196136,-0.427334296681945,-0.142542431480872,-0.138316598274119,0.289568435599619,0.180618314576598,-0.445148456124619,-0.0745188098027734,-0.065986055375834,-0.550401098329362,-0.16604512744876,-0.0411646606753967,0.130138731806759,-0.0044690431551044,0.0698903243380002,-0.19140566915331,0.0487066456383254,0.201176671169769,-0.22284655327663,0.186223767345948,0.351468958165835,0.273245305292345,0.0006177137241263,0.215348543811028,-0.296766730809337
healthy,-0.123721853409536,-0.002505939218459,0.12498313825767,-0.120172538901879,-0.0295679085084874,-0.0639025290312574,-0.0725675112711033,0.3027744868633,-0.112004539844579,0.123153366504313,0.0945185967670402,0.219796871750781,-0.109666395847159,-0.054305510893536,0.0341639099553517,0.177938675529036,0.201096560991832,0.16687598653676,0.0062314811514685,0.0714186537089302,0.0371445053085107,0.134885445798361,-0.0453145596218901,0.140405455715053,0.1365300890492,0.0305496076455298,0.105944713202157,0.234764335136599,0.012683697986168,-0.0104057263885413,0.0860672035246262,-0.0687620024561521
healthy,0.341279114412534,0.156285656847651,0.105543918447144,0.0913460985567248,-0.0836837474915448,0.219041203924062,0.124539044438501,0.205645635795814,-0.0691016506132536,-0.106069400059878,-0.0350561407580866,0.0182188957337454,0.327952290212813,0.18527482465252,0.0416586575979365,-0.0286523857775818,-0.0922041351430202,0.146632976443373,0.0974513827399816,0.232840598821825,0.212497729485398,0.0752914960044215,0.102812085810256,0.247917769405603,0.276779080002533,0.0744506600294077,0.069845180551319,-0.0814050990342119,-0.161005128460019,0.0447401672129217,-0.0584037039900776,-0.342652086392829
healthy,0.261162992751456,0.23977000784019,0.157239839428603,0.269155112823976,0.249739992141418,0.345960669175328,0.413373331609164,0.228009147782584,0.20192896956318,0.231954734499695,0.24733086364307,-0.123892956143921,0.343861877589992,0.129817270506813,0.248233003157841,0.187276006526619,0.184403281152952,0.292699886625971,0.182495317125992,0.294443341552308,0.2446835612587,0.0407934658045116,0.511564742139583,0.0270726852856072,0.288081579107634,0.165692135624465,0.150071055634289,0.114982988029848,-0.065628495567837,0.235514683860571,0.12189316448007,-0.0926511847704601
healthy,0.569179393704909,0.673973944532098,0.50089144634498,0.618105418321892,0.441479459071475,0.606587572288868,0.162875673747092,0.0965209558311877,0.459382552451135,0.529928463890874,0.576697991927581,-0.494161723159282,0.637689993556791,0.250457763384404,0.473171138754751,0.326268505373824,0.0685522646734713,0.624837464031793,0.676981082404659,0.332154833278261,0.318929667653919,-0.230290195258669,0.577034078605941,-0.0995950305050341,0.0982782495619708,0.560613821412943,0.666778871755212,-0.40690482324132,0.690822604825523,0.59452977200489,-0.411706780652719,0.0433845983469
healthy,-0.33158696952825,-0.216148707894841,-0.0968221447688996,-0.0619590059858516,-0.169134772356249,-0.202108478537439,-0.46787795611462,-0.0151081072681102,-0.117529475784509,-0.264694514069923,-0.16626469390994,0.154057856158466,-0.167440594957373,-0.200337217883339,-0.227756186824835,0.18232289022337,0.0564176474576583,-0.211555275006925,-0.173479206855873,-0.471071026958217,-0.0331004086006069,0.0178372606250916,-0.352590388442473,0.0425601229517118,-0.215157644490819,-0.167103210593143,-0.277489056188147,0.218835367537863,-0.0401132027230255,-0.253535554308078,0.140995819659128,0.0477748799070625
healthy,-0.166121071200535,-0.393493655935388,-0.251516822945394,-0.283859341589283,-0.153061224489796,-0.39446311878377,-0.33192468726467,-0.0465727537561748,-0.150902302720812,-0.253533634760857,-0.46228228674958,0.366878347117687,-0.328340221686601,0.161996667644467,-0.311760239068025,-0.0645981170285091,0.0659182181267843,-0.314058984771965,-0.220292767883467,0.0686169957979103,-0.49943887748558,0.0498184907847029,-0.412440480491422,-0.122661237521497,-0.397052872145281,-0.272525670764418,-0.384284656958042,0.103914259679831,-0.376368191922426,-0.155769931761577,0.0635932142729691,0.302190576862919
healthy,-0.249904638977872,-0.12517481866984,-0.161152078591408,-0.281671928007492,0.0471567052636149,-0.342595729472912,-0.141162411922961,-0.272372588308331,-0.107660057430274,-0.206773660706072,-0.306705658600504,0.0096675980552289,-0.402855388584648,-0.0288357866988245,0.12712844637043,-0.466874807668401,0.187842709829697,-0.211357229933026,-0.282680625286263,0.22627178355618,-0.265352021278267,-0.108464594551467,-0.620516677815603,-0.176672446625636,-0.503603419663407,-0.231051420562023,-0.32504505424489,-0.11473643157809,0.0658847079249612,-0.494042435624451,-0.207260679007284,0.275520069534424
healthy,-0.240271444657966,-0.223317834371131,0.0730469266978569,-0.213977178773034,0.0053377908008986,-0.163183172572768,0.160820446420053,-0.0760985295512361,-0.164935177622075,-0.17371698488917,-0.255508470245242,0.194441820201971,-0.403613577044532,0.104631291923879,-0.0846918345187503,-0.324599802449861,0.283870375548881,-0.290032550067085,-0.310255286073221,-0.161834081083679,0.075636206925638,-0.0023180930630238,-0.590972887672562,-0.131677877216759,-0.0139149465179673,-0.140875895521549,-0.32989061140148,0.149183447715126,-0.485837272530555,-0.446350027037135,0.0520390238439724,0.496780771493914
