group,CD40,CD52,CD19,CD45RA,CD20,IgM,CD5,CD32,CD196,CD185,CD27,CD95,HLA-DR,CD35,CD272,CD58,CD24,CD21,IgA,CD268,CD54,IgD,CD38,CD45,CD22,CD71,CD73,CD305,CD99,CD23,CD82
healthy,0.0686640689948044,0.223857871832418,0.163739313029715,0.276700051715641,0.118946065950754,0.140328031057091,-0.155746732582249,0.135418916266574,0.0991381750589646,0.0712555834331674,-0.0801163641411809,-0.412174308073379,0.0436260243237755,0.27936018272886,0.0980926335134301,-0.177572744495477,0.196785715428417,0.320453215799549,-0.0589537827056559,0.260147206023695,-0.039671835830576,0.189279496341093,-0.0630350358989063,0.115666756887952,-0.0425568880535787,-0.210582040920635,0.203381305750741,0.0925547250472386,-0.240416621641179,-0.0267739522742925,0.172312546572654
healthy,-0.0376438896902564,0.267839309077925,-0.0290770411085383,0.113195905221769,0.128495139426285,0.141295287438648,-0.241059594238364,-0.0850156643157361,-0.109487292165884,-0.0262217548557243,0.23014411621345,-0.0517097819149484,-0.339775905281565,2.79153123863153e-05,-0.197373043353268,-0.0463560527838933,0.307321280561517,-0.139346847595878,-0.0230043588838017,-0.104645623952536,0.191652961985784,-0.316832491287461,-0.3288324504964,-0.0781532370140625,-0.180801522852948,-0.0688665688862209,-0.0340942496749883,-0.383037002132809,0.0319326781258569,-0.364404411387452,0.508253685230288
healthy,-0.204057046880062,-0.0256593136540564,-0.0978733432978374,0.063489602391481,0.0780493401847779,0.13031503798422,-0.058497460028223,0.0934854470692574,-0.132935657388842,-0.334767644345445,0.0333263385183427,0.101632040554229,-0.0530702869653124,-0.266543016384908,-0.218403612610267,0.09972043097804,0.0930333999432749,-0.234224260663929,0.275561781382036,-0.240618279535443,0.277478467812483,-0.0216463087145337,-0.321523574291712,-0.0319853756341488,-0.212410392624055,-0.126925509968225,-0.41587990768481,-0.344159765369162,0.0714087005571681,-0.330299044167285,-0.0619627746013461
healthy,-0.349870824527379,-0.306817155014498,-0.430148599029054,-0.124417493791982,-0.370874679647132,-0.0056521270554058,-0.125455814150164,-0.324305098057717,-0.549383225153263,-0.387849729486456,0.183903579042984,0.0420535743848279,-0.448235526071507,-0.0847022680039758,-0.456858229695331,0.247031619998719,0.190726386879642,-0.283515393071486,0.264367507533594,-0.387493982912737,0.171590491868844,-0.529528978449073,-0.407009131260294,-0.314479574821131,-0.366323600656784,0.0355662089356873,-0.28248358872027,-0.549052161259359,-0.0211872102007214,-0.137945858693372,0.0050637095505482
healthy,-0.132364690331536,-0.120433694858698,-0.302060767330363,-0.307692123567677,-0.440845661171899,-0.480285098860922,-0.466094377496042,-0.148235801262137,-0.0799810668289735,-0.240044061541827,0.20449073848214,0.173619428635505,-0.370390553757683,-0.283301160216789,-0.205047550706556,-0.0348382457226552,-0.125111310371392,-0.312428639709083,0.0393868074747123,-0.28374799185883,0.0132742849842903,-0.579193390966027,-0.428404024586384,-0.236102016101339,-0.177131619211196,0.0604256462516781,-0.0548883468008491,-0.324426233159336,-0.0287189762773179,-0.141748708596344,0.0876621363368786
healthy,-0.0028781689911436,0.238356007224319,0.0079172673375639,0.272537484493167,0.0857277660250551,0.395632451782304,-0.234412069735134,0.231317144567315,0.0523946389546612,-0.0764711169087562,0.149842206499999,-0.190338862747874,-0.0503103401921838,0.357924428182576,-0.239889052793828,-0.140560123597358,0.56921153702512,0.0833045539078927,-0.0536290810588545,0.0082666662324248,0.202164917071168,-0.172695845740492,-0.436031183717871,0.11509267349803,0.0500285504215897,-0.238476008540917,-0.120258118273387,-0.278264047160322,-0.161696864229681,-0.230332448975155,0.565317376146607
healthy,-0.110580328653122,0.075826297683958,-0.0843061853800109,0.0044476691456557,0.0488846322681696,-0.141120151461013,-0.0093697220097238,0.0324904770542354,0.0383959902438133,-0.113846681735822,0.0282940158596817,0.0593151751185701,-0.304853981498277,0.120401064850495,0.0442092575161019,-0.128840687448653,0.26009141017146,-0.0465229331507983,0.106198074247057,-0.0319463376984874,-0.0336800940817165,-0.202921625453209,-0.112267369483499,0.08,-0.242691766660531,0.0203650636838378,-0.16417275945913,-0.228223369330138,-0.0004062237662238,-0.205013411540506,0.351756628406629
healthy,0.131016583211829,0.177167942334283,0.235955692902855,0.126011530121119,0.24636590224144,0.522617444376937,0.233453105207594,0.219869643773043,0.0537568125466675,0.30243552683371,-0.191318218540986,-0.260898871859992,-0.0016056033668558,0.178815778041828,0.0153840165103175,0.085009656133718,0.312932935043301,0.198537564871121,-0.222127092474716,0.0126691670027475,-0.173377789982296,0.255102271012373,0.212103707826012,0.14982357252416,0.0745454958652608,-0.220766435136307,0.0487313586698848,0.061112635858263,-0.264705718233284,-0.0963623114426964,0.0028527204290503
healthy,-0.362376231484918,-0.109105117248308,-0.357289489515564,0.114472925284826,-0.339142778067736,0.0821027949401298,-0.425084620664204,-0.125602366673075,-0.490634687422212,-0.497448049439674,0.453836114263051,0.305579997286318,-0.404120591172111,0.0496686585402277,-0.73098194681819,0.270652414383426,0.249529685979073,-0.332319294988671,0.371548827248851,-0.446884584018993,0.387067449581465,-0.621671621076289,-0.582725304359454,-0.21423787049039,-0.436181668324365,-0.116274175518465,-0.165282699898124,-0.758072475427265,0.168943612478871,-0.550684945982904,0.380451822078794
healthy,-0.0996884862629697,0.127306847152166,-0.0536900234675327,0.0646686520483762,-0.180852792257053,0.118691368986706,-0.156526726128019,-0.039544692483935,-0.0763439218399844,-0.180076654214006,0.264620034586845,0.0235483262670468,-0.244827225099682,0.109162358477029,-0.324439750298585,-0.060015213789049,0.307938631254014,-0.0858302535696409,0.167978553004668,-0.153203153710397,0.350207935188436,-0.45139357929518,-0.377601512114616,-0.0683475049937933,-0.099764596438998,0.0815906915362331,-0.235162851055317,-0.449260416801158,-0.0397284683462482,-0.333893081784024,0.617899208628918
