group,CD47,CD40,CD52,CD19,CD45RA,CD20,IgM,CD32,CD196,CD185,CD27,CD95,HLA-DR,CD1C,CD35,CD272,CD58,CD24,CD21,CD11a,IgA,CD268,CD41,CD81,IgD,CD38,CD45,CD22,CD73,CD305,CD23,CD82
healthy,-0.174648417333053,-0.442153424634328,-0.264019686678385,-0.332124365786323,-0.121592073348353,-0.312730975780563,-0.010684651431167,-0.263716608074326,-0.112285953298617,-0.37806273021612,0.139605184453713,0.0423152953112529,-0.333569817008096,0.158434158932751,-0.286156036488889,-0.301867495413809,0.0167257345632297,0.115825976510407,-0.264435644586838,-0.0086396810012372,0.0046052733763477,-0.308355866199485,-0.0888265502470956,-0.261432560631185,-0.172178582536132,0.0276754370534442,-0.214652003713904,-0.227250957001623,-0.311304792897275,-0.380568135968687,-0.105252855083868,-0.097608966418411
healthy,-0.0205715928942023,-0.137551164653337,-0.425452518999774,-0.13777698374261,-0.343827785089068,-0.222032205964193,-0.517421512202082,-0.473395401290965,-0.0687884862040875,-0.155849891409238,0.129690664324369,0.238030932935024,0.0660098196718256,-0.322793398759166,-0.15750098401483,-0.0487438667769061,0.0944667725946875,-0.426042643577168,-0.213777555635975,0.0628377418719856,-0.0480595231785868,-0.0955995808694993,0.25958414301734,-0.144772119575806,-0.3496734415777,0.289103114222426,-0.316359674324796,0.0597603058544836,0.0175290376945212,-0.0402536600805473,0.10685234020754,-0.281598791835822
healthy,-0.181991345666854,-0.0487198678661878,-0.236166778568569,-0.0527880971725203,-0.0692078219289378,0.0366461948283052,-0.0938010566276093,-0.0891967824161648,-0.192467407819574,-0.0731408381780342,0.148208314864669,0.249194381918536,-0.0784580653563964,-0.0637779700855393,-0.129049873777234,-0.0374962325035786,0.198511581352288,-0.0988087704401243,-0.161067748326971,-0.160215833239021,0.288970640983841,-0.12193019315012,-0.0187015915339731,-0.0129850635177878,-0.165817952651459,-0.125106669346125,-0.119747081564833,0.068380811480637,-0.140999607059674,-0.184905220182286,-0.198165067113105,-0.0538462550176521
healthy,-0.154934484219703,-0.134510221153321,-0.170191478350871,-0.142397134807002,-0.177581324972192,-0.158155352571545,-0.266718208571957,-0.244444152376201,-0.299198532095982,0.0253316237767307,0.0027522702008466,0.147446700327698,-0.237576394829597,-0.344154557551724,-0.135066577950828,-0.113072614512407,0.0505628946095818,0.125113267188038,-0.178833645757459,0.0787301884224264,0.169587342977368,-0.131551234387082,-0.0080120852944887,0.0175016315587247,-0.24201910404854,-0.130052580926314,-0.19676351479008,-0.123018297934874,-0.0210758894955117,-0.154396601022138,0.140339975362635,-0.167055974333694
healthy,-0.159183105287566,-0.153112528336531,0.0255540373703334,-0.170151910842244,-0.0442853124982181,0.0294586083384235,-0.0911531070857875,-0.181707307625888,-0.19519706114654,-0.182417022131744,0.123582764269256,0.163003842127506,-0.103773328983852,0.0648962725515625,-0.180555778600668,-0.178903044765279,0.0096110238092404,0.0585863694819911,-0.224363551937039,-0.0775812995297776,-0.0421849412297712,-0.238224056141032,-0.252360017007452,0.0975736281519279,-0.0933853015889067,0.119285284073228,-0.0195662361528748,0.0305877029191599,-0.121536448831315,-0.0847035089525894,0.01932417488455,-0.131430598663192
healthy,0.12948421101768,0.25295417850609,0.125063229822827,0.2412703783879,0.0340864514641274,0.259606656849661,-0.132997232266575,0.0676456255971819,0.0349897801159262,0.1762964763686,-0.247114383083886,0.0242190661680323,0.348359762852812,-0.11187171792527,0.048646794469459,0.0342745948248857,0.0325279647694449,-0.260528285605147,0.200403995221646,-0.0430470492145804,-0.0021649696424217,0.15116222799151,0.117084995093146,0.220864999252184,0.331918532271265,0.382512337103843,0.105879789830651,0.261825757845675,0.290430948244463,0.268200616090535,0.224158803048485,-0.149570776586716
healthy,-0.0268957261588861,-0.292677529363429,-0.046384950467052,-0.241411209867586,-0.436426627970252,-0.226128155735773,-0.478809000721455,-0.236760384545619,-0.393225418895988,-0.209436654852203,0.222914687701377,0.272615693956585,-0.258762923997823,-0.286220993212994,-0.310711840274821,-0.0756254600001476,0.0728013277025777,-0.0564878824078932,-0.377730374500489,-0.301718340839445,0.11634481428357,-0.310045628555931,-0.0823899127814168,-0.142465007908628,-0.431776029468347,-0.155120672827904,-0.233821875566842,-0.332608659689386,-0.289023988223932,-0.350298866172137,-0.0238147903347102,0.0308335887003493
healthy,-0.215727127973641,-0.339677100683654,-0.281331932995338,-0.254864033729004,-0.188505391049422,-0.398237234733,-0.374293886164153,-0.176544757180674,-0.195233859737524,-0.461982905667708,0.296175522485371,0.23636128164267,-0.349571965031848,0.101454979834488,-0.258854463784965,-0.155409962706268,0.218739520948687,0.0319034225813919,-0.266840577203429,-0.134233671102262,0.387438467911323,-0.242705123107502,0.166511508132811,-0.553077176275105,-0.359743617251749,-0.391291899854054,-0.272011877687025,-0.303025494975881,-0.350380914028921,-0.160323325915436,0.081302266244104,0.224509097766259
healthy,-0.23734637536881,-0.102751514061962,0.0189501299313442,-0.162882429188968,0.203192155743958,-0.177703733048302,-0.116527652411336,-0.0479536588542474,-0.215116489543495,-0.351460171640448,0.154869958308328,0.0389782775092987,-0.198655412152147,-0.119412305535334,0.0856061052420257,-0.38211040886431,0.207104647402842,0.0408571218378646,-0.146685148851798,0.291271686255479,0.320037799086611,-0.158138409871852,-0.153668649780039,-0.284831539838202,-0.434605148996147,-0.47371569065732,-0.0410911752119524,-0.107703236137746,0.197577687779801,-0.39976549709667,-0.256905459910391,0.272660680840098
healthy,-0.0535012708541019,-0.0857018693617445,-0.236442475621693,-0.0579077915511282,-0.309997187487527,-0.0592369701296242,-0.379643034809639,-0.206147030457993,-0.147874161588431,-0.134574458774905,-0.0611650751725163,0.240575246638998,0.0383905659229663,-0.509612753520999,-0.284733026863123,0.0801644665958061,0.195481819900104,-0.500921433616131,-0.197768742751286,-0.13606557828053,-0.0473989990335423,-0.0836179441903503,0.103881605946532,-0.109912980220397,0.029607390324543,-0.0818266225766275,-0.185751398485172,0.0570845444658845,0.220069422477539,0.0784315493755577,0.111303946399286,-0.334801033964671
