group,CD47,CD40,CD52,CD19,HLA-ABC,CD45RA,CD20,IgM,CD32,CD196,CD185,CD27,CD95,HLA-DR,CD35,CD272,CD58,CD24,CD21,IgA,CD268,CD41,IgD,CD38,CD45,CD22,CD71,CD73,CD305,CD99,CD23,CD82,CD224
healthy,0.140209880098868,0.379757350040466,0.212406839260632,0.300363398339299,0.0079423369320399,0.0623738619934913,0.228085456507697,-0.077365906839942,0.114284185752344,0.196961896850326,0.314120313759522,-0.266916412798972,-0.127513271472393,0.317168065153488,0.316428547495409,0.101016260983422,-0.0118915314883487,-0.0701486208675679,0.36574176584591,0.0544694664810917,0.408000054008482,0.311268508735966,0.0938032816877529,-0.0234769251082213,0.245991496795531,0.370313269885665,0.02170049392073,0.428850908320545,0.311712667566485,-0.109434924473461,0.213863567045807,0.0814553362567643,-0.157051345749293
healthy,-0.232243366400155,-0.197523013873582,0.22445171148907,-0.140940438521454,0.12691611074432,0.155730500306491,-0.0301887825061407,0.425680580286545,0.269343737331004,-0.194382669302624,-0.0216221071637266,0.085775017136332,-0.0694802977852155,-0.458465430856412,-0.0719120779321392,-0.203203720442078,-0.0984943371985253,0.616952272503252,-0.0947776605264821,-0.013129571915392,-0.259545595261963,-0.259012484127957,-0.107894698847117,-0.207068911087162,0.0754589107100239,-0.460631206890599,-0.328986493104451,-0.351943081715642,-0.391539616931879,-0.123501911422652,-0.367886502630054,0.2507728147836,-0.0471874282087468
healthy,0.178002069312355,0.299599472993505,0.139892798061731,0.177742357618194,0.242855991491692,0.117059148220964,0.165173788401291,-0.120376202705924,0.172644335427533,0.265477352209639,0.383919904950533,0.100874596416759,-0.193742222270999,0.242100236295189,0.0767214589464018,0.164025595689749,-0.136168349092744,-0.155797025280196,0.118701410675006,0.0276388373666123,0.323847858219115,0.0766722684778631,0.0327093545184066,0.0833561759158167,0.192101415462141,0.295656319982067,-0.0089052316717008,0.209362483211407,0.282191613417329,-0.187192061547755,0.0411083484168561,-0.115408522870073,-0.237189327170329
healthy,0.194784967058655,0.290552723897852,0.159650722459072,0.210422468107478,-0.0160822628528361,0.110855459601851,0.0992212656930368,0.173447245897523,0.201383971625069,0.177966876038185,0.48990597612237,-0.345238542439026,-0.445620474177595,0.148762896765222,0.287450816103568,0.25208772347474,-0.173805316524084,0.243021664576354,0.346447986885026,-0.179781694086391,0.288411209120261,0.187350388911962,0.30005511612069,0.155933394495509,0.230212671578895,0.187527432246101,-0.182593620339412,0.165908668744384,0.27276645098844,-0.286554694362646,0.198040605391541,-0.123268901901832,-0.0928824856465593
healthy,0.124919064496859,0.359837080387224,0.0025674530114616,0.318036862928123,-0.008729562817097,0.16265620917151,0.232281035988756,0.0805023851779704,0.232583422797087,0.287651332644115,0.323872257745038,-0.149235965366713,-0.117857048681121,0.341347362177725,0.271568821581732,0.361462318918178,-0.0127764356493084,-0.136623241129189,0.360458955917227,-0.0218807909901089,0.382375206398235,0.132993088651673,0.386762435799695,0.134078852012864,0.0952224024796957,0.305451714235581,0.0593363546572731,0.278505725787655,0.499708990350395,-0.0150969317555241,0.231188449044156,0.0799366361027177,-0.0084234747798418
healthy,-0.217598534845112,-0.0398769038144434,-0.262973484903399,-0.169231589340429,-0.166682904621551,-0.145421929058626,-0.299666284744429,-0.220283776506578,-0.205665971549077,0.149687199655062,-0.135500472470541,0.234808884461064,0.283549927495464,-0.259007745757448,-0.138678941363839,0.293278143573359,0.0002280069520639,-0.0107338214548299,-0.203265336636723,0.315767508814388,-0.10010640715502,-0.23491303721565,-0.273952669432873,0.148461522835293,-0.171811588996918,-0.0998440440251166,-0.019117781052089,-0.0531167124926219,-0.0903778470628046,0.213827555419337,-0.0898786634259295,0.0914745676142123,0.076941423893672
healthy,-0.0505152023890694,-0.153964618943582,0.100756485358726,0.0388645020859786,-0.140423431834752,0.259782332668239,0.185141248473007,-0.0001133319006059,0.240373662252857,0.122549462301899,0.0287819155476698,0.0944971486706159,0.0718287503094944,0.0159912933067295,0.197004258351608,-0.111498468529672,0.0500804233024878,0.0339101932701998,0.223849896064945,0.140712919977538,0.141783186815936,-0.0068305595889793,0.0526484197173455,-0.149140542676985,0.164766914565572,0.129911816707253,0.0144201982850664,0.173627325411043,-0.054028359849689,-0.0052809089609099,-0.0370445620481835,-0.0245820548282131,0.0609391282424247
healthy,0.148665164318075,0.366914057867745,0.145664115331434,0.176503033645891,0.0835809449007889,0.19456512705045,0.180131867384673,0.0886919186688657,0.155252547481111,0.266112399669176,0.40283429901131,-0.150078529324655,-0.237268313187668,0.370063241883203,0.278979361309448,0.354870715742239,-0.253596345209894,-0.171880883147615,0.306962150862497,-0.337883410587867,0.418050398993,-0.259107870977864,0.227846446138302,0.0638324814186927,0.249030971144474,0.321791268528298,0.0162383603562454,0.384537788400982,0.345812234962657,-0.243919424222081,0.0709988510265819,-0.196655135497012,-0.175658211206168
healthy,-0.19227369891638,-0.378873532067674,-0.332757583463058,-0.280552471796526,-0.16813714732499,-0.129760789883341,-0.345132338587805,0.0361376344854355,-0.142338392076359,-0.0689121386448255,-0.364612036998648,0.224614281915883,0.102460375407786,-0.422227252711813,-0.23136223668776,-0.193416325422944,0.241698872814616,0.214443396889639,-0.254551543880781,0.143728658489991,-0.291152547314852,-0.0460222817831169,-0.167541688038003,-0.100437429138402,-0.284456614094605,-0.471383872153295,-0.338666505340202,-0.277774645804476,-0.246036031096543,0.0692821920980162,-0.157111008780292,0.22089793293537,0.0429228167270227
healthy,0.151069995758664,0.117542285927875,0.241738408227632,0.222345294480908,0.218859677794771,0.291847103012363,0.198241754980603,0.103300104296607,0.248572451561615,0.472890860445321,0.285801405444302,0.0289872703298682,-0.205255664359445,0.0739512677739548,0.337452979720994,0.134163816090302,-0.118881163392194,0.34846738399489,0.273081137323852,-0.0277621133188266,0.22114253389477,-0.0324547929928574,0.0972403414578408,0.0273270610832763,0.259557592101217,0.0827402673365435,-0.0524440559530599,0.163792248229369,0.11771961451857,-0.138957618435978,-0.027550241037783,0.312286987103973,-0.197614466356199
