group,CD47,CD40,CD52,CD19,CD45RA,CD123,CD20,IgM,CD32,CD196,CD185,CD27,CD95,HLA-DR,CD1C,CD1d,CD35,CD272,CD24,CD21,IgA,CD268,CD41,IgD,CD38,CD45,CD22,CD73,CD305,CD23,CD82
healthy,0.206757279544327,0.535844525242106,0.20724799350343,0.215279094487593,0.100746762579014,0.231506115488754,0.271805572971746,0.199435227416559,0.186709984859449,0.0621111624578598,0.184705260746771,-0.217090787882379,-0.316648854575372,0.334333750383841,0.140542125590033,0.0887526565008871,0.122695177946479,0.323320844948674,-0.0046048501445234,0.332637039505858,-0.190935314894623,0.312472266371021,0.072193594525565,0.236784358206215,-0.149590833828179,0.204112669242812,0.403100339532116,0.144081685784095,0.194943690537983,0.118289554384911,-0.0413329321634887
healthy,0.400066213054004,0.269530608672354,-0.0729480674255592,0.282927979923347,0.0945655424647844,0.539416344254906,0.0406503376344811,0.0689444060163884,0.351890335346211,0.295184513562235,0.311366766063868,-0.31962313673842,-0.307241521083824,0.620817741475549,0.0170517067864843,0.109981572668655,0.365665096275418,0.339220884831039,-0.100973084959244,0.578969434337709,-0.021505444763481,0.422289689147683,0.255020128771269,0.717195060399822,0.16990588072075,0.33202786157602,0.342199715648638,0.229705849762838,0.629186216933227,0.373683376969844,-0.471436044988106
healthy,0.208604099823345,0.537364041826942,0.0461911059923859,0.278257741613381,0.028894994387214,0.268632371456202,0.0560430172231475,-0.212621188254437,0.128718858340724,0.220992968678762,0.388230204410408,-0.0099504398969317,-0.16590269694877,0.380292609108218,-0.262012778447671,0.0757181536222701,0.213190987037527,0.190034435165653,-0.186802683271814,0.444474421167754,0.0737692557640063,0.536343071040118,-0.148896169014982,0.201963674255665,0.34002442086022,0.208446843254821,0.444956289446661,0.52955692422092,0.521005831272628,0.27999700600597,-0.395162486994556
healthy,0.0286859726183419,-0.01193590918359,0.0674552518954796,-0.0823397980893237,0.0900844361898792,-0.32955353991306,0.114723664326668,0.366885067165807,-0.0423126652134839,-0.133041119815343,-0.249563465764145,0.163040332328038,-0.149795609528699,0.0375928238167379,0.162809829904552,0.0514335198320206,-0.036421137369904,-0.414224591408578,0.175317395533006,-0.0528041690012264,-0.0488962774891389,-0.0573648352265276,-0.139204724117917,-0.102775689223438,-0.0879373785327598,0.0319130584785234,-0.165437153970982,-0.150961371235823,-0.27164107775365,-0.23417000240042,0.100257468457906
healthy,0.0822230403422398,0.0598027563034055,0.228494141420357,0.108812504332887,0.138152238740748,0.0652894180894817,0.138254770513835,0.273861535806581,0.0749872334125342,-0.004428265987061,-0.0466360929260153,0.114964603993789,0.0389308296974059,0.223376575714614,0.114343123862776,-0.0063184629043406,-0.0797909534615434,-0.0102129043712516,0.321552331916283,0.0090044625369326,0.124161035636222,-0.0721759175400671,-0.0134569609536871,-0.0085934889549573,0.219855910649937,0.124632407412476,0.136931315887208,-0.118290387517337,-0.01219699814462,0.0605655774139869,-0.0546038243273362
healthy,0.0579595771353904,0.0901370167935527,0.293727080094635,0.14849975200597,0.349792304879924,-0.0830486844081055,0.254946619091432,0.573430219747352,0.346994837897045,0.132524777824967,0.185904985889917,-0.0256712084635051,-0.412553858172799,0.0742823238199424,0.504902774676164,0.104727086010953,0.327935344679773,-0.15157970307216,0.56039872607233,0.245417102513269,-0.2728729183031,0.141302965095687,-0.0819183727554743,0.171632856045468,-0.332466858170807,0.210809319962278,0.057733715127573,-0.0436592866883721,0.022299355919694,-0.0820547030578234,0.20841487460935
healthy,-0.0784739863875013,0.0647762263775693,-0.133023882662745,0.0259749682568475,-0.179546526392164,0.074372214047033,-0.225250227646059,-0.0700354587067337,-0.239992744422275,-0.0710522310450961,0.140194369467566,-0.120683300884591,0.0372247785170418,0.133310357337203,-0.156799157853246,-0.050303054312846,-0.185884732513061,-0.092259709944306,-0.139070896190923,-0.042216732148771,-0.108688123237633,-0.0125721137058946,-0.186455715475904,0.260136136762334,0.166648257456876,-0.164306185380011,0.183989715598663,0.0926383669074654,0.105407559121042,0.208937496370774,-0.330377113737476
healthy,0.0758078622450891,0.208628405101194,0.14854286772095,0.128059146650145,0.0382549169241929,0.0961361480791375,0.0295374630120713,-0.150152061615113,0.125915312842723,0.198548841103254,0.141887684637508,0.173822023024836,-0.0615428859698404,0.143979176268804,-0.23967065466604,0.195976953460976,0.205941132692811,-0.0624836185703661,-0.238029939411839,0.189413873685938,0.243157307591164,0.120854824039926,0.119835181052359,-0.0760244314839535,-0.305278539574265,0.174255188932293,0.246395702389373,0.395370559601667,-0.0770920439847554,0.0248820413201206,-0.249879291448613
healthy,0.0486421446371519,0.143966856551702,0.0347775662215717,-0.0226682130253847,0.0274003187814363,-0.182777875523063,-0.0813218896497755,-0.299083660749973,-0.129286338913042,-0.0325984863390804,-0.0145530138266349,-0.0642890143097877,-0.163390873978799,-0.0298718052084173,-0.0332823141460063,0.0119113424942428,0.306471469284554,-0.350243813401517,-0.17058787315926,0.117544724688753,0.152809362049989,0.0132040424589055,0.386532423804741,-0.277008458873133,-0.295814908184115,-0.0141684083875489,0.15908604766496,0.319645971927257,-0.203761436405351,-0.153805885484983,0.0230282352879701
healthy,0.151349204324708,0.293778407075109,0.305755978286526,0.228433681107325,0.253563813129954,-0.0073334399077353,0.206924367764437,0.185218088482307,0.266096185857195,0.257706261002,0.394877237400194,0.0215274426627211,-0.234709968479866,0.0501929362108954,0.0994049806304702,0.168462340001109,0.29445955795151,-0.0728441866242938,0.351327998581984,0.20365273552229,0.0573667291119982,0.181921489299418,-0.124498268877148,-0.0071973343723626,0.0759998075404704,0.23392533289868,0.141663947522458,0.139259580062698,-0.0603397646176748,-0.06625141724151,0.354755479210115
