group,CD47,CD40,CD52,CD19,CD11c,HLA-ABC,CD45RA,CD20,IgM,CD5,CD32,CD196,CD185,CD62L,CD27,CD95,HLA-DR,CD35,CD272,CD24,CD21,CD268,CD41,IgD,CD38,CD45,CD22,CD71,CD73,CD305,CD319,CD23,CD82
healthy,0.0650260594152791,0.11869447643612,-0.174796910370664,0.0356907676055055,-0.0004263403161833,-0.488839934727543,-0.201091889742665,-0.165634778873472,-0.413989716140196,0.106312958433203,-0.106919857017129,-0.0054184684697852,0.168489211355835,0.232689083299303,0.0244565035205506,0.0607309330413846,0.17978987112099,0.119972744924631,-0.0459447465081849,-0.297713841632631,0.130296711663156,0.14252233991596,0.0783150347535563,0.0812048095853679,0.0763065616554979,-0.0830007993454216,0.243795550446271,0.1211467049348,0.439671168793828,0.192086157028696,0.0038010952403657,0.340214822826099,-0.408156342286223
healthy,0.380150359188224,0.460327825129983,-0.0502185092028624,0.404397311012304,-0.152849135994271,-0.0585984330082048,-0.023548217983687,0.0695112508107563,-0.29925861662612,-0.0240622712399715,0.0884266123187588,0.295778390342151,0.32274236883365,0.364467288865001,-0.0436725769960838,-0.195355916390071,0.680467990689391,0.383966375075886,0.418221592976478,-0.362214476245847,0.500178917622754,0.508594300226532,0.387038666189003,0.470748623813682,0.144879421650048,0.167073077502665,0.482575655151611,0.192475115617611,0.593078349735716,0.51724137386423,0.0218646944355688,0.364685282662648,-0.300691087325961
healthy,-0.0664217615105242,-0.110444535542669,-0.0700316768271656,-0.104010196044381,0.09908112913116,0.011830513238758,-0.161198593392417,-0.154515614369145,-0.247224205127948,-0.0690496045352527,-0.193290705102364,0.0231836955297516,0.191145749700783,0.138508117254956,0.129520802689925,0.201849793894316,-0.160401639801785,0.176319151406579,-0.0833337780264394,0.077990498063256,0.105751489284682,-0.0023226570701417,0.250240207052554,-0.266883907559271,0.0622603837962244,-0.101555001855906,0.0208642176838326,0.180137903417146,0.276688228920101,-0.138595386493736,-0.0470119822419228,0.0519975504269637,0.0475539185169549
healthy,-0.190319162970411,-0.0836121528109102,0.0295965893688854,-0.0642483386316404,-0.0758784122383467,0.0345647898826049,0.0857915718241841,-0.0446885062773834,0.22799085708851,-0.0489551451501514,0.087005879908402,-0.164693470322219,-0.102275832503235,0.0164173699109188,0.145508890444909,-0.0084344739585389,-0.080549714138224,0.173753254967676,-0.200593170688032,0.154240462984568,0.059214730820796,-0.0056959041077518,-0.306703210297244,-0.0315541863811893,0.0109583783165647,-0.0069904794762479,-0.101582083843173,-0.106929190227865,-0.0539972789233763,-0.0900496021732664,0.0407718165368034,-0.157816220948367,0.0861228687888032
healthy,-0.284594678028978,-0.174498804355728,-0.13574744489536,-0.166698897583996,-0.0332701336662687,-0.150840988764176,-0.125448057271793,-0.261475743005891,-0.0174762725663532,-0.201386386419643,-0.0833486269113658,-0.0456977042395854,-0.209812664582468,0.0600141597951241,0.0079032186639919,-0.0313458812983556,-0.284054070662992,-0.197567340492868,-0.13417026701356,-0.0725323716381889,-0.148366382810257,-0.133299806690459,-0.255082442442471,-0.268982888248319,-0.176231370894428,-0.200868346582312,-0.279468508014183,-0.257848483773417,-0.266981326041153,-0.238504944045741,-0.201411284171509,-0.144810011967185,0.0874115106877865
healthy,-0.386979153254277,-0.348984368068778,-0.252133590057562,-0.274091345240137,0.233251129656623,0.0276081457177709,-0.280400290408177,-0.261291412973749,-0.388701103541696,0.0392428188863099,-0.272470271119096,-0.212631379121619,-0.364188586774253,-0.0307144732262631,0.147313558692302,0.359656725928539,-0.176279718723781,-0.228815386021386,-0.0678987953924677,-0.1105469097056,-0.343447887835251,-0.356507515391451,-0.302745544302537,-0.38504449955134,0.0513830343396017,-0.294717251386201,-0.18815726575398,0.167155664941833,-0.200852139012473,-0.243451501433322,0.276390593003296,0.0378236034533294,-0.0129907624663698
healthy,-0.209422394390539,-0.26956415281616,-0.0237801775622967,-0.12159259931072,0.124355383826511,-0.120145011205865,-0.296967168510793,-0.192404108124278,-0.494737616558237,0.0262469907269958,-0.153415563214221,-0.350076746375107,-0.249725497391797,0.0398042258219197,0.190044175580151,0.220821094656402,-0.192976600761836,-0.31018942209513,-0.0109844696609241,-0.0386349173549247,-0.305986961681541,-0.307676680280083,-0.198553972921819,-0.422159563843234,-0.18091918996912,-0.234964629058589,-0.282167652850408,0.133467716659297,-0.198949910715166,-0.399896232780526,0.125375588723854,-0.0034375783946782,-0.0348989136511187
healthy,0.193061461197033,0.276699074987171,0.0654595047941428,0.0992602890841639,-0.271894328442614,0.140589847585848,0.0044994673174712,0.0754350953115729,0.242615030959882,-0.145717857852984,0.0388499713352478,0.104321631049963,0.273194711292913,-0.139117741398459,-0.285408452138853,-0.370769035060706,0.272034545028674,0.0927437787363483,0.0179599976373217,-0.0862140643660318,0.15299088953838,0.163403353447543,0.321843057683477,0.12974211213464,-0.019531285823082,0.101179457343841,0.222933762836219,-0.091919328068784,0.259804541006227,0.0138681000028478,-0.215249676460833,-0.0097068741637904,-0.264865582769224
healthy,0.288198116949154,0.209187011787893,0.0960561650717258,0.286599395927784,-0.0616107929481017,-0.5607150732762,-0.045091448098785,0.299719903156199,0.120824744379396,0.497958047776191,0.119964772790702,0.475413990763462,0.298537723342651,-0.119375406118408,-0.337191337131763,-0.346713471814298,0.346225168848728,-0.10314844159478,0.578569335958487,-0.0349600569931272,0.255230670505417,0.34542308443869,-0.014868093842208,0.638833453636428,0.571370265676481,0.221255403469384,0.327005212202589,-0.0640980052809083,0.0899714058856896,0.67367222765859,-0.179620277242692,0.500890892393666,-0.239866773781886
healthy,0.28728286265246,0.305037008236004,0.305043444056671,0.347586776414581,0.0148193263448829,0.268172393047904,0.224383890085041,0.345119097236921,0.0934377584538863,0.292300555395869,0.258365373011798,0.371933636039023,0.269300783456735,0.241585662610612,-0.0040775201538216,-0.0786834914274296,0.230524513221406,0.178076107895326,0.297727487497174,0.0761039461988847,0.14579703062583,0.303933673746693,0.121527717003243,0.268948463472261,-0.0568257200156244,0.327731558430194,0.34679390781981,-0.129709986381365,0.227955045366546,0.323835678181102,-0.23163528216148,0.135588544845535,0.169756739399477
healthy,0.15615726751187,0.544464617103081,0.0670951021778504,0.318504785174931,-0.116372088885914,-0.179455785831345,0.128784980948889,0.386817936319688,-0.0763707207195422,0.325372870721401,0.169511759746581,0.321427072503791,0.404266257622944,0.268836025287945,-0.25424837257222,-0.262084321089366,0.409872853920218,0.295422946870384,0.162776559310734,-0.224786492600946,0.44419802389349,0.461797424642072,0.205183066260016,0.528839665655885,0.406260562310207,0.122269793796626,0.492611762560307,-0.198482091146656,0.373126884037851,0.535880037040743,-0.0243150791848341,0.265754419186771,-0.315425060204858
