group,CD47,CD40,CD52,CD19,HLA-ABC,CD10,CD45RA,CD123,CD20,IgM,CD32,CD196,CD185,CD27,CD95,HLA-DR,CD35,CD272,CD58,CD21,IgA,CD268,CD41,IgD,CD38,CD45,CD22,CD73,CD305,CD319,CD99,IgKappaLight,CD224
healthy,0.20794299510384,0.160317618019737,0.19306687174795,0.383491849699716,-0.159227759933828,-0.0221227088056919,0.0836396901565839,0.459208038648438,0.273276889000824,-0.157721037791455,0.312260362320385,0.300891335208794,0.307653567128326,-0.34023936122412,-0.286746576155612,0.457154332451271,0.313939803088443,0.330233389250194,-0.0954533159600648,0.432016147500613,-0.209216600783017,0.355206425123996,0.473433820898216,0.359846272308458,-0.0125783288194997,0.262506215359483,0.249429628758781,0.431301600319433,0.521287355875052,-0.0526824282150753,-0.22658021970833,-0.0017940575006482,-0.218610304052142
healthy,0.106651309166917,0.0676629559649543,-0.342649658552443,-0.0119932500806067,-0.382313732379369,0.0446542081876075,-0.194375643335037,0.390594814433879,-0.214459180831206,-0.368699573174467,-0.138142649699023,0.058571289488038,0.0508798127723693,-0.302650291078845,0.0124140012990649,0.375937570224466,0.113505893387749,0.0776633933950919,0.0912806449614233,0.153426592559577,0.0980901251590618,0.140281413074229,0.0814537406515224,0.303086971273975,0.0448945743248594,-0.0323621597008523,0.241409943155806,0.30308441466497,0.322716043938875,0.0858784302205886,-0.0032824828819656,-0.0750699862969591,0.0121455328043371
healthy,-0.0077660601504575,-0.408038015060183,-0.126558451731144,-0.239994666302818,0.331507362147159,-0.216965324746148,0.0054267267844628,-0.203008664215086,-0.201782771100302,0.391281807694921,-0.0688139966137225,-0.245929463769734,-0.308981660841632,-0.082125177730836,-0.117300124397175,-0.183938129112684,-0.197079914919487,-0.153202582564935,-0.171825899683604,-0.250904726937529,-0.094546282348474,-0.418813212179091,-0.243060385113107,-0.133491801352956,-0.265892868577572,0.0258794854190498,-0.36509824057285,-0.392207640321791,-0.38404061308558,0.0146083615239423,0.0688726946996781,0.0591923016377433,-0.144675783681254
healthy,0.430798934112273,0.360720754912572,0.244403919925742,0.447589475672967,-0.301347335149807,0.183812366362637,0.102705095989829,0.525652114419753,0.389470657830056,0.200928853902201,0.293776892078414,0.39792332539168,0.59206458609493,-0.470912392772324,-0.302112921578934,0.508871656716913,0.120090030146956,0.533936274234712,-0.412551887442714,0.429696574409688,-0.284405643204068,0.48062291866469,-0.0172403396647215,0.638943735986238,0.522414604737905,0.329718984367941,0.430441611159837,0.131283874091971,0.632639093745119,0.0059849949557798,-0.169687610821761,-0.0584899954262911,-0.11318417082096
healthy,-0.078320921742365,0.0397444632956128,-0.207174107369002,-0.0312787827985555,-0.327140990053451,0.0096997155512579,-0.191940255041463,0.273707676079437,0.0853241044450658,-0.204177411529109,-0.248241386851322,-0.152806639911866,-0.0632837622214844,-0.167974908844621,-0.0135877527301991,0.192375788207637,-0.206677222082596,0.189488829203478,-0.116613672372198,-0.0413261385938085,-0.157396561158192,-0.0132643491514075,-0.183443761709549,0.150398664177734,0.197417266062951,-0.119779952117282,0.265974607136429,0.0799081983466578,0.320349769060441,-0.004314343228578,-0.0697275930292884,-0.0016002267414509,-0.0372217515563259
healthy,0.389753376038255,0.484622430339565,0.485588815231096,0.577860854490083,0.135464926616026,0.23827403916504,0.49288957827672,0.133253324886479,0.607575467827562,0.408257145365621,0.478384236841469,0.424375391716467,0.452402014749345,-0.336160377891513,-0.597466787699051,0.570186945779698,0.463775069157381,0.266226472609583,-0.292443565422215,0.611588839059268,-0.362034247366375,0.592967551577596,0.117436020758739,0.726461738411548,0.196069467403967,0.545312322552054,0.485263827900616,0.493934067820076,0.572044402885929,-0.370635608291918,-0.515091750709559,0.364065218097137,-0.281982967478853
healthy,0.0543937308207231,0.466033295323987,0.25276279046155,0.317500453473608,-0.0660129241840796,-0.0601133041364571,0.52005441683294,0.0799714242667853,0.209429383021088,0.254857853388517,0.111750408126247,0.551676451240382,0.269235815088854,-0.0819350920589893,-0.171714635059898,0.303526210774533,0.327929872780446,0.150817442338332,-0.0134786508111366,0.381024418737928,-0.013359909314756,0.513465004049734,-0.042999115064754,0.328696693844975,0.176723156528866,0.369011427534917,0.345860448994208,0.472768336181017,0.446931534500826,-0.123255914391562,0.0943331311331492,0.281940918735936,-0.367885874350068
healthy,-0.088922932203418,-0.390191748649322,-0.143151818298589,-0.260372197749889,0.176261024468043,0.192492136271829,-0.235645905900309,-0.139990509233821,-0.174200574051047,-0.158026790924724,-0.226055944941076,-0.347912213826281,-0.52532663710426,0.230531884042255,0.246784187993089,-0.390818971053805,-0.316112385106734,-0.549289203224177,0.22260760356509,-0.32704560524777,0.348791660048231,-0.40958224994375,0.328957950442923,-0.386167664976105,-0.209579024174075,-0.308117175044768,-0.491023258609522,-0.584437009892524,-0.452016515044436,0.190448804114309,0.121594534500118,-0.378476311235683,0.0106185671082828
healthy,0.125748549685658,0.117016097272616,0.0286624203821656,0.0536098586570247,-0.336350273772938,0.551297229470997,0.0571728924143663,0.0578501471490834,0.116860775665953,0.448879466904904,0.0012341927201235,0.135074371653506,0.181918103640953,-0.36557415191722,-0.380176754095434,0.076619180223147,-0.138890525526519,0.246009868597117,-0.218764029503379,0.0853497812322533,-0.236247256227329,0.126747023819362,-0.0854829859718459,0.450412264326185,0.570034744168363,0.0745384181246473,0.0293744557236823,-0.206643932747598,0.292617520784166,-0.188379613697191,-0.293849480701396,0.109686761706403,-0.349125235197111
healthy,0.1276035036901,0.0923708842928378,0.0955699501841114,0.118819583449334,0.0396036293655258,0.0474536413612302,0.123156956182887,0.0566984240429661,0.24438558918581,0.165107217821479,0.0537554492387041,0.325443537701009,0.109729838371448,-0.0241432263901623,0.0768274561646049,0.0502990536202344,0.117276711053186,0.244473844642332,-0.232414325475186,0.0984440244236823,-0.156346403156104,0.117710009303436,-0.173336955516266,0.188896898350006,0.16968804420876,0.120180113188978,0.198309648315771,0.0151196380471499,0.077757770381197,-0.190645064860109,-0.0774319990966584,0.08993683190584,-0.181972457974479
