group,CD47,CD40,CD52,CD19,HLA-ABC,CD45RA,CD123,CD20,IgM,CD32,CD196,CD185,CD27,CD95,HLA-DR,CD35,CD272,CD24,CD21,IgA,CD268,CD41,CD81,IgD,CD38,CD45,CD22,CD73,CD305,CD23
healthy,0.289311445117781,0.529091587256236,0.252306659957271,0.45253989396577,-0.228038448123876,0.255251304386884,0.586048554031165,0.340734761934007,-0.0070308723850812,0.401533130432515,0.221964907616489,0.40573758175225,-0.257644339349673,-0.402692606375879,0.476911962590366,0.48577253658821,0.449996375686951,-0.105961507319691,0.627426782963363,-0.247026968632101,0.52726982780208,0.194862643992299,0.137658887734844,0.487747627590478,-0.0605215824656567,0.326932578490511,0.311093391089566,0.559394797301732,0.54654698919399,0.278136699388159
healthy,0.306078571883676,0.335944077204419,-0.0583927062292327,0.293207602824874,-0.238538254557491,0.102487931710048,0.525943452375412,0.0563614723461025,-0.0215760621764862,0.226795845889109,0.282870981750974,0.325713393017901,-0.336373194884311,-0.265297232434334,0.613700642842886,0.351271589004869,0.31442709219365,-0.159013669717368,0.464642564047177,0.0019274446442076,0.439037571092643,0.152159689652419,-0.0088046762485646,0.559408095537996,0.0454361115773651,0.265779986402902,0.406956351872359,0.390322135205815,0.636300002265545,0.380030355219448
healthy,0.0360678974912603,-0.0458661403051421,0.0010155810286668,0.0150552905934668,0.254031889322692,-0.0941862700711366,0.0044525266662195,-0.0161764227054668,-0.302503857708604,-0.0403252314886597,0.0109274532645272,-0.0320484742910618,0.201608871408178,0.307951587087892,0.11058738890715,-0.118717570884436,-0.0189138222462966,-0.118033723880148,-0.123442892908197,0.143783264462555,-0.014937568901032,0.308090274339358,0.0312621649304613,-0.10096625976117,0.146207454946573,-0.132534099493711,0.26467001629874,0.0485884645927637,0.006099533464012,0.123562527424584
healthy,0.088795235592706,0.145458727526266,0.0597501170556199,0.116978404264932,-0.358089514576843,0.126160597156698,0.184233194238432,0.0607626338983503,0.0493194476156711,0.165785803120088,0.363301596014495,0.267018065683822,-0.293234137345897,-0.36264728157394,0.0008214496944484,0.107354378701627,0.241628667935398,0.17303102812469,0.218844620271503,-0.155009358844288,0.175393431392985,-0.261673864458189,0.001600027013684,0.241737857695853,0.28812722960779,0.0889737713267125,0.150337802922642,0.162008504140232,0.314749124719626,0.291419216491687
healthy,0.0363281347697216,0.100906345928188,0.0350793478902457,0.0985669625966138,0.137264752719579,0.0611950986475224,0.0385071263489839,0.10588626612481,0.0817029804865388,-0.0072654517132943,0.0321777378442197,-0.0507962119275476,0.0014836906752422,-0.0402586674642095,0.196916517133931,0.137007273262638,-0.0261072179345821,0.0872987745019494,0.0951135501397958,0.189406750085227,0.0249862578943646,0.156089199809084,0.0477673377397764,0.0518601108986616,0.079341199575111,-0.000247391027302,0.123028984011992,0.0009518465364852,-0.0784146442459153,-0.0115890815524077
healthy,0.473217717589659,0.528421158299072,0.414095803393997,0.550637136062967,0.0095914426296958,0.404435619148231,0.18805117431592,0.599687377041487,0.283341184979995,0.404874823782246,0.396630476771361,0.511367344623745,-0.384281044940424,-0.610539987429894,0.621245903463109,0.375597104719315,0.285277111673512,0.014005615497234,0.609492376272765,-0.446659621669652,0.6008447618574,0.224420700714902,0.299101335871794,0.767198701900943,0.20976337391097,0.52577869147063,0.52826852717728,0.595640001728818,0.650709267866577,0.321059654644252
healthy,0.0021515129653607,0.158559359392039,0.0512770281852453,0.0951206239796844,-0.341173621367013,0.137580264828587,0.143770286939726,0.0182768665949565,0.0820888547163438,-0.16983856339561,0.192230869227483,0.174755295129956,-0.143148263047106,0.0098409738670348,0.304491202612008,-0.0826490955598205,0.006924714583126,-0.111593844713866,0.158563970848026,-0.197501966569003,0.185427340311468,-0.0735435956615594,-0.0522058092295128,0.339241670918177,0.324442313591163,0.0994775984037729,0.326354802397628,0.175197929918551,0.427113635982613,0.390272259295171
healthy,0.301514381633083,0.370108294264049,0.192713960815722,0.209045780474352,0.0741285741573815,0.0760035965515418,0.235263712002971,0.292990779105733,0.0836226685919323,0.0929229659111608,0.189173422914217,0.285442808212023,-0.203739953267323,-0.296710705053302,0.167870554367619,0.173681605761788,-0.0543982152532273,0.0686842958081799,0.208006936281334,-0.077270602541668,0.138848932414486,0.348177614534874,0.310901863177491,0.210197647343439,0.274967195219373,0.174576309605664,0.189554336756974,0.189690069140381,0.0202379374036379,0.169061827754039
healthy,0.0107611247619329,0.320819779396662,-0.041599737036325,0.0354008645551014,-0.0141088579551624,-0.0199362437127494,0.0700533599896634,-0.136987745666215,-0.416851784339148,-0.0440216076755624,0.347872374165173,0.273642899391853,-0.176926895273935,-0.257230461311859,0.0346008099777349,0.209276940682047,0.197318927770638,-0.211861093388654,0.177435010084187,0.0674410203465027,0.214880441086754,0.0397800393671349,-0.170707525496177,-0.144811156080394,0.0019535884386187,0.0508003646760399,0.108630589348746,0.445327026781083,0.232907448438115,0.171685407889727
healthy,0.361994803972563,0.358809083303691,0.081550061248814,0.329459648954997,-0.313495862134114,0.219791714456555,-0.0428510114050039,0.348267162733945,-0.0121226014965114,0.330337511207818,0.350982795464444,0.502099181844997,-0.350665596796065,-0.308129632785299,0.455255454724296,0.337231160554253,0.513718868476991,-0.169633147315947,0.484624411478879,-0.254518986779172,0.480104434680157,0.189659407891753,0.0501719808334813,0.613584335263121,0.183724518643915,0.368450112227417,0.368856322591582,0.528535723919382,0.570152024664845,0.468563208070629
