group,CD47,CD40,CD52,CD19,HLA-ABC,CD45RA,CD44,CD20,IgM,CD32,CD196,CD185,CD62L,CD27,CD95,HLA-DR,CD35,CD272,CD24,CD21,IgA,CD79b,CD268,CD54,CD41,IgD,CD38,CD45,CD22,CD36,CD73,CD305,CD82
healthy,0.195453195260009,0.0677738229665412,0.32791164126903,0.24807070021442,0.316866732966537,0.304453412954311,-0.115684152054531,0.363572419185352,0.297941280244864,0.313860602120335,0.146268627220681,0.186158533542202,-0.206971623244361,-0.255862044235688,-0.382889260276956,0.0912621088083828,0.150711846330561,0.0125167554464281,0.241582477081811,0.181035360486482,-0.0803192141525141,0.23616860973391,0.142724166666223,0.0412450362539841,0.278070666683195,0.202347676545355,-0.174378360001268,0.274157230900122,0.160440586612323,0.045556325735799,-0.0057989153001166,0.139475733083031,0.328705296921008
healthy,0.401803015142962,0.0518236675748017,0.0018163020743388,0.297317200151333,-0.254909699835701,0.0197289266215559,0.115360411561035,0.0515234894386008,0.0551991736862194,0.350272796358417,0.182593581394196,0.151145737288394,-0.212360502574591,-0.131246528184386,-0.102822929577751,0.381557106095394,0.138657589847819,0.294688379757988,-0.13811183255927,0.287194638168735,0.0180769312257338,-0.14778594179764,0.308874865833661,-0.0513923488236768,0.45993320350236,0.451651048815442,0.372603264623439,0.253066038189015,0.0918801728648544,0.226309779116851,0.137227416321577,0.461698645939943,-0.317886476080408
healthy,0.324555239960704,-0.144960975917863,0.218050673623618,0.0071632793554909,0.296537617321127,0.144496678843208,0.244394350933827,0.053599420732798,-0.0793250456765809,0.154484957113353,0.028802670123152,-0.0192913146218042,-0.10375573158968,0.123321897370476,0.136086698942249,0.047286946706442,-0.0336645101457629,-0.0311994047123016,0.338535923964636,-0.0556387666631213,-0.10250018028741,0.141320100752975,-0.0212636308811245,0.119220339464293,-0.0137814269934532,-0.102424301280802,-0.0299309242460555,0.17359768417037,0.0012944252699068,-0.0043664961519535,-0.184831684907625,-0.253723497868989,0.28551750655824
healthy,0.338410352845913,0.52493520704171,0.292629192439439,0.509739849018786,-0.0866115859984336,0.308133359729159,0.21701010719504,0.326192744967304,0.124333421360176,0.515879365781031,0.571219529467288,0.543950515828262,0.0473937485137519,-0.23685933489233,-0.409590366950738,0.464533088009364,0.413414163319287,0.449856849903731,0.0915192175547115,0.532400280608707,-0.19027076928408,0.0793521883667485,0.536100071797243,-0.0476328436638307,-0.12780016719109,0.500663176321511,0.30698884277806,0.39753074250228,0.404397366991998,-0.199491041431789,0.462934537879706,0.568805423038432,0.0028577699166703
healthy,-0.188066695354175,0.276709975443649,-0.131335096355538,0.0651650284422275,0.0368719645944708,0.0077780947118924,0.0636162558450641,-0.0052461109220461,-0.1513582743477,-0.0152362638477135,0.161104495588659,0.156177900755989,0.301695806217463,0.0632531512552329,-0.114253447957046,0.0761854685515939,0.147139448330521,0.122671527830805,0.178634560284277,0.163168632509887,0.119278394729386,-0.0700727233418358,0.144746422137547,0.0282166944012312,-0.173719610888413,-0.0551716719630422,0.0265564335377599,-0.0747970810336252,0.0251245363290958,-0.0836698375566803,0.0699595175927373,0.0591845157527057,0.0843402845133189
healthy,-0.264019524697203,-0.127029066867785,0.0939979036380555,-0.113124678418957,0.382639904048256,0.142593173091266,0.0358229541433858,-0.0399077331581842,0.368648392570986,0.0877470598494684,-0.0738561986127296,-0.14762460945437,-0.0461633416481413,0.0781501953110479,-0.161706530004037,-0.10316783401551,0.190848682500294,-0.272548304790574,0.436667654873715,-0.0187012824686523,0.116738488281436,0.223378782801417,-0.199058355593341,0.0531176997077127,-0.2914038281803,-0.100040970435019,-0.147126343193215,-0.020868630073226,-0.115298857827668,-0.141874949713436,-0.25356172827651,-0.323467594370912,0.363867950966527
healthy,-0.0417640231775176,0.272673266566122,-0.152980367295879,-0.0190857972066026,-0.107895508506434,0.111336840195901,0.143149158068636,0.114914256899929,0.323836766312182,0.0033629602757119,0.242445835661862,0.214352554204605,-0.0458787965017027,-0.0948903463122189,-0.143559090880318,0.254786867404317,0.257076907159952,-0.001821334714131,-0.0415088555888635,0.268304982062285,-0.0966130624340071,0.115881056921353,0.245888124331794,0.179516865097398,-0.0885968125818371,0.381771136462032,0.21518526208696,0.127353528024669,0.405600575033118,-0.0584829346429458,0.371103088210704,0.330629756124762,-0.215151473631048
healthy,0.060864276123767,0.245115613990014,-0.0228940150662264,0.202918042448375,-0.0692380490065658,0.171467105909376,0.315519565941608,-0.0750875290780102,-0.1884460928487,0.240644282016105,0.218164372963143,0.294170335193679,0.549624800727439,0.0009213472114899,-0.171015228317485,0.182509879183069,0.244543761359071,0.541107342463957,-0.278605712018787,0.330889644908608,-0.0365756212566935,-0.313526917699986,0.390904342783594,0.117834031926946,0.143169234313694,0.167988737800628,-0.159619054875846,0.175101436353883,0.139687325458734,0.166578637226522,0.411893615866997,0.482130535658498,0.072957374066152
healthy,0.131245406642582,0.331412782928748,0.0024993953075868,0.15738127872289,-0.111149703917129,-0.172814889697902,0.0428499648296656,0.0095758544581786,-0.541075348454376,-0.0768548552149294,0.401675550466035,0.299052874274567,0.347005365383495,-0.181542048923754,-0.247774534392393,0.376041156295933,0.221882490845375,0.330525891754576,-0.525586813233812,0.332238668083463,0.0841401514663791,-0.434991554394676,0.345587437245248,0.213518469086999,0.26594157625458,-0.0205892047229323,-0.0510200274740714,0.0942296838854123,0.347596175305696,0.293091997350935,0.632030524321635,0.410340351670039,-0.315789012392449
healthy,-0.0822346064236516,-0.290384447460183,0.0345587080586276,-0.099587997163603,-0.0734334129702015,0.0048654481769626,-0.18033425401824,-0.0647392029689291,0.293543138824681,0.168011385680018,-0.292448453354686,-0.215270625220436,-0.340750784150784,-0.0247969592409109,0.0121343231262226,-0.212241800086476,-0.124268004358883,0.0224409963683644,0.351551446078083,-0.113876414725609,0.0637009185095024,0.111862781083028,-0.198827792920117,0.026034779328351,0.0620418814563644,0.0570760014495088,-0.0568644621368754,-0.0275687113382096,-0.247170382588798,-0.0485968317872892,-0.365178149658992,-0.162646335169813,0.008513783255925
