group,CD47,CD40,CD52,CD19,HLA-ABC,CD45RA,CD123,CD20,IgM,CD32,CD196,CD185,CD27,CD95,HLA-DR,CD35,CD272,CD58,CD21,IgA,CD268,CD41,CD81,IgD,CD38,CD45,CD22,CD73,CD305,CD319,CD99,CD23,CD82,CD224
healthy,-0.228816316056496,-0.308612577764071,-0.294678116149755,-0.446438672698699,0.188556015268916,-0.187763573245775,-0.432259914725904,-0.40902900328372,-0.0805053560133384,-0.342956801000145,-0.352242642863147,-0.448477446202149,0.174212751089358,0.299365866855075,-0.440601918144082,-0.345697849801683,-0.438183500322367,0.108273987360164,-0.471046724922421,0.217145839525261,-0.426049581588498,-0.0316955105682455,-0.178859005201051,-0.53325059995976,-0.129372589829667,-0.341009151524012,-0.355513607651717,-0.447672143689715,-0.56447987660305,-0.0064960253300666,0.244864321769662,-0.230063426201809,0.284950513263565,0.183071296980249
healthy,-0.415994934428931,-0.433040565584307,0.0303173709573619,-0.438839393512253,0.133428422877128,-0.135404091169738,-0.514497470309097,-0.0907915063512375,0.109507133323862,-0.296372448119033,-0.37029225589052,-0.370884932063907,0.173224482045311,0.246173093882714,-0.687241545037455,-0.459432816683134,-0.354225716168357,-0.105241236843583,-0.622164881081684,-0.0922695440018054,-0.559847425285409,-0.335086094736271,-0.0145015573547309,-0.539807095914232,-0.209723482614686,-0.310231391783223,-0.438456796276853,-0.540864367398652,-0.598394027577599,-0.0809479745549442,0.0924011035383113,-0.398330811151832,0.296052026392829,0.0147989634140873
healthy,0.081398609286202,-0.113192684499715,0.0702378940436736,-0.0077555678216808,0.20190616098416,0.117980141280956,-0.171463125517948,0.0405689734581174,0.165169210189795,0.043637085320549,-0.0819008114977444,-0.167784210927973,-0.130350349939732,-0.0368597029553847,-0.0137094623509201,-0.185578209988086,-0.0703091312656835,-0.154595887663813,-0.182204401630719,-0.0422848483340061,-0.108884240821567,-0.156778364839809,-0.0146414109166381,-0.163799125931969,-0.427550153290127,0.0828745129499857,-0.161943787656574,-0.045564806352484,-0.216137939560557,-0.0364396588857004,-0.0221971259474894,-0.218616148284751,0.321713303992385,0.0658084731514509
healthy,0.256773876786864,0.199391293358298,0.249322720290462,0.33050099805318,0.137902652120156,0.177964117699788,0.0848896468259157,0.246126043249416,0.0972814485679321,0.292860158737737,0.305741456359123,0.335337337787134,-0.200342421586003,-0.0818635354983543,0.319862653621885,0.261644364490664,0.44044667782088,-0.130329660487207,0.280259182531664,-0.141842947977979,0.313652590923404,0.267533421929895,0.349264683984988,0.310527406782512,0.0966981102215891,0.261184356440523,0.286685534505001,0.115019854345257,0.440081810255563,-0.272405737637071,-0.107883835729288,0.0759084112635791,0.152075488038066,0.0502398428856199
healthy,-0.246054696806876,-0.412670121883933,-0.160278091904482,-0.387149787991414,0.134753525152205,-0.285720611732139,-0.322309134606845,-0.451901989544035,-0.34195373723662,-0.298506695006265,-0.162268236467933,-0.380319997330575,0.256472224916459,0.162441088889431,-0.358207740548129,-0.287743798332979,-0.339555815458219,-0.014005418961278,-0.371018883406155,0.0792417642507517,-0.334168956436772,-0.247418353754639,-0.454112726842869,-0.537981785977249,-0.31020300561472,-0.257508921300898,-0.275626603444555,-0.269379786858868,-0.463789874626056,-0.0372648518382765,-0.0017810398323657,-0.181796483664674,0.1817100685706,0.0728408065837438
healthy,0.0980008979610579,0.0047799406049533,0.098012164461872,0.143090237378958,-0.404651302725155,0.0955414935391305,0.0418051346003067,0.0932123501826494,0.226642609573059,0.14435926243754,0.05203922159248,0.152028412643023,-0.206820483058798,-0.183083596230582,0.090174801025351,0.0310320611344793,0.159748654943893,-0.272838048719745,0.145539019412577,-0.260168630668522,0.145355161555104,-0.0114967311059479,-0.0549429049393226,0.385912294235994,0.0327499134627062,0.134063101879788,-0.0916635987249933,0.0387983757263906,0.372046286738016,0.152274582322204,-0.190633641672468,0.282116910830839,-0.224352648160403,0.0183581257264774
healthy,0.205420507711293,-0.115077115692887,0.16423015076204,-0.187589334300744,0.519055651078484,-0.244665336477417,0.232725978548111,-0.0636679255143878,-0.343395658836117,-0.0300489751496463,-0.287522517879769,-0.253125022445072,0.366962846381843,0.283632405227734,-0.231822963903501,-0.140641141409467,0.0344159407582195,0.0900092322087839,-0.207604598603211,0.213182148806795,-0.135927930281146,0.228463656948127,-0.186840494864673,-0.554860235271336,-0.272436538885854,-0.0479085797206603,-0.25696348277846,-0.19376855378252,-0.402625231074922,0.0464259646895805,0.287483040763096,0.0335449190464959,0.147514264175847,0.172412836588201
healthy,-0.282320628810588,-0.154755180960111,-0.202721592154078,-0.150069135392032,-0.106080382935306,0.0059123982803043,-0.205730202447468,-0.371944982532129,-0.113367210944362,0.0207236366761805,0.166524834473697,-0.106409131618722,0.136650833867405,0.148434916697265,-0.156366878480381,-0.049977899258754,0.017687647209797,-0.0997766951820953,-0.0575378123189827,0.108622230913335,0.054533897624768,-0.109826651954005,-0.519987314880257,-0.128021845756821,-0.430483166019208,-0.0875488292318038,-0.153398014450424,0.0171428841188081,0.039755724050688,0.0029955940889083,0.196052327379823,-0.0514438166599592,0.222109008978618,0.036261277039987
healthy,-0.149112905292691,-0.100159081113243,0.216662842116361,0.0239675264669218,0.341180375161039,0.149917203654203,-0.0476422409321461,-0.0323944830302343,-0.114044927769483,0.186012689237715,-0.186698728816024,-0.0682792217109757,0.320144921179714,0.208757771222047,-0.191544849571134,0.166076960528216,-0.185850182287438,0.197217207870777,-0.0186496233815635,0.0940264748601235,-0.0858200739901855,-0.254091960170161,-0.0972223252148954,-0.265721229601131,-0.461664938444536,0.0552564826127674,0.0163946122854381,0.105874772617742,-0.326439678897348,0.193944640284715,0.107615662082446,-0.332278923362338,0.382261205744384,0.131303872601235
healthy,-0.334893012382572,-0.270501893073658,0.0072514121846809,-0.331726612032323,0.458648096310434,-0.163260201344347,0.0386683876245235,-0.289639379781352,0.107830778208804,-0.271685900447244,-0.362612648185264,-0.427593206184249,0.387697673471782,0.35848419893945,-0.525137359212678,-0.321126530511394,-0.516681638375046,0.129212470773808,-0.550312208051372,0.243025300317618,-0.494405656356376,-0.192570744627885,0.0041482476590029,-0.629480982846871,-0.297296843185451,-0.252845435697695,-0.354881856820884,-0.545801917508149,-0.656646156470253,0.0661089825145333,0.273700060652049,-0.504614957463284,0.475370580669157,0.275773857074869
