group,CD40,CD52,CD19,HLA-ABC,CD45RA,CD44,CD20,IgM,CD32,CD196,CD185,CD27,HLA-DR,CD1C,CD35,CD272,CD24,CD21,CD11a,CD268,CD41,IgD,CD38,CD45,CD22,CD73,CD305,IgKappaLight,CD23,CD82
healthy,0.354202005904077,0.268109313069408,0.452402213279537,-0.177055882028387,0.206249423465313,0.172260495802148,0.327639262475198,-0.185084066001863,0.361976366960705,0.212590908480306,0.459415069184354,-0.26181578942342,0.392371051340152,-0.109576244892689,0.519448088872041,0.239084075064284,-0.200351852737758,0.567295862832557,-0.0371546178963416,0.4741142484103,0.385055727810681,0.385184772379547,0.0105814955621796,0.322131815655142,0.373270752733188,0.61999498644711,0.536202094371114,-0.0910986482118062,0.279650713225425,-0.0813050144398982
healthy,0.0876924710390446,-0.0411180111493413,0.1321148305146,0.112763003239472,-0.0739824047406736,-0.0615122606735908,0.122554446021733,-0.419228991398858,-0.239335285792408,0.0756859654996747,0.0926283763243015,0.126543844351458,0.207468552252113,-0.288815058349664,0.17990097508194,0.203332732878153,-0.339851499356611,0.0105653221085552,0.119460228227655,0.103543646355691,-0.16183368449959,-0.0922906801773581,-0.171354932257264,-0.102349316452697,0.264874508048532,0.344037803238995,0.1495985068944,-0.0005251289165156,0.0153391344748713,0.163121225063906
healthy,0.313979899908851,-0.0291867134101128,0.122513783886033,-0.242957188076466,0.0220945304795986,0.12765962374202,0.12465288061018,0.015739067476049,-0.0023009321566122,-0.0004507198871711,0.140218195364329,-0.0148864523883173,0.0234868735231551,-0.138275118218936,0.231312065842608,-0.0104169167439088,0.0438441949095288,0.227550833740563,-0.0417471644430719,0.319142074368728,0.0568319798872881,0.176027358762215,0.173218857385956,0.0318861432893631,0.189503859514369,0.101275317764062,0.0022968434292509,0.0922293654701749,-0.0421190283667376,-0.0107260713696619
healthy,0.549480627991859,0.322299711673526,0.534530997149593,-0.124693806136215,0.324718306446224,0.22624535013381,0.377999934296778,0.141329924102652,0.487881212390691,0.677521301266597,0.664881240924424,-0.52088531087947,0.511850233308983,0.342589110107246,0.435330261136713,0.729299917153072,0.0856891461025377,0.593650553739714,0.0370494026471836,0.58917203207899,-0.0922404807117385,0.67985349957005,0.50009978380994,0.452478704091607,0.583591232720236,0.431696552832266,0.742626229338243,0.512022848890351,0.298125967565179,-0.0860034495003526
healthy,-0.331198803334914,-0.195143984105352,-0.445584721850239,-0.0285261453460545,-0.338804502415246,-0.0317821296843551,-0.453430941643559,-0.50296193498471,-0.327342291814884,-0.101012304944604,-0.37793742005035,0.212432319866748,-0.417364877216933,-0.148851875281907,-0.367406690835893,-0.299444745805095,0.0104880496180778,-0.392929835331898,0.0391094540748836,-0.402584926121372,-0.271107063556079,-0.711232382779092,-0.301772340609396,-0.27893138819411,-0.333328737808397,-0.204028746136544,-0.509955940526192,-0.391359628413153,-0.301940293099869,-0.0533108468059506
healthy,-0.20935258540899,-0.246684671352716,-0.0908863352971988,-0.411894151836872,-0.236220244320654,-0.187474197282543,-0.219941259568927,-0.124791181437419,-0.145051096649959,-0.144271203957188,0.0304564374371495,-0.0128899363855764,-0.149846336409695,-0.387448209344311,-0.305636482914531,0.0450947901963907,-0.418020765827756,-0.132631113101872,-0.19974697778462,-0.165973145142088,-0.162391647150406,0.0936747910004395,0.180961981026792,-0.157047798063283,-0.295355281927834,-0.146556173030157,0.122672780180855,-0.0710553460952096,0.150576159552368,-0.469871259783427
healthy,-0.382836386256297,-0.196590056765959,-0.297569381461999,0.0318287300682324,-0.492167603845456,-0.0833062586809178,-0.336641888781061,-0.421715313890372,-0.266910937783421,-0.451288953034812,-0.235773394033052,0.0470864309779459,-0.250988572465083,-0.286679288581732,-0.39160684423825,-0.132525777804314,-0.0649141781941906,-0.426495289301879,-0.237645596236305,-0.442095449025621,-0.119018788577318,-0.386067777672798,-0.110871760291874,-0.336016687828768,-0.318471239984571,-0.328583930494718,-0.334356725869902,-0.202199356171196,-0.0155782163593426,-0.159841850267569
healthy,0.129424187421123,0.141047533415439,0.0672993373580458,0.0940004646890853,-0.0321082894468413,-0.101544224506665,0.185808152883891,0.093192850120751,-0.0623824720837535,0.0097633012826301,0.125596048296154,-0.193175015217203,0.150397811845953,-0.304599421302828,0.0292107579611978,-0.217592861012909,-0.209272681445042,-0.020391355350736,-0.0593090179990463,-0.0766874671205519,-0.0299063892072359,0.123265592782541,0.216793487503298,0.070960113034477,0.226556951247085,0.116865035101835,-0.205543500982647,0.142216536374909,-0.113295704862657,-0.285663816510621
healthy,0.0126861760684318,0.101079763580771,-0.0043196745204324,0.235570944842526,0.222731473154758,0.541730684267717,-0.142605187489722,0.0703628759050359,0.171772958155285,-0.0129922178249444,-0.001388735192967,0.386410772308205,0.020866539732943,0.146088258569853,0.29198981632939,-0.114423555707448,0.0230708636261871,0.145398219403287,-0.0455071939476528,0.0991822672629483,-0.42669262409855,-0.0647361304955872,-0.299995401090921,0.130567046434175,0.0106816202631572,-0.0172308571772687,-0.261795915597172,0.118285546024153,-0.186668874833082,0.202057217702479
healthy,-0.065681856817761,0.188873634582842,-0.113921028301689,0.439231124669446,0.105734135730895,0.18952208431246,-0.0868779905318619,0.180649535771089,-0.0943174326768286,0.0509636745960901,-0.0789766912959212,0.252932393555079,-0.311651073192244,0.321068482034383,0.0512063163135993,-0.341085575164487,0.27727157762413,-0.159715784383486,0.128783570584541,-0.201834807492325,-0.0739703925183664,-0.490137705469669,-0.187606887005072,0.0043504348041845,-0.16129889551362,-0.186714848531351,-0.433123270098047,0.116069860852569,-0.352491868107883,0.51470891607764
