group,CD47,CD40,CD52,CD19,HLA-ABC,CD45RA,CD20,IgM,CD32,CD196,CD185,CD27,CD95,HLA-DR,CD35,CD272,CD24,CD21,CD79b,CD268,CD41,CD81,IgD,CD38,CD45,CD22,CD71,CD73,CD305,CD82
healthy,0.292607813158315,0.112516374016774,0.304545775671918,0.288154661830928,0.126467117814371,0.192828270574665,0.305738684042373,-0.166709079626077,0.282266880504566,0.331582196225509,0.260144556365037,-0.0369087708931207,-0.135803993805619,0.205836773562555,0.277358486310485,0.173440944606459,-0.0370493510552113,0.223384005264778,-0.103208512924216,0.332001069937368,0.225316088391835,0.0691911739414867,0.0657543084945344,0.163691573887769,0.265268502857841,0.122829439477422,-0.17602268627199,0.335365520659547,0.252508724787349,0.0361901762489044
healthy,0.260405012408743,0.329904265566774,0.0693059694359681,0.309485944414159,0.110618172516588,0.161598595596296,0.0178345528401943,-0.0860465578111158,0.182849741202631,0.242520396553081,0.267822095753482,-0.0370992721848173,-0.227301411669979,0.352148524280998,0.307069180657799,0.182417495527665,-0.0607187624917611,0.422732829561979,-0.084294302233527,0.415072024364157,0.336449027009059,0.103472688683194,0.260722092756403,0.30478594372125,0.180786754500591,0.297700094629277,0.0778348994154132,0.387407289701462,0.31353972927754,-0.0655685268044334
healthy,0.0510788681595504,0.338832792765031,0.0149065587932865,-0.0256203523961324,-0.14451821023737,-0.0059414905823032,-0.0562461334288808,-0.106781055383296,-0.141212733891924,0.0670804738743908,-0.0923358067877269,0.0071398842893786,0.147204357791387,0.0078454964369662,0.114210565149451,-0.105524377966936,-0.170662526701267,0.095105636762416,-0.0274899615614316,0.206803307544307,-0.155600647011797,-0.0684321280280033,-0.105792127953284,-0.035740006974269,-0.0779221987430212,0.149587619524574,0.11834877316845,0.0867022250432943,-0.144716676255454,-0.195894734609224
healthy,-0.141560074625035,-0.0508438515491479,0.0270764024084707,-0.252575634359316,0.086348723391788,-0.198552780627798,-0.0390188604863004,-0.201440403999496,-0.318867127882737,-0.5089870580512,-0.234377369466266,0.205888505688841,0.248047511521398,-0.169780508647379,-0.214132104454685,-0.49170630718358,0.0323582200718126,-0.276687536863867,-0.0864304297363134,-0.232720480119807,-0.133411004370613,-0.114318887938644,-0.449396929397572,-0.0759490088533093,-0.15692681764788,-0.313074887915346,0.206031833085482,-0.0523972113934679,-0.445466819900982,-0.222871222874489
healthy,-0.169015911281478,0.0021995966355461,-0.0996865998165836,-0.106187288719012,-0.196341954443909,0.0525062284200506,0.0326461692712865,0.0849928737267099,-0.133012304118879,-0.212687057952241,-0.187166990859142,0.0292647772239945,0.0131478213918033,-0.126974850060585,-0.078318052965407,-0.344898825965887,0.1129992641898,-0.127059026286507,0.120544857321126,-0.238787409958086,-0.194363534422765,-0.141489253720264,-0.185374176231521,0.0752625086595977,-0.0438177391486214,-0.110716558234179,-0.0935019457606197,-0.0849500981766079,-0.283244467471555,-0.171219594972888
healthy,-0.333693903851858,-0.57323802984207,-0.241978576316481,-0.482874505750217,0.146363977087914,-0.275770679556229,-0.311305363872846,-0.0471224027935436,-0.290541397933933,-0.559696433291575,-0.544110081152228,0.295519926831225,0.428246924516369,-0.40879150423444,-0.23864950622406,-0.550734936524463,0.0818953418771184,-0.472975447956331,0.150688308414889,-0.554188866009452,-0.0690969681523623,-0.074050121337235,-0.55362243609717,-0.186651936974792,-0.405517532292536,-0.34293953215099,0.297273623735132,-0.546827330494711,-0.657683007997593,0.161574513065296
healthy,-0.0151912053726232,0.0341004838888806,-0.14539646780023,0.0689388717576637,-0.281061161863505,0.0757699981861056,0.0578561866725616,0.204893108692326,-0.0610411754035915,0.196865472441767,0.216629852791018,-0.216185738370851,-0.0104780474384271,0.305064393252313,-0.008703341757479,-0.003183693080301,-0.135437661197687,0.121611179435516,0.0402006507008507,0.0314221217323925,-0.0078477190060338,-0.0808035079673961,0.379236846391953,0.249210140531841,-0.0309776890984945,0.202079805408367,0.0850306403684324,-0.0725590163497257,0.271299446131307,-0.22915710302529
healthy,-0.207795372427764,-0.41468970951488,0.0384589229990404,-0.150802046105373,0.183586422897886,-0.0594639929277894,-0.0682722085851053,-0.143362649813535,-0.0415738327961039,-0.300548849929615,-0.30060513363695,0.426017318414802,0.351156467004384,-0.169491269295575,-0.123919047062241,-0.260387813260137,0.103081168270715,-0.181576566288976,-0.0728972543193852,-0.339220866063425,-0.196652183236805,-0.0813511049411533,-0.293711853980054,-0.162859128648047,-0.129521190186552,-0.219287905884723,0.131541965485728,-0.288981942072217,-0.283811224155323,0.315526093961919
healthy,0.101722090292842,-0.0173221656118944,-0.0405298966131023,0.0691427012075242,-0.474350069387132,-0.0839499128622728,0.10654378480379,0.299985497554551,0.0965926357767042,0.175844981626863,0.149114471557694,-0.211194601204302,-0.0968491660270045,0.069614051191089,-0.317765297991772,0.463965707907232,0.0378026167914361,0.0250656644152274,-0.0140589632025715,0.104202780353829,-0.102791712963299,0.118674767384054,0.504582224720632,0.508793318361232,0.0317541041559424,-0.0796407215787894,-0.272000986019523,-0.261588933866096,0.399954777064093,-0.2072197424271
healthy,0.228504969012357,0.375268151504457,0.354054708112342,0.292101932553755,0.373738199782603,0.30731073881389,0.313366163125669,-0.0108910785917482,0.18604675748491,0.44398628156,0.449448254929848,-0.0226527950407373,-0.115653026391025,0.112526741288006,0.289088422264761,0.137031517417298,0.197846333797191,0.207670016276782,0.0464338429388078,0.298168583520096,-0.0262536769107596,0.510722991174784,-0.0510169326172602,0.279485254893234,0.254855292693888,0.113246515293175,0.0716817398513992,0.256078209225962,0.099774008250276,0.329013686031559
