group,CD40,CD52,CD19,HLA-ABC,CD45RA,CD20,IgM,CD5,CD32,CD185,CD95,HLA-DR,CD35,CD272,CD24,CD21,CD268,CD54,CD41,CD81,CD98,IgD,CD38,CD45,CD22,CD71,CD73,CD305,IgKappaLight,CD23,IgLambdaLight,CD82
healthy,-0.387055159598993,-0.200729610538901,-0.371422367371135,-0.0546186435082065,-0.220583992060634,-0.218804363524273,0.0341002403051417,0.213944925807283,-0.235340281080924,-0.194859131806549,0.407890812390117,-0.299374554141627,-0.34979802277187,-0.0808238984113224,-0.0621047890389956,-0.449706735270811,-0.437205132277965,0.117809869743932,-0.381725933400949,0.0398889988775739,0.206727716401802,-0.15061463746865,0.053378212610377,-0.192341280592731,-0.344073162544967,0.126644381130628,-0.447617903818334,-0.319294740666046,0.0307514613218149,-0.104846569515089,-0.183965361461028,-0.0348818196946991
healthy,0.191255598353586,-0.20550591425469,0.16865158403042,-0.271522480761783,-0.08438917113486,-0.0231878227664915,-0.372182761177492,0.164553552479939,-0.0445615567295811,0.228774711427735,0.0631251217568809,0.370960086239705,0.053776429985163,0.310667083732228,-0.388416849400095,0.154143379237537,0.252889155515304,-0.0889820521288763,0.174994212933348,0.0018278923635003,0.209707019164739,0.16267965949889,0.387863895095206,0.055320466398492,0.308279731096828,0.194667844895792,0.202508414509603,0.441739027832243,-0.0053199899321429,0.36837532553437,-0.0951904116840714,-0.444360179497007
healthy,-0.100908303399066,-0.177439836520044,-0.11377520326968,-0.436786596638336,-0.0269351707713394,-0.147477870416293,0.283725446721338,-0.0017904723036466,-0.152298761465898,-0.315676918961972,-0.0035974828067392,-0.174948368570879,-0.0662464703937214,-0.0466839686309544,0.0486405776884822,-0.107981133317163,-0.199081790715664,-0.152779363447845,-0.0426709872083009,-0.275571019593155,0.078767490156649,0.104492975573612,0.0126102036529928,-0.0981562940469933,-0.144176602285185,0.0313958029892696,-0.0612721625789317,0.0392001864024722,0.174134200690397,-0.0407309542643502,0.198860223215377,-0.0700761652260641
healthy,0.472008116284745,0.275773183173563,0.326554786137329,-0.188618706289842,0.115706905630131,0.281320233958364,-0.0553343405897469,0.270049107649573,0.221515961511539,0.437228482267168,-0.265710228754676,0.320417953615332,0.239084255403041,0.285079575035254,-0.0617964412466086,0.375569877918776,0.392787378654062,-0.0093405945629917,-0.0360187217244818,0.0747145193902714,-0.125101459453727,0.342625887575667,0.329754803240171,0.307911317019476,0.355911161797153,0.0274496560127089,0.40141527482875,0.420397650341784,-0.173911790301205,0.310705156327418,0.25950121955295,-0.19199801960757
healthy,-0.269233183539994,-0.418542718779884,-0.355372331913116,-0.212495386551963,-0.39347696432176,-0.446584068738645,-0.469618852882784,-0.409466929401423,-0.313737373420779,-0.219569961944756,-0.0387281890316892,-0.324439111072199,-0.271028053265775,-0.136945617361307,-0.329124841013901,-0.211763448053008,-0.176288251255721,-0.173349948267001,-0.270027315147168,-0.495432554733133,-0.198849594157961,-0.394824009761352,-0.409512821322398,-0.358723373872521,-0.285838584378139,-0.158585572492023,-0.0203135437761106,-0.221225263449158,-0.191989207764964,-0.0986681997394081,-0.253825317463071,-0.0741647617918268
healthy,-0.629706731370165,-0.357718847615173,-0.478058322633279,-0.0163103212230869,-0.372074697235681,-0.40389042357846,-0.21127767242127,-0.176042024181283,-0.338397320272364,-0.56251921243041,0.523372255891214,-0.448183154020516,-0.363322416858519,-0.497504305436711,-0.132353416998223,-0.534394042923869,-0.578198361850513,-0.0601970387789355,-0.0541399438976329,-0.170141087567246,0.106643597804368,-0.590688322343352,-0.180643628585443,-0.443558050439122,-0.412435856662598,0.340612052210356,-0.516603110349635,-0.622018779194704,-0.13009339338835,-0.190300631259093,-0.271647470488603,0.0039527929107199
healthy,-0.157400244055851,-0.0404916021146567,-0.0374859423181571,-0.121641466391088,-0.126954471249773,-0.200051514790051,0.227157343359759,0.18137511513515,-0.0850426265191366,0.0377341806638093,0.0209250181172741,-0.0448902593869037,-0.124714642736965,-0.170762878792781,-0.140570507290534,-0.10646873378896,-0.0381770707211029,-0.16192045230735,-0.0441721894289483,0.028901540135124,-0.0595348077337945,0.207677060555972,0.0476256239574532,0.0452784327952113,0.0714602103076774,0.0397633886471756,-0.255502592599622,0.178052622760958,-0.0453612970151931,-0.130269605944396,0.0745717599082033,-0.0112893196474601
healthy,0.171004040499438,0.166329175135437,0.144447634662899,0.167212891801992,0.254112233564288,0.117577501131059,0.206801453925919,-0.222243066395485,0.249231434721411,0.283604835747367,-0.195799467463711,0.142094009021602,0.252235575017762,0.268923351311657,-0.0046665123473904,0.221851145949286,0.307722676146799,0.033870575995657,-0.264837599751213,0.0724674388295526,-0.177620681995387,0.138415279323032,0.023956106196567,0.228324354547447,0.0578236690597444,-0.162937282338586,0.264772641324161,0.218173546535193,-0.0073182867392435,-0.0766241285069456,0.15200859417925,0.0007911544656566
healthy,-0.34846826285453,-0.17746636979887,-0.412775445146646,0.443808012552003,0.0230899472212058,-0.332819861215331,0.0111820634623014,-0.509090289251554,-0.172619527533661,-0.518732161888757,0.227827416271274,-0.482724402905004,-0.046186239639018,-0.729997758318413,0.161707990631429,-0.402901948428605,-0.49130325573843,0.417695228442029,0.149175147626756,-0.237017612085425,-0.0272301536120848,-0.667763221582477,-0.58411051969113,-0.256352371324555,-0.444583674506971,-0.0046719770952497,-0.229139514075987,-0.740410482401555,-0.101439872532937,-0.524497364473304,-0.156749280532988,0.150897597686282
healthy,-0.256183900265991,-0.198439586148543,-0.160241078009341,-0.0234330208056227,-0.220038657095251,-0.244219030150832,-0.159503003312632,-0.059787372449974,-0.28217117815272,-0.429748819354539,0.285592338605381,-0.184657656660405,-0.272524395152653,-0.084061074609575,-0.237089959287359,-0.29460138657341,-0.211154657698446,-0.079616555285684,-0.0064682520419813,-0.219156914350411,0.0308097716403215,-0.17502262559885,-0.280377954929218,-0.217424797920608,-0.0977571371185292,0.155687125294483,-0.0657664134401749,-0.185619922327263,-0.162640343376586,-0.125943992111724,-0.0327839581256894,0.021352689886715
