group,CD40,CD52,CD19,HLA-ABC,CD45RA,CD123,CD49f,CD20,IgM,CD32,CD196,CD185,CD27,CD95,HLA-DR,CD1C,CD35,CD272,CD24,CD21,CD268,CD41,CD81,IgD,CD38,CD45,CD22,CD71,CD73,CD305,CD319,CD150,IgKappaLight,CD23,CD82
healthy,-0.101734067382166,0.0449882506089013,0.0236393804528298,0.175129208320242,0.0685962606224924,-0.188994541019683,-0.0091719756780604,0.0994287047650288,-0.0820245812148468,-0.0425849458661099,0.1944944571054,-0.044011478145901,0.0336866710469964,0.0234107515375502,-0.0848988820905473,0.0363630464012202,0.203386991151545,-0.0027121478041466,-0.0721116890437566,0.0030618930385244,0.0090904656755714,-0.0120659000412278,-0.0839984538278588,0.14453979963736,-0.0167473430227187,-0.0475426577152599,0.0517445183684134,-0.127631191378797,0.0511893735050575,-0.0374297031839965,-0.223952836500434,-0.0498154960696102,-0.0268921929321648,-0.0870233461389759,0.212722868643207
healthy,-0.0148668839444727,-0.402761680755704,-0.0408198909535399,-0.311088588271657,-0.324248112782163,0.342068499542685,0.0125034435982495,-0.172380727458037,-0.521712858496043,-0.283366254746093,0.0108646606957057,-0.0166184719333532,-0.149681121784179,0.161249826181755,0.30216487799389,-0.450276062823897,-0.0073203254181047,0.107651744280879,-0.570163890493835,-0.0503676870110249,0.0242553253331619,0.0063639085185758,-0.0121728924851318,0.101633671901017,-0.0059560358605332,-0.149353319854632,0.193936644063077,0.280061009268059,0.192515339788035,0.173622905251404,0.104212312059918,0.17376302711495,-0.181552266998385,0.329099070237743,-0.335581248251454
healthy,-0.177058424160245,-0.138881868549226,-0.0410694683048146,-0.256830607370353,-0.102236431632545,0.0425679250466933,-0.0453880714462539,-0.0008155658337079,0.171972243749632,-0.110720731336711,-0.201511853555475,-0.302949768706322,-0.0660171035219083,-0.036980711487076,-0.0946824279485732,0.136728926426427,-0.0180900601833677,0.0050536438512645,-0.0484401808737451,-0.164460280415337,-0.319752973491315,-0.0198296465620086,0.0579864789660897,0.253110399956082,-0.0341570735431713,-0.239804264207122,-0.292083067014768,0.0884349729059744,-0.251521365722249,0.0960944589250058,0.0067066374488282,-0.0202896238862727,0.17683534427418,-0.0075957476743371,0.186295088470916
healthy,-0.392286429123765,-0.356839744695532,-0.367968653737155,0.0568818251868163,-0.121539155342423,-0.358603080734084,0.0863663262844468,-0.403781954406736,-0.255704835889018,-0.22544575748089,-0.106112554811487,-0.453864175493677,0.536476661919134,0.408715600765538,-0.490770191250047,0.0027881442905862,-0.147736513960423,-0.253434397187019,-0.0658265360415846,-0.406242658331734,-0.452082611148144,0.105953015643963,-0.363775103685654,-0.41680544029206,-0.432919799651602,-0.352482811306341,-0.394750741975263,0.06230796319546,-0.147284549391055,-0.339844618798936,0.012873893391385,-0.103316503707239,-0.0240070485662431,-0.422265350415856,0.389879097772557
healthy,-0.32906668388786,-0.197110569325786,-0.1800970517948,-0.0689841412977468,-0.130319888457187,-0.15921567044524,-0.0404460672187201,-0.372239695456815,-0.056755194647266,-0.0663062733428197,-0.015515872763008,-0.156316971016559,0.100125206155612,-0.0805971536944571,-0.327152697274681,0.0354028220164855,-0.0826886817263557,-0.163969799503531,-0.0127969957358084,-0.0938868113023022,-0.14779619308483,-0.130907365954623,-0.215979928800539,-0.215921465948311,-0.282713459173569,-0.194022797446193,-0.386118444230327,-0.260725432741122,-0.281385723121932,-0.247204973478427,-0.0991014598128252,-0.172891166861167,-0.0456118908755173,-0.163463043784353,0.216682561788664
healthy,0.391347490383226,0.342690864253957,0.396185527346557,0.215746020147203,0.372899799344964,-0.033630955953802,-0.101435360902309,0.348681904588578,0.250499855141068,0.392288540061844,0.421351990380561,0.358527551906048,-0.203631038785675,-0.484008923368313,0.393443686813671,0.314909711554321,0.510046192354689,0.277498396356161,0.205877640118276,0.500409094767878,0.494196421974421,0.042267845930303,0.163023585073722,0.394933596161021,-0.265223220111435,0.412403438550594,0.531771087614883,-0.487633469760596,0.418255943076718,0.257104168322931,-0.375414196192663,-0.0835500820790766,0.195860976245141,0.108018759411761,0.229871553564812
healthy,-0.459352510060795,-0.072729977081453,-0.259825866134591,0.119020853730557,-0.371612552149465,-0.043649189103038,0.14558895671639,-0.190982009731022,-0.426230310575804,-0.119292581171776,-0.456842358956386,-0.239244084667152,0.089268025395689,0.213222826939065,-0.353662252856884,-0.132944495524537,-0.315444441076251,-0.27927982239542,0.0429913825113907,-0.404623270901523,-0.423381483204857,0.0641886988331747,-0.25095102968246,-0.487009716354882,-0.183666220198544,-0.324701614366044,-0.37071254468583,-0.0429640256062809,-0.456496291103816,-0.501134085731008,0.129872776133242,0.0541638426333928,-0.264734009644206,-0.202078356254194,0.0486193853599651
healthy,-0.377116346913537,-0.165516928726322,-0.202910486667825,-0.149133627136694,-0.101179457343841,-0.0906381185957764,-0.07167363838111,-0.0938372162211847,0.138036801026296,-0.182385381062066,-0.45890354197339,-0.294405292498439,0.0781264829334805,0.167275712298633,-0.114504076343607,0.430792230970217,-0.206009134974666,0.0167400946807007,0.213342198609397,-0.215336112637133,-0.274076753580385,-0.108499031872376,-0.0237792049512136,-0.081457448593683,0.140409505350237,-0.214323493188464,-0.199917637915477,-0.0873774318583264,-0.405100150953042,0.0860646309703788,-0.0368012944496807,-0.0421242933986094,0.0629104460438178,-0.0892823110418293,0.202455667036081
healthy,0.100844401306625,-0.0166616017216678,0.145997556422454,-0.229100314636251,-0.0941986740180726,0.247940328920904,0.101797081679522,0.0746640659704654,-0.376333290435425,-0.0788953044858874,0.295248615631505,0.231844297572695,-0.265059602904697,0.0073661555245653,0.266942241021093,-0.168937532331482,0.0705693739401862,0.284185205484345,-0.489537420002188,0.238525395953292,0.187489340325948,0.0444065978447537,-0.200416156636953,0.166577154341917,0.0342359385674006,0.0857143743139067,0.246409223770997,0.0153843506124645,0.371658326703798,0.434096539056693,-0.0259970640378468,0.167482382659958,0.0138946320337061,0.348026224933634,-0.371711155217557
healthy,-0.0504950247129503,-0.0867538351721682,-0.0093465102432269,-0.170366654217935,-0.0715172211574216,0.0320502229838516,0.0230069629547137,0.0697116384466769,-0.204255880483059,-0.045283011340822,-0.223497717589892,-0.0554705772742405,-0.146228475510795,0.119194545816993,0.0899751960529558,-0.327522125468998,-0.131448003538444,0.328445065412594,-0.224565544642079,-0.0600054757237683,0.0577015677187963,-0.0469869892105248,-0.0921357011025583,0.173805414536492,0.0233076679564311,-0.0103640482143889,0.0911901120785608,-0.026689645724167,0.0662039099673947,0.212727245460785,0.0915069375937648,0.187608039749934,-0.118709440504762,0.182653906609014,-0.347095503896883
