group,CD47,CD40,CD52,CD19,HLA-ABC,CD45RA,CD20,IgM,CD5,CD32,CD196,CD185,CD62L,CD95,HLA-DR,CD35,CD272,CD21,CD268,CD98,IgD,CD38,CD45,CD22,CD71,CD73,CD305,CD319,CD99,CD23,CD82
healthy,-0.190588216137089,-0.444688536220569,-0.348897923368711,-0.469892380911809,0.131446754587412,-0.194146075316551,-0.339714282313839,0.0645916842098288,0.0113160389921833,-0.375037124541315,-0.221741775117358,-0.377243281090748,-0.259362395742829,0.150970156226636,-0.429747534190989,-0.326981516191658,-0.434895307159761,-0.444043354650011,-0.46377544690903,-0.10685831679866,-0.347790699125193,-0.160105140089127,-0.397486955670161,-0.31391124677891,-0.0483896285853955,-0.45336099560119,-0.494752665137457,0.0639104743795706,0.186452626836435,-0.311437002560498,0.0821067307965176
healthy,-0.0394011512421099,-0.206004105873604,-0.304990197801702,-0.152294428245833,-0.291981255578961,-0.247480402928987,-0.0838759934113091,-0.0599367216757645,0.0672089163355292,-0.13651105971962,-0.0908044703037863,-0.169707131914755,-0.173985441186473,0.123074241280618,0.0488395842667564,-0.180066792037514,-0.0875547273951744,-0.133596269910402,-0.149899196602716,0.084877934381709,0.280876430523946,0.0501735186914493,-0.0376283471614107,-0.0118687156994086,-0.0204507166807508,-0.0568559882600308,0.0055109021974175,0.0063072385332546,0.0163857551675508,0.182314435442166,-0.354468726205095
healthy,0.0959551250665184,0.0746859939439508,0.120371935235906,0.0631298879303394,0.109921627817693,-0.0346876376062863,-0.0577795832568984,-0.285696470088193,0.235314629037115,0.0449829135630958,0.117307362634412,0.0381056375115153,0.0460459278194197,0.294766699155694,0.125614770620011,0.087996727939293,0.169491559621242,0.0500910153778508,0.0293510669811642,0.267768781951582,0.0567576931723337,0.202871811197739,0.0924907473618811,0.298631900046964,0.391562111532919,0.169794860145861,0.108222040874853,0.202981270188255,0.311950488761888,0.316029863308394,-0.0953957012597
healthy,-0.0653555147969407,-0.274958002635548,-0.059372253300147,-0.197430526462785,-0.0325506051591829,-0.129084936449058,0.0336761516736078,0.225033562571795,0.0275141839608812,-0.165647800251599,-0.239696428618217,-0.323004206742867,-0.0385427217781837,0.322686126304947,-0.12234507459176,-0.42217731667447,-0.304273811410998,-0.304938695513103,-0.256328827979165,0.228027112292943,-0.047221262616174,0.147530920672032,-0.097845355150858,-0.201529007227802,0.354788470145234,-0.475971754774439,-0.290709902009811,0.361165212958135,0.302629979920241,-0.158090294910505,-0.165808706209877
healthy,-0.0851793008954038,-0.240865214514959,0.0487812082351743,-0.294787118872042,0.141705156550467,-0.0614244880130318,-0.187746940001835,0.0233655403343786,-0.20223429775162,-0.10190862247197,-0.15728774820575,-0.238191789536822,-0.259081991246907,0.0888342647245471,-0.362006841019495,-0.259695655786563,-0.370705735115369,-0.349423891532215,-0.430267661899987,0.0474049222997679,-0.404487932613661,-0.0885151303229203,-0.0409380277872685,-0.188047500416979,-0.100383565285857,-0.388776786187789,-0.474233989208873,-0.0540356718031302,0.0498532838410655,-0.181414426031078,0.0509206993728011
healthy,0.462029241163343,0.623416969642541,0.448606394425537,0.658945631364987,-0.005963062712975,0.486540232129581,0.593424907787395,0.285946863016087,0.236781009389661,0.485430052606135,0.619057017169252,0.623106138350751,0.16584084719128,-0.622283653854776,0.684985004473163,0.466201730447082,0.4804143094248,0.704317624796812,0.709820564695329,-0.119657997536421,0.850913843878314,0.228111403049343,0.627220073194859,0.642799443946436,-0.347012025459086,0.681247019693437,0.791369173448266,-0.321295434753395,-0.516214312862278,0.352572642753708,-0.169121393480248
healthy,-0.151277121569507,-0.333636565812757,-0.12328507462827,-0.182071467440595,0.0636847014323123,-0.327592962089606,-0.193960435192407,-0.233478338719363,0.0742592230592373,-0.0849229094866679,-0.382133366935688,-0.226003637116661,-0.0665458692724001,0.182218579797975,-0.250371848358426,-0.355623478160069,0.0135051969052814,-0.393043326842154,-0.322133432009412,-0.0880777966168569,-0.320540357987249,-0.204622452149823,-0.183769272628333,-0.296406702273256,0.201692124330911,-0.305527165134798,-0.428256766917101,0.160324731144677,0.0401705950506027,-0.0009610003665961,-0.0113953398125431
healthy,-0.0443490728045002,-0.196964058710199,0.0628225373822243,0.0059275098414041,0.146124509112264,-0.047786534087904,0.0411998213056396,-0.133495954219474,0.23200632222011,0.0467136573696056,-0.0489357095102059,-0.178059740668731,-0.0882742245021889,0.295763891422996,-0.331434313821789,-0.152725569236858,-0.307655743014975,-0.176865492621099,-0.300348227365119,0.280580761097204,-0.156975252177355,0.0309093953549006,-0.0683307014031085,-0.27174290890501,0.0028029988041681,-0.263326376332714,-0.329791243327911,0.259582062877006,0.222594973731623,-0.156262359180114,0.184183041781204
healthy,-0.0904818318779638,-0.348282203073522,0.0214836360930048,-0.0864089953423179,0.0200848485650312,0.0688139966137225,-0.0066826315924142,0.277056385912456,0.0087436068998709,0.0577589789070882,-0.329985572606368,-0.264581208300314,-0.0639774852113848,0.322998607476591,-0.148003894839338,0.0139234736121385,-0.15285037293689,-0.0953754267913811,-0.231920416030785,0.137188606446409,0.148547553602126,-0.0082491747106065,-0.0548068395363405,-0.167798205423151,-0.069519848522363,-0.400792920176535,-0.27061760325917,0.232972949153376,0.253256707322852,-0.246142993802009,0.0733628513530175
healthy,-0.316751241216103,-0.323031657623937,0.049630043781597,-0.332058927077359,0.425513990512044,-0.125261354275169,-0.256047713712708,0.260266151947964,-0.104852619053836,-0.273538566796757,-0.256950961034184,-0.342636569110754,-0.220947676758676,0.27372547061275,-0.55499484871814,-0.22455240974691,-0.468317408231736,-0.473370280409465,-0.493264287375801,0.0151699792024521,-0.565430386177046,-0.242736109921703,-0.205895447545465,-0.350542314093386,0.127164355005607,-0.513892291769602,-0.627003475271408,-0.129097696715591,0.196878810412607,-0.523851727430575,0.468711810069374
