group,CD47,CD40,CD52,CD19,CD11c,HLA-ABC,CD45RA,CD123,CD20,IgM,CD32,CD196,CD185,CD27,CD95,HLA-DR,CD35,CD272,CD58,CD21,IgA,CD268,CD41,CD29,IgD,CD45,CD22,CD73,CD305,CD99,IgKappaLight,CD82
healthy,-0.319555464319508,-0.313400508573295,-0.252635529490062,-0.377127855008634,0.227365324786258,-0.0686956628940397,-0.184627984709186,-0.334897450682599,-0.31418655580933,0.0246827415141154,-0.258380901917365,-0.342973313153829,-0.351891127559542,0.255648893121911,0.301516629233302,-0.392179084559842,-0.382921220147799,-0.224459624888477,0.163225802690604,-0.513926213256683,0.115642891465581,-0.491596851337045,-0.385221496796447,0.0042449215622725,-0.371946885994641,-0.343403238922902,-0.33030886426758,-0.48702376424376,-0.374184956226564,0.257889202726029,0.075155718004113,0.0410744422667612
healthy,0.343136516606156,0.130576478004264,-0.242002844877908,0.170999446811835,-0.249071253759824,-0.356541447913331,-0.0829861433566114,0.561401316242464,-0.0582283639169081,-0.180265286792314,0.111271756671064,0.2348144996098,0.18724783408774,-0.257705593086994,-0.0633103409803836,0.527028756015222,0.15418278388251,0.283096669461789,0.100042427185576,0.317156749350895,0.0639849133453588,0.29703395742858,0.255744998288309,-0.0129569487809785,0.529965748906747,0.189703724789656,0.305882180549753,0.183070992363148,0.52696224702919,-0.0178338444550892,0.0006283857579143,-0.527395309486085
healthy,-0.0668545018304719,0.147696703862674,-0.165828101674723,0.0758997513008639,-0.0915201731304009,-0.348391379838078,-0.106252209453048,0.160066291207166,-0.176641326245596,-0.316432058841144,-0.177084948430591,0.0851393173537149,0.0708838143861103,-0.104605495490516,0.0461647548402302,0.0362257270263398,0.25319880532372,-0.0085855932177578,0.0250283049217148,0.205006310630492,0.0815589300703421,0.14512730424918,0.24641617145437,-0.0922722100373293,0.0834043365856047,-0.174811729888609,0.171468200753666,0.449375147672985,0.301017027018104,-0.0286623082622922,0.143551093562066,-0.278990498134344
healthy,-0.3127130842881,-0.257230754171551,-0.163314358001265,-0.222468107477595,0.154865056702673,-0.0219802425894468,-0.0720422484883627,-0.323226636383426,-0.275690017752615,-0.0759501438572019,-0.127467006636326,-0.123083990780695,-0.254311803767266,0.190367778941123,0.251076794422,-0.132342117373197,0.0655725046616887,-0.0392967330316358,4.6336963535174e-05,-0.137751506121335,0.167825203163026,-0.208546977656161,-0.0275988083038413,0.0968685188908893,-0.137140684741189,-0.208313002620403,-0.218741741542159,-0.0513204992848004,0.0153554216378553,0.165945601162049,0.237815293950358,0.0633403223144074
healthy,0.108814044899983,-0.136057968399934,0.0641919110428987,0.0029750847869425,0.1162210289544,0.163474760258019,0.0307988135583691,-0.085062365922032,0.0857386070494768,0.0218288589839322,0.0257719866989944,0.0980676573124715,0.0412175479171991,0.123251449863939,0.0068275982468753,-0.0295737810608902,0.0329826783635105,0.0234926470565619,0.0840755593760568,-0.114684722136466,0.0229769829501952,0.0234232702326718,0.169598283782882,0.125315706926544,-0.0084263900010802,0.0709278055630643,-0.0209031446909603,-0.0453650700802944,-0.0027926958503469,0.0335224290644252,0.0771013214024544,0.28066512559958
healthy,0.440739718720813,0.555141049473098,0.42185431269407,0.651994845432506,-0.287975459157209,-0.03639044803377,0.450723615708768,0.225029106301614,0.590507601243552,0.221257541631803,0.47669926708459,0.587190673077262,0.577197392289181,-0.455667621318689,-0.604486854221185,0.672497230347053,0.46731655764894,0.529430385725224,-0.325356677070146,0.682989100129706,-0.429227821026246,0.706018732776884,0.0937174471354364,-0.212506710391721,0.821218333083914,0.581215915229125,0.618218306222912,0.608388340297461,0.772463680994446,-0.527251699882147,0.368136327847069,-0.0854726993749221
healthy,-0.101538350503519,-0.314365139628627,-0.228592625242816,-0.340754580083439,-0.0592790655779862,0.0287631762421924,-0.471685107926719,0.0636469973014146,-0.28470264720901,-0.230999660377078,-0.193869036822057,-0.273877006186758,-0.112014624219188,0.136820618526051,0.144304933110241,-0.278966080174134,-0.274543451091333,-0.0855735902087311,0.0652510098463231,-0.357106319996255,-0.0307671962396145,-0.324308293405079,-0.0133567138049715,-0.0790470412081947,-0.346942854105271,-0.341752222020678,-0.457017953091761,-0.344905113835769,-0.349522262934104,0.123613512413536,-0.108365687362985,-0.0882160890845897
healthy,0.230884166911511,0.463305949687357,0.103472636740739,0.339114764750773,-0.331027241413104,-0.251356747670314,0.242464997846603,0.196041548916947,0.312191924563155,0.0445664441521772,0.214625927118857,0.535821705489181,0.522366932991072,-0.370959771401662,-0.298747547821017,0.474491684863505,0.312961612714127,0.728376631223372,-0.185921429690427,0.378036271883969,-0.397330301722251,0.529180924280854,-0.408738463707416,-0.335294616324518,0.552349177878716,0.27990011258113,0.49703419996686,0.567737672311067,0.714845078966474,-0.180839796903755,0.24702323727597,-0.0189991180574751
healthy,0.375726066597798,0.359945050346406,0.307465935660727,0.422165232977133,-0.0432078800560672,-0.140195437208271,0.084647634877418,0.279106972565749,0.392631739709292,-0.290174012160868,0.174219636688394,0.398016251656764,0.412564520130999,-0.341433933073441,-0.283400710824421,0.34473049324295,0.109614018984827,0.55812491554515,-0.149776398837591,0.336273114378677,-0.271855652878906,0.420771093754446,0.0780014189349077,-0.0911418799852751,0.289697227399318,0.278118197210352,0.560589668323135,0.357021613604549,0.59392950826862,-0.203944143158761,0.0246814376446273,-0.107178638305267
healthy,0.229024069427138,0.225135713515923,-0.0501432998211872,0.172268848057708,-0.253137891348879,-0.333707722677396,0.128301262040704,-0.0390728456735084,0.160528002136139,-0.150543281534393,0.195224317642216,0.192816316611224,0.323976522259063,-0.307778903494805,-0.238727609725779,0.318242520168949,0.248708955855864,0.426196415387819,0.001898484424127,0.351284761215431,-0.164464278721967,0.324402516688098,-0.0638753245943655,-0.0608703615005423,0.336872224131377,0.141502230472724,0.192704873191643,0.24410471556004,0.42639786139263,-0.20911012544926,-0.0684353019145614,-0.391857149609604
