group,CD40,CD52,CD19,CD45RA,CD20,CD32,HLA-DR,CD35,CD21,CD268,IgD,CD45,CD73,CD305,CD40,CD52,CD19,HLA-ABC,CD45RA,CD20,CD32,CD196,CD185,HLA-DR,CD35,CD272,CD21,CD268,IgD,CD38,CD45,CD22,CD73,CD305,IgLambdaLight
healthy,-0.236538133151695,-0.203666226642112,-0.182644838116462,-0.270186162545226,-0.132054154209812,-0.159408745224273,-0.163442798328805,-0.294436639125283,-0.294921962460325,-0.277823767211413,-0.0345701945802294,-0.178632120906349,-0.163707809171641,-0.0743874259678954,0.205749340928873,0.145294638263975,0.158752911947742,-0.166261077512689,0.0940794573341703,0.0039788476786347,0.151376469787899,-0.02924739659507,0.123990664707535,0.0872469347784034,0.305113927017326,0.153697581772666,0.300755338941893,0.240769477451696,-0.0192178174421851,-0.203325067796908,0.0744590290891775,-0.0287623780519064,0.423260242453613,0.22514767371714,-0.0592804464142868
healthy,-0.349902226041917,-0.209623448904921,-0.287704939007428,-0.156542186956554,-0.0477226891991694,-0.162624036676959,-0.135591029697706,-0.320663379483687,-0.337908854270857,-0.317694222763522,0.0131373939844351,-0.0822252031690661,-0.343895876206584,-0.0301860461000501,0.269927001652035,-0.148359321183767,0.288486846543582,-0.0733416596147235,0.0058344107125589,0.0680589344534108,-0.0456107284541031,0.25772149094819,0.147279584345126,0.498367466765727,0.291771403368016,0.226544125193417,0.341168591271454,0.330530558828918,0.164667816317817,0.226410636983989,0.0447221129138564,0.384968706263319,0.439111364837404,0.368248077123105,-0.0623601479076847
healthy,0.411491056461579,0.117582576044194,0.339706894733904,0.189488895366506,0.140209101160735,0.236484349319954,0.250317851140233,0.162847763996365,0.284364892598831,0.382633719472357,0.306680963909221,0.212223874378229,0.342901644395324,0.5818799522541,0.0720713708684334,0.188608126824604,0.119648472143836,0.117242568247451,0.154336109750122,-0.0208558479642705,0.245697380906605,0.115537869744036,-0.0582103651863922,0.013867612674353,0.0171812145671594,0.0477700041630304,-0.0330911425182347,0.145652925575467,0.117148028250417,0.212868759869845,0.149265603127824,0.12667789030311,0.116412408913068,0.163330742964227,-0.178216019626221
healthy,-0.242804158364104,-0.0070923384016363,-0.192173291604032,-0.119424759460812,-0.0145988039697375,-0.219255343094386,-0.122552079914761,-0.231339691301741,-0.155442159548584,-0.170113178781992,-0.0210719693775079,-0.0140121737844698,-0.299594310868228,-0.202641219974975,0.233119067567509,0.15202773191388,0.361538398350543,-0.170326754649891,0.121902233423103,0.244964513381466,0.333958727286777,0.522345113472246,0.387631794640694,0.324145692328739,0.140537387975718,0.612966499339804,0.329536063929965,0.38395519507077,0.431019961834931,0.389603769968629,0.214546111699812,0.261226332672078,0.195023230840675,0.595620237337561,-0.0037838403273903
healthy,-0.451112554932946,-0.200021147370636,-0.353761417750237,-0.200651066860418,-0.247706995762349,-0.291785424070354,-0.276358927431638,-0.315273114472238,-0.326190455298735,-0.455152579943408,-0.209304747611795,-0.190176265989433,-0.392713277045081,-0.484281775338633,0.263625789248905,0.0287905841969033,0.273402811820821,-0.123735177318553,2.39362816183796e-06,0.224789868852731,0.0546937587626837,0.338603014336922,0.219328986751872,0.392282356589377,0.156003181597899,0.419738261079922,0.301362856985702,0.452515948427825,0.229302990316997,0.111241971767757,0.0651891317652291,0.319071440804482,0.571184502636058,0.57408676334994,-0.0692724383631903
healthy,-0.554324679219365,-0.359957748282498,-0.493816373168437,-0.29992693442703,-0.519628415345863,-0.334398124515149,-0.564538707927929,-0.386613266237889,-0.499630309255147,-0.559038519895664,-0.445244522146972,-0.387831113357753,-0.767450683768913,-0.379077351691448,0.225719417456131,0.173597080158351,0.0701614510663743,0.292612031494783,0.266682967841342,0.0582301806962638,0.15192424357434,0.105769617852028,0.0240550328020968,-0.0059657629177077,0.183459765411884,-0.0277730173218764,0.160319719456278,0.0728073994284256,0.0996058972191357,-0.0805835556577099,0.147939211192139,0.0628728328819435,-0.200076499068359,0.0240307995355141,0.27675159125556
healthy,0.290945205191192,0.109238263412219,0.186069290767277,0.407618356611645,0.233311203742525,0.182927625612189,0.192758933430074,0.385127407648481,0.376413482365917,0.368447640529483,0.244300465045706,0.219521131870125,0.403705416307446,0.256155682989666,0.113829116708071,-0.0655777848519994,0.155254852167604,-0.267711110811834,0.126294213676764,-0.112287728234834,0.0037547614728822,0.203345061012055,0.20782721787046,-0.0228296753128968,-0.0639272968355726,-0.151937563187523,0.0586397919096618,-0.0369545047655737,0.273328281767933,0.213607376760809,0.0183783783783784,0.12828574121874,0.0477569326552749,0.306747392061705,0.0447222575820108
healthy,0.308363761392394,0.229427498507733,0.232279805665324,0.205811906398991,0.274462098752379,0.188543348026276,0.351555357426199,0.290766423497619,0.295397919509351,0.320671407293934,0.272244441906954,0.264739438907736,0.348320507678065,0.237385127348733,0.243850008794554,-0.0438953071047005,0.154489267013729,-0.159817601741952,-0.0694451790342201,0.0360297735813933,0.0661754775021994,0.212987552748167,0.146537565491391,0.207851967147466,-0.0725659905482007,0.233398642421407,0.0558811917870146,0.142383152104681,0.149353148841785,0.130420539596921,0.0365321989588134,0.20573589667745,0.356177346982848,0.254963610383555,-0.157605467026164
healthy,0.126976497549273,-0.0414167788190202,-0.0432091491512599,0.0360582737427049,-0.149853749599824,-0.212377278450003,-0.0008837812191839,0.284296244384687,0.0969848638607245,-0.0019722336786904,-0.367084668801825,-0.0426447695656758,0.451017608619095,-0.064342777122472,0.358410057153086,0.121273389192441,0.295744205806288,-0.177757034648193,-0.114134917730822,0.17048773132415,0.0028684127289303,0.381771323779134,0.454310365529419,0.431158094505672,0.261296154455683,0.443688941055371,0.456661487993418,0.436158237643851,0.348755407107911,0.161495608971163,0.21543795235644,0.486361091738308,0.447520271864484,0.542761858058861,0.295039384640727
healthy,0.324419007445369,0.173927570835334,0.291656917628501,0.342827792417269,0.318765069521719,0.401000336105152,0.368575084550027,0.297133157134809,0.470922689423934,0.382265455868845,0.537950497120331,0.384604367754775,0.272666787225795,0.402364679883053,0.350325381289517,0.0163372210036688,0.346081185802381,-0.368712037644495,0.133729212835698,0.298697997093248,0.324158565739597,0.255610213244424,0.492578573727502,0.525542480375023,0.237167576944627,0.531275666865569,0.469066948679158,0.501949423129599,0.678865837626714,0.204487440951856,0.315503665061734,0.447300731182647,0.606901230898273,0.641953620687476,0.0587043659494827
