group,CD40,CD52,CD19,HLA-ABC,CD45RA,CD20,IgM,CD32,CD196,CD185,CD62L,CD27,CD95,HLA-DR,CD1C,CD1d,CD35,CD272,CD21,IgA,CD79b,CD268,IgD,CD38,CD45,CD22,CD71,CD73,CD305,CD99,CD23,CD82
healthy,0.318487290795019,0.228019487606814,0.346970277496141,0.057086095864947,0.194885226095657,0.450446156102255,0.103614553659523,0.276755336788467,0.267646215620218,0.313370672497687,0.0316481719699599,-0.21672915528886,-0.317526446226251,0.406954626025508,0.0908816139200063,0.032474066568153,0.314344233889954,0.297544787915666,0.368532137717929,-0.267774000095166,0.0824886832431288,0.383394501152878,0.51268719749285,-0.102363310116478,0.337601727099236,0.475731774311254,-0.171561277480977,0.242203592669485,0.449424393635773,-0.254297254846024,0.205103090033227,0.0423390543769049
healthy,-0.0573989357675822,0.339321229620478,0.0264945037101788,0.288897147264633,0.151923491718383,0.188395579933807,0.229163323428673,0.0737917136070773,-0.029907611588315,-0.0314810018924734,0.109456273052056,0.189924638363715,-0.16911885220602,-0.368859646061959,0.281322163875598,0.065629615198226,-0.0097493297998793,-0.101402823335885,-0.0913038087464504,-0.107525877084143,0.242844489274061,-0.0623955497752309,-0.323452076671337,-0.254280433660549,-0.0681271010006228,-0.234015769044824,-0.213851684276234,-0.129458532775271,-0.275412609343948,-0.045843029255681,-0.390612848546683,0.448774541337899
healthy,-0.265691662217838,-0.219661648720999,-0.193120150831995,0.0090760686969354,-0.180759617710355,-0.0391750691149549,0.0854237523269324,-0.175419718554444,-0.326761902201592,-0.314413364704771,-0.277078503024402,-0.0730950813001074,0.145016120176636,-0.0951475759586701,-0.0920032943652162,-0.0247441697747856,-0.397047663520509,-0.28481670809899,-0.290852257433256,0.21670676851867,-0.0746367235942095,-0.342874109826398,-0.21901154433136,-0.27107277271803,-0.323340842957476,-0.285067601663051,-0.0053106670961404,-0.313999858272692,-0.299407060987858,0.0617174575721506,-0.118111483104731,-0.274778919352674
healthy,0.346522526810083,0.244328347174647,0.377214815544986,-0.183969323934798,0.15275237007026,0.290237891841297,0.1061466451887,0.348685604824097,0.717809581489638,0.482572138358162,-0.0659729307604851,-0.464643448269566,-0.288157161050224,0.398731681685267,-0.0496032620775574,0.233488230752316,0.06666338089488,0.577291226696593,0.30862862935389,-0.344464207756587,-0.0409480094862496,0.370312625785863,0.614783019900101,0.370155011963477,0.299102162859279,0.423900969325662,0.0088965057449156,0.314121590650187,0.579552408374173,-0.216790056387202,0.231997563200533,0.0263170256922858
healthy,-0.156783447099866,-0.330529152802669,-0.259176461027021,-0.199366046843639,-0.362013918948481,-0.318396844397684,-0.68119580244969,-0.31843871233624,-0.0385845650142407,-0.218473384947618,0.0522426495273883,0.0691106902978196,0.0050759166449084,-0.244844704840481,-0.188542082297875,-0.216618546168447,-0.222420741118087,-0.0917497466232182,-0.209338694019093,-0.050495552225909,-0.439516096142763,-0.127521440307741,-0.457199147525304,-0.233014616414128,-0.349485713109506,-0.0663483291408175,-0.201717720803329,-0.004073213548506,-0.111980184847916,-0.0409890602361642,-0.19168736987992,-0.138015034097895
healthy,0.305313197961416,0.301384769333601,0.244179093407994,0.210339386303246,0.373164017436139,0.291440778932814,0.573875509327229,0.274617622535532,0.25212860459236,0.251898008032332,0.0234501070550727,-0.225305162851648,-0.522098255917443,0.243900969262647,0.728642708845287,0.100014271628878,0.385815967781674,0.117014204634008,0.408138077300466,-0.308228065285019,0.218434118828322,0.276933318786231,0.428831679046147,0.0172409228871134,0.326497644052135,0.282244093123973,-0.2679364201586,0.0445519160659874,0.356314717615088,-0.536297223570058,-0.0312223456875832,0.22311710731583
healthy,0.0191408216392078,-0.173105544264124,-0.029831307817885,-0.171819933342204,0.0291420279339742,-0.102206066411216,0.158854765971968,0.0783203337565754,0.0395767808716563,0.0972833489883295,-0.0781236401224816,-0.125559762357255,-0.107556664906761,0.0605369127516779,-0.0517757250902018,0.19308766253466,0.115902463858717,-0.115514511574331,0.0687468483474444,-0.145263337787757,0.202571337763422,0.078534444526102,0.0881248394770866,0.257999900796768,-0.0202648285869762,0.0140394196195701,-0.300940756678329,-0.0814694215278906,0.303281709387306,-0.0045159174759183,-0.21878374596019,0.0342481691895746
healthy,-0.337155335107625,0.122407422798812,-0.200964873176223,0.239756626020581,-0.0942583623601236,0.0070079930789016,0.226675499221913,-0.129757430881129,-0.310730308108265,-0.32972468089142,-0.60311333195966,0.170101378545784,0.117269631067806,-0.280036116631029,0.192505775313326,-0.0846349863089562,-0.19916734983916,-0.546686743583386,-0.292196127261135,0.214083984486535,0.23025894427167,-0.393988993106464,-0.336355556123853,-0.11250929065994,-0.109339700337743,-0.25579936866116,-0.0464787378870157,-0.53413238786366,-0.564673799543514,-0.127370106714974,-0.413455278398606,0.101632919818966
healthy,-0.267153936561101,-0.0566116138155161,-0.210718250547324,0.395500796293609,-0.0304826995950111,-0.207267012995533,-0.217032552108919,-0.0941862700711366,-0.318265884477608,-0.391978654426983,0.0974558863450286,0.476778826187808,0.368954335333871,-0.282084359243111,-0.119632303462478,-0.0141379755545171,0.0038855484267281,-0.511948778140812,-0.264760150494035,0.329921082405511,0.0782639297436674,-0.288600427318685,-0.68576785057609,-0.568317201391644,-0.195024156686658,-0.249979068405984,0.211849280918182,-0.0154338313336861,-0.551819369942566,0.246684188358157,-0.429437964022574,0.211622888514866
healthy,-0.112531547055991,0.0286603528955326,0.0337305754775202,-0.154962131338904,-0.0050345979003991,0.0544542324270424,0.0425716126706928,0.115268839081583,-0.212809881734833,-0.0888664318688221,-0.117065253633492,-0.136242642291276,0.0381905257908628,0.0621624613654149,-0.0974060487298243,-0.160512044830482,-0.0696230920054641,0.265411393735052,0.0179152888346825,-0.146789161879847,0.0164674869734945,0.0572958451556208,0.312062788199558,-0.304163578318346,0.0666851242666923,0.0347267618523901,-0.213178123240683,0.0437147739665756,0.108099392445562,0.0276494801292151,0.13542528587326,-0.250594352159142
