group,CD47,CD40,CD52,CD19,HLA-ABC,CD45RA,CD123,CD20,IgM,CD32,CD196,CD185,CD95,HLA-DR,CD1d,CD35,CD272,CD24,CD21,CD11a,ITGB7,CD268,CD54,CD41,CD81,IgD,CD38,CD45,CD22,CD71,CD49d,CD73,CD305,CD319,IgKappaLight,CD23,IgLambdaLight,CD82,CD224
healthy,0.0118169752007581,-0.0295626340528051,0.0443749640040914,0.0117217402524948,0.204344834719655,0.0618734895661244,-0.0997503367121866,-0.117123837114741,-0.162869428893327,-0.0192941400461957,-0.0346666764557611,-0.11486487309256,-0.216678174002249,-0.205280148574564,-0.0600394671507998,0.0478904294435694,-0.174008309829381,0.209599534577217,0.0621244364054706,-0.168005667510923,-0.134227890734665,-0.0403228602103637,-0.0630623341503896,0.191546463460625,-0.116652035598269,-0.369390837453951,-0.298497483918211,-0.0476543765488591,-0.0171120839413429,-0.11526690221734,0.178805566234386,0.0721750568803549,-0.269078551743284,-0.236575612637506,-0.0854586577340498,-0.279819628450957,0.0687827656519739,0.321936043040861,-0.189205944918032
healthy,0.1893996319772,0.282510004801662,0.0677102595475564,0.0178197313710758,0.144302965916254,0.110820770320602,0.0821791349873002,-0.0037490481472258,0.172739919768252,0.0597955301696415,0.0011267717106654,0.0477058199455272,-0.0315141628416142,0.161718354169796,0.0576512338967046,0.0963100609577788,-0.0544099483536144,-0.0577040290177315,0.126333675253595,-0.0473191666405529,-0.0417408679750003,0.0399199340806153,0.260021702994578,0.271747763335013,-0.0565730408061159,0.189275180817484,-0.0545805851684482,0.102312651355339,0.234016941823503,0.0752642886619347,-0.0517263862262267,0.28017712456685,0.0364809408518648,-0.0424889507785171,-0.0641959301667136,-0.0323104101484834,0.1272809211485,0.0472781519894763,-0.0672730192489257
healthy,0.0109906735023252,-0.0867685335957776,0.0786354312211688,-0.141001866794014,-0.0206757272266773,-0.0119822127400939,-0.163351221048834,-0.256614843615986,0.0173151581830631,-0.0948033664311984,0.0613913872985416,0.063033983563254,0.125629544995259,-0.231417336996632,0.203030690259802,0.0950534643791355,-0.181055192965638,0.145458520755972,0.139202351841537,0.0947662796699436,-0.182404615913587,-0.0118970278365807,0.07775778398007,-0.0759521578782052,-0.161862213772949,-0.305942596729407,0.115645687619144,-0.0024963136735168,-0.167258921542636,-0.119704286490537,-0.0464351691673414,0.0993796563802597,-0.240609112416047,0.175900502404456,-0.11700178971668,-0.0759648405317129,0.0852746256898567,-0.148121788963951,0.148850578024604
healthy,-0.0292774698485729,0.0075607782605479,-0.104453042213953,0.0287127167582576,-0.282542801426898,-0.149420594741661,-0.0169644640986401,-0.0307994348436494,-0.0848738511100136,0.001713535617071,0.0984011326586319,0.0766916024280074,0.0190045653630459,0.0908424788096628,-0.0912688117484126,0.0737343617799026,0.0123930378116442,-0.0794057717054446,0.0909291043125876,-0.280825395485652,0.255713105462711,0.0813017613441925,-0.248741289794699,-0.0440326358446483,-0.0264440230288314,0.0877339725256043,0.14872179635408,-0.102511151088001,-0.11605695150031,-0.158535768399931,0.0859814375990488,0.0244660325745051,0.213597156189106,0.247534929549621,0.371100443161182,0.0559050425269586,-0.392197153083539,-0.135691825103144,0.108450145578499
healthy,-0.0810987489806992,0.021456148847518,0.0804576335559163,-0.0017645055330401,0.0714969778528295,0.0593667656699051,-0.149802436861624,-0.0801150952960805,0.0210649537573721,0.121165600303901,0.0128072003178345,-0.02672227064308,0.117352767329795,-0.105067488589975,0.283040146622441,0.0370411336038128,-0.178385423080948,0.1943798963714,-0.0567654946100165,-0.0975671938188977,-0.0890011387318881,-0.0988683954051348,0.0721648628595105,-0.0040663974612607,-0.0990079258938746,-0.278688235631709,-0.29583548533767,0.0174809692033903,-0.0899718011544388,0.103426160785558,-0.0681098136416254,0.066605200775452,-0.386618605920557,0.170496863731151,-0.161936724058834,-0.132963319944469,0.105074014759424,0.0579086845814658,0.14925690271101
healthy,-0.414448943837797,-0.570779642146169,-0.410156867903191,-0.532987841339446,-0.149354782258885,-0.420004786055845,-0.143006527440313,-0.481785754904128,-0.214000789467439,-0.42412682004843,-0.546280016308576,-0.462408647635854,0.544249522128049,-0.504083789534189,-0.226586221061091,-0.514449875688433,-0.435328979508515,-0.252832558618264,-0.60652325650548,-0.0858511638811976,-0.164572141732458,-0.607052875197398,-0.186809501813449,-0.141450532078217,-0.162468700833273,-0.535438727420342,-0.0898110249278696,-0.498557227653433,-0.577302032020005,0.46622949505602,-0.26505130512738,-0.515172329577913,-0.595112379383727,0.410842855156539,-0.308820043789411,-0.195381862565622,-0.0744461003594539,-0.112828089459312,0.271451303787929
healthy,0.220626225818927,0.221597819741333,0.110036377685858,0.207861418465445,-0.0087153985848138,0.344473063667695,0.0256718506301853,0.179373043255464,0.451539883088552,0.212508615998549,0.459716846141041,0.401074615464125,-0.153053040932042,0.201937239252676,0.29360588759955,0.292026320590829,-0.0039049416270968,-0.0132630161430187,0.248892613433938,0.220815848750338,0.147561824759151,0.251052286461455,-0.0184036877723567,0.142376332563111,0.216064180095667,0.382284548674505,0.102096729411555,0.273451841102848,0.255580592686667,-0.0531263368175917,0.209010175887918,0.256761988102745,0.221321035878089,-0.0750070897387101,0.225775673600748,0.0062645211397484,0.191013705595508,0.0960359902264023,-0.159147247310967
healthy,0.13957736342948,0.375695846753857,0.190526562346523,0.170405518742114,0.0930200929033482,0.071462572441046,0.0704786771567859,0.18526602511741,0.0648776576212848,0.0883800485648648,0.209016008292306,0.37398381576713,-0.230672443443777,0.273273693038859,0.0253102758660393,0.223493277220453,0.0235167028877904,-0.242145226206894,0.22179069913398,0.208782181170121,-0.148108573935224,0.238320877302615,-0.111030017396356,0.0525663567305304,0.25620931392215,0.180809448321917,0.112391951539685,0.221339035429055,0.374015808052169,0.0935025033192864,-0.159463010169217,0.423351901415228,-0.0004611989097307,-0.129165445524353,0.196728010922516,0.0100260759556995,-0.117826322009107,-0.45195839938806,-0.122715993637921
healthy,0.195622982703955,-0.0148475705244809,0.0525493211940039,0.217735783526318,-0.348863570145964,0.0009613058875334,0.251314710845848,0.231422167886071,0.205116186742495,0.191256457804874,0.189104120314909,0.0859727942309797,0.0746006053752217,0.263965293756473,0.0505357424076356,-0.158820629068883,0.434263085265713,-0.121100216144293,0.11743928950502,-0.481383383126437,-0.135685235606223,0.187399411431794,-0.451377879205465,-0.144567597195471,0.181960324855388,0.581797985368172,0.345632966300881,0.15124752696308,0.143581570401452,-0.0357171266690101,-0.141688283300198,-0.165248381696251,0.365965059635487,0.145976112354631,0.265315002348726,0.211585812008998,0.0015058947158525,-0.11811306567297,-0.0309206012416281
healthy,-0.195550774283946,-0.248528937273707,-0.0676209346524259,-0.182486039676433,0.0232790035799643,-0.0223022314598982,-0.0094757486824127,-0.232454576540169,0.350735505980992,0.0262881945379585,-0.158062479548773,-0.167906718267115,0.0432618368988247,-0.159839746754473,0.150950332141074,-0.036743387477824,-0.251726333101148,0.131452418172927,-0.0735252741455589,0.0175443124627297,0.0966791864262889,-0.229456854385567,0.169076970961462,-0.0667955658624929,-0.157910662446779,-0.103820611850212,-0.053593811479682,-0.0719834392262865,-0.323694699823431,-0.0092970102493886,-0.0047896857569434,-0.303124811583705,-0.288072271974209,0.154032605187682,-0.0029777385954416,-0.0871443973786105,0.191263801504654,0.0437952655110435,0.156021397557058
