group,CD47,CD40,CD52,CD19,CD45RA,CD20,IgM,CD32,CD196,CD185,CD62L,CD27,CD95,HLA-DR,CD35,CD272,CD24,CD21,CD11a,CD268,CD41,IgD,CD38,CD45,CD22,CD71,CD73,CD305,CD23,CD82
healthy,-0.147111453721019,-0.277972028458267,0.0680850411337297,-0.0653117838150785,0.0750358020029923,-0.0306482210057067,0.220222302073175,-0.0181557196968707,-0.126628910342701,-0.224085621764001,-0.0533144277539624,0.132958698146205,0.0886500134102164,-0.203199197206034,-0.2064501217163,0.0791588905944038,0.237005287414218,-0.145418866601783,0.192949477153798,-0.18364149124237,-0.314337237013525,0.0062759115050376,0.0184819741288929,-0.0535133212940235,-0.225449685007798,-0.0282932262170085,-0.348125351424035,-0.129922470937911,-0.182382214144195,0.186174763219002
healthy,0.231956328740521,0.182727454525547,0.35403519380618,0.260008030301155,0.386601056805385,0.191815034270781,0.495514019890093,0.529318813163417,0.180541902298768,0.246145980603206,-0.253836995173477,-0.0502266722866616,-0.356697971596132,0.0793289534228663,0.264337723171406,0.16265613931635,0.460591425561134,0.403020870232857,-0.0069676053108092,0.282007996903314,0.206325597373496,0.379993759196066,0.171809757520082,0.399101538967285,-0.0193525096478138,-0.335820132205367,-0.0596169840982022,0.271863461426898,-0.0407213469146347,0.0150141382592945
healthy,-0.0513409940164362,-0.204390861583884,-0.0841939930345589,-0.055755741476938,-0.0942265828986784,0.0969996170280843,-0.221533562610382,-0.0787557600828584,-0.046864852268307,-0.0471432093361399,-0.158379966602504,0.104031828486918,0.126713579758327,0.109573366245139,-0.208187683355125,0.131128676986767,0.0234628532926611,-0.179825907927084,-0.001626210265176,-0.154007048602118,-0.0388646883243947,-0.0078883784780079,-0.0755563588199977,-0.0085339816515757,-0.101316743348268,0.0512508637251774,-0.245862581492254,0.0099457360941852,0.128496265613441,-0.194295836572498
healthy,0.515376465843859,0.60176533189531,0.365103460739134,0.500851836335707,0.233334346447212,0.362126240401256,0.0879949753964504,0.458716606183362,0.566109010997929,0.626904443028813,-0.093538253013775,-0.546538546336417,-0.508487543999804,0.533349214712087,0.391429064294339,0.670039656251578,-0.0045049048139243,0.61550100791713,0.0527721670496184,0.602219874716361,0.0471123782860816,0.62158918163513,0.452434901705893,0.463873760647954,0.518720555393049,-0.244063989857733,0.452304089227878,0.714101966514339,0.308133697682654,-0.183651938225861
healthy,0.0073080956976549,0.0664067367630048,-0.0014463119139935,0.108219881007241,0.0441037956959454,-0.0322791409786414,-0.0468675715207976,0.0943204125116792,0.185390577778765,0.169626154803978,0.23192635058587,-0.0562945523092595,-0.135501327226401,0.0651164943125379,0.173939894153843,0.16175497209513,-0.0945657592491946,0.213075160995342,0.118407046464813,0.188682234718811,0.152967431850754,0.0384937955365566,0.01803024034319,-0.0288593603881398,-0.0896739198856207,-0.0677525236549208,0.0147828903960445,0.0639912480204015,0.0094081086985221,0.231923797286761
healthy,0.0737818055331063,0.119646946079058,-0.0355442863706982,0.181207151498857,0.0174662064481991,0.0422580433189035,0.0526004432844442,0.0673501185215257,0.307517222915859,0.282716481629056,0.125549577286984,-0.108922752487642,-0.0425875324565196,0.0439969220927915,-0.0917264061138363,0.448483498996233,-0.169516323328444,0.121504446870136,-0.178918912863655,0.21716342100984,-0.0570250161564467,0.392386654037767,0.264700551924145,0.116784599303611,-0.0106481583357071,-0.0200110393504411,0.108662125624732,0.477259563863128,0.177539090436649,-0.351514887000582
healthy,0.151741529089855,0.248792588317433,0.0104734359454387,0.2103645927807,0.393343007436967,0.306168351782721,0.498740791757062,0.207023399238164,0.398622001062302,0.310378644598352,-0.0207648071999513,-0.205091079143352,-0.207401113977725,0.287389805913296,0.38046555097555,0.0128586230817649,0.0486196697396791,0.428824338201038,0.21320843063595,0.384886980670375,0.100528018298674,0.515189128499051,0.161065820690378,0.291460185017232,0.425240518042811,-0.14289823362003,0.237998451054771,0.449751257472562,0.0065247920723682,0.0579052894741325
healthy,0.192088645263209,0.435643975833149,0.0564605701592003,0.272332998360396,0.224361347649019,0.175604061613749,0.0430591643205281,0.209990451373405,0.455308527935213,0.505760757032055,0.507421385865482,-0.425048963692522,-0.272364068845453,0.44856402390649,0.363064182822948,0.568287536866437,-0.465658232751265,0.409224939618661,0.259272734673602,0.582980021553144,-0.0310778186910267,0.519047845448307,0.201687022053701,0.308732971159586,0.450087652319922,-0.125300102407928,0.520613695964573,0.655422245670913,0.33741199249661,-0.246558724869199
healthy,-0.0072924452097075,0.137405148274801,-0.0706528817469719,-0.0514205620228357,-0.0560813450840057,-0.109463366077227,-0.21194234279296,-0.138983124430194,-0.0146371952370849,0.135973467815528,0.121485906535895,-0.12685970123101,-0.200414079906865,-0.0689597429902195,0.216127041619511,-0.111126368998418,-0.060024141004203,0.0450084193149338,0.0744290443467767,-0.0030172694486883,0.336666715052953,-0.225828865083381,-0.0925702756963961,-0.0960933769125336,0.0545122409248696,-0.0734799711193721,0.127710508519191,-0.076298444572939,-0.0527371699518732,0.042662704322346
healthy,0.469935358733235,0.467128704931142,0.181342953663056,0.434722334423647,0.267027572602265,0.422437596520564,-0.0284876284833996,0.383286508029309,0.232614722251918,0.501254590737792,0.217093489515669,-0.234777314620469,-0.378180912872017,0.584451206437548,0.408374870822367,0.510698335396522,-0.0253160741180176,0.563916385526698,0.0522888665469646,0.593155615967109,0.0756537942922329,0.679380191871132,0.200473349378445,0.430332803282484,0.50656947474946,-0.0510887856563239,0.638957226442701,0.690228467781946,0.573539421962919,-0.380821423803481
