group,CD47,CD40,CD52,CD19,CD45RA,CD123,CD20,IgM,CD32,CD196,CD185,CD62L,CD27,CD95,HLA-DR,CD1C,CD1d,CD35,CD272,CD24,CD21,IgA,CD268,CD54,CD41,CD29,CD98,IgD,CD38,CD45,CD22,CD71,CD73,CD305,CD319,IgKappaLight,CD23,CD82
healthy,-0.0165157177900855,-0.150369572056434,-0.02248586422767,-0.234776253151754,0.0361405000153129,-0.433967953957894,-0.076239347906733,0.0535768771343117,-0.0673036942803743,-0.159216803297476,-0.182367490589492,-0.176913184720677,0.0270515665950785,-0.0594354911059786,-0.318167629884572,0.111659878480631,-0.360461083468551,-0.11262138893529,-0.232694706204763,0.134261065120192,-0.104289312510204,0.26332633755296,-0.181749906417296,0.0770031740987196,-0.0559914780037543,0.0663987562152672,-0.168149741909518,-0.288913914567552,-0.324176907096058,-0.108490788710076,-0.140251805992497,-0.159586580072344,-0.274011516075415,-0.306095074760975,-0.062037567068,-0.0547845418049784,-0.38742129419722,0.286264437292469
healthy,0.245471018548291,0.204515438314962,-0.141021885233973,0.243682232702893,-0.09944459529173,0.222954197529082,-0.0502462552493105,-0.501681554122173,-0.133708770896207,0.205903917246758,0.116255798078855,0.481392445941056,0.107650046623025,0.155584782054691,0.28875474036681,-0.467150328814449,-0.0198917292621088,0.10466492785292,0.216668394467314,-0.436699438633905,0.0956912541399063,0.096863789850918,0.250540217962562,-0.0569638467335868,0.32188069882524,0.132186685852397,0.0868279046589147,0.0718483648064457,0.37933563011169,-0.0463403093045906,0.212615881017315,0.360927433164667,0.347323585725234,0.199158556097223,0.117928160991464,0.0149169111455668,0.22899773537419,-0.0955639799998656
healthy,-0.0135374821236656,-0.151343823580245,0.0346258863086825,0.0243923616494769,-0.0536904843121081,-0.0004084886849742,0.206462196359106,-0.0679102178308617,0.0907627807168241,-0.0797974520242791,-0.0463645440251402,-0.273031049582623,0.0609407696051824,0.139232920766223,0.233060859965641,0.183117935342317,0.165366753839719,-0.13326220260594,0.0625217274862566,0.106594679471713,-0.0582529390127485,0.0069466596589881,-0.10155810286668,-0.0472241568556417,-0.0528341244891872,0.125972283469847,0.0335326599389187,0.0319180242919398,-0.0431003977548305,-0.0744506171809067,0.0235873049183034,0.182297662804982,-0.143299467317048,-0.12046151235576,0.0746116692187145,-0.17990189454967,0.118221939929855,-0.0517185629139852
healthy,-0.3889044997333,-0.270019345649192,-0.362694990019468,-0.362441985591891,-0.197765837638449,-0.100291431307323,-0.321369192361503,-0.385715460289762,-0.329890928448936,-0.0790113708011951,-0.345401965209603,0.221260163587616,0.251241764228678,0.224939104795682,-0.431944535731206,-0.309146209174949,-0.270990555359333,-0.227406622473036,-0.117413734685649,-0.0790947463271788,-0.334701314150551,0.141154224318148,-0.324876824227172,0.104641466193043,-0.144446138510523,-0.0023133167643968,0.175379713097208,-0.330231195373713,-0.0439844459780505,-0.362409127874024,-0.22903257047824,0.394045495090504,-0.0375632520016091,-0.261438680927727,0.271840317162457,0.0178581137664777,-0.111957198283594,0.0729734782494169
healthy,0.0560090871782767,0.170667377723907,0.199156153100419,0.152346282715765,0.134835866922521,0.0704500658115201,0.0461717602709512,-0.0136422304197462,0.132879450600647,0.131335318156968,0.0446715256818719,0.192592852322553,0.0048625993923319,-0.0160373844724058,0.0524928530004046,0.0167361312482671,0.0306172747563059,0.175300691443204,0.101297882014903,0.106724575559969,0.173776033794478,0.138232419808297,0.117141686126095,0.0768397896172951,0.262949409962428,0.206806957979517,0.0281632462122319,-0.0240590474621766,0.0816455652203318,0.110730228731459,0.0360022276286207,0.14536786268692,-0.0567118506121105,-0.0647951029050066,0.0630934901946147,-0.0183748374123056,-0.0494118188179831,0.241456674578741
healthy,-0.195957742238125,-0.163823709127652,-0.276964296371625,-0.246756377154883,-0.262988549970001,0.230222032345916,-0.268154504163338,-0.30841196698547,-0.389664900770528,0.0172883478491459,-0.159893095260666,-0.012016493585911,0.229269941644204,0.504128322954084,-0.219270758490898,-0.0920953885065494,-0.102243784860005,-0.334160762276846,-0.055335543411389,-0.214387810122143,-0.266503415614659,0.358625956259858,-0.301302134107389,0.219981195639711,-0.288031932005701,0.159438597635238,0.290903194010738,-0.190787836279917,0.448762905607363,-0.242244374347347,-0.0776627221094418,0.293180378812415,-0.297125083629411,-0.0822576104834753,0.24452176990091,-0.0063045921414773,-0.0475751578147734,-0.17160888652786
healthy,0.157709891363073,0.207416342905157,0.162042592093838,0.162575730092509,0.215044440413568,-0.0283988244754185,0.112030154291157,0.204366663734673,0.103170687465989,0.181410030114516,-0.0226215309100655,0.155852583511438,-0.201629318463671,-0.212715239865923,0.101081081081081,-0.155086376009065,0.116092313956857,0.21511656919955,0.181051598592907,-0.0062281316681328,0.181081738008585,-0.113253213053688,0.267850778025485,-0.0848838734775976,0.281326248549793,0.171739175985496,0.0356871658111177,0.080616641022341,-0.0049545967475743,0.173923453654997,0.0908968938813066,-0.0479575584793014,0.219866431694057,0.22612581479003,-0.0385109148490579,0.0165694090473824,-0.0149355473641814,0.22119462304078
healthy,0.36810788247003,0.49946825694391,0.165649154885946,0.328215551307528,0.201217991824645,0.137378584466135,0.370924951194499,0.10177084996972,0.170651242785479,0.221683702495254,0.479945770580018,0.201784555815368,-0.43896788763753,-0.329737792275126,0.364925311109264,-0.0732188328336573,-0.0472574080970895,0.23161199409301,0.522118465433764,0.103333896231533,0.342805223375717,-0.411096021593295,0.483542077709603,-0.142125322113057,0.004558299289558,-0.130932866795372,-0.019614107657627,0.464940741859344,0.476506597089528,0.266118368858095,0.367797071739047,-0.103118346439141,0.351933326909649,0.557655637445849,-0.0727604540149294,0.332795687676578,0.346695008543275,-0.234189329088837
healthy,-0.322492612101844,-0.180378755695072,-0.262281457959923,-0.273702392101167,-0.147377495519074,-0.161377009302545,-0.478270206239179,-0.219092874927284,-0.0640508809903311,0.0264748251425646,-0.0784022478550172,0.149993952483931,0.310557262609004,0.204766808171381,-0.350572752249766,-0.209179488931835,-0.0180680973437237,0.134927452191038,-0.102153798763863,-0.263976248111926,-0.10789740537714,0.26908918477057,-0.221826672911073,0.513259590794884,0.0969144250369238,0.0726992444797504,0.0958192152272795,-0.349979022670584,-0.351170721763611,-0.230821947543708,-0.326539984839211,0.120040784271292,0.0187595770789275,-0.223781671648127,-0.0986810834928838,-0.121302785578112,-0.245107653974563,0.159744515056379
healthy,0.283566135614989,0.27685469439144,-0.115128935002557,0.244493114835315,0.0575093102163189,0.0341863769621314,0.147826429547842,-0.179431409026956,0.165593225241265,0.303163594046434,0.309185745878792,0.279363288798751,-0.254589028171643,-0.195964505588145,0.506320668061205,-0.0495516948722224,0.138328464150172,0.246940187374307,0.352044935628166,-0.366381709113243,0.458629878137596,-0.119108329428321,0.373984446915929,-0.038179072193821,0.177107579590023,-0.0247509275855003,0.0086216108239945,0.531764148772627,0.425797934386324,0.186187040374779,0.350529088667638,0.0786131015001606,0.544105963228438,0.577853154818527,0.0723570852625163,-0.042956987479859,0.588170436327954,-0.58486228763837
