group,CD47,CD40,CD52,CD19,CD45RA,CD20,IgM,CD32,CD196,CD185,CD27,CD95,HLA-DR,CD35,CD272,CD58,CD24,CD21,IgA,CD268,CD41,CD81,IgD,CD38,CD45,CD22,CD73,CD305,CD99,CD82,CD224
healthy,-0.0501238602071759,-0.143382441802722,-0.301999003715831,-0.248613555491567,-0.282085349302632,-0.36553705882418,-0.551370110814696,-0.281452205817817,-0.115611844622015,-0.270353956407173,0.135278527258283,0.350413596792716,-0.125970332087813,-0.169700423242771,-0.254256162882243,0.121943532658696,-0.222123125139717,-0.262088757286779,0.145799970438179,-0.158827423420607,0.116541202707891,-0.15683629104137,-0.488391063346474,0.127780121452317,-0.245110334164326,-0.134384199216599,0.0726176859037407,-0.227262114338982,0.23272283760677,-0.302923116944644,0.176511146374668
healthy,-0.0818730074471798,-0.113547637247862,0.0247152602035283,-0.113757636579104,-0.0738224495244109,-0.104548348026979,-0.0980589179854436,-0.173007440317981,-0.0296941270990276,-0.0588059234915033,0.352991361963574,0.17996178852984,-0.330618291313865,-0.115011273133702,-0.123642055568689,-0.0625683619073462,0.0341116740702048,-0.154595244239247,-0.0354449420624856,-0.171588110844559,-0.100682902374476,0.0202262645420685,-0.336930091422925,0.187812634855424,-0.230344751803481,-0.255753417332022,-0.146224998813794,-0.366531168886863,0.0917842052759255,0.126440411188826,-0.0250878164092663
healthy,-0.0363889628899311,0.130566575363753,0.158396529353501,-0.0274127227283722,-0.100161871507514,0.164127197264879,-0.293200190625167,-0.0287802578780568,0.0720884726207369,0.229211901141761,0.144828219354264,0.265732214583013,0.13246485031537,-0.0883658495376848,0.19702520543158,0.0185760318634278,-0.0987364961790715,0.0089992030351342,0.0818873773355425,0.0663135649084741,0.0667326137968706,-0.0324045832132417,-0.0649451570902661,0.129058177196205,0.0170478067331168,0.145506184784645,0.0977941941319887,0.0576075682830385,0.205473072012305,-0.228310749600385,0.0931160651364538
healthy,0.127482440545537,-0.0737578399020082,-0.0430485390637193,-0.0122641431939345,-0.136451642846217,0.0542863245073189,0.141465334422525,-0.0124547588811268,0.0518271968839636,0.0056877692700799,0.137690365889448,0.232110027597821,0.161815732410007,-0.163748079877112,0.087763751551183,-0.0122561268550535,-0.302986695749877,-0.0117647445386821,0.021530370266774,0.0153955342929745,-0.0806310953089961,-0.0340938952463629,0.279084064552088,0.250904900838251,0.0259986692624264,-0.140862089149815,-0.172522281201338,0.147236331551663,0.345812609751427,-0.206275258982322,0.115806092493708
healthy,-0.337557884301394,-0.239050517345136,-0.154583812280615,-0.344464352592033,-0.224607694318173,-0.233863446556991,-0.333259854634423,-0.348531430574138,-0.296488502551615,-0.312004529215883,0.149681371499576,0.0761492684257396,-0.372983261303982,-0.272870774661131,-0.301722922730246,0.0251286537086983,0.0833957970982759,-0.363462571106654,-0.0133872250946018,-0.3845097268807,-0.379096338514284,-0.193402394933191,-0.384125674343067,-0.0998644435068423,-0.185834154442496,-0.346900224495709,-0.240809555750896,-0.377486254532519,-0.0312205805908826,-0.0926248882939613,0.0379299197900294
healthy,-0.4271665468216,-0.63081300583332,-0.394171673387105,-0.562559391093538,-0.392329099856542,-0.59081370972033,-0.149208708949338,-0.323071512132937,-0.513295637468003,-0.439972882672884,0.245208352390279,0.470350990316176,-0.598574150214851,-0.336524844908646,-0.428160452258016,0.19741704638703,-0.0550771472102556,-0.536155581583617,0.195353270739391,-0.582148557941386,-0.0298679283490159,-0.43158521616738,-0.576288574771156,-0.36450166652272,-0.476047661319451,-0.600354311477651,-0.54847688150708,-0.680279517078381,0.355171135739821,-0.0070850178980995,0.159415769288997
healthy,-0.0144837095408436,-0.2248774449805,-0.0168801168874701,-0.192247415200435,-0.281033919825866,-0.108554719952537,-0.191614996982619,-0.0905459822238346,-0.334685878535316,-0.253953462796219,0.0600619531508457,0.0122131665149833,-0.263863595138763,-0.186746359719148,-0.246339162755647,0.130698756405751,-0.103714242594262,-0.274011514645426,0.147847706815854,-0.313163715911353,0.234462670152361,-0.0799725200496415,-0.416391869200985,-0.190631377945134,-0.281744966442953,-0.42238762667234,-0.308258888617728,-0.383478695169028,0.0312678405478465,-0.0084998925454484,0.237357422424052
healthy,0.189912559912209,0.082608128966965,0.0729057265260788,0.104949791838246,-0.0235589237546185,0.331971087778567,0.313896251951691,-0.0847438257409064,-0.0005676337955017,0.111680512440035,-0.201885506966646,-0.119680425437407,0.131920150511149,-0.0248661677315836,-0.116287958585796,-0.0144364336965479,0.12061889676434,-0.0307372055828788,-0.247023522589774,-0.0614172202068482,0.0073779506084371,0.533004851994023,0.254383918019437,0.482865620380764,0.0229393497495259,0.21348475948317,-0.119749983092638,0.0371643154226514,-0.264744157981802,-0.122609924040582,-0.186728632233952
healthy,0.0214245620800614,-0.0216821664801943,0.0769571877771507,0.187690323060798,-0.024234211326044,0.150877076015367,-0.0954004320922226,0.217844318062007,0.127786811344627,0.12792345867462,0.146996825516916,0.285205688327567,0.193517077133944,-0.0491476911534038,0.295678788532208,0.0287822537871906,-0.368949924347831,0.0418236565592196,-0.148282690606789,0.090344427665043,-0.190943428640394,0.0587177429829982,0.162700290747938,-0.0815320351386041,0.149861385892991,0.142257223173703,0.0556469643386481,0.240444514681869,0.232586882056041,0.0821035182142541,0.138375086689135
healthy,-0.247213339977966,-0.144573063509957,-0.459557249815814,-0.24705349653884,-0.342846542504537,-0.260033561182074,-0.0827725668465451,-0.351206138054536,-0.356383933086505,-0.309860215071767,-0.124240493538615,0.0618357560918198,0.0366484052967131,-0.211359954178197,-0.0513570850322052,0.0594634290336261,-0.387278308072465,-0.124534307045573,-0.090664927231816,-0.209362018231751,-0.0996804477507629,-0.263866840138693,0.0025061175479792,0.156760002253188,-0.337777252956024,0.032865583756112,-0.0249441568358212,0.040863278156503,0.0259858982695116,-0.482568928733316,0.179198537883431
