group,CD47,CD40,CD52,CD19,CD11c,HLA-ABC,CD45RA,CD20,IgM,CD32,CD196,CD185,CD62L,CD95,HLA-DR,CD1C,CD35,CD272,CD24,CD21,CD268,CD41,CD81,IgD,CD38,CD45,CD22,CD49d,CD73,CD305,CD319,IgKappaLight,CD82
healthy,-0.208027295146941,-0.26827867644282,-0.406904450830066,-0.388024297890508,0.0917921758560706,-0.169790117497175,-0.324649655716452,-0.386541472039294,-0.153040296458316,-0.378189219309505,-0.188938863572513,-0.311669105823997,-0.100278775934421,0.383090231416342,-0.227711545528764,-0.0773691980980341,-0.368910132049522,-0.225707986199551,-0.225381694459309,-0.417489371583615,-0.360459821997791,-0.20683324688712,-0.176551191797295,-0.379943988146966,0.209488457112281,-0.387281990947517,-0.225911842736041,-0.287604492152823,-0.293137207364965,-0.312537449369331,0.224423827359187,-0.15969245421776,-0.25109072285285
healthy,-0.168587346045492,-0.312200828561862,-0.0609093186862366,-0.343602627574119,0.0187782820628072,-0.0235143803976475,-0.108050074265082,-0.0298679381503264,0.20215870521697,-0.0869910848514238,-0.289979064503605,-0.224594649248568,-0.55528554507523,0.160351386085285,-0.354691701107206,0.151343342080275,-0.311521300779251,-0.200891201068006,0.0141526942999743,-0.32689203937229,-0.367117666728904,-0.221971500674646,-0.043127323256112,-0.123696811792449,-0.0893872439181211,-0.07383289739498,-0.260744079270974,-0.176115355611354,-0.419507693485645,-0.257588115924383,0.0509377003584657,-0.180796352870616,-0.106439753675554
healthy,-0.107279272292101,-0.228537309369185,-0.225502402514874,-0.138062131370202,0.0602188727636219,-0.331124712560982,-0.145696760709258,-0.121627844599601,0.0252119914137034,-0.249480584722059,-0.269894407103916,-0.31041105659509,-0.0225428408900981,0.0777252925119668,-0.144881201198221,-0.0456663676991798,-0.106871559252015,-0.213143030756472,0.0425531137916325,-0.132345963864045,-0.250836110037602,0.0453705151213042,-0.222561538382688,-0.157496523380228,-0.0740799529804776,-0.25182843348546,-0.318975151511056,-0.0940675846975572,-0.107482433799289,-0.156127854402267,-0.0454919159190153,-0.0862288144054034,0.0244152668895775
healthy,-0.218507292086642,-0.407156616876094,-0.267706613437164,-0.243631763555862,0.39976666601249,0.027858507630559,-0.199481011920036,-0.306882105550211,-0.44973277867477,-0.218430611666036,-0.136840397755052,-0.270346525146371,0.154817658836155,0.44211870954116,-0.343735624641945,-0.229267193521185,-0.248445419223408,-0.0071982522384813,-0.200540230198114,-0.334438451543905,-0.327245873469565,0.337065374200258,-0.0489891107550473,-0.338453515214037,-0.297723896315773,-0.297248987571568,-0.172707455346457,0.105743432772965,-0.150231340425302,-0.186214719425061,0.0983485450027854,-0.156862471083674,0.14123818761118
healthy,-0.158303856962455,0.0001573136820484,-0.32027928988667,-0.0260317425491071,-0.166021508113411,-0.206528857878753,-0.149949235136366,-0.0639417143200188,-0.223707498437761,-0.183228540253574,-0.0386632234098935,-0.061410709602831,0.130266834885007,-0.0459901498658414,-0.0371528329095742,-0.110836072603684,0.0101180125631128,0.0818571983524938,-0.362960903562383,0.0342146437914798,0.0727438595787192,-0.25685422417993,-0.0864383350942829,0.0628027910147722,0.0179258445583182,-0.183857819348582,0.006694489567648,0.0013824784772827,0.176901119846716,0.253003926626076,-0.0930630991493077,-0.0175628225639884,-0.132875286625917
healthy,0.0950307522140658,-0.0078761175615825,-0.274246790126865,-0.031240294626178,-0.048531163473586,-0.469259649778995,-0.288081156672685,-0.165649906507573,-0.347979126797369,-0.22813262125789,-0.0188994947657885,0.0544427881382337,0.11658620466195,0.258579528009567,-4.86717254358437e-05,-0.441053115710052,-0.307574103581379,0.198476676628789,-0.648897249425744,-0.0908351316783148,0.02471422566009,0.245887073169912,-0.0427096975285773,0.117886027527592,0.273296067840581,-0.12415954165068,0.0412744906112975,-0.10691148976254,0.140086657357532,0.185800278498188,0.241085351967445,-0.11654199824373,-0.474199169459103
healthy,-0.244739135039479,-0.266970201437836,-0.129604688558632,-0.14511518229639,0.0602281551363806,-0.367410621440946,-0.301643388354798,-0.242761628014034,-0.400566118890192,-0.27171413023762,-0.286902602800151,-0.195900596427515,-0.0167764906830888,0.128673323041446,-0.0727952113187013,-0.22045172394006,-0.343101767415618,0.0785760222370398,-0.130209903009928,-0.269411461679486,-0.190148911798475,-0.398188213691679,-0.0379252635592001,-0.223265129219777,-0.0781375441732847,-0.181451115545075,-0.293648181355243,-0.250040264443648,-0.0617849970166505,-0.0621863228361278,0.124341235619695,-0.0412175467269344,-0.103910729384637
healthy,-0.259749410182895,-0.451745496260168,-0.257633227300546,-0.34599808083174,0.404567082270949,-0.063676941998454,-0.313976682861223,-0.347553010934324,-0.228593336990052,-0.322771916270683,-0.558250808862107,-0.62874953717216,-0.028990859022908,0.360481387800331,-0.37783058428851,0.11744512576531,-0.37117534388641,-0.439174520995607,0.159105186230665,-0.416520114640851,-0.512488300335233,0.15968844517459,-0.334919124685502,-0.478139532903231,-0.254588039624126,-0.392545466909459,-0.472548397995203,-0.231966459858565,-0.547019878921132,-0.434732896886328,0.151103059263808,-0.273699191121765,0.19999472021262
healthy,-0.112058352203943,-0.266099597802053,0.0512841186065406,-0.257301273265153,0.167681142663049,0.339987968108889,0.192512357432135,-0.0782395064465923,0.134571517647603,-0.133249399959067,-0.561486657920977,-0.376116040038489,-0.244850629052364,0.251222849622284,-0.378807236462642,0.0841098644378809,-0.0312890531729349,-0.609346183271686,0.441863764963773,-0.321164872756632,-0.375601980918274,0.0329599523426089,0.1785278720667,-0.286994035875658,-0.0893215419813003,-0.134771984445451,-0.326530680291944,-0.0612976799806311,-0.337620910117885,-0.623081726201955,0.108710446761963,-0.0074455437953936,0.0951348306244638
healthy,0.103725882496412,0.0285779299929537,-0.203553994076664,0.0465771650096027,-0.0543683418125964,-0.27273090288265,-0.0801997083764618,0.0088916593331227,-0.333744093000533,-0.118202227468311,0.0339290703777641,-0.0229285420982496,0.097952840110561,0.0956016436943475,0.181758975847409,-0.41211680750784,-0.122850915005891,0.246369199065335,-0.481351326053901,0.0448740972227512,0.137047057838028,-0.084231529964095,-0.0354100637079904,0.145843393897499,0.239466682699918,-0.0546363547154788,0.0713956574374598,0.0186260236671539,0.258871533827174,0.320410069150497,0.0730425758279889,-0.0983548733438124,-0.386427967730707
