group,CD47,CD40,CD52,CD19,CD45RA,CD20,IgM,CD32,CD196,CD185,CD62L,CD197,CLEC15A,CD27,CD95,HLA-DR,CD1C,CD35,CD272,CD24,CD21,IgA,CD79b,CD268,CD54,CD41,IgD,CD38,CD45,CD22,CD71,CD49d,CD73,CD305,CD319,IgKappaLight,CD23,CD82
healthy,-0.127571176440586,-0.200802916362624,-0.262468964551278,-0.218883181479786,-0.268232271156286,-0.300375855136386,-0.271430376113962,-0.249502481985,-0.178273941505,-0.085192564733889,0.209105890704006,0.0894459452313539,0.0679264652494332,0.245703738121582,0.256689459813159,-0.207236400210803,-0.250833427766438,-0.180549240151798,-0.0907863266997573,-0.150485379790233,-0.197742175914267,0.149241751211656,-0.183990184584039,-0.187606816419557,-0.129769731858492,-0.243827759285378,-0.165586583215962,0.109034306408834,-0.321348997067598,-0.166126106509426,0.171492690669402,-0.271577477200236,0.0008183490083526,-0.198133109930616,-0.0258696704426115,-0.0738781854825909,0.0437543775777521,-0.220089433023176
healthy,-0.0975591670498372,-0.319643792927864,-0.199452380673115,-0.275915470612431,-0.165090253266478,-0.0567124743959359,0.123330862265071,-0.107363254680368,-0.180471124939971,-0.182308345527311,-0.454529605262708,-0.0946232464353031,0.0342763658668923,-0.155943103581381,0.201416517735547,-0.133036221496749,0.0805171508039124,-0.279329548637435,-0.0802953993180872,-0.166334118595994,-0.282973943616108,-0.0072085244568095,-0.0341666233740392,-0.283383282066612,-0.103971448340498,-0.130990080380786,0.0674842465287133,-0.132455040346013,-0.0048718050174085,-0.137587951387189,-0.0068298263954482,-0.207766112508888,-0.311100430564082,-0.073233974335082,0.0642366227525179,-0.223183491955698,0.0560414795273362,-0.257156107109283
healthy,0.062007500038944,0.171448784509506,0.232420757552907,-0.156342448167007,0.0168228530318347,0.0294859609498574,0.295640765265012,0.0255273227941131,0.0293902753093899,0.0888120698529598,-0.144579297417624,0.0364080094920262,0.122828684216979,-0.0035781963461799,-0.104460614982513,0.0169158826338541,0.135680771148137,-0.306277870800021,0.142399796462924,0.0564593386569131,-0.176926440374413,-0.126014267415214,0.0879805451816325,-0.0409007816109948,-0.0549942149654697,-0.238431102686735,-0.132385808319902,0.0564329916382086,0.176819634365133,0.0646381645891284,0.0207593655844864,-0.100622973785472,-0.227357166396823,-0.0764733864366961,0.117168284652115,-0.0588412246202223,0.0330670915478535,-0.135271154449598
healthy,-0.253415486957441,-0.398909092567543,-0.316536467959618,-0.32134355208359,-0.181566969423465,-0.299891568650455,-0.374931114937966,-0.347995590481652,-0.259370015957388,-0.404647222825728,0.069924440193982,-0.0768300986809424,0.11669201604656,0.294011004557306,0.298160274371731,-0.440614115806415,-0.343408086296621,-0.345556404379934,-0.334046219428398,0.0227826089579698,-0.427715247512096,0.165163379288546,-0.16824607786675,-0.389646170504647,-0.0119609873695423,0.0650531581854046,-0.602732440882611,-0.337012842215998,-0.373304747118789,-0.239149201415722,0.246928019850529,-0.123387601892742,-0.263606125341372,-0.432878763439905,0.248438833029446,-0.381141374192162,-0.0606207268755071,0.16671098527817
healthy,-0.152021954672712,-0.311239929379989,0.0793344975454634,-0.250608855142425,-0.0335091985136236,-0.152981980228116,0.0172466372923886,-0.130134609142876,-0.172415976259926,-0.2977957846338,-0.214947812713186,0.035804659421459,-0.0208615387955705,0.238411853198013,0.128027135099605,-0.322700532908363,0.16816389908638,-0.219247342689994,-0.253397265107658,0.218322153150939,-0.28625621647859,-0.0897170853167373,0.196929011529084,-0.349388286964643,0.133400135866944,-0.259662853071286,-0.245129762730501,0.0027396839759604,-0.0108281456578955,-0.164015999404909,-0.109979137591316,-0.0385282064780365,-0.403192810711515,-0.186813875543207,-0.0281335234515774,0.0201160027041844,-0.0783392471746155,0.0701943984016898
healthy,-0.0234133737339003,0.0071849859263199,-0.157691846380383,-0.0442588223296606,-0.171324572803991,0.0139325737006433,-0.107011404640914,-0.121237861757175,-0.0743340113579136,0.0850133077092685,-0.0145401863184742,0.0057401884190705,0.0979875984579937,-0.0319179377166655,0.183903529547034,0.0144114661314322,-0.349722260979649,-0.178680610130735,-0.282595122263394,-0.489209161701107,-0.0649915052885927,0.0816507999865603,-0.0545661282350157,-0.0591092135710509,-0.237357121425061,0.187934529342337,0.107406642392576,0.121351674266345,-0.100690444791341,0.112175585351891,0.402862915002416,-0.249187027026532,0.190145266058428,-0.118767672890579,0.212352115598963,0.105327791921066,-0.0667475355058754,-0.35922353652042
healthy,-0.175814528289128,-0.0389056427708235,0.0728224857813521,-0.120587701795755,-0.119278070016325,-0.194348610008934,-0.140155002371982,-0.118269544712498,0.0148133874233615,0.0963253507849106,-0.270998777238612,0.21302889342624,-0.0148872083044045,0.003287456570516,0.210752224552446,-0.112697261019409,-0.094839954315328,-0.203547183261826,-0.0744725551261026,0.058555067835079,-0.220102376574554,-0.0161999904445794,-0.0218903083255138,-0.0510502911756887,0.0284473521918882,-0.249567858721686,0.0622685265638235,0.106139945486499,-0.0141483765644839,0.0909912643337649,-0.0172510865701956,-0.14481987318593,-0.231319287042544,0.132182225897708,0.0575759913399228,-0.0498107490791037,0.13941913026803,-0.0276018015991982
healthy,-0.168327379959188,-0.12028916245807,0.186865786670092,-0.0004306794913448,0.168686578667009,0.0992301596821723,0.408837774764898,0.0741657229803002,-0.0535524643802868,-0.0218851360482254,-0.336918087922292,-0.0027299507636542,0.0614074982577849,0.101815917996253,0.0320564043403345,-0.258215022402889,0.17243488968067,0.195642564896352,-0.322054380547929,0.32581808107714,0.0541981257733504,0.217651028086444,0.460447508413659,-0.17124248317192,-0.0558734173509164,-0.110048607014092,-0.0299023885322552,0.0667167526972176,0.0870425919349598,-0.199789182851901,-0.149553828171771,-0.142736385179008,-0.240102734556549,-0.33294024899845,0.0237482037409839,-0.0363311227693569,-0.375009777330483,0.0303757671285277
healthy,-0.349880760037005,-0.365929973302181,-0.146673571530461,-0.416375690744795,0.051085655455566,-0.301575845155299,0.145406035305769,-0.186639088557979,-0.549298306416305,-0.571559958961111,-0.176753504947155,-0.143928675186883,0.0277798255449906,0.361126269075138,0.293572471039377,-0.526445214867371,0.132649115122593,-0.0676668413564531,-0.756114457561692,0.39393297046992,-0.447497930113052,0.353323578557124,0.075642000914892,-0.499034039639335,0.272516078010353,-0.0085498192408912,-0.6496649485407,-0.437280800397484,-0.329132529971037,-0.506151863776405,-0.103986046412911,-0.0573066791137787,-0.334373160285993,-0.827615797228424,0.0417261537081177,-0.209098882021783,-0.582273670927992,0.272016927757003
healthy,0.305466944194912,0.0528806918347049,0.264006499254269,0.233336824037704,0.321767455035338,0.30973397933177,0.245877751558781,0.404973355953298,0.243567575639544,0.356192557304601,0.138847105858447,0.0219566803228756,-0.122357209353248,-0.197779615030777,-0.2532270373063,0.18291230453312,0.444341079855068,0.236795551093933,0.478763318185057,0.0847494583029745,0.29935314410123,-0.291467880335854,0.0092208290419708,0.31898829469583,-0.0777286916492276,0.178571484650185,0.518904084312344,0.116549350700827,0.415937870770847,0.0225950387360173,-0.212808708594727,0.114006332620553,0.114046473748853,0.435046355965176,-0.136764447157019,0.134465354657161,0.161583773119019,-0.206285222631367
