group,CD40,CD52,CD19,CD45RA,CD20,IgM,CD32,CD185,CD95,HLA-DR,CD1C,CD1d,CD35,CD272,CD24,CD21,IgA,CD268,CD41,CD81,CD98,IgD,CD38,CD45,CD22,CD49d,CD73,CD305,CD319,CD82
healthy,-0.285085322896675,-0.169692351689449,-0.225244029183754,-0.211807019105123,-0.187849290512502,-0.0196888191198834,-0.183861573750444,-0.0914443348762412,0.328953166760865,-0.137312500482679,-0.123328746614769,-0.144753314440892,-0.29187865364724,-0.0768207777216408,-0.128631125957482,-0.305533324454522,0.0573441624260774,-0.302976966921531,-0.222254567461483,-0.0880741363083568,0.161275892622303,0.0169521192863872,0.0820332205128676,-0.138908994790685,0.0272656729001919,-0.413080059894285,-0.233169684748541,-0.123625715700488,0.118867147187267,-0.250440123666625
healthy,0.0399410271509322,-0.0110128554594536,0.112155019240632,0.0228220454951971,0.0076634051357414,0.22766356242077,0.230557324258985,0.0084578066733572,0.010454229679428,0.186775778266936,0.0974815127024767,0.0451109912374094,0.0182413539298791,0.162290984648462,0.0026158026078745,0.162583372548923,-0.0374464570360892,0.107226086607537,0.409087489099495,-0.134257545182506,0.0930567743647384,0.240673041316429,0.444541881134036,0.182664212214264,0.0567380551974744,-0.12464604138623,-0.0963293487682493,0.213300467970508,0.137341643075072,-0.313867494612169
healthy,-0.105075553003988,0.0133002352120669,0.0003938253152153,0.135413888699384,-0.105435916840261,-0.0411876544924219,0.0566984414440675,0.0818309325819286,-0.0204227107339834,-0.200050856182437,0.0220600879533354,0.0167783917362842,-0.0015912552939073,-0.0104884892861373,0.129200097212794,-0.1355586359331,0.147409869682476,-0.0003023485505191,0.0692689639385228,0.0823877697526101,-0.0712943750106193,-0.237981661453236,0.0450894676288176,0.146716572271139,-0.0543786457831997,0.294818815183324,-0.128720107947077,-0.129519902307792,0.0303567727900653,0.200988679822121
healthy,-0.338432724081935,-0.36953596687942,-0.37907456237627,-0.249548000647382,-0.389858382085835,-0.26799541208285,-0.373207400241548,-0.254859942924789,0.178058117018451,-0.517547808389677,-0.534377843968211,-0.498667183035476,-0.29265876438552,-0.330350311476027,0.0731422499920705,-0.37696633551658,0.237376985729425,-0.379893967798096,-0.0203493433169997,-0.184174126932783,0.147123687026062,-0.407289387229374,-0.299299567482829,-0.366181193885179,-0.323651664509504,-0.25885617738989,-0.0990325129422554,-0.445761325469736,0.273275023536818,0.064345434658866
healthy,0.0255862319112481,-0.0535717922769179,-0.217230059428218,-0.102029996150451,-0.174448148550397,-0.262874727856885,-0.136392289123273,-0.212019006273867,0.125105087637476,-0.32519709604496,-0.0149034843269198,0.0103939551289585,-0.12304443986217,-0.163870364819012,0.0553290628227445,-0.154190898916731,0.158071751858245,-0.2392986974344,-0.411127538157615,-0.203421185630928,-0.0392534699724524,-0.439988155394473,-0.0976157018705493,-0.0851025133918987,-0.166116042250126,-0.128147852686529,-0.0569107199811487,-0.343420404248607,0.138547755433622,-0.0120757465694108
healthy,-0.040813874219296,-0.0708417374193776,-0.0711186616666126,-0.0243764366134467,-0.0459104740077373,0.351198912990324,-0.117680188336529,-0.0531657667007627,-0.109691397741618,-0.069575072659933,0.231742443435176,-0.0201474861510506,-0.131755887617578,0.0174896928464,0.0211042400713785,0.0462137349570829,-0.232410756121278,-0.0554418366838675,-0.155815680940596,0.028964020837958,0.150439796902669,0.289405999711641,0.515707197341287,-0.0314559137443163,-0.0962969991969292,-0.162783555765899,-0.173311656471918,0.264475672527852,0.105773021128272,-0.366596925431579
healthy,-0.22122233167468,0.0614511712780692,0.0837039724288046,-0.128140758207872,-0.164981552627796,-0.0854668765279543,-0.0591184473063668,-0.296773245351321,0.0060496091982614,-0.0802031561763105,-0.248586398949694,-0.223867477308422,-0.138029050511016,0.0665788904750589,0.164507337627369,-0.201655003284488,-0.0974996707867121,-0.171924697918353,-0.105394792005822,0.10771360569169,-0.085569958698159,-0.142921579799815,0.06874019679327,-0.103609649918375,-0.209937960391917,0.075373725069391,-0.163841531162066,-0.0601613480378925,0.0722368222945272,0.179159455519246
healthy,0.341388501141993,-0.0102834173284271,0.333534820814664,0.222464846730992,0.145949483892542,-0.225479939305006,0.258409827813159,0.403812024569828,-0.0962965156939856,0.249624099917642,0.0111227576117658,0.227721980633167,0.269459041849772,0.62964014463361,-0.126465469590197,0.365656008524198,-0.0177163165462109,0.446207041805428,-0.0733643679164311,-0.0460167102965008,0.0848760508635733,0.379917993937565,0.116601019337217,0.237123060997816,0.341263544930384,0.555144499717378,0.447237072001373,0.644837352660698,0.130043671903833,0.081671484070091
healthy,0.262173736422773,-0.0094673124988371,0.0437642257766421,-0.0408306923262982,-0.0381375149138311,-0.271003742061965,-0.151625847344625,0.180158521843384,-0.264681285290729,0.148236468844386,-0.159874260062831,0.0614956161492501,0.286231266107176,-0.0136047760442284,-0.138312975449295,0.203015446278819,0.0988389133386898,0.167928255349251,0.284253928092451,0.0767920187835339,-0.0792216634635323,-0.0076756904811538,0.113534857509873,0.0373885970515818,0.273364497205114,-0.0053662991453676,0.41439228762823,0.0863923418520382,-0.191520043638699,-0.259891869687072
healthy,-0.174558293710041,0.225915640129561,0.0146699339658562,0.202475809395792,0.165656025694464,0.318530673891205,0.258663578889546,-0.0555624591571621,-0.0930634040327956,-0.11143544740362,0.358866162878167,0.0699834794276911,-0.0628410507734282,0.36477128788726,0.413993463608893,-0.0423592822631266,-0.161595350018841,0.0170812390621476,0.0147646045027661,-0.0356759822085236,0.005985961833631,0.179554340245638,0.0201744498767282,0.196285394909243,-0.181025219173591,-0.045130707301407,-0.302301431022799,0.12207980733507,-0.0463379516465817,-0.0079859489408668
