group,CD47,CD40,CD52,CD19,HLA-ABC,CD45RA,CD123,CD49f,CD4,CD20,IgM,CD32,CD196,CD185,CD27,CD95,HLA-DR,CD35,CD272,CD21,CD268,IgD,CD38,CD45,CD22,CD71,CD73,CD305,CD319,CD23,CD82
healthy,-0.395859608940391,-0.443432414056687,-0.399552092495302,-0.548950204440398,0.173395841012335,-0.333036401118545,-0.53619410199249,0.0688078797667809,-0.0790321138910893,-0.452838028149526,-0.0845962305782939,-0.449176454761641,-0.3559320373124,-0.476561625665377,0.157246025904122,0.279619789576875,-0.635555984785957,-0.425072508995601,-0.50337210731927,-0.583773656059028,-0.571967961481587,-0.613924575046432,-0.225023934567672,-0.465619709118696,-0.352128261465679,-0.0092652850629511,-0.560945186617992,-0.690034555677851,0.0599811281072436,-0.474108587940138,0.188212458958743
healthy,-0.448303676624106,-0.454110822282863,-0.071152614570481,-0.459967553117049,0.0425883348888508,-0.218757973336513,-0.39771570269919,-0.0792528739575258,0.0105210068826498,-0.172791207182186,0.158963962754469,-0.283705990973696,-0.394935933465649,-0.383446760790966,0.129970329189813,0.284469198141611,-0.623714698196134,-0.445785206559547,-0.355823529480633,-0.563700193839237,-0.574162897805953,-0.401947518291635,-0.271554568967883,-0.293372705571354,-0.456999013588705,-0.144896364079391,-0.486397961089556,-0.617419983521612,-0.0218780295532824,-0.26516694868279,0.15661639266162
healthy,-0.171621088393845,-0.415063650105739,0.0464004242196683,-0.205384553364881,0.314155310251659,-0.0693163564646271,-0.331570265593611,0.186939760743522,0.216085831007556,-0.135497115288799,-0.139707883410202,-0.0251490024125677,-0.0614948859392995,-0.191497965449978,0.184010913830195,0.289828038456043,-0.212820719552962,-0.250304767917842,-0.123993205711551,-0.332923996777731,-0.309097900469944,-0.330959847589756,-0.195095297012578,-0.165566066264273,-0.229896320159019,-0.0177122924621363,-0.299050766599765,-0.392300236107548,0.107662628525933,-0.083761251438358,0.21215280544842
healthy,-0.433792567316386,-0.562967466049408,-0.352482811306341,-0.42135587372779,0.174121833533337,-0.178782275546752,-0.259298511724718,0.178025433181704,0.106715571179262,-0.463166195717802,-0.384312876853061,-0.328461613025301,-0.38972060298974,-0.566173266009765,0.50574263181217,0.476086096504149,-0.555957153202697,-0.243927483016667,-0.343446465169389,-0.513576032190299,-0.51055968377904,-0.660606322704389,-0.595665069392478,-0.4385996040645,-0.480265525513732,0.0714008081034038,-0.272406496755868,-0.537561508230453,0.118015176885113,-0.309302542521183,0.311812055150479
healthy,-0.0655346810622665,0.0215515751673393,-0.124542018659634,0.0332160287556984,-0.0007972534099846,-0.0149370376059228,-0.027388431906264,-0.0796832069739185,-0.0966763993825464,-0.0867497301013343,0.0599485160733642,0.0090488007418169,-0.0559825920034854,0.133559401681279,-0.104660975096984,-0.195374683006807,0.0204516313834501,0.133026213118828,0.145679029854028,0.216592610208409,0.17369151731925,0.203843313419867,0.0234273814993045,-0.0365859407956826,-0.145938505778082,-0.207787451459744,-0.0866589313436256,0.191161090764927,-0.142998577596712,0.0894852580873018,0.228349499288814
healthy,0.283400827038426,0.565971870737111,0.258269707569718,0.440717838419142,-1.39107217254472e-05,0.272715947589838,0.116345116087358,-0.0283296588704488,-0.0011532168506301,0.290982775719452,-0.0759096401387583,0.286703282504233,0.47944978343168,0.475419831415811,-0.311196955864309,-0.334323726450107,0.376114234857299,0.338068451803527,0.484614673791968,0.442423182372822,0.562237622363624,0.356781202748686,-0.120750605850962,0.384027756855069,0.367206937856707,-0.486490372934352,0.523285546791232,0.483111375326866,-0.340691333504683,0.243401335806936,0.105220252570055
healthy,0.115042450431129,0.184406361622618,0.191200971522817,0.152207509522946,0.119687357435626,0.255396335933249,0.0034136694382216,0.0667919894808187,-0.0912838577813178,0.0709090183535171,0.274946846737867,0.125608561581716,0.272882559079872,-0.0686693112210683,-0.124907135343873,-0.165737538300657,0.0399492109559224,0.200595883336978,0.0666171385040556,0.134515271233503,0.248485623513274,0.147058007270519,0.173523197722741,0.198120805369128,0.219541968745945,-0.173481455971143,0.103446965018806,0.351449255080812,-0.0755977203518097,-0.087793389740847,0.32701005952915
healthy,-0.208607626508433,-0.345889899919279,-0.0992225101814143,-0.176854377441462,-3.40013336093792e-05,-0.158618501084255,-0.0958763986547267,0.127498245564847,0.148503608552148,-0.26075967778355,-0.198386916959071,-0.0685857737740804,-0.215606236658082,-0.392545442843183,0.378826478332419,0.381215810662309,-0.446357735985916,-0.293890750558394,-0.306488797085929,-0.315368036115927,-0.391482360541585,-0.419083355273464,-0.267699740029389,-0.244637284754702,-0.477765940430454,0.0189375443898888,-0.366481274235152,-0.357982971764939,0.204043267248712,-0.145995573676418,0.333353694829864
healthy,0.28158018028,0.18272931092848,0.0765602614752014,0.285740422602472,-0.460166782903356,-0.0218991683153579,0.294618133471244,0.0327330816767206,0.109402098653574,0.222855685392315,0.172838984112231,0.125803930810784,0.4528995263339,0.429404679962587,-0.299445158722332,-0.333085699237241,0.260442572826673,0.0471692554820131,0.642255956450331,0.343166714773957,0.351125816726602,0.751237526115627,0.587927626513169,0.185873144834686,0.281022139606315,-0.1638543919567,-0.0115309158296551,0.644768245748104,-0.114825818302472,0.420210407308727,-0.110906781160274
healthy,-0.152988132662339,-0.371108097078731,0.037558652706664,-0.205004672557083,-0.196609989335895,-0.0221665925307274,-0.0620139699889183,0.0805616531676298,-0.0265500930882903,-0.14163681654742,0.36213702448638,0.041995366339459,-0.255360855838781,-0.28501599589924,-0.0010463703126062,0.0182392772625589,-0.287252646203304,-0.181267351626909,-0.030244641859394,-0.202827097454718,-0.288979585822059,-0.0503237425979622,-0.192678026770932,-0.0481081094027162,-0.344578047851179,-0.321061148524982,-0.343103929719472,-0.216776709138213,0.0090725357291189,-0.245099421425913,-0.003557971775419
