group,CD40,CD52,CD19,HLA-ABC,CD45RA,CD123,CD20,IgM,CD32,CD196,CD185,CD62L,CD95,HLA-DR,CD35,CD272,CD39,CD24,CD21,IgA,CD268,CD81,IgD,CD38,CD45,CD22,CD71,CD73,CD305,IgLambdaLight,CD82
healthy,-0.542163773843081,-0.350107581040161,-0.594330545369598,0.266516805999095,-0.301739915309675,-0.601297454778544,-0.419935625099269,0.0270651242742462,-0.461227031465588,-0.315688671160198,-0.546325859286639,-0.562919381292124,0.288138526659271,-0.580288434034905,-0.516283457191731,-0.477001066450263,-0.442602835301999,0.125335400773357,-0.652337472708993,0.127678389880061,-0.665498726537502,-0.189916445142639,-0.514436538454462,-0.20771654413774,-0.442462440469687,-0.453180763465617,0.0375183856623036,-0.749356287867606,-0.684625723433923,-0.177136068207818,0.171736710618098
healthy,-0.325936228070694,0.136912169040965,-0.343143234797016,0.066836285647394,-0.0467511225249361,-0.403551273691211,-0.0606195711988544,0.251559437322011,-0.0763517856678358,-0.345684783287258,-0.249362867859799,-0.504818599289831,0.144551425145612,-0.639308928848158,-0.427989008811188,-0.291816806494258,-0.259950829179032,0.285119013617637,-0.521930504005517,-0.0423240555634726,-0.487390955913783,-0.0014718736524849,-0.352688530039785,-0.15376288535504,-0.134218637687546,-0.454896025953292,-0.260691830038467,-0.538320077351904,-0.499830244764587,-0.0489478237896434,0.23686088371591
healthy,-0.140341911992884,-0.0092363605920124,-0.186871662563028,0.342936251440094,0.0242807261270536,-0.195032922640963,0.0603890838236865,0.313991484201298,-0.0136381396560386,-0.0410822830491927,-0.167804743684652,-0.210257832397345,0.0402302947652028,-0.120721413553793,-0.254427142743578,-0.152381054254138,0.0178704381363549,0.143776501589654,-0.303619217769454,-0.135208053780282,-0.249764710814993,-0.0602617688607639,-0.204627403954992,-0.286952041837559,0.0635443622867963,-0.162461557764537,-0.12953647782957,-0.352260884979485,-0.459508547764004,0.0473202526714397,0.12430102427981
healthy,-0.283139809618931,-0.123625520589467,-0.266674881096134,0.094421891198391,-0.153264950890045,-0.0217109705550638,-0.13333607150348,0.0170199069952935,-0.256864410540206,-0.130295813693772,-0.383299514070392,-0.226921631139196,0.241513764088727,-0.0628737596130827,-0.204639509762849,-0.17587988823838,-0.0574674000116479,-0.36621087583395,-0.250046411680335,0.159361968280064,-0.252576464269299,-0.248441604578004,-0.139476683858802,-0.149713639888711,-0.167431430050026,-0.221344851257067,0.219761164283649,-0.144577768486293,-0.209946274306067,-0.140031353324288,-0.0367761650390781
healthy,-0.09920184819046,-0.375000950008038,-0.218227007049079,-0.22948106755268,-0.289400017154911,-0.156383953969828,-0.364243266002709,-0.229017335321348,-0.245373665863174,-0.165130595316921,-0.244485518081983,0.063719515691428,-0.0407938863217515,-0.258491625865841,-0.216077933699866,-0.103595705309172,-0.119081452742737,-0.0826721761385452,-0.19038069197144,0.0388105251656347,-0.149341825299609,-0.379445677334383,-0.377974831892329,-0.249728018806831,-0.228871414801758,-0.135172168205227,-0.292418694138919,-0.0867547575113678,-0.217596718489943,-0.230721413185453,-0.0370719634456081
healthy,-0.559517443418535,-0.310154955798567,-0.546963579643167,0.0647080405595387,-0.328033713301408,-0.193207701345893,-0.423963718843568,0.083330317588022,-0.364193349700237,-0.556389404193134,-0.548829356364176,-0.204734732012189,0.498003323080189,-0.545630901446709,-0.387276136466021,-0.537507099865922,-0.251614568446295,-0.0124631983058149,-0.550180674254847,0.309547287187329,-0.624661847912344,-0.105940746818912,-0.506622770046161,-0.0509268875579666,-0.479440783756946,-0.498747280815158,0.399659505932464,-0.654197892773588,-0.638077918731435,-0.125150658764842,0.0974389241770069
healthy,-0.147693786835286,0.0981952640987744,-0.0797714493016506,0.257967807330374,-0.158915291130056,0.0955035101633232,0.0115436660391329,-0.0951512702281233,-0.0634500272084165,-0.120165741221941,0.101354385163239,-0.177628566152516,0.219904330248789,-0.111195356430256,-0.160585543790352,-0.133485621198661,0.0279742308505799,0.084616030856047,-0.142032077026427,0.255053957463978,-0.122044369711976,-0.0755686501595143,-0.179672427037326,0.0407120190569917,-0.0533647741701433,-0.0353090677505631,-0.0407801975006098,-0.285527891747777,-0.131710457575538,-0.178037838068161,0.0719840362236043
healthy,-0.169105632706247,-0.371034159683866,-0.345064941933827,-0.0510057783400253,-0.265083226922757,-0.2019984690501,-0.529522823673652,-0.445185457262534,-0.31454555242739,-0.377786780483538,-0.34835831101248,0.113794023702524,0.242981020637745,-0.230742204323418,-0.265915367384225,-0.127671828191845,0.116541909916626,-0.144086777409447,-0.236953404960785,0.257908758865623,-0.121623625436991,-0.662020169751736,-0.471458850068929,-0.589867542654544,-0.291112890917196,-0.221445195334779,0.192182768318494,-0.186463931505461,-0.16749270077039,-0.261281888490465,0.0942881156209708
healthy,-0.0918856228510637,-0.0371374171261295,0.0396244084867805,-0.184071054825512,-0.10014326558711,0.166322895640599,0.199212193709548,0.215843767230157,0.037062993444514,-0.0522606220106099,0.109865246187747,-0.11645763024106,0.152553311827714,0.0390879377818022,-0.339918815917188,0.281558633021219,-0.199774902911964,-0.0103120713735801,-0.1565278333568,-0.260780660221031,-0.0583483473242757,0.223520457016665,0.272335620869762,0.314605385216935,-0.034439558667568,-0.157798918626281,-0.0880418878940633,-0.324093298906471,0.247513035432495,0.170906163619671,0.0509502440134434
healthy,0.105583426228985,0.212054734895606,0.244387994770049,0.0979625563688214,0.269943410641411,-0.0067795082319517,0.186451569495075,-0.0336409928965795,0.204323885493034,0.330682050928086,0.31038542635886,0.291387234994788,-0.139008836644037,0.0995453108372899,0.347368416160913,0.122583902548869,0.287574816208149,0.205173870652053,0.249705147329519,0.116849211453237,0.231806813833341,0.256517047062312,0.0224011947200918,0.158689767703292,0.199550315444543,0.0875106383270686,0.168363312146955,0.171777870324598,0.126670051545021,0.143923980748923,0.29750600653761
