group,CD47,CD40,CD52,CD19,HLA-ABC,CD45RA,CD123,CD44,CD20,IgM,CD32,CD196,CD185,CD95,HLA-DR,CD35,CD272,CD21,CD268,CD41,IgD,CD45,CD22,CD71,CD73,CD305,CD319,CD99,CD23,CD82
healthy,0.183392774140387,0.0945947515806648,0.260385206279515,0.17619823501364,0.402197929295824,0.265246164948627,-0.154608836362207,-0.0082887622319647,0.306806371663474,0.417510244707714,0.227123120515254,0.161106532717381,0.0385149021636197,-0.214340757689818,0.189621087870009,-0.0297925444911084,0.103524820154031,0.025038973659081,0.108908940522319,0.226751151302426,0.178994980076206,0.285403855733226,0.0411295882144096,-0.114575901755147,-0.158510283394353,0.0793976794458549,0.0103125991432553,-0.268902175129802,-0.0658120389496963,0.199047560076031
healthy,-0.435819594038265,-0.172072082615782,0.2153540057417,-0.193856493959383,0.325949013619372,0.0433786635935749,-0.510882677230783,-0.0079275338316707,-0.0170847990583307,0.288124784179394,-0.0528723925816644,-0.233312905604178,-0.197670205643661,-0.0277582722039283,-0.512415468984064,-0.132206547257424,-0.227313442714142,-0.273176122029402,-0.346581911276126,-0.408374804644703,-0.333587250522612,-0.143387424609731,-0.284080713556081,-0.221516281352257,-0.194226953092211,-0.534273290188216,-0.150345015717351,-0.0588902661912559,-0.352398559822066,0.461674013557588
healthy,-0.0437331400044541,-0.0492710502841265,-0.199891154527823,-0.12866924255298,-0.0933917981734833,-0.0260110767246138,-0.0460400788689745,-0.167674422592298,0.0692703786820124,0.360984830789996,-0.118618944548155,-0.22489253036925,-0.214226147651367,-0.0012680685716817,-0.160984625307773,-0.0065573366302536,-0.347397560728827,-0.0854459133115397,-0.159474130597659,-0.119627043114601,-0.0075830620914183,-0.135717287053792,0.005506900592715,0.132302253619063,-0.172376719617354,-0.365414114206689,-0.134871815705978,0.009501858856604,-0.216997955796689,0.0800199968517308
healthy,-0.199086466360724,-0.135231468797037,0.0042074307728956,-0.207268127192226,0.250742997587946,0.0573597651985746,-0.0905592327387771,0.0902740060392223,-0.125929881058333,0.123584485270019,-0.170599474604286,-0.341141631063404,-0.252951362002811,0.0517893980386343,-0.141640927914354,-0.0680532623606627,-0.219420132414972,-0.205412341071913,-0.223747007885443,-0.195130213345369,-0.321102269643549,-0.0593952537026541,-0.0873865903347306,0.189107036977115,-0.0569540703796861,-0.337518189334035,-0.168903019600388,-0.0668591250755169,0.0210251003454727,0.153856825757453
healthy,0.217980919476802,0.258150953694973,0.123218992368102,0.0836099557133354,0.31126671731297,0.136228559574684,-0.129192000842753,0.0577451576488997,0.0788362809568699,0.0639809437419916,0.14954159575215,0.0277623799015735,0.0068260319563086,0.053114438797331,0.0901248122006552,0.14116745917101,-0.181213297395114,0.0451040952738294,0.0551514210452968,0.288322495206064,-0.180865706372962,0.0586300773994375,0.188131518210748,0.270552468467289,0.169395805897067,-0.18724379793174,0.123496514564374,0.0409306235044094,-0.082891979584081,0.094505895485977
healthy,-0.321896791001978,-0.464966924940739,-0.345839463173792,-0.559170911922719,-0.0023694596005678,-0.38994997818469,-0.130275538857069,-0.0085608164550241,-0.532003778121077,-0.388287620360382,-0.4360977537407,-0.438862768300741,-0.459401768535592,0.617517587286235,-0.562510719368102,-0.399098867353091,-0.410606902520899,-0.587480096467995,-0.569252465891195,-0.0886839440693266,-0.840062882699462,-0.500562043847718,-0.471178665071325,0.258120846213489,-0.445953191458164,-0.69140755199303,0.351127862043356,0.574693640616851,-0.264427811706534,0.0784228486735372
healthy,0.20018141037237,-0.200193185990134,0.0286359773589609,-0.160123344821331,0.224569978621325,0.0598149827680029,-0.0139672122855929,-0.11274330589638,0.113513925318815,0.340021292892268,0.0329294395066207,0.0399531578842812,-0.169109492384474,0.12714538236209,-0.131104661708689,-0.0149215692574037,-0.0963649983899573,0.0023471879092768,-0.0378904751410233,0.277610275642963,-0.102048869977061,-0.0325086159985489,-0.0816703673371114,-0.12568758831105,-0.199612367309295,-0.115768317273303,-0.0207680114565531,0.0378718241118314,-0.127020223454843,-0.0037472644555202
healthy,-0.102642470314802,-0.282692754517313,-0.209476459965697,-0.189631202351359,-0.233891395972963,-0.211082063332553,-0.0484692425950476,-0.2012119199082,-0.260899459855744,-0.262922442966615,-0.17414201669648,-0.278170833598285,-0.425537995992248,0.142634688659513,-0.11758683480797,-0.300124293061753,-0.0223573222483972,-0.268784320108099,-0.23654526719637,0.176219986872158,-0.190855047807339,-0.248573846421205,-0.202890994828252,0.137031171477224,-0.164908327989419,-0.11059134020262,-0.0053595870144925,0.28606860847226,0.145650207803205,0.0448789977898195
healthy,0.0177899689328034,-0.0558613482514617,0.105408741061406,-0.0103976085190308,0.344383903080082,0.085670960499631,0.0262276297750705,0.384797593459614,-0.0521183244425547,0.0393332735973109,0.241132728434188,-0.15467443270571,-0.126919535021156,0.198205002962716,0.0602986870422168,0.129646455406745,-0.15432199864318,0.0084627240120197,-0.0340427379318611,-0.254312453507632,-0.293739528811719,0.121812960884153,-0.0584015416827091,0.0762513658164064,0.149602401478253,-0.316051001341116,0.158787988917472,0.121712968384562,-0.189307905372272,-0.0365189248982519
healthy,-0.363369092883051,-0.285104777389091,-0.003375960052089,-0.318066588674518,0.388417041499701,-0.240907504224236,0.00154309538254,-0.128292126798078,-0.291216604080235,-0.0514717446309597,-0.34820612708375,-0.343102539287732,-0.406815462485132,0.403374023607965,-0.5265609681421,-0.375530872797286,-0.48447304831353,-0.582554780907636,-0.468730239991172,-0.0856019374382978,-0.668348763487324,-0.330001125014422,-0.357602687590831,0.0421632148591117,-0.476509725603449,-0.65470389965367,0.0423876798559279,0.280250113895728,-0.515169592127654,0.491915463250398
