group,CD47,CD40,CD52,CD19,CD45RA,CD49f,CD20,IgM,CD32,CD196,CD185,CD27,CD95,HLA-DR,CD1C,CD35,CD272,CD24,CD21,CD268,CD54,CD41,IgD,CD45,CD22,CD71,CD36,CD73,CD305,IgKappaLight,CD23
healthy,-0.331292866582385,-0.276728522712854,-0.245418495460657,-0.390219321402453,-0.266400719252339,-0.0535218557093911,-0.2847869864283,-0.0449970740270222,-0.322221737063286,-0.227640587003453,-0.303724494990898,0.21759365895663,0.375231146305965,-0.326278619727243,-0.0845561738514525,-0.417838390728877,-0.0938504145448261,-0.0199312314216698,-0.517984077414665,-0.462544815184232,0.0392946216186238,-0.397389901331288,-0.293736465558736,-0.321064979469504,-0.264225208327285,0.187946526793129,-0.129619740111284,-0.45050449434562,-0.367675888735586,-0.0027346485986095,-0.156987143526743
healthy,-0.274978527333366,-0.375780918164742,-0.0827749373858212,-0.378974475646036,-0.145128605297701,0.0017394576144448,-0.0743180521519112,0.0553569598033607,-0.287919706556981,-0.268404550578109,-0.40527944060983,0.108236205293422,0.293395496089623,-0.513150292715232,-0.0117886123476766,-0.438005953405811,-0.248705341056324,-0.0372279237844619,-0.540690531916293,-0.541524837640921,-0.116213895368334,-0.236806294444545,-0.317914015841211,-0.268191786728318,-0.285067802277973,0.0009188620178468,-0.0661264946863234,-0.419315405248185,-0.48524660226139,-0.146699586280702,-0.246907465515709
healthy,-0.173282252847837,-0.29757795325222,-0.148795799995479,-0.219168439397416,-0.1383722300436,-0.0361145489766938,-0.11588167163435,0.0531448322581067,-0.236868871674967,-0.278832015533228,-0.175221807174418,-0.009913295990224,0.147890072804304,-0.43316753390929,0.0266368156591623,0.0113497136850038,-0.2585480291763,0.205104497286574,-0.158224099400983,-0.245420194719842,0.273458376397787,0.0345830454978573,-0.316342046713448,-0.224288356796636,-0.265679987620445,0.0104646383625689,-0.0134696051831706,-0.132226298175961,-0.485894274817625,-0.150089007408757,-0.282408646687836
healthy,-0.30134319308477,-0.539534310827723,-0.168555164001084,-0.369930259493827,-0.0928247721110346,0.116976927692904,-0.194299139127276,0.0569826686810306,-0.30467911868904,-0.528298809396114,-0.528401194787445,0.567194074545639,0.549666352199431,-0.454864625105706,0.0328941704070228,-0.292021324658896,-0.526597398819887,-0.0458944415876146,-0.472214601034613,-0.460885222688188,0.104981581116144,0.109435099734515,-0.446220500002517,-0.251057607793851,-0.364851134555422,0.233825532952672,0.213753345733306,-0.425976311412844,-0.539771122637357,-0.116433224775217,-0.315884348111935
healthy,0.111354499312254,-0.150302043544807,-0.0315786745844859,0.0167450497951224,-0.0363161264714056,0.0702098961265624,0.12167586316878,0.0376904266256298,-0.13438911340242,0.036504352981514,0.0072776106759755,-0.124709233247337,-0.0128019400723051,0.213905354010244,0.0085050443605645,-0.0133574361895018,0.229953533500738,-0.233414529642335,0.0443042216578377,0.0752825425375836,-0.0176358357648428,0.0439304841883214,0.473425156361545,0.0365153146475658,0.170265074065877,0.0657930356124307,-0.0508884026344812,0.0816579280371471,0.383329599666332,0.117571147564805,0.202219861119899
healthy,0.0895657767841982,0.124264540326735,-0.118674482732267,0.0521042409296763,-0.147117328476999,-0.0356949751023316,-0.0518390067417078,-0.386386576384755,-0.143807649229649,0.0908809256369463,-0.0153964316608852,-0.0193598680003919,0.242951794997985,0.129619757939286,-0.347189378087681,-0.182175744060887,0.378219633577207,-0.428870268571942,0.0225395824956819,0.0813684758155105,0.141510097298623,-0.0215906406650925,0.0790022407631493,-0.0290339103650936,0.162459335698413,0.0729015134605348,-0.0755918217467388,0.129411371550533,0.290361924478697,-0.0963495974150785,0.252725278329303
healthy,0.0200058052124778,0.0343707627387898,0.267047222063616,0.0983892617449664,0.281033919825866,-0.115250455913361,0.0651190463238326,0.0730405820066729,0.261429348811899,0.13592191616222,-0.0141656001012211,0.324716394621155,-0.0249494584828984,-0.101396698712135,0.452589979782935,0.211024293458643,-0.0537803714388603,0.210659292899333,0.0715257446975311,0.122281990097992,0.28703716544378,-0.0652132827715216,-0.0653926944950416,0.237213858153455,0.141773456654707,-0.0035549794383323,-0.0143203368803396,0.0244544759761034,0.030820987386043,-0.0265904623760727,-0.17783511992271
healthy,-0.302980216904243,-0.520902319858667,-0.1339035429055,-0.432307762053359,-0.253458658546721,0.0519057507769672,-0.32542399774852,-0.0086768378707164,-0.327754958249697,-0.55991776010823,-0.620753409542419,0.485507673695467,0.39646030575193,-0.405156064647258,0.22777259433057,-0.423518211391893,-0.64748666292613,0.288000426215814,-0.507877920123296,-0.612033914153302,0.0971958267254278,-0.0268894445016131,-0.623662726051101,-0.376640548851899,-0.513533119456171,0.110437287761135,-0.0008055059827201,-0.714356339877844,-0.624627767649052,-0.206554748411508,-0.334701393673513
healthy,-0.250507820178505,-0.24335378957376,-0.074578730952189,-0.361736304492089,0.0619856238255013,-0.0234898958124713,-0.228314976769784,0.0521389997650883,-0.146685975477397,-0.502602674028276,-0.489660270743024,0.27624013575817,0.269903789494927,-0.448272440290501,-0.0433251392289516,-0.0589375366308028,-0.700630442799847,0.321296528781663,-0.442523870268685,-0.445842649245345,0.351044627795127,-0.0187951562147472,-0.729724366784146,-0.230601777485596,-0.364384680092128,0.0760509407635036,-0.109765264963823,-0.182989332146828,-0.748496770845863,-0.166697259190739,-0.563188665437446
healthy,0.0805623486860707,0.133734417968003,-0.0305286607333881,0.0680537728030594,0.0054295465471024,0.0939493907409413,0.0901824419970565,-0.376644142574934,-0.169525353982429,0.111697662226155,-0.0879865324397951,0.0988116777744253,0.271461146353717,0.0421744893349221,-0.287503111753143,-0.0664360373049071,0.156307572749154,-0.240375570200972,-0.128663095816439,0.0201243577562506,0.233341791591166,0.0929397170297003,-0.144270525201765,0.0295398712068457,0.229207849799137,0.477121288120923,0.0613253279600924,0.220785747436623,0.147925042962854,0.0225649450774802,0.157291335799725
