group,CD47,CD40,CD52,CD19,CD45RA,CD20,IgM,CD32,CD196,CD185,CD27,CD95,HLA-DR,CD1C,CD35,CD272,CD58,CD21,CD11a,IgA,CD268,CD41,CD29,IgD,CD38,CD45,CD22,CD73,CD305,CD99,CD224
healthy,0.0564802410272117,-0.208779646940047,0.0198458601193444,-0.0252419836405828,0.106241811665404,0.0119837510368372,0.023297615520338,0.0159583402665565,0.114262501545457,-0.0869956701181761,-0.159132309789634,-0.113587933500353,0.0612574650211114,0.129345628631198,-0.0185353626288041,-0.161935819501875,-0.110652780118521,0.0695983516452463,0.0876211711681143,0.0845411947361971,0.0161477137188675,0.143769759640379,-0.0556386472094055,-0.0413302914916535,-0.0658180659188028,0.0311915836399608,-0.0601466438518518,-0.0982343457428507,0.0020509047987519,-0.117139766325869,-0.0038518615381993
healthy,0.0310923827377811,-0.0921052603380458,-0.261750033977618,-0.0647071987508904,-0.160733218335538,-0.0674873344565859,-0.53881045114417,-0.358930347407447,0.012459216008404,-0.178778133958861,0.0480639378149472,0.317288649058992,0.0704811992784902,-0.444650030234385,-0.0842422714131747,0.0027092611575771,0.103349310238939,-0.249447347105384,0.149097120780622,0.113387937625861,-0.0662431656928765,0.0170570090758523,-0.0342808414379863,-0.201566189713073,0.0693573569116453,-0.209996367239059,0.0508638022550932,0.159268741683635,-0.033905951738422,0.202501566691687,0.0856786560615375
healthy,-0.22008955526855,-0.467891767768732,-0.0893416709203204,-0.28160060531261,0.0100161871507514,-0.215993152974701,0.187654892274276,-0.0787340531757205,-0.20807900924485,-0.529299719455525,0.0171274680930182,0.204953158529982,-0.305645656447882,0.237371363986,-0.211587324294934,-0.165551957949013,0.1531780162271,-0.398597712104427,-0.0507753778292695,-0.0004242443842171,-0.502945184998159,-0.15256057418467,0.0340543082896687,-0.162241389265696,-0.257914950664584,-0.0916984391089823,-0.379483939683593,-0.46514517039146,-0.388045325884754,0.263903517700499,0.129499296998304
healthy,-0.499935102039106,-0.572194178502958,-0.350767638433673,-0.529099616386144,-0.183796367412079,-0.455120917410374,-0.240298150605783,-0.444633742032324,-0.554520300392842,-0.784577001894601,0.608646379547974,0.51285597513454,-0.555145560904581,-0.0871047914895914,-0.252716922546145,-0.528231936446092,0.431109841338551,-0.57079465009188,0.157225981647058,0.335299839778482,-0.603537473532172,0.0489485192666035,0.298225240554757,-0.679400196625131,-0.563259318590443,-0.453405291735463,-0.50460723075187,-0.274089901136292,-0.636041537969601,0.364126635429411,0.16354691628499
healthy,0.0269660374751121,-0.172391839126871,-0.0010022442835729,-0.078254603627527,-0.0688463310668374,0.072113479572622,-0.350710925787918,-0.156369787837869,-0.0422153558822983,-0.094957813320663,0.305992518625561,0.118629867586404,0.108100226359935,-0.0557013894281055,-0.0759309727599269,-0.0452949044762991,0.0303147137454513,-0.122436115831588,0.0567226516281629,-0.135578548810024,-0.0455951528965116,-0.0373798233993174,0.0124473837495869,-0.091483175173815,-0.0912217623515468,-0.004130233102586,0.0974353148344335,0.0373421344463142,0.131298297457848,0.175537656168321,-0.0472654294163076
healthy,-0.426031584805087,-0.555876246548192,-0.526954011566583,-0.567625885941288,-0.533735609240074,-0.582166145251339,-0.530944211205821,-0.529634434570477,-0.416323187769302,-0.530962697273653,0.264380260507172,0.584357654635615,-0.493695852705453,-0.451762424711808,-0.522443719803216,-0.152468969402146,0.252585485261417,-0.619037134431768,0.0934845484520026,0.471956153434777,-0.606953193019048,-0.150569512690222,0.222663527179735,-0.620626063090379,-0.0198091242982985,-0.556360829833159,-0.500351060159916,-0.465899889870146,-0.462357449823725,0.474210638166201,0.252294359456696
healthy,0.0237827444990555,-0.225173119158588,0.0446109601042811,-0.183830945038999,-0.260660257573009,-0.0887106428833803,-0.214621372805633,-0.122953020134228,-0.364163209568203,-0.262000647704938,0.278015054116944,0.270259039688427,-0.296528206058407,0.0483656968380679,-0.296597479663119,-0.0207122183690978,0.0607829004953722,-0.308232571134156,-0.156376327692174,0.181373240152773,-0.300170778315721,-0.014897301973138,0.122794317549689,-0.458997800393506,-0.186472167966401,-0.169464901142754,-0.338143849689346,-0.20515953131727,-0.502567535632985,0.211050330730371,0.221027479927776
healthy,-0.38454186038123,-0.603053319784884,-0.330028938639506,-0.509626064420585,-0.347479013819523,-0.446401603338346,-0.0858009065327518,-0.440951991469712,-0.638574775150908,-0.71603996552451,0.326796215014174,0.317293955991114,-0.442644069845635,0.313241210198743,-0.40970241446172,-0.622386923178352,0.161357452049507,-0.51553577603732,-0.368673366593175,0.317647150337204,-0.603034971019101,0.177543496674897,0.0260967303334696,-0.49409075015163,-0.354182456790199,-0.468692623291449,-0.491869550793082,-0.683552601508234,-0.585688592487724,0.239623782325175,0.0907096743399053
healthy,0.0606235871494653,0.188075428636125,0.162956852870583,-0.0036157505318192,0.082892476385986,-0.0029816010561978,-0.347608184152047,-0.133023027927487,-0.0977706291695108,0.0540458497276383,0.0572788468219249,-0.100031930195665,-0.076616079236413,0.102939760012332,0.275901847264852,-0.295209979499191,0.0295087502402635,0.113615713577273,0.465030744121349,0.199413709413489,0.0412277464751406,0.0262805248609522,-0.0679280683391598,-0.3955524594436,-0.255121878418164,0.0450232263906375,0.21110777143788,0.404567922382672,-0.221044869496216,-0.166310870507218,-0.0061652717842908
healthy,-0.315313287164394,-0.25647517589718,-0.348068782253024,-0.311693560049743,-0.33167268730705,-0.360595722872651,-0.2225393300594,-0.39870724261312,-0.442846304628245,-0.544707499202996,0.200709906479113,0.314478785087089,-0.158705367606144,-0.199775855148877,-0.320758294736391,-0.354211456101953,0.0361651798995725,-0.391456571372011,0.0668240030913584,0.183799730868501,-0.414264479263445,-0.0980193073068868,0.0511097608775015,-0.291666245847884,-0.20515013513115,-0.40020489531256,-0.131919213368496,-0.264069274826368,-0.287786305311516,0.233143165059663,0.288187619540698
