group,CD47,CD40,CD52,CD19,CD11c,HLA-ABC,CD45RA,CD20,IgM,CD32,CD196,CD185,CD27,CD95,HLA-DR,CD1C,CD1d,CD66b,CD35,CD272,CD58,CD24,CD21,IgA,CD268,CD41,CD81,IgD,CD38,CD45,CD22,CD71,CD73,CD305,CD319,CD99,IgKappaLight,CD82,CD224
healthy,-0.377337234984139,-0.466037881849645,-0.480170760643688,-0.514921046031031,0.109307145243251,0.057484690467088,-0.338890207794368,-0.489475370873597,-0.040451280630777,-0.483419934315576,-0.271055680206926,-0.533474866226608,0.250704511582185,0.284005626763834,-0.462711141341982,0.0642858166462912,-0.0765298055421735,-0.0493731573654959,-0.467525940699007,-0.408955116654753,0.0769021376696914,0.0636971242557274,-0.551864409869475,0.121903340412439,-0.546965836765818,-0.30733730124261,-0.27691232404871,-0.469027668564495,-0.195403285305415,-0.482517576076751,-0.353832366021941,0.113865771638025,-0.579496014453198,-0.572649557408085,0.0735574948914413,0.200793388134682,0.0518009655055852,0.0199108802297717,0.104461722171107
healthy,-0.0494100946340366,0.271884320354812,0.241110982293286,0.229760686790831,-0.0790734309197504,0.26576717873811,0.135377385441369,0.109052641634918,-0.336684849295996,0.0966418828173092,0.062837137897461,0.211519842136632,0.118539483906771,-0.138475473439832,0.0247892511209183,-0.14482411221733,0.225539945025504,-0.103986567945703,0.191197557596351,0.0566067751596426,0.0975381963323225,0.183357996814728,0.129265772906783,0.152155270645069,0.241723559677382,0.0003449600568453,0.195403467934439,-0.315124513084676,-0.137678733735971,-0.0840719515372368,-0.0103511400881669,0.104097661948561,0.339117284591136,-0.088777779107351,-0.0449529539576717,0.0593171536758796,-0.0264172961245354,0.324012339771618,0.0219149625729181
healthy,-0.121961422358854,-0.271177091746224,-0.025467050986034,-0.164876363658916,-0.0611882260970525,0.0369367534425804,0.0949150019536217,-0.126369290073896,0.452712945944985,-0.0776270009116901,-0.264452381799553,-0.195484479131445,-0.125426718750582,-0.0791521847814934,-0.372760312331384,0.208534073270551,0.0407088628993255,-0.0867053506294561,-0.0067558558092206,-0.319765891654133,-0.058812923986376,0.185600302383391,-0.134225190962353,-0.0760547013176923,-0.215554359950101,-0.115604356316512,-0.0248531665418264,-0.164525031218453,-0.114893336503628,-0.0346910075349482,-0.340277236508413,-0.213836946313024,-0.219824654055235,-0.396514741777459,-0.16560860507677,-0.0472981418639845,0.11603811912777,0.37837562208842,-0.0765555433722843
healthy,0.157126310067281,0.0160251697421524,0.0095599530134634,0.104545043823981,0.0119220191725842,-0.231948321212786,-0.0719469610282745,0.0285519484796385,-0.0743753719890586,-0.0068426422292432,0.0876373417285277,0.292450401775639,-0.36918433177892,-0.117242967877578,0.0845501741501879,-0.0967842002147118,0.0216744486072969,-0.0412327382113308,-0.0619745845552297,0.24289262213218,-0.111609527218997,0.0276035023210897,0.072877014801201,-0.160882124105816,0.0935445872487113,0.228872047100976,0.159652438517515,0.121394197771327,0.0548715044417906,0.0325110689437065,0.111468641952317,-0.0696679798939264,0.0085220263337723,0.219813033500561,-0.0098160071511247,-0.0883332496237972,-0.158892318310188,-0.197093242581459,0.114586170604305
healthy,0.101930232944152,0.108929343712662,0.21899955256041,-0.0318745976331916,0.0766550130186456,0.390493674368461,0.0865392325630897,-0.110315938567619,-0.0347047648414838,0.154690966202069,-0.0460684071401236,-0.0754236368639963,0.20604268490705,0.156941328409359,-0.235458058301493,0.019209166125131,0.0373901316213223,-0.0425550175913045,-0.0011036780126114,-0.221050520719502,0.103681898223052,0.2317178470339,-0.113564899074077,0.215824515092467,-0.130361549476793,0.151561313146688,-0.12841102960378,-0.467698565146998,-0.246278121035719,0.0992852015764526,-0.197794368492232,0.132629423514393,-0.125806126071008,-0.450975387953162,0.0657356890792161,0.0978596410167508,-0.19645414104252,0.233497540264918,0.146450771966773
healthy,0.204010291948744,0.458948513553134,0.393550529102588,0.445445948890053,-0.100542602288218,0.271374996327266,0.415350839327079,0.422990896828352,0.235631587136064,0.381979399100911,0.479498035457672,0.370959012189323,-0.209293330276081,-0.496216456450311,0.519204472236257,0.301802918008738,0.272838387223106,0.0724799034233579,0.504342263573454,0.299044184298109,-0.338895360142699,0.238174921308293,0.547772465481849,-0.194283435991216,0.456555967791616,-0.124706351606327,0.212766498882085,0.460147543601325,0.0318993897761158,0.465237877816394,0.553772130684505,-0.440164149461191,0.521681621657929,0.473244486505361,-0.305382235658582,-0.382191343653577,0.365656226505156,0.0964214199520647,-0.273553715944005
healthy,-0.0257673610117913,-0.20991959668284,-0.103930803492518,-0.217950299292581,-0.047029236494207,0.33266888880342,-0.315334663522583,-0.112868176558612,-0.281249562758664,0.0630618538001088,-0.396858195061962,-0.126216719490064,0.236129371326386,0.179742797951427,-0.309388717576637,-0.175837834951151,-0.221535758152667,0.052603637628236,-0.169297955307895,0.0701049944816165,-0.0469763551623947,0.149458075858104,-0.276902872858245,0.242090192306813,-0.387667683355577,-0.0569869131795769,-0.0985910422950171,-0.443395166844241,-0.240285974632363,-0.207694540177762,-0.445395868908238,0.137754490348207,-0.311967917570567,-0.431428501636917,0.130229553001053,0.117028511268534,-0.17463959548208,0.095776423615337,0.346179689715049
healthy,-0.148313817204112,-0.394143459199923,-0.177772404778276,-0.189918322012255,0.345916789438643,-0.023697040562759,-0.172785589615335,-0.270431086021819,-0.306517613482004,-0.120767932481535,-0.233963513604608,-0.468796667505753,0.358824782491145,0.36655213401817,-0.407162124383259,0.0691267472383051,-0.167755128884306,0.104055666936453,-0.297755546910477,-0.206804757967071,0.190285420334575,0.170432174836783,-0.306973484640367,0.44560045624359,-0.365388447767475,0.0718641161214007,-0.30684356568542,-0.358908059296808,-0.187341368319306,-0.264274758403917,-0.442372792325149,0.0252356404683899,-0.363349911501376,-0.269686062465084,0.150230848133504,0.27931282267019,-0.461166443615963,0.34907788983479,0.149130620682107
healthy,-0.0835351692074365,0.0243459223449665,-0.0808334211946241,-0.0430230899472212,0.026748875516598,-0.172940888609207,-0.114451218377688,-0.182896339359902,-0.257690064334297,-0.2451950210557,0.14463386302972,0.0679347533167425,0.113048454764955,-0.16245952098144,0.022624799211109,0.119765586878194,0.0023410708827553,0.0445628814575943,0.0960192509858032,-0.0281657983279872,0.0961456037652141,0.038363648330576,0.1717260049885,0.22246355688316,0.144962276380098,-0.316050587999439,-0.220596745536015,-0.192282445562861,0.0900265731030276,-0.0705071353704749,0.0100613171119866,-0.123627701597378,0.267022129190053,0.0652550445064422,-0.138644593925008,-0.137929538614215,-0.382631965698513,-0.0503283660351144,-0.050936454016663
healthy,-0.236646323576045,-0.124076037243937,0.0551805098918178,-0.117210069584754,0.207529541123543,0.349409078754968,-0.179149504020654,-0.137833685336784,0.0401917154443838,-0.202445288197631,-0.238712133209542,-0.151793885973189,0.203543601156803,0.125246525748125,-0.266504299051758,-0.0127926287956973,0.0048483326932856,0.0477172476053662,-0.174470948002782,-0.334767325954596,0.0819805578732841,0.0210774657165003,-0.321874771243809,0.0162259484140607,-0.220844924226994,-0.222530487755429,0.132039261299011,-0.338681123827291,-0.439767527685845,-0.21469046686624,-0.0416075901760334,-0.127697328998464,-0.170189173258012,-0.408627988827666,-0.088855768784255,0.0227360992755268,0.0445510078961782,0.420407782624295,0.0311988306712825
