group,CD47,CD40,CD52,CD19,HLA-ABC,CD45RA,CD49f,CD20,IgM,CD32,CD196,CD185,CD27,CD95,HLA-DR,CD35,CD272,CD58,CD24,CD21,CD11a,CD268,CD54,CD41,IgD,CD38,CD45,CD22,CD36,CD73,CD305,CD82
healthy,0.20460329526545,0.248388104199295,0.258472570312494,0.353272119191723,0.236946518270322,0.343041096044034,0.0348377332716038,0.318487204694324,0.312614110012282,0.340891201396031,0.151265172419384,0.123363187206888,-0.170501231452862,-0.353394226804552,0.262631797690545,0.286056895864394,0.126240734858124,-0.131369924616784,0.234349468785948,0.314586391058338,-0.107383388649703,0.260428504515776,0.0264363623297557,0.234200345049257,0.305194447783619,0.0273399002381497,0.285634374171568,0.104417434858758,0.0438498637801098,0.0649488807311279,0.207583373008491,0.109266463084056
healthy,0.182766184188118,0.236390437805877,0.113971326319511,0.288430550689795,0.147458143547244,0.0976487048473609,0.0383458318422269,0.0225640983602509,-0.145768801372877,0.117976685150925,0.167687792804107,0.158639004216411,0.116510357553813,-0.160717257482944,0.231289514687892,0.274491080592556,0.105411913329493,0.105555916116004,0.0732785291210056,0.291737016681599,0.0932926068673684,0.297836385465871,0.121039616907418,0.220338985706832,-0.0372908574274718,0.179836685434442,0.0360503520956979,0.185947675698488,0.0375905243981669,0.33051696425617,0.116114690637541,0.080474817001927
healthy,0.177587941479287,0.215051195334776,0.147332122909889,0.166981933651288,0.228663170477111,0.141079391462363,-0.0506009151374763,0.109592821783553,0.0005696494125813,0.170895378909569,0.176748969087709,0.308201416087811,0.094225837116072,-0.22477838963874,0.0821017247688215,0.112600698682515,0.135788671855774,-0.108045635562526,-0.0303223377053013,0.138845732837732,-1.49804425655934e-05,0.283416879740466,0.0645280285971604,-0.0325007552417036,0.0333791812849041,0.048263656959105,0.248294831707854,0.219777430271303,-0.0094644134554957,0.0735485283669274,0.0930547933312205,0.0698665249746733
healthy,0.33224892336434,0.470812060966692,0.186051898765371,0.412707722385142,-0.384336345850406,0.118688745975993,-0.193446519594555,0.307539265305769,0.164088888235245,0.286452882700751,0.42780135168818,0.618414890173443,-0.48604260872928,-0.497347774616663,0.469195636475053,0.255407969639469,0.48842730558931,-0.508297955195444,0.133778963631422,0.499805317384652,-0.136964927244766,0.510359251041473,-0.383148675809466,-0.17306726036826,0.607447453265896,0.531115626782509,0.304586115971315,0.3435956919717,-0.234456628498106,0.289753895559291,0.649491722464347,-0.243192405125821
healthy,0.18232655213344,0.204294175445035,0.179455589410141,0.200882153033083,0.227569187907041,0.201161707534943,0.173144248025394,0.0685068281816898,0.178359874529271,0.275894866619335,0.224503565861237,0.179797865557676,0.0165198842880065,-0.0844015388338756,0.0899871780871803,0.244216835959952,0.12779481976139,-0.0213063284536538,0.189620681407933,0.229441652315074,0.0985271819333903,0.197889798026162,0.199952354621414,0.264114559935059,0.0399876801960685,0.0144428948398727,0.107923138607153,-0.0009342457067924,0.108426663792063,0.090346033597003,-0.0107572580527899,0.227205602561117
healthy,-0.0313615857719088,0.243633178364748,0.206611594191177,0.286572166262614,0.122449127988249,0.259123780960928,-0.239014388585444,0.250254115282635,0.386097872151648,0.306114041395378,0.21151099061567,0.351617434082139,-0.212755903754913,-0.457846190573631,0.294876489702454,0.321512920196717,0.0517122561307014,-0.151627704297542,0.15478039666103,0.364679064313265,-0.0440164056951787,0.242719149710415,-0.11408971290984,-0.21806124303606,0.449131960124572,0.115885040180187,0.2582319143568,0.23352666158277,-0.0701066634202488,0.403950475148171,0.317822854204471,-0.0424796291514446
healthy,0.0139213410591725,0.341256978218587,0.146539222328395,0.209573734808634,-0.109213987225453,0.395541447487756,-0.0493222299209323,0.18518478209729,0.404492520866025,0.16037729004172,0.374677781112074,0.254343961111517,-0.0851049946954178,-0.22860582293122,0.246827498639579,0.426140862658193,0.045810210729823,0.0069251323012781,0.0223271212071255,0.374842644089693,0.153987718838316,0.376711751053802,0.0795238585049729,0.0254475467295941,0.383999563937446,0.14713918754335,0.258748412842373,0.337450589827056,-0.021391287951292,0.403852831098996,0.382157743866953,0.0835475459531756
healthy,0.285335413723953,0.465276138073723,0.201187768702446,0.326719506758646,-0.0522940510912251,0.271849428405201,-0.268736793333229,0.31813455157831,0.182728693436845,0.252759987570842,0.351696439129626,0.602354736726118,-0.292219840452368,-0.314493297185505,0.438805733326281,0.343505970980589,0.531527794440259,-0.264318978787559,-0.0887950735406865,0.432980538033747,0.205488080042308,0.535410671228083,-0.032107282089138,-0.15519180006839,0.456415026074765,0.309430830378125,0.330667402095974,0.441919421512528,-0.207274589486838,0.485609533976291,0.573544317917968,-0.118444952214169
healthy,0.219655644474157,0.238479023311336,-0.0287027332097073,0.178616835877176,-0.381286497922912,0.0024466785331092,-0.0352958623050968,0.0028436070395563,0.140775655822973,0.162460694993147,0.506820644411482,0.330362258323382,-0.205264090748192,-0.360314304428621,0.164956989314,0.0949742152158053,0.567032287172464,-0.254132003170052,-0.0833303261926405,0.25746651660753,-0.28193817613215,0.304896163138682,-0.10248367883679,0.0339141562685599,0.451414255641537,0.304719420192891,0.159040306625568,0.161514534501793,0.0515789359400307,0.238266595856197,0.504586260694964,-0.0215938534183571
healthy,0.128585623313759,0.245106249103376,0.118742074001818,0.171623965380278,0.0818611555492792,0.161337718992364,0.0608286604499479,0.109753028870965,0.0095657825625788,0.174683816995428,0.245225942926669,0.272824995328535,0.0327846598488189,-0.177093414024492,0.159263281880432,0.23470901468736,0.0108911678177724,-0.0979185156682038,0.126484665310452,0.19774719916315,0.277469205259627,0.175407388146211,0.200768919894297,0.119676464801249,0.0379876991807396,0.266792520347786,0.166625841864593,0.0998639875173522,0.170725681552246,0.0981768416550411,0.120872436914233,0.0936246875589796
