group,CD47,CD40,CD52,CD19,CD45RA,CD20,IgM,CD32,CD196,CD185,CD27,CD95,HLA-DR,CD35,CD272,CD58,CD24,CD21,ITGB7,CD268,CD41,CD81,IgD,CD38,CD45,CD22,CD73,CD305,IgKappaLight,CD82,CD224
healthy,-0.189237839745723,-0.17319740422492,-0.245231244386962,-0.403861510541204,-0.125090353219873,-0.28538810164018,0.0092282321877098,-0.311582187931223,-0.174087975821318,-0.510981662015671,0.102741940982953,0.254046079523352,-0.520528939299496,-0.341585874376199,-0.412388504811821,0.0704200490183415,0.115105565581395,-0.41277316697409,-0.1736434391076,-0.422390734069117,-0.115235071230674,-0.180641555543482,-0.510046698009185,-0.27191305362805,-0.3145302144563,-0.256350563219191,-0.415733569498706,-0.585159800437763,-0.0722325955749101,0.389064676190696,0.0478960186062492
healthy,0.42616645774526,0.269604547259238,-0.178237555460452,0.300718307179057,-0.185304163359332,0.0166322474894392,-0.377520332504458,0.0171634258310108,0.22352286993552,0.169042658202987,-0.0376832845400533,-0.0535453551648531,0.538862981940255,0.213237441133677,0.355664832767231,0.195186145312981,-0.488110424824392,0.272725187556938,0.14176960236159,0.369126016711603,0.517315023078682,0.0554753164471518,0.322502549976409,0.387489470199086,0.0109076803466059,0.353193147526931,0.379268518365043,0.436510295771042,0.0324769506018371,-0.397843434823844,0.109912841218811
healthy,0.0480388286359041,-0.144684608395629,0.0208620499858196,-0.153306582154442,0.0281910703986008,-0.240567112857663,-0.0229151941016342,-0.0801884159539566,0.0243689218997202,-0.106100650977102,0.0289681201313,0.280200297153354,-0.0860151700271026,0.11322727484113,-0.0282089171870152,0.096199702917282,0.130816412505428,0.104197870842021,0.168957044792556,-0.155594766118691,-0.0835966817317166,-0.108063541102511,-0.115450095284179,0.0368185988389917,0.132304624696394,-0.0590897145433053,-0.0397963557614427,-0.238135110562618,-0.228056764646779,-0.0036452372070175,0.218407794647408
healthy,0.14781680088259,0.385782056865288,0.207527703163377,0.162568487805679,0.095078813408292,0.191356706321761,-0.0480522744988425,0.0340259215389814,0.0678409293270854,0.247793570653107,-0.242351412183679,-0.371953821822047,0.171254189399219,0.150085840787928,-0.0210289552294499,-0.149858373769106,0.123392701265716,0.203463872000152,0.164648136910226,0.227022933120764,-0.151962612046325,0.114095245930565,0.055566007339433,0.21528809805788,0.172984384369584,0.133318987135026,0.325512071378722,0.0470155929201063,0.0401969143969891,-0.0559197404181897,-0.182819861358626
healthy,-0.133234379924153,0.184626371729231,-0.0632586907486005,0.124926832163791,0.0220612728916065,0.117533031315549,-0.199514343705116,0.0394674689028254,-0.0850329527118257,-0.0174309385791389,0.0134299415184119,0.0929195624204096,0.168858307079102,0.0644463782224058,0.0496383558367643,0.107436847743227,-0.207351622070344,0.0676748930653334,0.0644611264804366,0.12194575362691,-0.132155912759431,-0.103571564003334,-0.0394687729057652,-0.0166227110737985,-0.0019499999200403,0.25474878469143,0.460234239189249,0.0910967548159213,-0.0039124541598784,-0.254223411638304,0.166321272342445
healthy,-0.403483054446385,-0.420581430861361,-0.227574054942336,-0.525100704117628,-0.255615938145197,-0.419023081648292,-0.161231527606009,-0.328572579145252,-0.445403860019295,-0.550882834774111,0.391376530542509,0.439147790958603,-0.501993223041658,-0.171708884094996,-0.490442206337408,0.208728039914417,0.220024643858057,-0.471234769622817,-0.173985928393341,-0.555881144851199,-0.220017506508177,-0.202591279856802,-0.754099470482173,-0.241631878748746,-0.413316614944292,-0.420068441573417,-0.494391496505067,-0.705225173983875,-0.254457638852749,0.335495056657195,0.131790367601823
healthy,-0.0961831512845097,-0.39394684233478,-0.0957065986818811,-0.302412479593688,-0.378929802285507,-0.115389498965022,-0.359795881614131,-0.116568111735897,-0.398743770095799,-0.254234475602555,0.100131630338948,0.304619576864169,-0.364636314166515,-0.230509765980285,-0.0704200853871611,-0.0308614323956579,-0.022511250671255,-0.346585694127781,-0.123369895851853,-0.36196477595224,-0.0184722089754136,-0.112110154102365,-0.368080144129421,-0.170126233397481,-0.280555051695991,-0.359424386718699,-0.443998792664589,-0.484099620313596,-0.179551328279904,-0.0515733265112435,0.124301233448743
healthy,-0.304009701727416,-0.0915221452615572,-0.154187035791733,-0.188308940755125,-0.115841449500941,-0.375437645390051,-0.45328827431464,-0.144578108427507,-0.0735180370807351,-0.243722728081302,0.360634571656572,0.343558088710757,-0.178444869247218,-0.222480798801725,-0.108747256123707,0.123569260335414,-0.215660529903517,-0.225969085241977,0.0048076472597719,-0.130144665000044,-0.0524224969693631,-0.37826809007567,-0.346794359352777,-0.391977008911027,-0.107594315030714,-0.0694337399529554,-0.0695268674787574,-0.20239827563104,0.0875058845272038,0.0774836904802452,0.17707025470461
healthy,-0.152967682837095,-0.29373257627817,0.0345542951767252,-0.154608996582713,-0.136269761037962,-0.0015396411070225,0.0127059181419742,-0.0406539360824614,-0.3894561616517,-0.367822420366523,0.303113711664733,0.330888167991407,-0.266505001891602,-0.0905118814679507,-0.420698670264063,0.209118755455671,0.184900411091097,-0.296027884540643,-0.208533105565972,-0.373003345976855,-0.029013881923736,-0.0241124767523494,-0.472939900846107,-0.143773549144837,-0.211521406111425,-0.176544479854656,-0.131858331191141,-0.483337257139086,-0.181428077705912,-0.0104813001975643,0.275634465910402
healthy,-0.192108266381389,-0.143704423716671,0.0389715530286296,-0.14223821962122,-0.0251075636655723,-0.185450818981923,0.0054975071603849,-0.121123647726166,-0.0428171962616631,-0.209621694959939,0.0791249718087924,0.274032979413691,-0.301029358817619,-0.171625598547394,-0.199451054148466,0.0566243240342389,-0.116516717117829,-0.295489261673378,-0.0507124807503263,-0.241741630933399,-0.132944217475468,0.0148440806804502,-0.480853953723707,-0.353080604045323,-0.0740040675878817,-0.23668582613386,-0.283546539573668,-0.466452764513812,-0.189679832280708,0.330118959344141,0.155738595079938
