group,CD47,CD40,CD52,CD19,CD45RA,CD49f,CD44,CD20,IgM,CD32,CD196,CD185,CD95,HLA-DR,CD35,CD272,CD24,CD21,CD11a,CD268,CD41,CD49b,IgD,CD28,CD45,CD22,CD49d,CD73,CD305,CD82
healthy,-0.138933561689292,-0.117106384761256,-0.272880674987137,-0.10422821321233,-0.22840663835829,0.175630630500658,-0.156667009966244,-0.251774431375867,-0.285963165569508,-0.184845398661868,-0.146997256254204,0.0547293650122024,0.192352712133723,-0.046458321082456,-0.0192348548127413,-0.18934453111934,-0.251972908177146,-0.105482825116019,-0.0516554513962118,-0.0934300483930157,0.0539365832333428,0.123808119802222,-0.027726451020526,0.114367900524186,-0.202288977297157,-0.0239399336296336,-0.367213884602668,0.120951745887637,-0.0122312378934999,-0.326071881388501
healthy,-0.493905663557607,-0.413993724204075,-0.17131654543464,-0.431950548977672,-0.363914866234995,-0.0777964040136015,-0.0029642560595579,-0.229717763973936,0.0030504655234774,-0.424154306037704,-0.387457926172877,-0.313045498064551,0.268120176380486,-0.554676440743556,-0.397262996671736,-0.419336656214532,0.0549230817569513,-0.580946622878963,-0.142424457949991,-0.587274123401926,-0.389297153308163,-0.144834327363224,-0.486360441470668,-0.100883706280402,-0.452489084712954,-0.402637105727406,-0.201839774519672,-0.373365670075517,-0.689942560661416,0.119951802886271
healthy,-0.199350591763104,-0.179447916388999,-0.274313862611759,-0.0390476249542604,-0.1270009116901,0.139508302744452,-0.237778331844014,-0.021824913831319,0.0495795185224938,-0.251731901090927,-0.09148278243242,-0.0898718759861865,0.0514941722568011,-0.129388671475263,0.193531384595452,-0.280284299066129,0.0283183695579304,-0.0101713941954653,-0.14962133135791,-0.0347158156211446,0.345007471436107,0.0353451864551395,-0.0291327911326431,-0.135837422254806,-0.274915458702023,0.11980944609316,-0.0028814556246383,0.0509885912373795,-0.216030712093291,-0.0872040866605825
healthy,-0.213371124470802,-0.335551019373329,-0.212850653457864,-0.378568553521115,-0.318938629125705,0.0329557526254792,-0.487583636060434,-0.196727344424065,0.0697613907193396,-0.419431789620177,-0.534367031391559,-0.551267843376882,0.316044383046943,-0.270089373735866,-0.335084649695655,-0.607265470331804,-0.0517476745041274,-0.387280407044837,-0.19248167919906,-0.420033087832879,-0.0747934837454244,0.0877735791523106,-0.382734926249475,0.207983892597582,-0.338002415042263,-0.502181605790252,-0.487793338142185,-0.404445402713514,-0.534372950731882,-0.138090162479526
healthy,-0.143230278812162,-0.0825649281305697,0.0269484815467217,-0.0701601389507501,0.100202461048888,-0.107872591777376,0.0342599460220948,-0.0083668487690199,0.111607380206778,-0.0235992531846019,-0.0454100968749675,-0.106121398748886,0.0598281870213304,-0.0959030513298445,0.0176345126302057,-0.0310047770934561,-0.0062072667552948,-0.0538440609492146,0.128394069017902,-0.0878028018385618,-0.233683937955439,-0.173938395859866,0.0627867815341612,0.107369598404478,0.0555488620561693,0.0219664320810058,-0.121565515063601,-0.116391906746378,-0.0859512836988421,-0.072587984604843
healthy,0.299831691859706,0.517961414423118,0.470387004178317,0.526013878394853,0.523388226186998,-0.273134709872683,0.208096289137419,0.54250770498144,0.531206002332452,0.484662893060706,0.441003510624607,0.466363106909408,-0.604601187552165,0.529335144230547,0.496610322730626,0.31257474992005,0.304434593156337,0.630628522375714,0.0025031785285229,0.546735884535182,-0.0512856184124477,-0.135840098565574,0.687975396909183,-0.0593043136189067,0.530404833810274,0.446351692557728,0.0944717818850838,0.546917412358507,0.609296178301431,-0.0470419868052175
healthy,-0.080690806660411,-0.0394915492709622,-0.058153508211078,-0.072018864502086,0.0012044259024124,0.0212909119456114,-0.0216098343381272,-0.10424851895051,0.335115118356358,-0.0251151822963903,0.165943517875129,0.0622662337052645,0.0540373054498814,-0.181280609468529,0.0017341381242496,-0.0374138576976791,0.0505900448300545,-0.0253256859268343,-0.0559927140417326,-0.103958011933665,0.0930255395327352,0.0406281836372216,0.205266572012305,-0.0323828095426396,-0.0858189733357519,-0.0253602442817829,-0.163080078083874,0.0528254535746354,-0.115245743131822,-0.191117798967057
healthy,-0.0535974355462513,-0.219166929557123,-0.072301264082086,-0.236809496104995,-0.250723465987654,0.53058723237813,-0.224130897740054,-0.254337258250325,-0.12387065148622,-0.244048164368714,-0.361285666048303,-0.357438273951276,0.225277992676155,-0.277682490989732,-0.259836718967313,-0.651721333809656,-0.0110543608058653,-0.261101907675357,-0.0555209916732904,-0.371570971041665,0.492781336181351,0.537339970162274,-0.449681411967299,0.221585930333021,-0.22048901011719,-0.282075985342671,-0.501896974946176,-0.322401467713383,-0.571656048611324,-0.12529148124389
healthy,-0.308411664844912,-0.350815717091588,-0.019846315097464,-0.285845856151427,0.0098146230130427,-0.0746053916260633,-0.0316352095582681,-0.0541417198551071,0.307930929322951,-0.105849081177631,-0.672345720575387,-0.486459197331749,0.36550602010398,-0.325212882739288,-0.26887809053178,-0.607722427481834,0.436357863775492,-0.515181116000316,0.0720956668159443,-0.469217959732717,-0.13407135401001,-0.0377218887436852,-0.47779378400926,-0.017722605906796,-0.273289960865547,-0.392223885516663,-0.0739405009084924,-0.489110812699206,-0.691650721613432,0.207672869597239
healthy,-0.115832038613361,-0.104564959039107,-0.174600807964606,-0.210396713551916,-0.250324436350933,0.0660323692684219,-0.137755559743316,-0.263410420946307,-0.0248965335615584,-0.139416334301824,-0.452960738912841,-0.183951943149372,0.0547081413842856,-0.0745428922779011,-0.300890518487985,-0.385321743431155,-0.0177460298172978,-0.264047192698527,-0.0418417371556815,-0.254821496044072,-0.0461268114196996,0.0339912618876464,-0.104999558501279,0.154098791824132,-0.177462234398849,-0.113983932971287,-0.331272432243043,-0.0867261260974508,-0.224459866526782,-0.177276201857071
